candidate_id,other_node_id,threshold_multiplier,predicate,raw_value,limit,normalized_threshold_ratio,pass,detail
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,jones_frobenius,0.0017933288365315743,0.03519856256,0.05094892251564646,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,phase,0.03335939729802817,1.287284521,0.025914548612853375,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,Tyy,0.00017428744885031322,0.00906824734597,0.019219529662230478,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,leakage,0.00017167040409604706,0.0090695990208,0.018928113988539327,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,sigma_ratio,0.000194645700178242,0.01557322279,0.012498742412086305,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,projector_margin,0.01986485379330427,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,1.0,manufacturing_geometry_legality,33.5,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,jones_frobenius,0.0017933288365315743,0.02639892192,0.06793189668752861,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,phase,0.03335939729802817,0.9654633907499999,0.03455273148380451,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,Tyy,0.00017428744885031322,0.0068011855094775005,0.025626039549640635,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,leakage,0.00017167040409604706,0.0068021992656,0.025237485318052432,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,sigma_ratio,0.000194645700178242,0.0116799170925,0.016664989882781738,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,projector_margin,0.01986485379330427,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.75,manufacturing_geometry_legality,33.5,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,jones_frobenius,0.0017933288365315743,0.01759928128,0.10189784503129291,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,phase,0.03335939729802817,0.6436422605,0.05182909722570675,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,Tyy,0.00017428744885031322,0.004534123672985,0.038439059324460956,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,leakage,0.00017167040409604706,0.0045347995104,0.03785622797707865,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,sigma_ratio,0.000194645700178242,0.007786611395,0.02499748482417261,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,projector_margin,0.01986485379330427,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_01,0.5,manufacturing_geometry_legality,33.5,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,jones_frobenius,0.018154799004682497,0.03519856256,0.5157823980378617,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,phase,0.5493435517542622,1.287284521,0.42674602451330357,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,Tyy,0.005434304724442604,0.00906824734597,0.5992673685569077,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,leakage,0.005436717763315432,0.0090695990208,0.5994441155388451,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,sigma_ratio,0.00768908362280013,0.01557322279,0.4937374701746067,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,projector_margin,0.020059499493482513,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,1.0,manufacturing_geometry_legality,33.25499813328946,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,jones_frobenius,0.018154799004682497,0.02639892192,0.6877098640504823,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,phase,0.5493435517542622,0.9654633907499999,0.5689946993510715,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,Tyy,0.005434304724442604,0.0068011855094775005,0.7990231580758769,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,leakage,0.005436717763315432,0.0068021992656,0.7992588207184602,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,sigma_ratio,0.00768908362280013,0.0116799170925,0.6583166268994756,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,projector_margin,0.020059499493482513,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.75,manufacturing_geometry_legality,33.25499813328946,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,jones_frobenius,0.018154799004682497,0.01759928128,1.0315647960757235,False,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,phase,0.5493435517542622,0.6436422605,0.8534920490266071,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,Tyy,0.005434304724442604,0.004534123672985,1.1985347371138153,False,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,leakage,0.005436717763315432,0.0045347995104,1.1988882310776903,False,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,sigma_ratio,0.00768908362280013,0.007786611395,0.9874749403492133,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,projector_margin,0.020059499493482513,0.0,,True,{}
PDBG_PHASE_EXIT_01,PDCB_PHASE_LOCAL_04,0.5,manufacturing_geometry_legality,33.25499813328946,0.0,,True,{}
PDBG_PROJECTOR_EXIT_03,PDCB_PROJECTOR_LOCAL_07,1.0,coordinate_comparability,1,1.0,1,True,"{""fixed_route_fields_equal"": true, ""l1_distance"": 1}"
PDBG_PROJECTOR_EXIT_03,PDCB_PROJECTOR_LOCAL_07,1.0,jones_frobenius,0.004085974888268234,0.03519856256,0.116083572484053,True,{}
PDBG_PROJECTOR_EXIT_03,PDCB_PROJECTOR_LOCAL_07,1.0,phase,0.005105418974366671,1.287284521,0.003966037725988217,True,{}
PDBG_PROJECTOR_EXIT_03,PDCB_PROJECTOR_LOCAL_07,1.0,Tyy,0.0012241762853382743,0.00906824734597,0.13499590809929857,True,{}
