candidate_id,role,exact_geometry_hash_sha256,phase_deg,abs_txx,source_T,phase_evidence_label,physics_origin
LP_5D_PHASE_REACHABILITY_V2_01,LOW_PHASE_EXTREME,5f34817ae0c4ff550b6ab7e3a1ba39454bf2e83832e334841f26d7547e0ee6d2,72.51623323236915,0.9916764980262333,0.9834235347006397,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_02,LOW_PHASE_EXTREME,a9b25489818435d9b0ac15f667a789c13e4613cebe5be5fda694003a6f2cc601,72.84554671437762,0.9924579442307189,0.9849736754670266,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_03,LOW_PHASE_EXTREME,fc349a4939e99b36168d3f9efadf8e82675f034160adc3ae74b8f0f1fe13bbee,73.348547838682,0.9956379256566161,0.9912949700618419,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_04,LOW_PHASE_EXTREME,05204f73e71e611ccdd5baf49209e11c65397ca6c86c93c6a146d8dafa3dabec,75.67379267737614,1.0016797757085647,1.0033834689950383,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_05,LOW_PHASE_EXTREME,c0dc3d210b72912f4288998dc76ccbec6fb253d4a9f7446c909bd084128f1cb9,76.25227622198071,1.0026761650676288,1.005385075814525,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_06,LOW_PHASE_EXTREME,a80f00845e54991d5f8adf39a0c206dd9c557449af20a93a9c51312ca48a10d3,73.35333224767214,0.9971426152445385,0.9942943633118971,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_07,HIGH_PHASE_EXTREME,4b4306583250956d3a51f1ecd5204a38d926251ba2290af8d977f60e7d77652a,95.3957720538224,0.9832885293340302,0.9668756063222793,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_08,HIGH_PHASE_EXTREME,a2531922c89b2fdb84b57c5e726a37e9438d80801b718bf82d96947daedc69c0,95.9118452445854,0.978677974322075,0.9578445583822811,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_09,HIGH_PHASE_EXTREME,3a3a40a2ea9dae0282af120f978539a3d30cab31757fa3f1a575dba4d485d3f7,95.98558792618356,0.9795113388907065,0.9594558962364412,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_10,HIGH_PHASE_EXTREME,e1769ae862a5b822aff877c0b362875de1f1395a3e95086d4ae2fbc25d54e18c,98.12403357267148,0.9830119575189579,0.9663427225054834,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_11,HIGH_PHASE_EXTREME,ac2b72fe2603d777c376ff550c877126ba5a9a495de6e542e252d0383553e645,98.50239984119824,0.9893065776767273,0.9787510971256909,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_12,HIGH_PHASE_EXTREME,9cac7031e71d19083c23c486c627656c1627f067b30530b81d2e4a5cb4891226,97.19221385907994,0.9827443041737758,0.9658016178392116,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_13,PHASE_PROJECTOR_TRADEOFF,78d3ec19841d04c39d6b4f24916f637f6dfeacaffd2b54837e9daed658de8d58,79.94489866370067,0.9929355708025024,0.9859234338165561,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_14,PHASE_PROJECTOR_TRADEOFF,5f009062e5bd59371d163d281cf878280480a33ac27c0c341878efd9a19ec054,80.50783364118728,0.9874295247441477,0.9750174053611056,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_15,PHASE_PROJECTOR_TRADEOFF,9d98dab183d29ac7bfb42fe83eb51d42a92db61ca96533955e088dc27686c6b7,80.63597573708543,0.9857331434441043,0.9716746039467661,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_16,PHASE_PROJECTOR_TRADEOFF,70e7cf8ad86e38393e465a07236c3f497547c9fa6b57f6f07ea69a028736f307,80.87653955714795,0.9906524143461403,0.9813989571214544,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_17,5D_BOUNDARY_SPARSE_REGION,1afad0e6daeee2cfdbe3e7ace1535167889d4f4a9a44e35c9d6abb1c6636349d,77.0495103417824,0.9945106720414302,0.9890661971503156,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_18,5D_BOUNDARY_SPARSE_REGION,0a3efb36df9c367b6732548a8383fb3d0ddb8c3e0f040c054e36fd0cc9369133,77.98907916226175,1.0016008298839585,1.0032122234719343,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_19,5D_BOUNDARY_SPARSE_REGION,6378cec6bf565e0513623e83bb1ffff89e31f99544878dc8caa4aa135e461045,78.95951379711735,0.9976138514948925,0.9952336644856209,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_20,5D_BOUNDARY_SPARSE_REGION,30a0fdb7243e390a1804168a3fbe40988c6d92f644984b62e82aeb034565bf1a,79.44957941867875,0.9929139624466764,0.9858828570136056,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_21,DISAGREEMENT_PHYSICS_CONTROL,3428df0f2763197eb57fe187c6c98e50a2c065d2eb324b9e36873b9f11364d18,80.91782120687522,0.9881855118323285,0.9765106057953211,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_22,DISAGREEMENT_PHYSICS_CONTROL,e5d2fcafda6604205aba931c1198b99d0ec30e28f196be79980dc42703775392,81.35309291385045,0.990323055082457,0.9807397534278511,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_23,DISAGREEMENT_PHYSICS_CONTROL,7afefa0ab08f643886ee8463084829663cb0cc9d2d52bc601f61294064f2dea4,81.87048370253103,0.9917617120145752,0.9835912934180813,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
LP_5D_PHASE_REACHABILITY_V2_24,DISAGREEMENT_PHYSICS_CONTROL,2936c877eb38898d4dd231e858e959efd95d8e72cc669406b36c0634e480809d,82.077290769832,0.9958296480839535,0.9916766880030106,PHASE_ONLY_REACHABILITY_PHYSICS,PROSPECTIVE_5D_PHASE_REACHABILITY_PROBE
