authority,candidate_id,checksum,exact_geometry_hash,monitor_reference_plane_id,normalization_version,physics_configuration_hash,row_id,source_path,source_table,wavelength_nm,weighted_g0_version,x_checkpoint,y_checkpoint
TIER1_FORMAL_XY_CHECKPOINT_PAIR,LP_H500_D2_B120_J2LM06,190b51d43422e9e5c50d8885d693314da78cd310ce7d5c8c8c0548ca3a0ed2d4,1a5f4c5600eea85a5429d9bfcedb71bcca9005bdb7bd18cd2bc33305e91778ba,field_monitor_z1000,LP_WEIGHTED_G0_SQRT_T_NORM_V1,403866467fb3ec47d5bb8efb9d22f225d6e670caee2b51aaa29b470bf01b8d38,candidate JSON,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_physics_guided_compensation_stage_d2_v1\candidates\LP_H500_D2_B120_J2LM06.json,candidate checkpoint,450,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_physics_guided_compensation_stage_d2_v1\subruns\LP_H500_D2_B120_J2LM06\LP_H500_D2_B120_J2LM06_x_fcf1b44e\checkpoint.json,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_physics_guided_compensation_stage_d2_v1\subruns\LP_H500_D2_B120_J2LM06\LP_H500_D2_B120_J2LM06_y_e8410b4c\checkpoint.json
