candidate_id,geometry_hash,phase_deg_provisional,q_provisional,projector_error_provisional,Txx,leakage,sigma_ratio
LPML_R1_BOUNDARY_FAILURE_225,6576c3943bc2e4f4d2cc6a2066a4137dc5d0df6c33d7c13ebc2ca4338b4f5713,86.01604214764319,0.8173034983580048,0.33201499157176695,0.984658970585847,0.48941448639598983,0.7047856380206593
LPML_R1_BOUNDARY_FAILURE_226,b5b20f15f6a74b38854e2d73a42cd4061159d215cc1d90b460d814d45c6bd65c,88.49935651661929,0.9456180027185246,0.10580659293462846,0.9869610308731862,0.11678344216231326,0.3435706724880616
LPML_R1_BOUNDARY_FAILURE_227,b44e2e0ff81a21c3bedf75e31989430a2c54b084a6df4e0c4b6c058ac638efec,90.74697546457581,0.9437937312137478,0.10925339292163205,0.9683468675493342,0.11877135423709914,0.3502118387346878
LPML_R1_BOUNDARY_FAILURE_228,3ab23bc3ce14330341c21356d86bd124aed34faf0de012e6639dbaa17febfa06,91.85753743799609,0.9311678108821033,0.13292650797703143,0.9879512296444473,0.15145764253714755,0.3913943596291542
LPML_R1_BOUNDARY_FAILURE_229,daaa21cb0e16fce064dfe85997269e30a715612bb14a556ae0bc3b633f1648f2,80.99698685027303,0.7726460962156162,0.4030180100027687,0.9816792277228666,0.6627241951130876,0.8214600799847105
LPML_R1_BOUNDARY_FAILURE_230,b0bf5fa6a2c1ad3346a7f41506acaae8277abfcbc56ae5d6c74402af116b7afc,89.38278996329103,0.9553658983136684,0.08727600033931748,0.9750865078059575,0.0932391943432784,0.3090729312506804
LPML_R1_BOUNDARY_FAILURE_231,d263ebedbe52165267db3dd64cac3a4818d7f11dfd42932175eb056037083849,87.73472782884396,0.8167100890413859,0.3329846304580115,0.9991255010387782,0.49877926497109026,0.7064607547286864
LPML_R1_BOUNDARY_FAILURE_232,ef8d1b709b73e3bed6c8be5e3c73e720db80164b2a830819e7222c994ff18868,86.15513953740091,0.7969664713812517,0.3648444434941166,0.9819101784782248,0.5640263537941326,0.7574471553393777
LPML_R1_BOUNDARY_FAILURE_233,01dfa5b2f84df17d0b0e78ec729d03e58a73016f2e96ab1e77ddaabcf8e18694,76.65058914318524,0.8101823674107368,0.34360453153673387,0.9984880019717787,0.5226803331927062,0.7234487738019053
LPML_R1_BOUNDARY_FAILURE_234,0951915e2a8a5bcd2014cd2461166ac6128f8d6a143719b628cf3b20d3eb7c1b,87.40744662440667,0.807624364367315,0.34774288608029047,0.9972540927564099,0.5316737969885659,0.7301235839135588
LPML_R1_BOUNDARY_FAILURE_235,b54569a65efabdab1b75766e1fcc86c53b56301fd0817232509195276121dd33,89.04222265458465,0.8742572807360708,0.2356742070799711,0.9780513601195734,0.30157490551124816,0.5550491266320418
LPML_R1_BOUNDARY_FAILURE_236,f0d39119f08f51014f495d303b9b34de8fdb2c74f0bfcf00bcf51b86574c2b4d,92.6444209252794,0.8809677959854033,0.2238957424366208,0.9914211735338713,0.28601180518279146,0.5367587389362111
LPML_R1_BOUNDARY_FAILURE_237,2ec484e262b6f129dc2ac1b6fe766a58b3ae83824b880dea571b05d73e0b4789,82.28044426955073,0.7889400743280477,0.3775735591192546,0.983261673931396,0.5964618232581862,0.7785665783778429
LPML_R1_BOUNDARY_FAILURE_238,58f98ddefa0a25e74388d2a66a1134f344033b04dffdb329a6bfd573d185e561,89.70670568359562,0.8745603154799118,0.23514425458767718,0.9779256901775845,0.3006496438553695,0.5542487161813533
LPML_R1_BOUNDARY_FAILURE_239,a08e633f46860079d98e1b09a2aa819ea7c3631bb73c49f0426c8fa49db2385a,83.88279599974739,0.7902508422825195,0.3755036062717685,1.0060609644094791,0.6049346706546636,0.7750265030659095
LPML_R1_BOUNDARY_FAILURE_240,48d04f493ec6718d1dd8a8858d4baf74a751f4df3f74337cba9d4ac96547fe5c,86.90609350838636,0.811318323140434,0.3417625785365944,0.991632760731245,0.5148643304347791,0.720273602121782
LPML_R1_BOUNDARY_FAILURE_241,98fb23709be7a1cc9ef3e8af2f8a37100dd44617006ed568d1b90e0a047d485f,93.04943284433077,0.8892276742552349,0.20927414333862593,0.9792117163638868,0.2591589630753097,0.5140404931340005
LPML_R1_BOUNDARY_FAILURE_242,618267d72786bffcea472967879157348412596642d013d1a49b115895f2625a,87.48200115151118,0.8972573083073521,0.1949293226890454,0.994650121380105,0.24083161880992607,0.49187393522722517
LPML_R1_BOUNDARY_FAILURE_243,fc92be218f5888d40772c243bd5dff0406f20e51037af652b4e68037a9de38dd,77.37065853246054,0.7769960042418408,0.39627720939221334,1.0030352400469067,0.6583816480535402,0.8101487961944311
LPML_R1_BOUNDARY_FAILURE_244,858d352170f65fc511ce325b66380d128b0280846d388871159373d76310fb2c,90.0409441120918,0.9336016963414231,0.12838787258841722,0.9801855088587162,0.14438065771076788,0.3837455258096112
LPML_R1_BOUNDARY_FAILURE_245,ac6ef16c3ac9ee4d9a76ba59ec4601438f9135f0fb5a5e0caa6d7bbee169a192,79.18742428917135,0.8459355276791103,0.2843930830102652,0.9941379930442047,0.39508557291311686,0.6302412474791285
LPML_R1_BOUNDARY_FAILURE_246,3785265700924bbbb2b01da5201a1d0a0cd2fca5cfe93ea06ca957b03041b7ed,73.44880492507977,0.7701002513208727,0.4069456029155287,0.9944008319383905,0.6823438930429734,0.8281055935448922
LPML_R1_BOUNDARY_FAILURE_247,8c18b2894a40f1e62fd167a9deb907eadebb84114b5a55fdd3f95cb066002f88,90.31611662815995,0.8167117217351313,0.3329819635804375,0.980199652550178,0.48932530634256804,0.7061576257492876
LPML_R1_BOUNDARY_FAILURE_248,b72297bbce10962740002f58f0720d4396d5a7f4e0c2ad09c3aadcf8aac18bd6,89.67540905525546,0.8430294074998514,0.2893014180904494,0.9842961971380845,0.40067377774692875,0.6376836326661657
LPML_R1_BOUNDARY_FAILURE_249,9aaf7adfad55e2f653ade2a222b11c074a30e53abf9c7dcf951aeac0d3bfee6d,81.5118323399176,0.791854070672294,0.37296713075971766,0.9872667904206437,0.5872388517107228,0.7709409744970359
LPML_R1_BOUNDARY_FAILURE_250,277cc4f777dcc1d7fee7648e3d3b66a89da95d5a891a5bc4190d5d69019fb6af,79.29201141814362,0.7596312991535905,0.4229602893462283,0.9961074044220726,0.7301297782728715,0.855750679133239
LPML_R1_BOUNDARY_FAILURE_251,f9f705a03279eb1368d14664cc68761a91d38c4f20d2f3a28aeab525e56ab0e0,82.40404401103338,0.8523641782443567,0.2734753076458225,0.9948230512649068,0.3744670248113169,0.6134831763664312
LPML_R1_BOUNDARY_FAILURE_252,51cb6cc8a2cf8c778c94d0398ad7fcb6ad0bedceb3ff8d404210c44fa5217457,92.89210557970495,0.8939443683968398,0.20086346621157525,0.9824599619595417,0.24694192422634634,0.5011683369520027
