design,probe_id,nominal_alpha,effective_alpha_W,effective_alpha_D,effective_alpha_Psi,norm_effective_alpha,ray_angle_error_deg,ray_preservation_cosine,duplicate_anchor,manufacturing_pass,direct_gap_nm,periodic_gap_nm,status
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DP_PP,0.5,-0.0,0.9987562053789786,0.4987468880272205,0.6460299108073794,39.17331382116658,0.7752387796708977,False,True,92.00062499902344,124.0,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DP_PP,0.3333333333333333,-0.0,0.00372205554856963,0.4999968905988067,0.2882014875110423,54.49965718146474,0.5807078268078397,False,True,92.50062344042723,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DP_PP,0.25,-0.0,0.00372205554856963,0.4999968905988067,0.2882014875110423,54.49965718146474,0.5807078268078397,False,True,92.50062344042723,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DP_PP,0.2,-0.0,-0.0,-0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DP_PP,0.125,-0.0,-0.0,-0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DM_PM,0.5,-0.0,0.41667120098840693,0.5000093277394584,0.3535588868928506,44.99839672751038,0.7071265674430115,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DM_PM,0.3333333333333333,-0.0,0.41667120098840693,0.5000093277394584,0.3535588868928506,44.99839672751038,0.7071265674430115,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DM_PM,0.25,-0.0,0.41667120098840693,0.5000093277394584,0.3535588868928506,44.99839672751038,0.7071265674430115,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DM_PM,0.2,-0.0,0.0,0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WP_DM_PM,0.125,-0.0,0.0,0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DP_PM,0.5,0.0,1.0088830099681594,0.5012531736398377,0.6453786413960977,39.45433446561822,0.7721313014559582,False,True,92.00562492090066,124.0,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DP_PM,0.3333333333333333,0.0,-0.006329303466173256,0.4975218223717952,0.28964963508128766,54.90174441783772,0.5749803425256449,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DP_PM,0.25,0.0,-0.006329303466173256,0.4975218223717952,0.28964963508128766,54.90174441783772,0.5749803425256449,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DP_PM,0.2,0.0,-0.0,0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DP_PM,0.125,0.0,-0.0,0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DM_PP,0.5,0.0,1.0012500136135007,0.5012406742908259,0.6449567771257334,39.2899744331138,0.7739510263270316,False,True,93.0006218895852,123.0,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DM_PP,0.3333333333333333,0.0,-0.0037593691554454957,0.4999968905988067,0.2891613479490094,54.97112954136984,0.5739891215852818,False,True,92.50062344042723,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DM_PP,0.25,0.0,-0.0037593691554454957,0.4999968905988067,0.2891613479490094,54.97112954136984,0.5739891215852818,False,True,92.50062344042723,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DM_PP,0.2,0.0,0.0,-0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
A_UNIFORM_RADIAL,POSTD8_CURV_MIRROR_WM_DM_PP,0.125,0.0,0.0,-0.0,0.0,0.0,1.0,True,True,92.50249375007783,123.5,REJECTED_QUANTIZATION
B_TWO_REDUCED_CENTRAL_PAIRS,POSTD8_CURV_MIRROR_WP_DP_PP,0.5,-0.0,0.9987562053789786,0.4987468880272205,0.6460299108073794,39.17331382116658,0.7752387796708977,False,True,92.00062499902344,124.0,REJECTED_QUANTIZATION
B_TWO_REDUCED_CENTRAL_PAIRS,POSTD8_CURV_MIRROR_WP_DM_PM,0.5,-0.0,0.41667120098840693,0.5000093277394584,0.3535588868928506,44.99839672751038,0.7071265674430115,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
C_ANISOTROPIC_WIDTH_FULL_D_PSI_HALF,POSTD8_CURV_MIRROR_WP_DP_PP,0.5,1.0,0.00372205554856963,0.4999968905988067,0.644426896373688,39.17302300480637,0.7752419858215727,False,True,92.50062344042723,123.5,REJECTED_QUANTIZATION
C_ANISOTROPIC_WIDTH_FULL_D_PSI_HALF,POSTD8_CURV_MIRROR_WP_DM_PM,0.5,1.0,0.41667120098840693,0.5000093277394584,0.7905522090995301,18.435839454847528,0.9486783823461896,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
C_ANISOTROPIC_WIDTH_FULL_D_PSI_HALF,POSTD8_CURV_MIRROR_WM_DP_PM,0.5,1.0,-0.006329303466173256,0.4975218223717952,0.6476521093578967,39.17133075272665,0.7752606419243722,False,True,92.50561089405952,123.5,REJECTED_QUANTIZATION
