candidate_id,input_polarization,checkpoint_path,geometry_hash_sha256,plan_hash_match,wavelength_vector,min_T,max_T,nonpositive_T_count,nonpositive_T_values,finite_weighted_fields,max_power_consistency_residual,configuration_gate_pass,native_material_pass,classification
LPML_R1_BOUNDARY_FAILURE_225,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_BOUNDARY_FAILURE_225/x/checkpoint.json,6576c3943bc2e4f4d2cc6a2066a4137dc5d0df6c33d7c13ebc2ca4338b4f5713,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9847114933378102,1.0034435208649848,0,[],True,6.661338147750939e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_BOUNDARY_FAILURE_225,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_BOUNDARY_FAILURE_225/y/checkpoint.json,6576c3943bc2e4f4d2cc6a2066a4137dc5d0df6c33d7c13ebc2ca4338b4f5713,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.48936196364402645,0.7707053377720657,0,[],True,3.3306690738754696e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_BOUNDARY_FAILURE_226,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_BOUNDARY_FAILURE_226/x/checkpoint.json,b5b20f15f6a74b38854e2d73a42cd4061159d215cc1d90b460d814d45c6bd65c,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9857590700181348,0.9966466529814736,0,[],True,3.3306690738754696e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_BOUNDARY_FAILURE_226,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_BOUNDARY_FAILURE_226/y/checkpoint.json,b5b20f15f6a74b38854e2d73a42cd4061159d215cc1d90b460d814d45c6bd65c,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.11669964400101426,0.5624625637997681,0,[],True,2.7755575615628914e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_001,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_001/x/checkpoint.json,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9632041810235629,1.0006147835455776,0,[],True,5.551115123125783e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_001,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_001/y/checkpoint.json,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.4059200163417273,0.7149667277614968,0,[],True,3.3306690738754696e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_002,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_002/x/checkpoint.json,c4a870c85d7e72817465811491a3316fcabd28c16794fde9ffb73276ee150aac,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9805410067415261,0.9952288803446929,0,[],True,3.3306690738754696e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_002,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_002/y/checkpoint.json,c4a870c85d7e72817465811491a3316fcabd28c16794fde9ffb73276ee150aac,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.1228591468375052,0.5112472437792418,0,[],True,2.220446049250313e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_003,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_003/x/checkpoint.json,5f994a20dcaed5e2a898537b1113544bdfe9f85ee147ea86db3c6b5add55be82,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9505138763457328,0.9800505770318956,0,[],True,3.3306690738754696e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_003,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_003/y/checkpoint.json,5f994a20dcaed5e2a898537b1113544bdfe9f85ee147ea86db3c6b5add55be82,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.06146761669176323,0.41496260452189215,0,[],True,1.1102230246251565e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_004,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_004/x/checkpoint.json,1e9eb04e46b8530ec34e803209f4ec91f329826f31b1c7992e2908ac8cdbbfdb,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9907730850391029,1.0009331239408996,0,[],True,5.551115123125783e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_004,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_004/y/checkpoint.json,1e9eb04e46b8530ec34e803209f4ec91f329826f31b1c7992e2908ac8cdbbfdb,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.21127649751391905,0.6209637605083292,0,[],True,2.220446049250313e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_005,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_005/x/checkpoint.json,62cb2bad2ecb60de6d49e7d98f7d3989be0d12238955f88f2a06b9f0f24abf99,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9804806339639855,1.0024039218363758,0,[],True,5.551115123125783e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_005,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_005/y/checkpoint.json,62cb2bad2ecb60de6d49e7d98f7d3989be0d12238955f88f2a06b9f0f24abf99,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.09384350915174358,0.4849634112904989,0,[],True,1.6653345369377348e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_006,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_006/x/checkpoint.json,d998d37b32554a27b102fa981b09f3e3254e5f19b7a04c9239f98d6e48bdf246,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9427297624199283,0.9820500707042071,0,[],True,4.440892098500626e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_006,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_006/y/checkpoint.json,d998d37b32554a27b102fa981b09f3e3254e5f19b7a04c9239f98d6e48bdf246,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.015020516193124923,0.29648695397536917,0,[],True,8.326672684688674e-17,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_007,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_007/x/checkpoint.json,d9d8b382c32ed5a6610bf86c65f30e921f335bd8cbb8a83e115489f55559a93b,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9761753152109296,0.9979015978931968,0,[],True,4.440892098500626e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_007,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_007/y/checkpoint.json,d9d8b382c32ed5a6610bf86c65f30e921f335bd8cbb8a83e115489f55559a93b,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.10157641436584568,0.5163454378476329,0,[],True,2.220446049250313e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_008,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_008/x/checkpoint.json,dd0ad27415b70ac619ddeb729d20d9227b9c325b2770e41f9bb141a47462fcb2,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9827911362868893,0.9995514086196234,0,[],True,4.440892098500626e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_GLOBAL_SOBOL_008,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_GLOBAL_SOBOL_008/y/checkpoint.json,dd0ad27415b70ac619ddeb729d20d9227b9c325b2770e41f9bb141a47462fcb2,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.4121172544649072,0.7343365943779655,0,[],True,3.3306690738754696e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_PHASE_REGION_129,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_PHASE_REGION_129/x/checkpoint.json,f4eb757395b72a7b5c09a95547506711150f6fe7ccb88939a99ff8e6c2b96058,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9839202025305157,1.0038752043044983,0,[],True,4.440892098500626e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_PHASE_REGION_129,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_PHASE_REGION_129/y/checkpoint.json,f4eb757395b72a7b5c09a95547506711150f6fe7ccb88939a99ff8e6c2b96058,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.24552791623393272,0.6376155167748125,0,[],True,2.7755575615628914e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_PHASE_REGION_130,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_PHASE_REGION_130/x/checkpoint.json,4b0b08fd237d1ffa898908c346adebf0fcd6ee90d05a4a5a0a47400d31f608bf,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9605486339724941,0.9826852808678017,0,[],True,2.220446049250313e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_PHASE_REGION_130,y,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_PHASE_REGION_130/y/checkpoint.json,4b0b08fd237d1ffa898908c346adebf0fcd6ee90d05a4a5a0a47400d31f608bf,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.03206729859761553,0.372861977374838,0,[],True,1.6653345369377348e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
LPML_R1_PHASE_REGION_131,x,outputs/lp_ml_dataset_v1/staging/lp_ml_dataset_v1_round1_smoke_attempt2_v1/subruns/LPML_R1_PHASE_REGION_131/x/checkpoint.json,4ff14cb9d736ddc63d8436ddd49ed8e1d434f4b2fdbbf809d160b31a55be1b0c,True,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]",0.9874985221517727,1.0066936530850883,0,[],True,6.661338147750939e-16,True,True,NORMALIZATION_CONTRACT_CLEAN
