target_bin,target_phase_deg,nearest_phase_candidate_id,nearest_phase_error_deg,nearest_phase_candidate_phase_deg,best_projector_candidate_id,coverage_status
0,1,LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024,61.053626948833056,62.053626948833056,LPML_R1_GLOBAL_SOBOL_038,KNOWN_PHYSICS_CONTROL
1,70,LPML_R1_PHASE_REGION_154,0.5661931531090545,70.56619315310904,LPML_R1_GLOBAL_SOBOL_038,KNOWN_PHYSICS_CONTROL
2,120,LPML_R2_HIGH_UNCERTAINTY_007,13.102167051517597,106.89783294848239,LPML_R1_GLOBAL_SOBOL_038,KNOWN_PHYSICS_CONTROL
3,180,LPML_R2_HIGH_UNCERTAINTY_007,73.10216705151761,106.89783294848239,LPML_R1_GLOBAL_SOBOL_038,KNOWN_PHYSICS_CONTROL
4,240,LPML_R2_HIGH_UNCERTAINTY_007,133.1021670515176,106.89783294848239,LPML_R1_GLOBAL_SOBOL_038,KNOWN_PHYSICS_CONTROL
5,345,LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024,77.05362694883308,62.053626948833056,LPML_R1_GLOBAL_SOBOL_038,KNOWN_PHYSICS_CONTROL
