candidate_id,role,normalized_coordinate,exact_geometry_hash,canonical_hash,symmetry_hash,adjacent_frontier_node_ids,adjacent_component_ids,component_merging_potential,predicted_projector_risk,predicted_projector_margin,predicted_jones_step_reduction,prediction_uncertainty,information_gain,leverage,model_prediction_label
PDBG_PHASE_EXIT_01,BRIDGE_GAP_PHASE_EXIT_01,"[-1, 2, -2]",631bbced68a8d8536933f15b6202d1a9753f30eae21462ea88eaae093979ae5d,6830a2cc818a8809e6ac5411c898ded86a3c0910955db4e52f3aca8145e56780,6830a2cc818a8809e6ac5411c898ded86a3c0910955db4e52f3aca8145e56780,PDCB_PHASE_LOCAL_01|PDCB_PHASE_LOCAL_04,0,0,0.3301351462066957,0.01986485379330427,0.009396904640588967,0.29529333918763434,0.2952852175796211,0.06666666666666667,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_PHASE_EXIT_02,BRIDGE_GAP_PHASE_EXIT_02,"[-1, 3, -1]",b51f621e0b88966994726fd07da810607382ee27aa275333617d5688d829ed91,0cd8bb6831790852b3af9a5c11e5341222f0fc1ef1598f0c8ac2d4d985679cbf,0cd8bb6831790852b3af9a5c11e5341222f0fc1ef1598f0c8ac2d4d985679cbf,PDCB_PHASE_LOCAL_01|PDCB_PHASE_LOCAL_03,0,0,0.3301351462066957,0.01986485379330427,0.008407574936759102,0.16463584523843355,0.30593580372732265,0.07692307692307693,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_PROJECTOR_EXIT_03,BRIDGE_GAP_PROJECTOR_EXIT_03,"[3, 0, 1]",738671a557aae308ca903160f301c3177a4adad817f5627b6943f9b9e0358c4b,eec2babaa2d8ae200ee6d4a2b1c5285d1f8e2b1064fc3ab11cb5e59171abac47,eec2babaa2d8ae200ee6d4a2b1c5285d1f8e2b1064fc3ab11cb5e59171abac47,PDCB_PROJECTOR_LOCAL_07|POSTD8_BOUNDED_PROJECTOR_03,1|2,1,0.29182324993464487,0.05817675006535511,0.01992853921607786,0.3177618725345087,0.458903705590984,0.16666666666666666,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_PROJECTOR_EXIT_04,BRIDGE_GAP_PROJECTOR_EXIT_04,"[3, 0, 2]",3a3e8cf71aba6d69a770e62c5ab4811d255eb2b92fd679361734d9e36ceba8c5,20624a255117c978a8d16dfd6becd558b1b4eec7ec5bd9375c4969ebe720257e,20624a255117c978a8d16dfd6becd558b1b4eec7ec5bd9375c4969ebe720257e,PDCB_PROJECTOR_LOCAL_12,1,0,0.2782769614047107,0.07172303859528928,,0.0,0.2694522072738212,0.14285714285714285,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_CUT_SPLITTER_05,BRIDGE_GAP_CUT_SPLITTER_05,"[1, 0, 2]",ac18e0ec2951459590da51397e10f0d7fcff85c2bd611bb09e1d450ae4e256ee,71ea245bc47c96497188f04c8b6aaee1cdc60f2552883c3b1b1aebd7b76bae94,71ea245bc47c96497188f04c8b6aaee1cdc60f2552883c3b1b1aebd7b76bae94,PDCB_BRIDGE_15|PDCB_PROJECTOR_LOCAL_12,0|1,1,0.3071578881313969,0.042842111868603094,0.022925486605077892,0.7642828026824591,0.4634129172862026,0.3333333333333333,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_CUT_SPLITTER_06,BRIDGE_GAP_CUT_SPLITTER_06,"[1, 2, 2]",690bec255712c1382b3e03b858b519f8420294b80456f217c5fa6d71c75ade08,89a6d53bf360eb5bf05d34e471e6a01f6564af8339d1dfa732dc92a6198a7125,89a6d53bf360eb5bf05d34e471e6a01f6564af8339d1dfa732dc92a6198a7125,PDCB_BRIDGE_14|PDCB_BRIDGE_15|PDCB_PROJECTOR_LOCAL_08,0|1,1,0.31225224344586683,0.03774775655413315,0.031409259339029945,0.9596196567271835,0.5089638313203225,0.3333333333333333,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_ALT_PATH_07,BRIDGE_GAP_ALTERNATIVE_PATH_07,"[2, 2, -1]",abff4fc20c7ebf8ca01ccb448d357b4ccc030c135fbc093459e4b6ea1a09f62f,24649d645fed51a3226870ee6602d5ba60370cf7d31e9238e88a8ef9e4623b93,24649d645fed51a3226870ee6602d5ba60370cf7d31e9238e88a8ef9e4623b93,PDCB_BRIDGE_18|PDCB_PHASE_LOCAL_02,0|1,1,0.31523052020521386,0.03476947979478612,0.01470152815212911,0.17569748098967458,0.5729490168751578,0.14285714285714285,MODEL_PREDICTION_NOT_PHYSICS_LABEL
PDBG_BASIS_TEST_08,BRIDGE_GAP_ACTIVE_BASIS_DISCRIMINATOR_08,"[3, 2, 0]",f6a9482dc7a718d6b3a5cb02f3aa0be5345585e868cf6bb4299b3c7ce57213d2,9e986d2c297793f863296ba1897825540c7db61b482e31257acba95896b4e771,9e986d2c297793f863296ba1897825540c7db61b482e31257acba95896b4e771,PDCB_BRIDGE_18|PDCB_PROJECTOR_LOCAL_10|PDCB_PROJECTOR_LOCAL_11,1|2,1,0.2940176467170637,0.05598235328293627,0.027783292782150512,0.7318664419272417,0.5089638313203225,0.14285714285714285,MODEL_PREDICTION_NOT_PHYSICS_LABEL
