filename,parse_status,path,salvage_relevance,sha256,size_bytes
checkpoint.json,PASS,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_j2lm06_local_planar_size_jacobian_stage_d5_v2_attempt3_single_y_recovery\subruns\LP_H500_D5_J2LM06_J2_width_nmP01\LP_H500_D5_J2LM06_J2_width_nmP01_y_b85684b5\checkpoint.json,YES,ee792680118bc55ed9680a02928a30ecba08e98e96f388bd4c57c5dc22f78970,14169
subrun_records_v1.csv,PASS,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_local_planar_size_jacobian_stage_d5_v2_attempt3_single_y_recovery_lp_ml_schema_v1_21\subrun_records_v1.csv,YES,6536850fac3789a8a07021514bf82fcd5598abd77884ef20cd21bf8e90827f6a,3652
events.ndjson,PASS,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_local_planar_size_jacobian_stage_d5_v2_attempt3_single_y_recovery_lp_ml_schema_v1_21\events.ndjson,YES,e9fa07bb19e00bee062ca1e66a937c1aa217bc3a1db7f7691fd1227f6a2f1034,1575
lp_b120_j2lm06_stage_d5_single_y_recovery_jacobian_closure_v2.py,SOURCE,D:\project\worktrees\blue_apcd_lp_stage11_4\scripts\lp_b120_j2lm06_stage_d5_single_y_recovery_jacobian_closure_v2.py,YES,3eb7ad45f083abf9da4945903e3ff0316268e2216a15ddb71da18368644d82c0,5679
lp_legacy_h500_sixbin_formal_replay_450_v1.py,SOURCE,D:\project\worktrees\blue_apcd_lp_stage11_4\scripts\lp_legacy_h500_sixbin_formal_replay_450_v1.py,YES,813b4e904a1109b27cad13b86f6ad4e85ab344e1dc0086772ea3edb7b4b51821,71979
