corrected_midpoint_residual,diagnostic_version,max_normalized_residual,mode,phase_crosscheck,phase_midpoint_residual_deg,raw_midpoint_residual,status
0.012902400119136112,D6_POSITIONAL_LINEARITY_DIAGNOSTIC_V1,0.012902400119136112,D,PASS,0.7481343060541974,0.012902400119136112,RADIAL_LINEARITY_PASS
0.000994287533317955,D6_POSITIONAL_LINEARITY_DIAGNOSTIC_V1,0.000994287533317955,Psi,PASS,0.10505539480715242,0.0009668603885869749,TANGENTIAL_LINEARITY_PASS
