probe_id,paired_existing_probe_id,J2_width_nm,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,D_nm,Psi_deg,direct_gap_nm,nearest_periodic_gap_nm,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_hash_sha256,central_pair_residual_raw_norm,central_pair_residual_normalized_norm,center_grid_pass,manufacturing_pass,duplicate_against_canonical,status
POSTD8_CURV_MIRROR_WP_DP_PP,POSTD8_CAL_PROBE_WP_DP_PP,99.0,-100.0,-0.5,100.0,-0.5,200.0,0.0,92.0,124.0,11c357a61ef7f19db0546a11c2a6dd1530b1bd70b1cc9fa92c270315d5c8c6af,c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac,c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac,0.005166035102258731,0.011124320594954941,True,True,False,PLANNED_NOT_RUN
POSTD8_CURV_MIRROR_WP_DM_PM,POSTD8_CAL_PROBE_WP_DM_PM,99.0,-100.0,-0.5,100.5,1.5,200.50997481422215,0.571510017763747,92.50997481422215,123.49002518577785,347566345f60aa2d4db3820bfeedf82b9cfdb2cff48c550419e1024746cac86f,10574e000b4ef5a264a17a8a96c257b1931674cde7636e9830fe4d41e7ebe832,10574e000b4ef5a264a17a8a96c257b1931674cde7636e9830fe4d41e7ebe832,0.004987334327282517,0.009974752188304386,True,True,False,PLANNED_NOT_RUN
POSTD8_CURV_MIRROR_WM_DP_PM,POSTD8_CAL_PROBE_WM_DP_PM,101.0,-100.0,-0.5,100.0,1.5,200.0099997500125,0.5729386976834859,92.0099997500125,123.9900002499875,9bd1de3f46af7c5f564a37b1c503fbc4bb7c74aee80607f2e06998ad59db7533,099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d,099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d,0.005208008912988859,0.011179940348606764,True,True,False,PLANNED_NOT_RUN
POSTD8_CURV_MIRROR_WM_DM_PP,POSTD8_CAL_PROBE_WM_DM_PP,101.0,-100.0,-0.5,101.0,-0.5,201.0,0.0,93.0,123.0,e3ab428e96fd40e79670ae988892ba0b814c3e6356cf69576297029f6bededeb,25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d,25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d,0.005208008912988859,0.011179940348606764,True,True,False,PLANNED_NOT_RUN
