index,candidate_id,source_candidate_id,normalized_coordinate,manifest_geometry,manifest_exact_hash,source_exact_hash,exact_hash_match,source_stage,source_paths,source_hashes,source_history,x_checkpoint,y_checkpoint,x_polarization,y_polarization,wavelength_x_nm,wavelength_y_nm,weighted_g0_version,candidate_json_complete_jones,candidate_checkpoint_max_abs_error,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,status,status_reason,missing_components,checked_paths,bounded6_used,posthoc28_used
1,POSTD8_QMAP_WM_DM_PM,D7_TRV_PROP_00098aaf5db983b9,"[-1, -1, -1]","{""D_nm"": 200.0, ""H_nm"": 500.0, ""J1_center_nm"": [-100.0, -0.5], ""J1_side_nm"": 110.0, ""J2_center_nm"": [100.0, -0.5], ""J2_length_nm"": 106.0, ""J2_width_nm"": 99.0, ""Psi_deg"": 0.0, ""canonical_relative_geometry_hash_sha256"": ""c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac"", ""center_grid"": ""INTEGER_OR_EXACT_HALF_NM"", ""direct_gap_nm"": 92.0, ""exact_geometry_hash_sha256"": ""37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441"", ""material"": ""APCD_TIO2_NATIVE_M1"", ""nearest_periodic_gap_nm"": 124.0, ""no_overlap"": true, ""period_nm"": 432.0, ""primitive_valid"": true, ""symmetry_equivalence_hash_sha256"": ""c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac""}",37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441,56f1973b99f31b42573906de44cbb95efaab471e752e89dad8176beedcff2084,False,D7,"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\candidates\\D7_TRV_PROP_00098aaf5db983b9.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\subruns\\D7_TRV_PROP_00098aaf5db983b9\\x\\checkpoint.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\subruns\\D7_TRV_PROP_00098aaf5db983b9\\y\\checkpoint.json""]","{""candidate"": ""565de9c4d232e3f5dbbf103152812695425098b1e1392eab804ea60241343cf0"", ""x"": ""c670903321fd5584d3712710d51bd1bcb76d104f8738ea31fe1913d48188efbf"", ""y"": ""581e9dc66fd73565c4af515799f77e2b09e9899b35f7c90a490b85851a322fbf""}","[{""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/candidates/D7_TRV_PROP_00098aaf5db983b9.json"", ""sha256"": ""565de9c4d232e3f5dbbf103152812695425098b1e1392eab804ea60241343cf0"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/subruns/D7_TRV_PROP_00098aaf5db983b9/x/checkpoint.json"", ""sha256"": ""c670903321fd5584d3712710d51bd1bcb76d104f8738ea31fe1913d48188efbf"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/subruns/D7_TRV_PROP_00098aaf5db983b9/y/checkpoint.json"", ""sha256"": ""581e9dc66fd73565c4af515799f77e2b09e9899b35f7c90a490b85851a322fbf"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}]",D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\subruns\D7_TRV_PROP_00098aaf5db983b9\x\checkpoint.json,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\subruns\D7_TRV_PROP_00098aaf5db983b9\y\checkpoint.json,x,y,450.0,450.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,True,0.0,0.13542228942251203,0.9807288444923644,2.321906247474336e-09,5.371444409589966e-10,-4.092341435494286e-09,5.8896918777581e-09,-0.26908091699735526,0.19702185220039142,DATA_CONFLICT,source checkpoint exact geometry hash differs from original22 manifest,[],"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_27coordinate_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_22unique_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_coordinate_manifest_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_reuse_mapping_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_evidence_closure_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\execution_packages"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\plans"", ""git history --all outputs/lp_ml_dataset_v1""]",False,False
2,POSTD8_QMAP_WM_DM_P0,POSTD8_QMAP_WM_DM_P0,"[-1, -1, 0]","{""D_nm"": 200.0024999843752, ""H_nm"": 500.0, ""J1_center_nm"": [-100.0, -0.5], ""J1_side_nm"": 110.0, ""J2_center_nm"": [100.0, 0.5], ""J2_length_nm"": 106.0, ""J2_width_nm"": 99.0, ""Psi_deg"": 0.2864765102770745, ""canonical_relative_geometry_hash_sha256"": ""f394593447ff5a18523d55e568aa6d4ff7fcb09cf9d642e8305e8076ef3f76ce"", ""center_grid"": ""INTEGER_OR_EXACT_HALF_NM"", ""direct_gap_nm"": 92.00249998437519, ""exact_geometry_hash_sha256"": ""091e51ccf02d8c1e80328a0fa1732d64602610efd653998ce8d582deffed604a"", ""material"": ""APCD_TIO2_NATIVE_M1"", ""nearest_periodic_gap_nm"": 123.99750001562481, ""no_overlap"": true, ""period_nm"": 432.0, ""primitive_valid"": true, ""symmetry_equivalence_hash_sha256"": ""f394593447ff5a18523d55e568aa6d4ff7fcb09cf9d642e8305e8076ef3f76ce""}",091e51ccf02d8c1e80328a0fa1732d64602610efd653998ce8d582deffed604a,091e51ccf02d8c1e80328a0fa1732d64602610efd653998ce8d582deffed604a,True,POST_D8_REVISED_QUADRATIC_MAP,"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_post_d8_revised_quadratic_map_v2\\candidates\\POSTD8_QMAP_WM_DM_P0.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_post_d8_revised_quadratic_map_v2\\subruns\\POSTD8_QMAP_WM_DM_P0\\x\\checkpoint.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_post_d8_revised_quadratic_map_v2\\subruns\\POSTD8_QMAP_WM_DM_P0\\y\\checkpoint.json""]","{""candidate"": ""307f218c07a0f2df76745dacbda2a7baef1a58d8756715b70ca4fdc29376e054"", ""x"": ""6cd438c3d56f692a1c1134152ccd35d4790b514dcb300c4ac46c41bf71d23d8e"", ""y"": ""54aec2cbe0d3bb59b031e125f1809934ee8b601c037d7669207857c6c74af16d""}","[{""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_post_d8_revised_quadratic_map_v2/candidates/POSTD8_QMAP_WM_DM_P0.json"", ""sha256"": ""307f218c07a0f2df76745dacbda2a7baef1a58d8756715b70ca4fdc29376e054"", ""commits"": [""125660e86ebf99e76590bb9de679ea5c452199ee""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_post_d8_revised_quadratic_map_v2/subruns/POSTD8_QMAP_WM_DM_P0/x/checkpoint.json"", ""sha256"": ""6cd438c3d56f692a1c1134152ccd35d4790b514dcb300c4ac46c41bf71d23d8e"", ""commits"": [""125660e86ebf99e76590bb9de679ea5c452199ee""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_post_d8_revised_quadratic_map_v2/subruns/POSTD8_QMAP_WM_DM_P0/y/checkpoint.json"", ""sha256"": ""54aec2cbe0d3bb59b031e125f1809934ee8b601c037d7669207857c6c74af16d"", ""commits"": [""125660e86ebf99e76590bb9de679ea5c452199ee""]}]",D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_revised_quadratic_map_v2\subruns\POSTD8_QMAP_WM_DM_P0\x\checkpoint.json,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_revised_quadratic_map_v2\subruns\POSTD8_QMAP_WM_DM_P0\y\checkpoint.json,x,y,450.0,450.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,True,0.0,0.14236001914362342,0.9735462503802076,-0.0010760717673745713,-9.810815472745745e-05,-0.0010759248277943194,-8.832117656319036e-05,-0.2760024633912688,0.18988161384892913,RECONSTRUCTED_FROM_ACCEPTED_XY_WEIGHTED_G0,accepted x/y weighted-G0 reconstruction under frozen convention,[],"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_27coordinate_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_22unique_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_coordinate_manifest_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_reuse_mapping_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_evidence_closure_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\execution_packages"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\plans"", ""git history --all outputs/lp_ml_dataset_v1""]",False,False
3,POSTD8_QMAP_WM_DM_PP,D7_TRV_PROP_27a9f273b1daf877,"[-1, -1, 1]","{""D_nm"": 200.0099997500125, ""H_nm"": 500.0, ""J1_center_nm"": [-100.0, -0.5], ""J1_side_nm"": 110.0, ""J2_center_nm"": [100.0, 1.5], ""J2_length_nm"": 106.0, ""J2_width_nm"": 99.0, ""Psi_deg"": 0.5729386976834859, ""canonical_relative_geometry_hash_sha256"": ""eb743e3a7887ef2c863684a5ca7544c3b18b825463ad2a197d50483aadd99445"", ""center_grid"": ""INTEGER_OR_EXACT_HALF_NM"", ""direct_gap_nm"": 92.0099997500125, ""exact_geometry_hash_sha256"": ""37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f"", ""material"": ""APCD_TIO2_NATIVE_M1"", ""nearest_periodic_gap_nm"": 123.9900002499875, ""no_overlap"": true, ""period_nm"": 432.0, ""primitive_valid"": true, ""symmetry_equivalence_hash_sha256"": ""eb743e3a7887ef2c863684a5ca7544c3b18b825463ad2a197d50483aadd99445""}",37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f,a69a2645136a83fb9a4ed3358bac8f80c8d75ee9c41fd662f8755c19e389edea,False,D7,"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\candidates\\D7_TRV_PROP_27a9f273b1daf877.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\subruns\\D7_TRV_PROP_27a9f273b1daf877\\x\\checkpoint.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\subruns\\D7_TRV_PROP_27a9f273b1daf877\\y\\checkpoint.json""]","{""candidate"": ""d311caa250ca60cfa330c00d08ace925e13fab781087b9d0f0f681039cc1fde3"", ""x"": ""7cb0ca8f99ebe365a322a148247b826f8a794265590c92dfffaf5b5a62f60f3d"", ""y"": ""149ccfcedd6440893230decb46ef5086f33bb6de61854c7ea7e46a5df5a50a71""}","[{""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/candidates/D7_TRV_PROP_27a9f273b1daf877.json"", ""sha256"": ""d311caa250ca60cfa330c00d08ace925e13fab781087b9d0f0f681039cc1fde3"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/subruns/D7_TRV_PROP_27a9f273b1daf877/x/checkpoint.json"", ""sha256"": ""7cb0ca8f99ebe365a322a148247b826f8a794265590c92dfffaf5b5a62f60f3d"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/subruns/D7_TRV_PROP_27a9f273b1daf877/y/checkpoint.json"", ""sha256"": ""149ccfcedd6440893230decb46ef5086f33bb6de61854c7ea7e46a5df5a50a71"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}]",D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\subruns\D7_TRV_PROP_27a9f273b1daf877\x\checkpoint.json,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\subruns\D7_TRV_PROP_27a9f273b1daf877\y\checkpoint.json,x,y,450.0,450.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,True,0.0,0.12487231826994756,0.9842756178174368,-0.00010589000042476486,-0.0006689513465457489,-0.00011700113725098609,-0.0006664578204446316,-0.26972191094887965,0.18341294995649043,DATA_CONFLICT,source checkpoint exact geometry hash differs from original22 manifest,[],"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_27coordinate_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_22unique_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_coordinate_manifest_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_reuse_mapping_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_evidence_closure_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\execution_packages"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\plans"", ""git history --all outputs/lp_ml_dataset_v1""]",False,False
7,POSTD8_QMAP_WM_DP_PM,D7_TRV_PROP_56364757e6cc98ca,"[-1, 1, -1]","{""D_nm"": 201.0, ""H_nm"": 500.0, ""J1_center_nm"": [-100.0, -0.5], ""J1_side_nm"": 110.0, ""J2_center_nm"": [101.0, -0.5], ""J2_length_nm"": 106.0, ""J2_width_nm"": 99.0, ""Psi_deg"": 0.0, ""canonical_relative_geometry_hash_sha256"": ""76c730d56f1611d7bde7dbffd587b3875ca0673628f4857d23eff6bae193b876"", ""center_grid"": ""INTEGER_OR_EXACT_HALF_NM"", ""direct_gap_nm"": 93.0, ""exact_geometry_hash_sha256"": ""efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3"", ""material"": ""APCD_TIO2_NATIVE_M1"", ""nearest_periodic_gap_nm"": 123.0, ""no_overlap"": true, ""period_nm"": 432.0, ""primitive_valid"": true, ""symmetry_equivalence_hash_sha256"": ""76c730d56f1611d7bde7dbffd587b3875ca0673628f4857d23eff6bae193b876""}",efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3,4b7f771c70d77c6408951ef7b61e30cc027790b3a1370ec8712034045e4b872e,False,D7,"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\candidates\\D7_TRV_PROP_56364757e6cc98ca.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\subruns\\D7_TRV_PROP_56364757e6cc98ca\\x\\checkpoint.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\\subruns\\D7_TRV_PROP_56364757e6cc98ca\\y\\checkpoint.json""]","{""candidate"": ""df3d9836362fed5f4cffde58d92f5786f20c1b728ddb56effd5cb6157677014c"", ""x"": ""738b333d0929f4b9412031c1c01163f6ac5185ce6b52d0356aedb47a18b26a50"", ""y"": ""3d1e01a84d31971918c33dba002985d06afab47826a059a3e48155427ead97e6""}","[{""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/candidates/D7_TRV_PROP_56364757e6cc98ca.json"", ""sha256"": ""df3d9836362fed5f4cffde58d92f5786f20c1b728ddb56effd5cb6157677014c"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/subruns/D7_TRV_PROP_56364757e6cc98ca/x/checkpoint.json"", ""sha256"": ""738b333d0929f4b9412031c1c01163f6ac5185ce6b52d0356aedb47a18b26a50"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1/subruns/D7_TRV_PROP_56364757e6cc98ca/y/checkpoint.json"", ""sha256"": ""3d1e01a84d31971918c33dba002985d06afab47826a059a3e48155427ead97e6"", ""commits"": [""b73ccee7de82759413252b460b719a5db1d5b0b8""]}]",D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\subruns\D7_TRV_PROP_56364757e6cc98ca\x\checkpoint.json,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_stage_d7_five_variable_trust_region_validation_v1\subruns\D7_TRV_PROP_56364757e6cc98ca\y\checkpoint.json,x,y,450.0,450.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,True,0.0,0.11372958343957612,0.9805748229845522,1.7560506504721249e-09,-4.064577058780809e-09,4.3416459748711444e-09,4.191344513300404e-09,-0.271916916022337,0.16727501636566872,DATA_CONFLICT,source checkpoint exact geometry hash differs from original22 manifest,[],"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_27coordinate_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_22unique_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_coordinate_manifest_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_reuse_mapping_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_evidence_closure_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\execution_packages"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\plans"", ""git history --all outputs/lp_ml_dataset_v1""]",False,False
8,POSTD8_QMAP_WM_DP_P0,POSTD8_QMAP_WM_DP_P0,"[-1, 1, 0]","{""D_nm"": 201.0024875467963, ""H_nm"": 500.0, ""J1_center_nm"": [-100.0, -0.5], ""J1_side_nm"": 110.0, ""J2_center_nm"": [101.0, 0.5], ""J2_length_nm"": 106.0, ""J2_width_nm"": 99.0, ""Psi_deg"": 0.2850512775838264, ""canonical_relative_geometry_hash_sha256"": ""f7ebfc20677c165b096c0a30c9f9e931a09c71df82309d0ee87d8d126079ac6f"", ""center_grid"": ""INTEGER_OR_EXACT_HALF_NM"", ""direct_gap_nm"": 93.00248754679629, ""exact_geometry_hash_sha256"": ""6f1ac436eb354b91469d96fa494c2d54fe50954d1c4fd7aa348d9adcbda5eca0"", ""material"": ""APCD_TIO2_NATIVE_M1"", ""nearest_periodic_gap_nm"": 122.99751245320371, ""no_overlap"": true, ""period_nm"": 432.0, ""primitive_valid"": true, ""symmetry_equivalence_hash_sha256"": ""f7ebfc20677c165b096c0a30c9f9e931a09c71df82309d0ee87d8d126079ac6f""}",6f1ac436eb354b91469d96fa494c2d54fe50954d1c4fd7aa348d9adcbda5eca0,6f1ac436eb354b91469d96fa494c2d54fe50954d1c4fd7aa348d9adcbda5eca0,True,POST_D8_REVISED_QUADRATIC_MAP,"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_post_d8_revised_quadratic_map_v2\\candidates\\POSTD8_QMAP_WM_DP_P0.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_post_d8_revised_quadratic_map_v2\\subruns\\POSTD8_QMAP_WM_DP_P0\\x\\checkpoint.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging\\b120_j2lm06_post_d8_revised_quadratic_map_v2\\subruns\\POSTD8_QMAP_WM_DP_P0\\y\\checkpoint.json""]","{""candidate"": ""94cc654b53233f22bdf9af9e21cedd04bc36e7d65b31d130fc2bff1f3b9d2771"", ""x"": ""054d7ca9233f1401f877fd7f98cf85980abd9457744b8c73fc3c37c66faedd2c"", ""y"": ""4d071d88487e28cde10099861832e6189367cd41fbf9e66b85e21208c3860c8e""}","[{""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_post_d8_revised_quadratic_map_v2/candidates/POSTD8_QMAP_WM_DP_P0.json"", ""sha256"": ""94cc654b53233f22bdf9af9e21cedd04bc36e7d65b31d130fc2bff1f3b9d2771"", ""commits"": [""125660e86ebf99e76590bb9de679ea5c452199ee""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_post_d8_revised_quadratic_map_v2/subruns/POSTD8_QMAP_WM_DP_P0/x/checkpoint.json"", ""sha256"": ""054d7ca9233f1401f877fd7f98cf85980abd9457744b8c73fc3c37c66faedd2c"", ""commits"": [""125660e86ebf99e76590bb9de679ea5c452199ee""]}, {""path"": ""outputs/lp_ml_dataset_v1/staging/b120_j2lm06_post_d8_revised_quadratic_map_v2/subruns/POSTD8_QMAP_WM_DP_P0/y/checkpoint.json"", ""sha256"": ""4d071d88487e28cde10099861832e6189367cd41fbf9e66b85e21208c3860c8e"", ""commits"": [""125660e86ebf99e76590bb9de679ea5c452199ee""]}]",D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_revised_quadratic_map_v2\subruns\POSTD8_QMAP_WM_DP_P0\x\checkpoint.json,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_revised_quadratic_map_v2\subruns\POSTD8_QMAP_WM_DP_P0\y\checkpoint.json,x,y,450.0,450.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,True,0.0,0.15111392810915453,0.977931835447075,-0.001275745954250285,-0.0005623067701269358,-0.0012745838885018087,-0.0005580764483983678,-0.2707428677710616,0.18739414302598112,RECONSTRUCTED_FROM_ACCEPTED_XY_WEIGHTED_G0,accepted x/y weighted-G0 reconstruction under frozen convention,[],"[""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_27coordinate_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_22unique_metrics_v2.csv"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_coordinate_manifest_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_reuse_mapping_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\analysis\\b120_j2lm06_post_d8_revised_evidence_closure_audit_v2.json"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\staging"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\execution_packages"", ""D:\\project\\worktrees\\blue_apcd_lp_stage11_4\\outputs\\lp_ml_dataset_v1\\plans"", ""git history --all outputs/lp_ml_dataset_v1""]",False,False
