tuple_rank,candidate_ids,phi_offset_deg,phase_rms_deg,phase_max_abs_deg,projector_mean,projector_worst,leakage_mean,sigma_ratio_mean,Txx_mean,family_count
42,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-8.989037806914475,94.13812814542048,142.75977079089847,0.13085812545509606,0.26235168503024875,0.17195876086015804,0.32289817936580373,0.9791614641149223,6
43,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-8.36995479908656,94.14369061772219,142.14068778307052,0.12545729380354503,0.24695722526053698,0.16402286297701787,0.31462317763461883,0.9840121717605133,6
44,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.843650893281305,94.16426540391872,143.24817303406877,0.12732454305391294,0.26235168503024875,0.16785514102047383,0.31677913090559123,0.9856986550749411,6
45,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.21818867458997,94.16670304833902,142.62271081537745,0.1243936356634789,0.25791579103536355,0.16378876634453296,0.3122878607167157,0.9890590667122267,6
46,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-8.903715320852276,94.19981752729888,142.67444830483623,0.1302309731473664,0.26235168503024875,0.1717560583963802,0.32193551114318125,0.9818095251130998,6
47,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-9.749182732478713,94.19992863183805,143.51991571646266,0.1252444286918769,0.24695722526053698,0.16380846794086337,0.31361553908113915,0.9850000696561692,6
48,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-10.367715475429765,94.20021366566445,144.13844845941372,0.12817533608231094,0.26235168503024875,0.16787484261680422,0.31810680927001467,0.9816396580188836,6
49,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-9.739071528716735,94.20774474536528,143.50980451270073,0.12525768480919053,0.24695722526053698,0.16383275456732763,0.3136358934160241,0.9850035823594266,6
50,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-10.358533105019337,94.20806319591216,144.1292660890033,0.12818859219962456,0.26235168503024875,0.16789912924326852,0.3181271636048997,0.981643170722141,6
51,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-10.35743055573817,94.20900911505859,144.12816353972215,0.13065851646074156,0.26235168503024875,0.1717686524504678,0.32191089514720905,0.9801528747138354,6
52,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_887193d2b26e|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-11.501586334923312,94.22291209911278,144.90610847571082,0.12281294093734137,0.24677962261115782,0.160375235808608,0.31081460447539366,0.9878356545412927,6
53,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-6.423998941747869,94.23059682017531,140.9684802373722,0.12339741234642278,0.26235168503024875,0.16209857510964834,0.2907608736899911,0.9811718053896131,6
54,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_887193d2b26e|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-11.493924979910764,94.23084947006049,144.89844712069828,0.12282619705465499,0.24685915931503954,0.16039952243507227,0.3108349588102786,0.9878391672445502,6
55,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_887193d2b26e|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-12.116447017214654,94.23101655567253,145.52096915800217,0.1257438483277754,0.26235168503024875,0.16444161048454886,0.3153058746642692,0.9844752429040072,6
56,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-6.408930656061185,94.23847652680696,140.9835485230589,0.1234106684637364,0.26235168503024875,0.16212286173611265,0.2907812280248761,0.9811753180928706,6
57,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_887193d2b26e|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-12.109710147739849,94.23901462421526,145.51423228852735,0.12575710444508903,0.26235168503024875,0.16446589711101314,0.3153262289991542,0.9844787556072646,6
58,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-6.4071179889973005,94.23942596807595,140.98536119012277,0.12588059272485339,0.26235168503024875,0.16599238494331192,0.2945649595671855,0.9796850220845649,6
59,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_887193d2b26e|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-12.108902693110144,94.23997851750511,145.51342483389766,0.12822702870620603,0.26235168503024875,0.16833542031821244,0.31910996054146357,0.9829884595989591,6
60,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.776172158991879,94.25282617998982,141.6163070201282,0.12046650495598875,0.24677962261115782,0.15803220043370747,0.2862696035011156,0.9845322170268987,6
61,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.760108161941951,94.26074554625421,141.63237101717812,0.12047976107330237,0.24685915931503954,0.15805648706017175,0.2862899578360006,0.9845357297301561,6
62,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.758175364014021,94.26169976113654,141.63430381510605,0.12294968533441936,0.2616787048817415,0.16192601026737105,0.29007368937830996,0.9830454337218505,6
63,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-10.28692974681699,94.27111296910383,144.05766273080098,0.1300313641530119,0.26235168503024875,0.17156594998668995,0.3209482269245866,0.9828009357120132,6
64,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-6.2896019103508,94.30170613042318,141.10287726876928,0.12525344041712375,0.26235168503024875,0.16578968247953407,0.293602291344563,0.9823330830827427,6
65,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_887193d2b26e|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-12.057964478608325,94.30329811524926,145.4624866193958,0.12759987639847636,0.26235168503024875,0.1681327178544346,0.3181472923188411,0.9856365205971368,6
66,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_e74126c376f7|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-5.3674370193404926,94.30497485868477,142.0250421597796,0.12921229866944814,0.26235168503024875,0.17031074709071037,0.30652989903737554,0.9758910437951048,6
