tuple_rank,candidate_ids,phi_offset_deg,phase_rms_deg,phase_max_abs_deg,projector_mean,projector_worst,leakage_mean,sigma_ratio_mean,Txx_mean,family_count
1,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-4.601160691093739,93.93361185725402,142.79131848802632,0.12438300356447475,0.26235168503024875,0.16306295766284004,0.30616494083450424,0.9812295935798848,6
2,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-4.5844973061351,93.94158437793025,142.80798187298498,0.12439625968178837,0.26235168503024875,0.16308724428930432,0.30618529516938925,0.9812331062831423,6
3,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-4.582492051220634,93.94254498965343,142.80998712789943,0.12686618394290536,0.26235168503024875,0.1669567674965036,0.3099690267116986,0.9797428102748368,6
4,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.979749318938761,93.95108673096495,141.41272986018132,0.12375811871897897,0.26235168503024875,0.1624554044816577,0.29836909738330947,0.9821258525064168,6
5,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.964811986984768,93.95896396083177,141.42766719213532,0.1237713748362926,0.26235168503024875,0.162479691108122,0.2983894517181945,0.9821293652096742,6
6,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.963014995959975,93.95991310130208,141.4294641831601,0.12624129909740958,0.26235168503024875,0.16634921431532126,0.30217318326050385,0.9806390692013687,6
7,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-3.9842868751544724,93.96273563271332,143.4081923039656,0.12145209617404072,0.24677962261115782,0.15899658298689914,0.3016736706456287,0.9845900052171702,6
8,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-3.9667328325700377,93.97076545622848,143.42574634655003,0.12146535229135434,0.24685915931503954,0.15902086961336345,0.3016940249805137,0.9845935179204277,6
9,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-3.964620130516447,93.97173297280055,143.42785904860364,0.12393527655247133,0.2616787048817415,0.16289039282056272,0.3054777565228231,0.9831032219121222,6
10,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.362091712528103,93.97339637486803,142.03038746659197,0.12082721132854495,0.24677962261115782,0.1583890298057168,0.29387782719443395,0.9854862641437023,6
11,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.346252061027823,93.98131031903903,142.04622711809225,0.12084046744585857,0.24685915931503954,0.15841331643218112,0.29389818152931896,0.9854897768469598,6
12,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.344346215225736,93.98226387842354,142.04813296389435,0.12331039170697555,0.2616787048817415,0.1622828396393804,0.29768191307162833,0.9839994808386541,6
13,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-4.9937269273317515,94.01610037997892,142.39875225178832,0.12708982466357371,0.26235168503024875,0.16677376662905616,0.31033403685349953,0.9783318742169568,6
14,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.846477803344054,94.02217245467347,141.54600137577603,0.12561414678967994,0.26235168503024875,0.16614651185154342,0.3012105150378814,0.9832871301995464,6
15,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-4.977494246478746,94.0240168153398,142.41498493264132,0.12710308078088733,0.26235168503024875,0.16679805325552044,0.31035439118838454,0.9783353869202142,6
16,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-4.975540967437269,94.02497067510376,142.4169382116828,0.12957300504200434,0.26235168503024875,0.1706675764627197,0.3141381227306939,0.9768450909119087,6
17,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-8.574684562627342,94.02915775941366,141.97920670341483,0.1256681239775665,0.26235168503024875,0.16435414206027835,0.31492499746961405,0.9835459667828984,6
18,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_645b1376ee7c|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-3.827174232386636,94.03519271599383,143.56530494673345,0.12330812424474168,0.25791579103536355,0.16268769035678488,0.3045150883002006,0.9857512829102998,6
19,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-8.563115019101067,94.03697357493027,141.96763715988857,0.1256813800948801,0.26235168503024875,0.16437842868674266,0.31494535180449906,0.9835494794861558,6
20,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-8.56172440016759,94.0379153660058,141.96624654095507,0.12815130435599711,0.26235168503024875,0.16824795189394193,0.31872908334680844,0.9820591834778503,6
21,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-7.95693303234831,94.03856694469225,141.36145517313582,0.12273721658713245,0.24677962261115782,0.16028776738433748,0.31043372728073854,0.9869063784201838,6
22,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-6.38428614874255,94.03945338574442,141.00819303037753,0.12646493981807794,0.26235168503024875,0.16616621344787383,0.3025381934023048,0.9792281331434888,6
23,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-5.220605492940916,94.04481071268253,142.17187368617917,0.1226832393992459,0.25791579103536355,0.16208013717560255,0.29671924484900586,0.9866475418368319,6
24,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-7.944445603388342,94.04637907591977,141.3489677441758,0.12275047270444607,0.24685915931503954,0.16031205401080176,0.3104540816156235,0.9869098911234412,6
25,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-6.36981568962951,94.04728719575168,141.02266348949055,0.12647819593539156,0.26235168503024875,0.1661905000743381,0.3025585477371898,0.9792316458467463,6
26,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-7.942944251743394,94.04732040777326,141.34746639253086,0.12522039696556306,0.2616787048817415,0.16418157721800106,0.3142378131579329,0.9854195951151357,6
27,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-6.368075041166694,94.04823111369753,141.02440413795338,0.12894812019650856,0.26235168503024875,0.17006002328153738,0.3063422792794992,0.9777413498384405,6
28,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-5.76443017546572,94.05902931328966,141.62804900365435,0.1235340324276439,0.24695722526053698,0.16209983877193299,0.2980469232134293,0.9825885447807744,6
29,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-5.749048352592427,94.06689310869655,141.64343082652763,0.12354728854495751,0.24695722526053698,0.16212412539839724,0.29806727754831425,0.9825920574840318,6
30,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.929636589682,94.09339085741343,143.33415873046948,0.125468514983212,0.26235168503024875,0.1641640336505881,0.3139377132510193,0.9845373773818116,6
31,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.312572284747757,94.09606884129,142.71709442553527,0.12253760759277794,0.24677962261115782,0.16009765897464723,0.3094464430621438,0.9878977890190971,6
32,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-8.472120287752537,94.09971693665531,141.87664242854004,0.12752415204826745,0.26235168503024875,0.16804524943016408,0.31776641512418596,0.984707244476028,6
33,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.919884786224431,94.10123896329151,143.32440692701192,0.1254817711005256,0.26235168503024875,0.1641883202770524,0.31395806758590433,0.9845408900850691,6
34,"LPML_INV_B0_GRA_9e075ededc76|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.918713512148512,94.10218468895388,143.32323565293598,0.1279516953616426,0.26235168503024875,0.16805784348425168,0.3177417991282137,0.9830505940767634,6
35,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_efda342ea028|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-9.30189799471415,94.10389158617733,142.70642013550162,0.12255086371009156,0.24685915931503954,0.1601219456011115,0.3094667973970288,0.9879013017223546,6
36,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_DER_ef98eeb10f71",-7.846012313306589,94.10908448783272,141.25053445409407,0.1245932446578334,0.25791579103536355,0.1639788747542232,0.3132751449353104,0.9880676561133134,6
37,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-6.255275719370395,94.11015228481938,141.13720345974968,0.1283209678887789,0.26235168503024875,0.16985732081775953,0.3053796110568767,0.9803894108366183,6
38,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-9.001398900500563,94.12938773728503,142.77213188448457,0.12837494507666544,0.26235168503024875,0.16806495102649446,0.31909409348860934,0.9806482474199703,6
39,"LPML_INV_B0_GRA_71b7770452e7|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_1c4c70e363d7|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-5.627122314833207,94.12999520459815,141.76535686428687,0.12539006049834486,0.25791579103536355,0.1657909461418187,0.30088834086800115,0.983749822473904,6
40,"LPML_INV_B0_GRA_30168dbc66e4|LPML_INV_B1_DER_28e629198bb5|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-8.381915038520892,94.13590150692218,142.15264802250488,0.1254440376862314,0.24695722526053698,0.16399857635055362,0.3146028232997338,0.9840086590572558,6
41,"LPML_INV_B0_GRA_590ad651d09c|LPML_INV_B1_GRA_464431e7fc00|LPML_INV_B2_DER_12be3c1d9a57|LPML_INV_B3_DER_ea265a89dcd0|LPML_INV_B4_DER_6603cd5211b7|LPML_INV_B5_GRA_14f392011ec0",-8.99036391190564,94.13718818858835,142.76109689588964,0.12838820119397906,0.26235168503024875,0.16808923765295877,0.31911444782349435,0.9806517601232277,6
