probe_id,J2_width_nm,D_nm,Psi_deg,direct_gap_nm,periodic_gap_nm,planned_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_hash_sha256,no_overlap,primitive_valid,status
POSTD8_CAL_PROBE_WP_DP_PP,101,201.00995000248122,0.5700884449988864,93.00995000248122,122.99004999751878,31286b737fa03d3f43f802edfa5be348baec26142b66ea8daa91a074747a0840,0d2fc0dd399754a428d8ec882d75a27420d0eb9383ec77cda0585b499f88558a,0d2fc0dd399754a428d8ec882d75a27420d0eb9383ec77cda0585b499f88558a,True,True,PLANNED_NOT_RUN
POSTD8_CAL_PROBE_WP_DM_PM,101,200.5,0.0,92.5,123.5,03975a52e04e7e9101ba13095f59e44650c674014502b24f06fbe5b2fbf7ab83,b9816266b01b1d175f74509934e0168241c5b294934bf7c4d1a39f2838042eb0,b9816266b01b1d175f74509934e0168241c5b294934bf7c4d1a39f2838042eb0,True,True,PLANNED_NOT_RUN
POSTD8_CAL_PROBE_WM_DP_PM,99,201.0,0.0,93.0,123.0,b43d3693b74c376f85df26f65ee26e9fb11a024192401da6dca9a15e527e7c19,ea0c1da9ba50f44eddcfe94b32db60b48ca804c49ba5f71f7cafe44a78c10a01,ea0c1da9ba50f44eddcfe94b32db60b48ca804c49ba5f71f7cafe44a78c10a01,True,True,PLANNED_NOT_RUN
POSTD8_CAL_PROBE_WM_DM_PP,99,200.0099997500125,0.5729386976834859,92.0099997500125,123.9900002499875,cd68e431136cae06a172dc750ca1786dd406d98cf64710cb9232de55048db19a,207ff77bb4dc3e68598c4cdeb1366aec3180d22e48a5ed73b58d67ce8766c96d,207ff77bb4dc3e68598c4cdeb1366aec3180d22e48a5ed73b58d67ce8766c96d,True,True,PLANNED_NOT_RUN
