candidate_id,target_bin,wavelength_nm,geometry_hash_sha256,txx_real,txx_imag,abs_txx,arg_txx_deg,projector_scalar_real,projector_scalar_imag,arg_projector_scalar_deg,scalar_minus_txx_abs,q_txx_over_frobenius,jones_frobenius_norm,projection_error_formal,projection_error_closed_form_match,sigma2_over_sigma1,Txx,Tyy,combined_leakage,target_phase_deg,shortest_circular_target_error_deg
LPML_INV_B0_GRA_9e075ededc76,0,450.0,0902ce9b8d170da7e500861cb8b08d16da8a492a4a4f22df946b3bef14be5986,0.2854030813979239,0.9485106217317649,0.9905187117916598,73.25366758000179,0.2854030813979239,0.9485106217317649,73.25366758000179,0.0,0.8592562453181573,1.1527628890551724,0.5115454084260174,True,0.5952156755868134,0.9811273184094095,0.3476161670458698,0.3477349599734185,0.0,73.25366758000177
LPML_INV_B0_GRA_71b7770452e7,0,450.0,ed29515a2156f2add6bf1d5c447cfef24144469cfbf9563f8e7f09d36b202645,0.2804347975353136,0.9583172797825381,0.9985067272675111,73.68880799121814,0.2804347975353136,0.9583172797825381,73.68880799121814,0.0,0.8614430967653262,1.1591093259866505,0.5078541040843945,True,0.5894396662510785,0.9970156843984755,0.3463946103716949,0.3465187451907515,0.0,73.68880799121814
LPML_INV_B0_DER_41bac671f444,0,450.0,3832835c9ac242c7be6061f77573cd7bf84c03dce3d759b8e43782a5d4742f49,0.2209946605792175,0.9732467352307387,0.998021967514651,77.20680595928351,0.2209946605792175,0.9732467352307387,77.20680595928351,0.0,0.9211898414426847,1.0834053119296645,0.38911344878171356,True,0.4223687305475845,0.9960478476418151,0.17770268231905278,0.1777192222755983,0.0,77.20680595928354
LPML_INV_B0_DER_483c7b8e72d1,0,450.0,10a558a82c90303ee68232d74efea112099ea09d8cbf4775b9e6858f400c53b6,0.1291424448107126,0.9836860899214573,0.9921270556519731,82.52074317303797,0.1291424448107126,0.9836860899214573,82.52074317303797,0.0,0.9199961462123664,1.0784034908587057,0.39192740520967934,True,0.4259221271230886,0.9843160945566536,0.1786020629436821,0.17863799453958912,0.0,82.520743173038
LPML_INV_B0_GRA_590ad651d09c,0,450.0,7a42af636796bf65eefdbd91d7b60c6027cad9cfdf95a19ad93875bb8ac90ed7,0.28681121444115065,0.9527898098374245,0.9950221577730031,73.24702083580367,0.28681121444115065,0.9527898098374245,73.24702083580367,0.0,0.8678368744671772,1.1465543664342592,0.4968492319758974,True,0.5725132863329572,0.9900690944592432,0.3245165965362693,0.32451782073022273,0.0,73.24702083580365
LPML_INV_B0_GRA_30168dbc66e4,0,450.0,a72334b7266a983cf7e3ca51007373ea850ec8e30a12fc6a64afc3581f65ece9,0.28772560491088434,0.9525030154904308,0.9950115668873897,73.19184201893708,0.28772560491088434,0.9525030154904308,73.19184201893708,0.0,0.8678826979430116,1.146481626198665,0.4967691844419874,True,0.5723911603236471,0.9900480182396983,0.324371148698857,0.3243721009714371,0.0,73.19184201893708
LPML_INV_B1_GRA_c4219b9eaa04,1,450.0,a56a50d1345eb2b4c6bfd6260c46e53afae0e3f675c1383ac0f17f09bdedd1eb,0.17300068507949212,0.9774709342102663,0.992662412033348,79.96326919573787,0.17300068507949212,0.9774709342102663,79.96326919573787,0.0,0.9627571107803684,1.031062145288897,0.2703677969763322,True,0.2808158821913236,0.9853786642638644,0.07770366048281419,0.07771048318387812,60.0,19.963269195737865
LPML_INV_B1_GRA_012d91036d7d,1,450.0,d42fb192a27114c75946a779e95b84a9635741970c164d331424ae50ca7f9735,0.07860842208230194,0.9885419911682415,0.9916625193709506,85.4534320341067,0.07860842208230194,0.9885419911682415,85.4534320341067,0.0,0.9918718625905943,0.9997889412659636,0.12724074898028176,True,0.1274765952242073,0.9833945523251408,0.01598215431628043,0.016183374752575308,60.0,25.453432034106697
LPML_INV_B1_GRA_c89f98bf4d71,1,450.0,f74a68a899a587d22645d7fb081303d8ce03d9355a859c0dde03a95015ab354c,0.1884680960213524,0.9743786588972251,0.9924384082310945,79.05281393084377,0.1884680960213524,0.9743786588972251,79.05281393084377,0.0,0.9605226169479165,1.0332275270983104,0.2782019092880636,True,0.28960751932410433,0.9849339941322685,0.08260807616939922,0.08262512862142124,60.0,19.05281393084377
LPML_INV_B1_GRA_464431e7fc00,1,450.0,d48560963cabb14e3fdcf354be1d2b6ecc4fa8e890bc57af25d0cef867f61003,0.2856555575670103,0.9478045895025802,0.9899154698513778,73.2278995720914,0.2856555575670103,0.9478045895025802,73.2278995720914,0.0,0.8588645498387681,1.1525862489460188,0.5122027772574531,True,0.5962387879825612,0.9799326374510741,0.34838190771725386,0.34852242380838,60.0,13.227899572091417
