candidate_id,finite_jones
LP_H500_D4_B120_A_CM-1,True
LP_H500_D4_B120_A_CM-2,True
LP_H500_D4_B120_A_CM-3,True
LP_H500_D4_B120_A_CM-4,True
LP_H500_D4_B120_A_CM-5,True
LP_H500_D4_B120_B_CM-1,True
LP_H500_D4_B120_B_CM-2,True
LP_H500_D4_B120_B_CM-3,True
