"wavelength_nm","metric","odd","even","abs_even_over_abs_odd"
"450","eta_x_plus1","-0.0010603874359313","-0.000225782031764352","0.212924091811836"
"450","eta_y_plus1","-0.00271115045841315","0.00119261117478868","0.439891180176965"
"450","eta_x_0","-0.0235705177771205","0.00743014918491602","0.315230630704614"
"450","eta_x_minus1","0.000854603284540817","-0.00125449607568346","1.46792798293246"
"450.5","eta_x_plus1","-0.00300702015594457","-9.77997486145427E-05","0.0325238088016146"
"450.5","eta_y_plus1","-0.00249801788625189","0.00167274636553015","0.669629458914721"
"450.5","eta_x_0","-0.0153182483731807","0.0184834420986115","1.20662895967743"
"450.5","eta_x_minus1","0.000494099939048956","-0.00214110290392836","4.33333974509197"
"451","eta_x_plus1","-0.00339560977417048","0.00142565963736172","0.419853791270817"
"451","eta_y_plus1","-0.00252644063448193","0.00111238194538871","0.440296094911732"
"451","eta_x_0","0.0162880975358636","0.00515594674553466","0.316546897768886"
"451","eta_x_minus1","-0.000822430368724471","-0.000406271697921162","0.493989173273427"
"451.5","eta_x_plus1","-0.00106105955220402","2.32898801921441E-05","0.0219496447148198"
"451.5","eta_y_plus1","-0.00244553455572158","0.00116823281147979","0.477700390185284"
"451.5","eta_x_0","-0.00207352683932349","-0.000308838921408316","0.148943778084434"
"451.5","eta_x_minus1","-0.00185727881550509","0.000499616692130051","0.269004679296995"
"452","eta_x_plus1","-0.00182324772051297","0.000640748144784969","0.351432302684956"
"452","eta_y_plus1","-0.00212864110626985","0.00213304968471981","1.0020710764426"
"452","eta_x_0","0.00435770011912778","0.00237511058779316","0.54503763977879"
"452","eta_x_minus1","-0.00285320351923485","-0.000926322141025414","0.324660380789741"
"452.5","eta_x_plus1","0.00107464654477606","0.000311945332442928","0.290277146434163"
"452.5","eta_y_plus1","-0.00183696571657202","0.00186298013902483","1.01416162654432"
"452.5","eta_x_0","0.00324239422097178","0.0021430622980749","0.660950566779817"
"452.5","eta_x_minus1","-0.0020452989720028","-0.00217492855377967","1.06337928271187"
"453","eta_x_plus1","0.00511463790331386","0.000513829270664748","0.100462492238567"
"453","eta_y_plus1","-0.000675993018403355","-0.000111083265781076","0.164326054791876"
"453","eta_x_0","0.00683907136296742","-0.000233949050466864","0.0342077217871514"
"453","eta_x_minus1","-8.84737731942017E-05","-0.00245046198416661","27.6970439453034"
"453.5","eta_x_plus1","0.00653047364473918","6.80231458116062E-05","0.0104162652683553"
"453.5","eta_y_plus1","-0.00184198656739676","0.00556616933544437","3.02182949320358"
"453.5","eta_x_0","-0.00574661548477515","0.00512178498378774","0.891269826101501"
"453.5","eta_x_minus1","0.00189338663036681","-0.00237652947251124","1.25517389549266"
"454","eta_x_plus1","0.00789376635835338","-0.00112431527671421","0.142430777106094"
"454","eta_y_plus1","-0.000854574714739443","0.00256963369125293","3.00691519060027"
"454","eta_x_0","-0.0159604419913585","0.00663964167313313","0.416006127946084"
"454","eta_x_minus1","0.00308710307332408","-0.00246237520919545","0.797632975222966"
