geometry_id,wavelength_nm,canonical_DoLP,canonical_psi_deg,sigma1,sigma2,sigma1_over_sigma2,normalized_singular_gap,derived_power_diattenuation,u1_DoLP,u1_psi_deg,u1_DoCP,u1_psi_unwrapped_deg,u1_adjacent_overlap,u1_reference_overlap_450,normalized_S1,normalized_S2,normalized_S3,total_DoP
BF04,435.0,0.10761817098574264,2.9135086733142326,0.9800492785491235,0.8741495292201975,1.1211460348476032,0.05711348151298179,0.11385557186943007,0.9452165512739192,2.9135086733142352,-0.3264439786515262,2.9135086733142352,nan,0.9998149985587886,0.10706210208169573,0.010925979322930535,-0.037167465872701554,0.11385557186943017
BF04,436.0,0.1664400090739822,0.786816252264361,0.9704119805041965,0.8186055684035227,1.1854451251739377,0.0848546243681952,0.1684960255773364,0.9877978338283702,0.7868162522643577,-0.15574157917518258,0.7868162522643577,0.9954778295334024,0.9971195775256739,0.1663772376753575,0.004570711549077843,-0.026241837108156335,0.16849602557733606
BF04,437.0,0.050565115727801056,174.86491790611106,0.8430251994522828,0.7997007659488916,1.054175805936592,0.02637350015515877,0.05271033702867838,0.9593016963691476,174.86491790611106,0.28238317114034234,-5.135082093888961,0.9704235571114658,0.9493370470862834,0.049754962089574625,-0.009015246864667965,0.014884512122034487,0.05271033702867878
BF04,438.0,0.25785433171240785,1.1249918366124418,0.9786952537236892,0.7499853218532405,1.3049525440115257,0.1323031768284427,0.2600543287240902,0.991540240754784,1.1249918366124416,-0.1297996570255288,1.1249918366124163,0.9726031133116191,0.9962663924459224,0.25765553825217324,0.010123240135220382,-0.033754962676391,0.26005432872408984
BF04,439.0,0.31775764419224606,0.9204972297971806,0.9994351762060619,0.715026965900695,1.3977587194171168,0.1658877168065559,0.32288991182858684,0.9841052090872844,0.9204972297971813,-0.17758642247444498,0.9204972297971558,0.9997013836209857,0.9978992565020398,0.31759362738847957,0.01020824592345107,-0.057340864294727636,0.3228899118285866
BF04,440.0,0.38173681375811974,0.9560982710177729,0.9853055083314484,0.654997343099271,1.5042893207310553,0.20137023168866225,0.38704576897533444,0.9862833916741437,0.9560982710177721,-0.16506081093871916,0.9560982710177467,0.9999796079970176,0.9975194572633592,0.3815242381013924,0.012737767439919223,-0.06388608849746881,0.38704576897533427
BF04,441.0,0.45949846077375156,0.8570665730417466,0.9920510433973361,0.5981927599187,1.6584136583869138,0.24767163541675055,0.4667144294749905,0.9845387923631237,0.8570665730417448,-0.17516668156976112,0.8570665730417194,0.9999854028972768,0.9977963639736345,0.45929284069868453,0.013744887645219896,-0.08175281785185841,0.4667144294749907
BF04,442.0,0.5631621974462656,1.046167257904459,0.9857454688482424,0.5145826514004235,1.9156212634949146,0.31403984974282023,0.5716982325299648,0.9850689846531026,1.046167257904459,-0.17216008676376063,1.0461672579044334,0.9999935527626295,0.9977876399036664,0.5627867300690471,0.020561057625913048,-0.09842361731504731,0.5716982325299647
BF04,443.0,0.669707916344834,0.982240120783406,0.9860959338361479,0.42969751737269485,2.2948606728413212,0.392994059965728,0.6808367443201034,0.9836541901298481,0.982240120783405,-0.18006786009722123,0.9822401207833795,0.999991330026486,0.9980005653753988,0.6693143092152134,0.02295754112924248,-0.12259681562527998,0.6808367443201035
BF04,444.0,0.803375458417571,1.2597492772271184,0.9832225489771922,0.31177216245268735,3.1536572772958844,0.5184966244249115,0.8172774115117054,0.9829899212943861,1.2597492772271186,-0.18365950733260847,1.2597492772270933,0.9999869908460595,0.9982148321961261,0.8025988509822485,0.0353158829652699,-0.15010076675230935,0.8172774115117052
BF04,445.0,0.9066571116095946,1.2000532198327456,0.9882837116175027,0.19601249527565184,5.041942403864009,0.6689806247207953,0.9243031629368458,0.9809088056442613,1.2000532198327456,-0.19446828792774623,1.2000532198327203,0.9999843314280824,0.9984859412370926,0.9058617487471783,0.03796854209680422,-0.1797476536225291,0.9243031629368459
BF04,446.0,0.9749150807792659,1.5832619759128104,0.9846322683079681,0.04515724870065043,21.804523008811778,0.9122980998450531,0.9958021751854056,0.9790248556122598,1.5832619759128108,-0.2037408454223006,1.5832619759127855,0.9999673293958995,0.9988356387423174,0.9734265886622049,0.053852494986818,-0.20288557704564042,0.9958021751854056
