geometry_id,wavelength_nm,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,canonical_S0,canonical_S1,canonical_S2,canonical_S3,canonical_DoLP,canonical_psi_deg,canonical_circular_contamination,sigma1,sigma2,sigma1_over_sigma2,sigma2_over_sigma1,normalized_singular_gap,derived_power_diattenuation,u1_S0,u1_S1,u1_S2,u1_S3,u1_DoLP,u1_psi_deg,u1_DoCP,u1_abs_DoCP,u1_psi_unwrapped_deg,u1_adjacent_overlap,u1_reference_overlap_450,u1_reference_overlap_450_squared,u1_reference_state_distance,normalized_S1,normalized_S2,normalized_S3,total_DoP
BF01,435.0,0.5109026211038917,-0.5500913651685823,-5.759016108136924e-10,6.96714712793616e-10,-2.8220365518418356e-09,-5.1444985807388866e-09,-0.3873792139166985,0.18407267610660566,0.37378370187381393,0.18983829641004732,1.7394968311566402e-09,-4.016830701433454e-09,0.5078827553431825,2.6250189973887e-07,1.0746404086900237e-08,0.7507476262259252,0.4288885699849864,1.7504491347302766,0.5712819528195477,0.2728460327639797,0.5078827553431827,0.9999999999999999,0.9999999999999997,9.163044886366643e-09,-2.115922222962415e-08,0.9999999999999998,2.625018997388699e-07,-2.1159222229624153e-08,2.1159222229624153e-08,2.625018997388699e-07,nan,5.6536438700755456e-09,3.1963689009642795e-17,1.4142135583753652,0.5078827553431825,4.653752484221152e-09,-1.0746404086900237e-08,0.5078827553431826
BF01,436.0,0.4475103613135537,-0.6489497989518404,-2.3261870692620045e-09,-1.6010067263316686e-09,-6.853120502021518e-09,-2.7942975041186946e-09,-0.477994373005147,0.3606006935199459,0.48995642291713554,0.1314449421254859,-7.189034346562417e-10,-7.3019051344282565e-09,0.2682788427241757,179.99999984331794,1.4903172594317024e-08,0.7882901528261161,0.598758282440961,1.3165415426280027,0.759565853124436,0.13664401730042014,0.2682788427241758,0.9999999999999999,0.9999999999999983,-5.469236191453662e-09,-5.5551054428989534e-08,0.9999999999999984,179.99999984331794,-5.555105442898954e-08,5.555105442898954e-08,-1.566820877178152e-07,0.9999999999999998,2.20834625615796e-08,4.876793187086878e-16,1.4142135467577288,0.2682788427241757,-1.467280356028371e-09,-1.4903172594317024e-08,0.2682788427241761
BF01,437.0,0.3692910270303107,-0.7250783418602916,3.4138948764207046e-09,-5.279205660706742e-09,-4.912807448264244e-09,9.656939086217011e-11,-0.4713516616409042,0.5906526227321827,0.6165786870760096,0.045535777403962086,-6.611597774079754e-09,-3.998444466763487e-09,0.07385233767956868,179.99999584045042,6.484889196746713e-09,0.813704162752024,0.755673811688646,1.076792857137264,0.9286837234958786,0.03697665699944598,0.0738523376795686,1.0,0.9999999999999857,-1.4519567142614323e-07,-8.780885481084443e-08,0.9999999999999962,179.99999584045042,-8.780885481084443e-08,8.780885481084443e-08,-4.159549589856886e-06,0.9999999999999974,8.294518718207538e-08,6.879904076669522e-15,1.4142135037219896,0.07385233767956789,-1.0723039755775242e-08,-6.484889196746713e-09,0.07385233767956896
BF01,438.0,0.2846745528232981,-0.7830328468208919,-1.8676800787075694e-09,-7.610009399986977e-09,-6.2873630190260295e-09,3.257454733897038e-09,-0.3463087756180789,0.7512714216587607,0.6892592786484217,0.004920761577153432,-9.410934889013819e-09,-8.034444999756019e-09,0.007139202517246662,179.99994521103676,1.1656636694845626e-08,0.8331746756986739,0.8272475548898605,1.0071648695408988,0.9928861006200853,0.0035696467438360866,0.0071392025172559975,1.0000000000000002,0.9999999999968384,-1.9124956048831962e-06,-1.6327645373093606e-06,0.999999999998667,179.99994521103676,-1.6327645373093602e-06,1.6327645373093602e-06,-5.478896326446816e-05,0.9999999999993113,1.2543356460833486e-06,1.5733579130353315e-12,1.4142126754235758,0.007139202517233606,-1.3653693436623522e-08,-1.1656636694845626e-08,0.007139202517256178
BF01,439.0,0.19228644644204881,-0.8241312049108966,-5.943591532224512e-09,-8.015137447330633e-09,-3.6803415210631176e-09,-1.373445669254754e-09,-0.1771284878124624,0.9251897938353837,0.8017584881025434,-0.08559216770934608,-5.9385243406759854e-09,-1.0215838679354811e-08,0.10675554918278485,90.00000198763736,1.2741790490465285e-08,0.9419929170709779,0.8462661049535167,1.113116679915615,0.898378416246363,0.05353073069307849,0.10675554918278547,0.9999999999999999,-0.9999999999999903,-6.938163268445274e-08,-1.1935483062008258e-07,0.9999999999999928,90.00000198763736,-1.193548306200826e-07,1.193548306200826e-07,-89.99999801236267,1.3226639467635175e-06,0.9999999999999974,0.9999999999999949,7.146345858741878e-08,-0.10675554918278458,-7.406874300427063e-09,-1.2741790490465285e-08,0.10675554918278561
BF01,440.0,0.0990147990240547,-0.8484328620040035,-5.948188813986621e-09,-2.88800888074877e-09,-3.941420566120252e-08,2.55455853151552e-08,0.30927360392704273,0.6123346045709037,0.6001230408975534,0.12951921085652493,-2.9184349280072017e-08,-3.366001324741961e-08,0.21582109339247707,179.99999354481844,5.608852010927153e-08,0.8541909925503115,0.686005707003244,1.2451660151367694,0.803105760873308,0.10919727694249572,0.21582109339248473,0.9999999999999998,0.9999999999999407,-2.2532834385780272e-07,-2.598843293193359e-07,0.9999999999999662,179.99999354481844,-2.59884329319336e-07,2.59884329319336e-07,-6.455181595629303e-06,2.4014386870431185e-07,1.6827391080199873e-07,2.8316109056599025e-14,1.4142134433854665,0.2158210933924716,-4.863060954370865e-08,-5.608852010927153e-08,0.21582109339248437
BF01,441.0,0.00027989744857173524,-0.8639557375941566,-8.159128486881397e-09,-2.06654458946996e-10,5.728269058430439e-09,-4.863329836375449e-09,0.25468587997934916,0.9188606193014194,0.8277946650141442,-0.08137507014969925,1.935403581168206e-09,-2.496860195785831e-09,0.0983034484141171,89.99999931864602,3.0162796419365277e-09,0.9535039250909477,0.8639557829336203,1.1036489875132969,0.9060851876946536,0.04927104670433603,0.09830344841411726,1.0000000000000002,-0.9999999999999994,2.3783740863237246e-08,-3.0683355371522906e-08,0.9999999999999994,89.99999931864602,-3.06833553715229e-08,3.06833553715229e-08,-90.00000068135401,1.7681191022018764e-07,0.9999999999999999,0.9999999999999998,1.4901161193847656e-08,-0.09830344841411708,2.338023743043979e-09,-3.0162796419365277e-09,0.09830344841411714
BF01,442.0,-0.10071998002543454,-0.862864821251783,-8.175061252539766e-10,2.7642799723207697e-09,-2.0846861876409506e-08,2.5689467210312735e-08,-0.18624481105263221,0.1651074262131444,0.40831390298247805,0.3463663111477173,-1.945818259530036e-08,-2.019560990204816e-08,0.848284392516954,179.99999839061752,4.9460990072911655e-08,0.868723324269699,0.24889273158282374,3.4903523246544266,0.2865040279562632,0.5546006514858679,0.8482843925169556,0.9999999999999999,0.9999999999999966,-5.617804610045294e-08,-5.830708487533916e-08,0.9999999999999982,179.99999839061752,-5.830708487533917e-08,5.830708487533917e-08,-1.6093825001478732e-06,4.735158251614258e-08,3.73096781298315e-08,1.392012082151627e-15,1.4142135359911685,0.8482843925169526,-4.765495970911225e-08,-4.9460990072911655e-08,0.8482843925169554
BF01,443.0,-0.201729399141272,-0.8454674548395564,-3.303458263831149e-09,1.4958106244411047e-09,3.014797932846086e-09,1.9562000455119544e-08,-0.10774347888702504,0.7371287248021537,0.6552386909209522,0.10027127674982378,-1.5688677048042513e-08,-3.6712271996951524e-09,0.1530301524302412,179.99999551768457,5.602885254738487e-09,0.8692007637311284,0.7449613507901783,1.1667729645426166,0.8570647678591072,0.07696836137044037,0.15303015243024107,1.0000000000000007,0.9999999999999878,-1.564623245716264e-07,-3.661294957732311e-08,0.9999999999999993,179.99999551768457,-3.6612949577323084e-08,3.6612949577323084e-08,-4.4823154594864854e-06,0.999999999999999,8.037533706432822e-08,6.460194808204373e-15,1.414213505539148,0.15303015243023932,-2.3943453378785885e-08,-5.602885254738487e-09,0.1530301524302413
BF01,444.0,-0.3034250050402099,-0.8130759415772131,-1.9286416149441975e-09,1.5477702847622162e-09,7.800537473127572e-09,9.933156031426857e-09,0.07846147592566986,0.8205539372342836,0.7163120937852211,0.036847126670101926,-9.32458338173017e-09,1.6244666202779632e-09,0.051440045463132085,179.99999275032653,2.267819619928186e-09,0.8678474638179938,0.824296649947771,1.0528339086092153,0.9498174325720489,0.02573705957780579,0.05144004546313199,1.0000000000000004,0.9999999999999675,-2.530613435672836e-07,4.408665660207414e-08,0.999999999999999,179.99999275032653,4.408665660207412e-08,4.408665660207412e-08,-7.249673493839597e-06,0.9999999999999986,1.3078627714802392e-07,1.7105050290239724e-14,1.4142134698932285,0.051440045463130434,-1.301748701806234e-08,2.267819619928186e-09,0.051440045463132134
