canonical_id,wavelength_nm,frequency_hz,epsilon_real,epsilon_imag,n_real,k_imag,query_method,source_fsp_sha256
APCD_GAN_NATIVE_M1,420.0,713791566666666.6,6.074509127361854,0.4669799257860737,2.46646928140584,0.09466566831108154,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.1,713621656748393.1,6.073469988801472,0.4667066763664172,2.466256806462031,0.09461842642330733,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.2,713451827701094.8,6.072432544774108,0.466434070111918,2.46604466189228,0.09457129412936245,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.3,713282079467047.2,6.071396791510337,0.4661621048556142,2.465832846997237,0.09452427106388867,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.4,713112411988582.4,6.070362725251287,0.4658907784392684,2.465621361079413,0.09447735686295892,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.5,712942825208085.5,6.069330342248583,0.4656200887133251,2.465410203443178,0.09443055116407051,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.6,712773319067998,6.06829963876432,0.4653500335368724,2.465199373394749,0.09438385360613923,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.7,712603893510815.2,6.067270611071032,0.4650806107776,2.46498887024219,0.09433726382949245,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.8,712434548479087.4,6.066243255451645,0.464811818311759,2.464778693295399,0.09429078147586296,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,420.9,712265283915419.2,6.065217568199456,0.4645436540241241,2.46456884186611,0.0942444061883829,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.0,712096099762470.2,6.064193545618094,0.4642761158079526,2.464359315267882,0.09419813761157728,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.1,711926995962954.1,6.063171184021482,0.4640092015649442,2.464150112816096,0.0941519753913576,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.2,711757972459639,6.062150479733806,0.4637429092052035,2.463941233827946,0.09410591917501594,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.3,711589029195347.6,6.061131429089493,0.4634772366472006,2.46373267762244,0.09405996861121864,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.4,711420166112956.8,6.060114028433149,0.4632121818177313,2.463524443520384,0.09401412335000006,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.5,711251383155397.4,6.059098274119551,0.4629477426518799,2.463316530844386,0.09396838304275675,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.6,711082680265654.5,6.058084162513612,0.4626839170929797,2.463108938918847,0.09392274734224088,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.7,710914057386767.8,6.05707168999033,0.4624207030925758,2.462901667069951,0.09387721590255477,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.8,710745514461830.2,6.056060852934769,0.4621580986103863,2.462694714625667,0.09383178837914445,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,421.9,710577051433989.1,6.055051647742026,0.4618961016142653,2.462488080915739,0.09378646442879379,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.0,710408668246445.4,6.054044070817189,0.4616347100801644,2.462281765271679,0.09374124370961853,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.1,710240364842454.2,6.053038118575319,0.4613739219920965,2.462075767026766,0.09369612588106041,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.2,710072141165324.5,6.052033787441395,0.4611137353420982,2.461870085516036,0.09365111060388132,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.3,709903997158418.1,6.051031073850306,0.4608541481301912,2.461664720076281,0.09360619754015699,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.4,709735932765151.5,6.050029974246805,0.4605951583643488,2.461459670046038,0.09356138635327184,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.5,709567947928994,6.049030485085475,0.4603367640604565,2.46125493476559,0.09351667670791264,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.6,709400042593468.9,6.048032602830702,0.4600789632422767,2.461050513576953,0.09347206827006291,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.7,709232216702152.9,6.047036323956646,0.4598217539414128,2.460846405823879,0.0934275607069972,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.8,709064470198675.4,6.046041644947198,0.4595651341972715,2.460642610851844,0.09338315368727516,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,422.9,708896803026720.2,6.045048562295957,0.4593091020570303,2.460439128008044,0.09333884688073632,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.0,708729215130023.6,6.044057072506202,0.459053655575598,2.460235956641392,0.0932946399584937,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.1,708561706452375.2,6.043067172090841,0.4587987928155818,2.460033096102511,0.09325053259292886,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.2,708394276937618.1,6.042078857572409,0.4585445118472513,2.459830545743729,0.09320652445768587,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.3,708226926529648,6.041092125483007,0.458290810748503,2.459628304919072,0.09316261522766588,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.4,708059655172413.8,6.040106972364297,0.4580376876048262,2.459426372984262,0.09311880457902148,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.5,707892462809917.4,6.039123394767445,0.4577851405092676,2.459224749296709,0.09307509218915133,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
