canonical_id,wavelength_nm,frequency_hz,epsilon_real,epsilon_imag,n_real,k_imag,query_method,source_fsp_sha256
APCD_GAN_NATIVE_M1,423.6,707725349386213.2,6.038141389253108,0.4575331675623968,2.459023433215507,0.09303147773669444,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.7,707558314845409.5,6.037160952391403,0.4572817668722735,2.458822424101429,0.09298796090152506,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.8,707391359131665.9,6.036182080761865,0.4570309365544095,2.458621721316919,0.09294454136474656,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,423.9,707224482189195.6,6.035204770953424,0.4567806747317394,2.45842132422609,0.09290121880868685,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.0,707057683962264.1,6.034229019564376,0.4565309795345833,2.45822123219472,0.09285799291689233,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.1,706890964395189.8,6.033254823202345,0.4562818491006151,2.458021444590242,0.09281486337412291,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.2,706724323432343.2,6.032282178484262,0.4560332815748281,2.457821960781743,0.09277182986634651,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.3,706557761018147.4,6.031311082036321,0.455785275109501,2.457622780139955,0.09272889208073365,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.4,706391277097078.2,6.030341530493972,0.4555378278641673,2.457423902037255,0.09268604970565253,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.5,706224871613663.1,6.029373520501863,0.4552909380055794,2.457225325847657,0.09264330243066334,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.6,706058544512482.2,6.028407048713831,0.4550446037076771,2.457027050946804,0.09260064994651318,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.7,705892295738168,6.027442111792858,0.4547988231515562,2.456829076711968,0.09255809194513118,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.8,705726125235404.9,6.02647870641106,0.4545535945254337,2.456631402522045,0.09251562811962279,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,424.9,705560032948929.1,6.025516829249634,0.4543089160246166,2.456434027757544,0.09247325816426488,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.0,705394018823529.4,6.024556476998847,0.4540647858514705,2.456236951800588,0.09243098177450068,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.1,705228082804046,6.023597646357993,0.4538212022153866,2.456040174034907,0.09238879864693461,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.2,705062224835371.5,6.022640334035382,0.4535781633327501,2.455843693845833,0.09234670847932712,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.3,704896444862450,6.021684536748285,0.4533356674269092,2.455647510620294,0.0923047109705898,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.4,704730742830277.4,6.020730251222933,0.4530937127281429,2.455451623746812,0.09226280582078014,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.5,704565118683901.2,6.019777474194459,0.4528522974736295,2.455256032615492,0.09222099273109675,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.6,704399572368421,6.018826202406898,0.4526114199074171,2.455060736618027,0.09217927140387426,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.7,704234103828987.5,6.017876432613137,0.4523710782803902,2.454865735147681,0.09213764154257835,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.8,704068713010803.1,6.016928161574897,0.4521312708502412,2.454671027599296,0.09209610285180089,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,425.9,703903399859121.9,6.015981386062702,0.4518919958814379,2.45447661336928,0.09205465503725499,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.0,703738164319248.8,6.015036102855841,0.4516532516451937,2.4542824918556,0.09201329780577008,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.1,703573006336540.6,6.014092308742366,0.4514150364194381,2.454088662457787,0.09197203086528723,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.2,703407925856405.5,6.013150000519029,0.4511773484887853,2.453895124576921,0.09193085392485413,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.3,703242922824302,6.012209174991283,0.450940186144504,2.453701877615631,0.09188976669462023,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.4,703077997185741.1,6.011269828973239,0.4507035476844892,2.453508920978092,0.09184876888583231,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.5,702913148886283.6,6.010331959287634,0.4504674314132303,2.453316254070014,0.09180786021082926,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.6,702748377871542.2,6.009395562765821,0.4502318356417828,2.453123876298644,0.09176704038303761,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.7,702583684087180.6,6.008460636247729,0.4499967586877394,2.452931787072757,0.09172630911696687,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.8,702419067478912.8,6.007527176581826,0.4497621988751991,2.452739985802653,0.09168566612820468,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,426.9,702254527992504.1,6.006595180625119,0.4495281545347392,2.452548471900153,0.09164511113341213,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.0,702090065573770.4,6.005664645243102,0.4492946240033857,2.452357244778592,0.09160464385031916,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.1,701925680168578.8,6.004735567309734,0.4490616056245854,2.452166303852815,0.09156426399772009,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.2,701761371722846.4,6.003807943707417,0.4488290977481763,2.451975648539176,0.09152397129546885,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.3,701597140182541.5,6.002881771326973,0.4485970987303593,2.451785278255527,0.09148376546447436,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.4,701432985493682.6,6.001957047067601,0.4483656069336696,2.451595192421219,0.09144364622669604,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.5,701268907602339.1,6.001033767836867,0.4481346207269495,2.451405390457095,0.09140361330513948,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.6,701104906454630.4,6.00011193055066,0.4479041384853185,2.451215871785484,0.09136366642385149,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.7,700940981996726.6,5.999191532133193,0.4476741585901472,2.451026635830201,0.09132380530791601,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.8,700777134174848,5.998272569516937,0.447444679429028,2.450837682016536,0.09128402968344951,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,427.9,700613362935265.2,5.997355039642629,0.4472156993957481,2.450649009771255,0.0912443392775964,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.0,700449668224299,5.996438939459226,0.446987216890262,2.450460618522594,0.09120473381852487,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.1,700286049988320.5,5.995524265923895,0.4467592303186639,2.450272507700253,0.09116521303542227,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.2,700122508173750.5,5.994611016001967,0.4465317380931605,2.450084676735394,0.09112577665849085,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.3,699959042727060.4,5.993699186666922,0.4463047386320437,2.449897125060632,0.09108642441894334,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.4,699795653594771.2,5.99278877490037,0.4460782303596639,2.449709852110037,0.09104715604899866,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.5,699632340723453.9,5.991879777692003,0.4458522117064032,2.449522857319124,0.0910079712818776,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.6,699469104059729.2,5.990972192039595,0.4456266811086476,2.449336140124852,0.09096886985179836,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.7,699305943550268.2,5.990066014948956,0.4454016370087627,2.449149699965617,0.09092985149397269,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.8,699142859141791,5.989161243433919,0.4451770778550643,2.448963536281251,0.09089091594460108,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,428.9,698979850781067.9,5.988257874516311,0.4449530021017949,2.448777648513013,0.09085206294086899,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.0,698816918414918.4,5.987355905225918,0.4447294082090952,2.44859203610359,0.09081329222094237,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.1,698654061990212,5.986455332600478,0.44450629464298,2.448406698497088,0.09077460352396366,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.2,698491281453867.6,5.985556153685641,0.4442836598753102,2.448221635139031,0.09073599659004729,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.3,698328576752853.5,5.984658365534946,0.4440615023837698,2.448036845476353,0.09069747116027611,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.4,698165947834187.2,5.983761965209804,0.4438398206518367,2.4478523289574,0.09065902697669653,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.5,698003394644935.9,5.982866949779456,0.4436186131687601,2.447668085031915,0.09062066378231502,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.6,697840917132216,5.981973316320976,0.4433978784295341,2.447484113151049,0.09058238132109367,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.7,697678515243193,5.981081061919218,0.4431776149348719,2.447300412767341,0.09054417933794622,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.8,697516188925081.4,5.9801901836668,0.4429578211911814,2.447116983334725,0.0905060575787341,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,429.9,697353938125145.4,5.979300678664095,0.4427384957105397,2.446933824308521,0.09046801579026217,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.0,697191762790697.6,5.978412544019177,0.4425196370106683,2.446750935145428,0.09043005372027499,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.1,697029662869100.1,5.977525776847826,0.4423012436149088,2.44656831530353,0.0903921711174526,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.2,696867638307763.8,5.976640374273486,0.442083314052197,2.44638596424228,0.09035436773140654,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.3,696705689054148.2,5.975756333427239,0.4418658468570402,2.446203881422501,0.09031664331267621,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.4,696543815055762.1,5.974873651447798,0.4416488405694906,2.446022066306385,0.09027899761272438,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.5,696382016260162.5,5.973992325481464,0.4414322937351234,2.445840518357483,0.09024143038393392,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.6,696220292614955.8,5.973112352682111,0.4412162049050108,2.445659237040706,0.0902039413796034,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.7,696058644067796.6,5.972233730211162,0.4410005726356987,2.445478221822315,0.09016653035394342,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.8,695897070566388.1,5.971356455237564,0.4407853954891823,2.445297472169924,0.09012919706207265,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,430.9,695735572058482.2,5.970480524937762,0.4405706720328827,2.445116987552489,0.09009194126001406,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.0,695574148491879.2,5.969605936495675,0.440356400839624,2.44493676744031,0.09005476270469125,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.1,695412799814428.1,5.968732687102686,0.4401425804876078,2.444756811305024,0.09001766115392422,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.2,695251525974026,5.967860773957591,0.4399292095603916,2.444577118619598,0.08998063636642611,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.3,695090326918618,5.966990194266604,0.4397162866468636,2.444397688858333,0.08994368810179884,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.4,694929202596198.4,5.966120945243314,0.4395038103412219,2.444218521496849,0.08990681612053,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.5,694768152954808.8,5.965253024108675,0.4392917792429495,2.444039616012094,0.08987002018398864,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.6,694607177942539.4,5.964386428090971,0.439080191956791,2.443860971882328,0.08983330005442157,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
APCD_GAN_NATIVE_M1,431.7,694446277507528.4,5.9635211544258,0.4388690470927318,2.443682588587127,0.08979665549495003,getfdtdindex source_FSP_validation_only,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f
