canonical_id,frequency_hz,wavelength_nm,epsilon_real,epsilon_imag,n_real,k_imag,source_fsp_sha256,data_kind,interpolation_method
APCD_GAN_NATIVE_M1,302249748454938.6,991.87,4.933633430399999,0.2139052759999999,2.2217,0.04814,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,306245041014168.6,978.9299999999998,4.939387407899999,0.21514194,2.223,0.04839,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,310244598524283.1,966.3100000000001,4.9455895104,0.216389632,2.2244,0.04864,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,314241271671453.4,954.02,4.951349279999998,0.2176734599999999,2.225699999999999,0.04889999999999999,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,318240881925204.1,942.03,4.957113277499999,0.2189141,2.226999999999999,0.04915000000000001,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,322236210028483.9,930.3499999999999,4.963325211900001,0.2202104880000001,2.2284,0.04941000000000001,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,326233699330757.9,918.95,4.9695409311,0.221508332,2.2298,0.04967,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,330233370051331.8,907.8199999999998,4.975760435099999,0.2228076319999999,2.2312,0.04993,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,334231691491259.4,896.9599999999998,4.98198272,0.22415304,2.2326,0.05019999999999999,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,338228776118055.9,886.3599999999999,4.988209788399999,0.2254552799999999,2.234,0.05045999999999998,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,342224926656088.4,876.01,4.994439627099998,0.2268036839999999,2.235399999999999,0.05073,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,346224645162780.5,865.89,5.00067324,0.2281536,2.2368,0.05099999999999999,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
APCD_GAN_NATIVE_M1,350220742748332.4,856.01,5.0073582771,0.229515282,2.2383,0.05127,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,raw_sampled_3d_data,none
