candidate_id,candidate_role,min_ratio_447_454,min_ratio_448_454,min_ratio_450_454,weighted_ratio_center452p5_FWHM2,weighted_ratio_center452p5_FWHM3,weighted_ratio_center453_FWHM2,weighted_ratio_center453_FWHM3,weighted_ratio_center453_FWHM5,ratio_447,ratio_447p5,ratio_448,ratio_448p5,ratio_450,ratio_452,ratio_452p5,ratio_453,ratio_453p5,ratio_454,target_power_448,target_power_453,no_cp_flip_all,pass_count,borderline_count,fail_count,hidden_notch_flag,target_power_collapse_flag,rank_reason
BW2_J1J2_D196_T90_PSI98_H525,right-shifted RCLED-matching candidate,24.9800002334,24.9800002334,129.32679813,162.142972526,175.299292371,174.301810669,179.789319297,183.558922064,49.7945713793,29.3674216496,24.9800002334,86.6371861232,262.075704421,148.208624319,129.32679813,149.450573883,240.880229618,361.962429545,0.273781749569,0.928481324728,true,15,0,0,false,false,dense_strict_pass
BW2_J1J2_D194_T90_PSI99_H525,best weighted 453 / simple psi shift,60.9054237205,96.0569910059,120.427663411,157.938120516,175.044329899,173.88526601,179.446654249,194.027668922,84.7737215487,60.9054237205,96.0569910059,443.811291331,345.008083708,129.716903339,120.427663411,160.700453031,295.811595704,331.631775726,0.234690379705,0.924385611997,true,15,0,0,false,false,dense_strict_pass
BW2_J1J2_D194_T90_PSI97_H525,B4INT baseline reference,9.10007786078,9.10007786078,74.5931182904,102.852737542,115.262003518,100.76116271,111.341605157,117.485529248,22.8487977519,10.4384455946,9.10007786078,30.8737871518,295.719621306,115.094210975,79.1102661853,74.5931182904,108.653712955,235.521988429,0.267805154613,0.925963984022,true,13,2,0,false,false,borderline
BW2_J1J2_D194_T92_PSI97_H525,best min-ratio robust,7.60940228296,108.408648462,108.408648462,134.184171715,142.080623244,136.918237271,142.90968882,148.148201502,7.60940228296,26.0311757668,130.952134141,4362.86669208,131.806928709,147.321110921,116.192873861,108.408648462,148.656524967,272.47643557,1.03242201215,0.938192194382,true,14,1,0,true,true,reject
BW2_J1J2_D194_T88_PSI97_H525,best 448 guard,47.2161392798,47.2161392798,47.2161392798,75.8521837292,85.8360175557,65.7086974238,76.0345719591,93.5885110694,228.050965393,230.828094833,230.960824959,496.04369422,536.258625282,112.221927009,63.6332250518,47.2161392798,53.2010803349,93.1668430016,0.331647247539,0.902652444874,true,15,0,0,false,true,reject
