schema_version,source_path,sha256,bytes,status
LP_ML_SCHEMA_V1.17,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\canonical_v1_15\checksums_v1_15.json,231c94720b5b3ce3ea443f886cf8f1123ef7ff9fc6c25c41e7737a4b0aa9d591,7931,PASS
LP_ML_SCHEMA_V1.17,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_physics_guided_compensation_stage_d2_v1\checksums_v1_16.json,5865fb56cbe0e72f7fadeff2fc1a29be795e91ee2e53a01148a429de4e01c606,4128,PASS
LP_ML_SCHEMA_V1.17,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_physics_guided_compensation_stage_d2_v1\quality_audit_v1_16.json,37be253d7a8e8645ef19389e1a96f1dc5f5767aa02efebc66895061dff276cf3,1460,PASS
