schema_version,candidate_id,formal_450_bin_deg,formal_library_eligible_450,all_four_usable_projector,spectrally_surviving_formal_candidate,relative_primary_phase_compatible,relative_primary_drift_sequence_deg,relative_b180_phase_compatible,relative_b180_drift_sequence_deg,library_pair_eligible,library_pair_eligible_partner_count,Txx_sequence,R_total_sequence,rank_ratio_sequence,phase_sequence_deg,phase_validity_sequence,min_Txx,min_R_total,max_rank_ratio,spectral_classification,threshold_provenance,source_stage,v1_13_source_row_provenance,source_schema_version,v1_15_source_row_provenance,v1_15_source_row_index
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B000_J1D+10_J2L-10_J2W+10_G90_D220,120,True,True,True,True,"[0.0,0.0,0.0,0.0]",False,"[-37.70431364971887,0.0,58.12786064302543,79.59142540434073]",False,0,"[1.0103443606166769,0.9971527661732494,0.9798685280361433,1.041362253397455]","[16.453579462858762,13.046726435133039,12.683579568016265,13.00700376286901]","[0.24653001578216588,0.2768529923504675,0.28078834762785904,0.27727541696720875]","[141.04705346853234,131.44560678367642,121.4794078967736,116.06997710502442]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.9798685280361433,12.683579568016265,0.28078834762785904,ALL_FOUR_USABLE_PROJECTOR,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:11,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,11
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B000_J1D-10_J2L-10_J2W-10_G90_D210,60,False,False,False,True,"[1.8322858719098463,0.0,0.005454222888232607,0.6918571959641895]",False,"[-35.87202777780902,0.0,58.13331486591363,80.28328260030491]",False,0,"[0.9627633516407867,0.9793768012927637,0.9853912850467016,0.9998706782693813]","[0.9818293328018477,1.0059381420239193,1.014953346355603,1.0306363564796381]","[0.9908730154776872,0.997044086966484,0.992606146397688,0.9850250401643164]","[77.38253126507628,65.94879870831053,55.988054044295936,51.26502622562272]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.9627633516407867,0.9818293328018477,0.997044086966484,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:12,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,12
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B060_J1D+10_J2L-10_J2W+10_G60_D220,180,False,False,False,True,"[3.730085339675668,0.0,-3.1636835166334834,-3.84095431532009]",False,"[-33.9742283100432,0.0,54.96417712639192,75.75047108902058]",False,0,"[0.9079721407527965,0.892563994914091,0.862469861546698,0.8583775188881165]","[1.2806157523438066,1.4053021922066298,1.697170467346721,1.9998747358931057]","[0.8836709542025106,0.843558368386759,0.7676040668752006,0.7071289260016403]","[181.4482537221792,168.11672169764762,154.9868392941113,148.9001377036755]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.8583775188881165,1.2806157523438066,0.8836709542025106,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:13,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,13
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B120_J1D+00_J2L-10_J2W+10_G90_D200,60,False,False,False,True,"[0.29790466640841373,0.0,0.5052592166728402,1.4059217111558837]",False,"[-37.406408983310484,0.0,58.63311985969824,80.99734711549661]",False,0,"[0.9784776227425667,0.9885430675401159,0.9969918956349815,0.9928726740254274]","[2129.5732415527395,10.309927876261685,3.1378585020627363,2.225246905036684]","[0.021669740441724962,0.3114384192697994,0.5645251855173117,0.6703643295050364]","[97.5218596628627,87.62250831159838,78.16156864136838,73.65280034410226]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.9784776227425667,2.225246905036684,0.6703643295050364,RED_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:14,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,14
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B120_J1D+00_J2L-10_J2W-10_G70_D180,60,False,False,False,False,"[3.5589549134664367,0.0,-9.810637578601813,null]",False,"[-34.14535873625243,0.0,48.317223064423615,null]",False,0,"[0.8752090380054256,0.8874461673194,0.8087790977545971,0.07888010962891599]","[21.132829852819672,10.653345649898013,8.005766575541752,1.3885913715772804]","[0.2175310077501768,0.3063775867220746,0.3534260349187815,0.8486190346792887]","[93.41494416667638,80.25454256835401,60.477706102849396,15.12667975992246]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""LOW_AMPLITUDE_PHASE_MASKED""]",0.07888010962891599,1.3885913715772804,0.8486190346792887,RED_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:15,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,15
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B120_J1D+10_J2L+00_J2W-10_G90_D210,120,True,False,False,False,"[57.058352993933426,0.0,-35.67764774557867,-62.86734040122198]",False,"[19.354039344214556,0.0,22.45021289744676,16.724085003118716]",False,0,"[0.3024826552692487,0.9950069120736866,0.6347491967481003,0.1773365972285887]","[3.670145418985853,11.974925664098025,9.138109190210704,3.0426261943625352]","[0.5219854095771965,0.288977205453606,0.3308048197197068,0.5732917605693284]","[173.70485019619997,107.04505051741063,61.401203884929146,28.802080437536645]","[""VALID_TXX_GE_0P10"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P10""]",0.1773365972285887,3.0426261943625352,0.5732917605693284,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:16,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,16
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B180_J1D+10_J2L-10_J2W+10_G90_D210,120,False,False,False,False,"[55.00015168664524,0.0,-53.10676365353032,-67.44718757083928]",False,"[17.29583803692637,0.0,5.021096989495106,12.14423783350145]",False,0,"[0.4796109811202605,0.9961571348066396,0.5287448462198073,0.32326008463632927]","[731.1700948158783,18.605208386730343,5.194596025189854,2.6615069064212737]","[0.03698203368813354,0.23183699056325455,0.43875705276800697,0.6129657396300365]","[212.13408200435734,147.53248363285618,84.45952109242303,64.70966638336492]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P10""]",0.32326008463632927,2.6615069064212737,0.6129657396300365,RED_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:17,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,17
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B180_J1D-10_J2L+10_J2W+10_G90_D210,240,False,False,False,False,"[16.721843432858577,0.0,-34.13285160830674,null]",False,"[-20.982470216860236,0.0,23.99500903471872,null]",False,0,"[0.9072244526767064,0.7909307432810179,0.3677766175867945,0.08427941118071756]","[2937.530270829624,4.343603885515192,1.0188240038362675,0.21378055040958677]","[0.0184505290948087,0.4798161851876317,0.9907188260889609,0.4623640885812683]","[254.3608822967698,228.03759217905525,183.9385416838457,152.84620156999424]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P10"",""LOW_AMPLITUDE_PHASE_MASKED""]",0.08427941118071756,0.21378055040958677,0.9907188260889609,RED_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:18,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,18
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B180_J1D-10_J2L-10_J2W-10_G90_D200,300,False,False,False,False,"[13.29109871688496,0.0,-11.485002067492132,-17.639839131034194]",False,"[-24.41321493283391,0.0,46.642858575533296,61.951586273306475]",False,0,"[0.12819828148358473,0.15493849681737412,0.22666347646128143,0.2969275840752676]","[0.7732516224798629,130.91338425788962,0.33317817079203005,0.3132184439911342]","[0.8793472706956337,0.0873993041673486,0.5772158788460602,0.5596592213044771]","[322.9814241648608,300.08887876311996,278.63767780872496,267.0734099534337]","[""VALID_TXX_GE_0P10"",""VALID_TXX_GE_0P10"",""VALID_TXX_GE_0P10"",""VALID_TXX_GE_0P10""]",0.12819828148358473,0.3132184439911342,0.8793472706956337,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:19,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,19
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B240_J1D+00_J2L+10_J2W+10_G60_D190,240,True,False,False,False,"[15.791240718921472,0.0,-25.89247019620251,-44.71245411409103]",False,"[-21.913072930797398,0.0,32.23539044682286,34.87897129024964]",False,0,"[0.9879200191672245,0.9512499290836042,0.7835095336495187,0.5641830713736184]","[2.872735607903324,389.57160310072965,4.1488758533567305,2.0922898525096483]","[0.590000216792331,0.05066480246692598,0.4909471917481473,0.6913358457440105]","[268.7748049352499,243.38211753147255,207.52344844836716,183.29403373872947]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.5641830713736184,2.0922898525096483,0.6913358457440105,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:20,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,20
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B240_J1D+00_J2L-10_J2W+10_G60_D180,60,False,False,False,False,"[66.96309134854474,0.0,-52.210195496840186,-67.93563806881289]",False,"[29.258777698825895,0.0,5.917665146185243,11.655787335527805]",False,0,"[0.9267894855148163,0.7596160093293948,0.31631830236381103,0.28832836699567393]","[6.497646770197709,3.267787389042048,1.293427999861327,1.2879623440414785]","[0.3923032905352819,0.5531884498396247,0.8792833933175552,0.881147101762034]","[161.1225232417083,84.55798520830764,22.381590824564647,1.2467174608427571]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P10"",""VALID_TXX_GE_0P10""]",0.28832836699567393,1.2879623440414785,0.881147101762034,RED_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:21,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,21
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B240_J1D+10_J2L+00_J2W+10_G70_D200,240,True,False,False,False,"[25.819345606518937,0.0,-41.30241164788373,-68.38813723564039]",False,"[-11.884968043199905,0.0,16.82544899514167,11.203288168700311]",False,0,"[0.6548356726889315,0.8206993987382093,0.9977874664585383,0.8342154356471188]","[0.8773518102217707,124.69752330652713,8.707259692235947,5.34024014330272]","[0.9366705985680173,0.08955113324794726,0.33889038819552864,0.4327325923830423]","[269.94191454985696,234.52112225848208,183.25251172369553,150.7573553441897]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.6548356726889315,0.8773518102217707,0.9366705985680173,BLUE_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:22,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,22
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B300_J1D+10_J2L-10_J2W+10_G60_D180,120,False,False,False,False,"[18.180611241540845,0.0,-9.797638775982307,-17.14967139307251]",False,"[-19.523702408178025,0.0,48.33022186704309,62.44175401126819]",False,0,"[0.2710135971249173,0.5178189626887187,0.5379918628093189,0.4706402809976232]","[0.6370791226872009,2.8921127553727,4.33764207550414,13.09869673780974]","[0.7981723640212053,0.5880203951079616,0.4801458102054481,0.2763032264445077]","[136.8619276290356,109.07986970263882,89.31603203975368,76.55456863091432]","[""VALID_TXX_GE_0P10"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45""]",0.2710135971249173,0.6370791226872009,0.7981723640212053,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:23,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,23
LP_ML_SCHEMA_V1.15,LP_H500_IFDOE_B300_J1D-10_J2L+10_J2W+10_G60_D180,60,False,False,False,False,"[9.02431629491059,0.0,-22.7752391746979,null]",False,"[-28.67999735480828,0.0,35.35262146832753,null]",False,0,"[0.6340376862069413,0.5804996731722605,0.26538411013545715,0.0009214067033116127]","[0.6953165052822844,0.6226775516097494,0.9920987616011484,0.000864193599030937]","[0.8338564056732337,0.7890992026416891,0.9960415461219699,0.029397169915332567]","[95.77296469723753,77.14720171747102,44.4057636558703,194.55537488688518]","[""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P45"",""VALID_TXX_GE_0P10"",""LOW_AMPLITUDE_PHASE_MASKED""]",0.0009214067033116127,0.000864193599030937,0.9960415461219699,BOTH_EDGE_PROJECTOR_COLLAPSE,max_drift_5deg_and_target_error_10deg_from_canonical_v1.7,CANONICAL_V1_11_MATCHED_TARGET_GRAPH_240_PLAN_V1,canonical_v1_11/spectral_survival_semantics_v1_11.csv:24,LP_ML_SCHEMA_V1.13,spectral_survival_semantics_v1_13.csv,24
