schema_version,execution_attempt_id,status,solver_calls,formal_geometry_rows_included,formal_jones_rows_included,formal_subrun_rows_included,technical_failure_inventory_path,technical_failure_inventory_sha256,v1_11_source_row_provenance,v1_13_source_row_provenance,source_schema_version,v1_15_source_row_provenance,v1_15_source_row_index
LP_ML_SCHEMA_V1.15,TARGETED_BATCH_C_450_V1R1_ATTEMPT1,FAILED_PRE_SOLVER_ATTEMPT_1,0,0,0,0,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\validation\targeted_batch_c_v1r1_runtime_adapter_v3r1\attempt1_inventory.json,f5ac1a2ab1d895139499bc88f465c7450463980a3efd14e0e783ba5596fd6a97,canonical_v1_9/attempt1_failure_links_v1_9.csv,canonical_v1_11/attempt1_failure_links_v1_11.csv:1,LP_ML_SCHEMA_V1.13,attempt1_failure_links_v1_13.csv,1
