candidate_id,wavelength_nm,angle_deg_internal_GaN,polarization,cavity_spacer_nm,phase_error_rad,phase_error_deg,roundtrip_phase_rad
R2_4D2_OPT_13010,450.0,0.0,TM,228.0,3.0520622780525857,174.8702873434967,22.08067895066576
R2_4D2_OPT_13010,450.0,5.0,TE,228.0,3.0225189868213276,173.17758144301976,15.827036934717432
R2_4D2_OPT_13010,450.0,5.0,TM,228.0,3.042399668748623,174.31666061129582,22.090341559969723
R2_4D2_OPT_13010,450.0,7.0,TE,228.0,2.998013481552557,171.77351941628362,15.851542439986202
R2_4D2_OPT_13010,450.0,7.0,TM,228.0,3.0318490941311618,173.71215721427743,22.100892134587184
R2_4D2_OPT_13010,450.0,10.0,TE,228.0,2.956608365792296,169.40118103297004,15.892947555746463
R2_4D2_OPT_13010,450.0,10.0,TM,228.0,3.0038141740767026,172.10587461617024,15.845741747462057
R2_4D2_OPT_13010,450.0,20.0,TE,228.0,2.897032820147877,165.98775370535583,15.952523101390883
R2_4D2_OPT_13010,450.0,20.0,TM,228.0,2.4000413096431843,137.51223769960524,10.166329304715989
R2_4D2_OPT_13010,450.0,30.0,TE,228.0,3.084813330760542,176.74678443827312,15.764742590778217
R2_4D2_OPT_13010,450.0,30.0,TM,228.0,0.2268058031198016,12.995015287839712,19.07636172465856
R2_4D2_OPT_13010,450.0,36.0,TE,228.0,3.0470986252041046,174.58589098431065,15.802457296334655
R2_4D2_OPT_13010,450.0,36.0,TM,228.0,2.109405462464367,120.86003028104982,16.740150459074393
R2_4D2_OPT_13010,450.0,40.0,TE,228.0,2.750839181529759,157.6114752208769,15.317209795888932
R2_4D2_OPT_13010,450.0,40.0,TM,228.0,0.5288141436446422,30.298818577662864,12.03755647071453
R2_4D2_OPT_13010,450.0,60.0,TE,228.0,0.8952704289766822,51.29521710323061,11.67110018538249
R2_4D2_OPT_13010,450.0,60.0,TM,228.0,0.8410053639977693,48.18605790493573,13.407375978356942
R2_4D2_OPT_13010,453.0,0.0,TE,228.0,3.095336216940697,177.34970140469252,15.754219704598063
R2_4D2_OPT_13010,453.0,0.0,TM,228.0,3.095336216940699,177.34970140469264,22.037405011777647
R2_4D2_OPT_13010,453.0,5.0,TE,228.0,3.0686393990629695,175.82008641386935,15.78091652247579
R2_4D2_OPT_13010,453.0,5.0,TM,228.0,3.0859614737622794,176.81256818655015,22.046779754956066
R2_4D2_OPT_13010,453.0,7.0,TE,228.0,3.046488544077037,174.55093591056908,15.803067377461723
R2_4D2_OPT_13010,453.0,7.0,TM,228.0,3.075489885882857,176.2125903962589,22.05725134283549
R2_4D2_OPT_13010,453.0,10.0,TE,228.0,3.009118818121382,172.4098083317496,15.840437103417377
R2_4D2_OPT_13010,453.0,10.0,TM,228.0,3.046981559185981,174.57918359554776,15.802574362352779
R2_4D2_OPT_13010,453.0,20.0,TE,228.0,2.9591833074015144,169.54871431967086,15.890372614137245
R2_4D2_OPT_13010,453.0,20.0,TM,228.0,2.4068800268090453,137.90406733049272,10.159490587550128
R2_4D2_OPT_13010,453.0,30.0,TE,228.0,3.139245000227768,179.86548937059626,15.710310921310992
R2_4D2_OPT_13010,453.0,30.0,TM,228.0,0.7363995614163655,42.19258690444261,19.585955482955125
R2_4D2_OPT_13010,453.0,36.0,TE,228.0,2.9474275454422036,168.87515877444193,15.902128376096556
R2_4D2_OPT_13010,453.0,36.0,TM,228.0,1.759250743721092,100.79764272046978,10.80711987063808
R2_4D2_OPT_13010,453.0,40.0,TE,228.0,2.995868713497566,171.65063325869815,15.562239327856739
R2_4D2_OPT_13010,453.0,40.0,TM,228.0,0.004902271345808053,0.28087945814271953,12.561468343013365
R2_4D2_OPT_13010,453.0,60.0,TE,228.0,0.9510544869759809,54.491408190703424,11.615316127383192
R2_4D2_OPT_13010,453.0,60.0,TM,228.0,0.7860919692319003,45.03975214611565,13.352462583591073
R2_4D2_OPT_13010,456.0,0.0,TE,228.0,3.139367965250355,179.87253474741823,15.710187956288404
R2_4D2_OPT_13010,456.0,0.0,TM,228.0,3.139367965250355,179.87253474741823,21.99337326346799
R2_4D2_OPT_13010,456.0,5.0,TE,228.0,3.1151936014136146,178.48744572715933,15.734362320125145
R2_4D2_OPT_13010,456.0,5.0,TM,228.0,3.1300904465312103,179.34097208045762,22.002650782187136
R2_4D2_OPT_13010,456.0,7.0,TE,228.0,3.0951393604433166,177.3384223582229,15.754416561095443
R2_4D2_OPT_13010,456.0,7.0,TM,228.0,3.1195287896540185,178.73583371672922,15.730027131884741
R2_4D2_OPT_13010,456.0,10.0,TE,228.0,3.0613805485952055,175.4041849179499,15.788175372943554
R2_4D2_OPT_13010,456.0,10.0,TM,228.0,3.0902189135804283,177.05650151966103,15.759337007958331
R2_4D2_OPT_13010,456.0,20.0,TE,228.0,3.0199725046272965,173.03167876069656,15.829583416911463
R2_4D2_OPT_13010,456.0,20.0,TM,228.0,2.4096171932331267,138.0608954144175,10.156753421126046
R2_4D2_OPT_13010,456.0,30.0,TE,228.0,3.092270147235618,177.17402855089858,15.658640761594791
R2_4D2_OPT_13010,456.0,30.0,TM,228.0,1.2425056902643088,71.19033207313399,13.808876304623482
R2_4D2_OPT_13010,456.0,36.0,TE,228.0,0.6732349183290691,38.573519441090326,11.893135696030104
