candidate_id,polarization,cavity_spacer_nm,normal_error_deg_453,best_offaxis_angle_deg_20_60,best_offaxis_error_deg_453,phase_margin_deg_offaxis_minus_normal,normal_reachable_le_15deg,normal_beats_offaxis
R2_4B_OPT_06361,TE,352.0,3.889809118865725,47.0,16.864518308373178,12.974709189507454,True,True
R2_4B_OPT_06176,TE,178.0,3.569819119714024,42.0,23.03265801704787,19.462838897333846,True,True
R2_4D2_OPT_13003,TE,184.0,0.1999616465188703,41.0,10.822845728823133,10.622884082304262,True,True
R2_4D2_OPT_13010,TM,272.0,1.6807621714665553,29.0,10.968570506294773,9.287808334828219,True,True
R2_4D2_OPT_13013,TE,358.0,4.8141101312684915,48.0,16.708038114604104,11.893927983335612,True,True
R2_4D2_OPT_12232,TM,424.0,0.3926480379623563,41.0,19.38254403248507,18.989895994522715,True,True
R2_4D2_OPT_03742,TE,174.0,2.3874953890534125,38.0,15.420033184608949,13.032537795555536,True,True
