candidate_id,wavelength_nm,angle_deg_internal_GaN,polarization,phase_error_deg,R_top,R_bottom
R2_4B_OPT_06361,456.0,36.0,TE,147.91803192457348,0.9999999999999996,0.9999999999999996
R2_4B_OPT_06361,456.0,40.0,TE,104.53436222182961,0.9999999999999998,1.0
R2_4B_OPT_06361,456.0,60.0,TE,156.163482496194,1.0,1.0
R2_4B_OPT_06361,456.25,20.0,TE,92.15832282685714,0.9999622392229496,0.9999997198036336
R2_4B_OPT_06361,456.25,30.0,TE,130.46460134365668,0.9999999999999998,1.0
R2_4B_OPT_06361,456.25,36.0,TE,146.95321064118806,0.9999999999999998,1.0
R2_4B_OPT_06361,456.25,40.0,TE,107.77244733120145,1.0,1.0
R2_4B_OPT_06361,456.25,60.0,TE,155.78063559095983,1.0,1.0
R2_4B_OPT_06361,456.5,20.0,TE,92.6542724726787,0.9999623145126474,0.9999997164511415
R2_4B_OPT_06361,456.5,30.0,TE,130.85720927022936,0.9999999999999998,1.0
R2_4B_OPT_06361,456.5,36.0,TE,145.99146411030364,1.0,1.0
R2_4B_OPT_06361,456.5,40.0,TE,110.86507937649405,1.0,0.9999999999999998
R2_4B_OPT_06361,456.5,60.0,TE,155.39819830395174,1.0,1.0
R2_4B_OPT_06361,456.75,20.0,TE,93.14939556775708,0.9999623867613566,0.9999997130359167
R2_4B_OPT_06361,456.75,30.0,TE,131.24812939485938,1.0,1.0
R2_4B_OPT_06361,456.75,36.0,TE,145.02647509128096,0.9999999999999998,1.0
R2_4B_OPT_06361,456.75,40.0,TE,113.82441091191295,0.9999999999999998,1.0
R2_4B_OPT_06361,456.75,60.0,TE,155.01616997464407,1.0,0.9999999999999998
R2_4B_OPT_06361,457.0,20.0,TE,93.64369140289494,0.999962456002417,0.9999997095566586
R2_4B_OPT_06361,457.0,30.0,TE,131.63735087883964,1.0,1.0
R2_4B_OPT_06361,457.0,36.0,TE,144.05227649458394,0.9999999999999998,0.9999999999999998
R2_4B_OPT_06361,457.0,40.0,TE,116.66189699819718,0.9999999999999998,0.9999999999999996
R2_4B_OPT_06361,457.0,60.0,TE,154.63454994394317,1.0,1.0
R2_4B_OPT_06361,457.25,20.0,TE,94.13715926788451,0.9999625222682226,0.9999997060120352
R2_4B_OPT_06361,457.25,30.0,TE,132.02486263728485,1.0,1.0
R2_4B_OPT_06361,457.25,36.0,TE,143.063135962569,1.0,1.0
R2_4B_OPT_06361,457.25,40.0,TE,119.38830803615647,0.9999999999999996,0.9999999999999998
R2_4B_OPT_06361,457.25,60.0,TE,154.25333755418293,1.0,1.0
R2_4B_OPT_06361,457.5,20.0,TE,94.62979845132212,0.9999625855902394,0.9999997024006816
R2_4B_OPT_06361,457.5,30.0,TE,132.4106533320306,1.0,0.9999999999999998
