candidate_id,polarization,cavity_spacer_nm,normal_error_deg_453,best_offaxis_angle_deg_20_60,best_offaxis_error_deg_453,phase_margin_deg_offaxis_minus_normal,normal_reachable_le_15deg,normal_beats_offaxis
R2_4B_OPT_06361,TE,214.0,154.6055551195447,47.0,6.080722448521426,-148.5248326710233,False,False
R2_4B_OPT_06361,TE,216.0,162.7433034639156,47.0,0.5307914230592095,-162.21251204085638,False,False
R2_4B_OPT_06361,TE,218.0,170.88105180828646,47.0,5.019139602403108,-165.86191220588336,False,False
R2_4B_OPT_06361,TE,220.0,179.01880015265735,47.0,10.569070627865324,-168.44972952479202,False,False
R2_4B_OPT_06361,TE,222.0,172.84345150297182,47.0,16.11900165332754,-156.7244498496443,False,False
R2_4B_OPT_06361,TE,224.0,164.70570315860095,47.0,21.668932678789755,-143.0367704798112,False,False
R2_4B_OPT_06361,TE,226.0,156.56795481423006,45.0,22.56843163144476,-133.9995231827853,False,False
R2_4B_OPT_06361,TE,228.0,148.430206469859,45.0,16.81417459355055,-131.61603187630845,False,False
R2_4B_OPT_06361,TE,230.0,140.2924581254881,45.0,11.05991755565624,-129.23254056983188,False,False
R2_4B_OPT_06361,TE,232.0,132.15470978111725,45.0,5.305660517762031,-126.84904926335523,False,False
R2_4B_OPT_06361,TE,234.0,124.01696143674639,45.0,0.44859652013217816,-123.5683649166142,False,False
R2_4B_OPT_06361,TE,236.0,115.87921309237551,49.0,3.3054737807784034,-112.57373931159711,False,False
R2_4B_OPT_06361,TE,238.0,107.74146474800483,49.0,2.033369496198653,-105.70809525180617,False,False
R2_4B_OPT_06361,TE,240.0,99.60371640363395,43.0,3.8372338325216564,-95.7664825711123,False,False
R2_4B_OPT_06361,TE,242.0,91.46596805926308,54.0,1.1087239659452186,-90.35724409331786,False,False
R2_4B_OPT_06361,TE,244.0,83.32821971489221,53.0,0.39352659117779204,-82.93469312371442,False,False
R2_4B_OPT_06361,TE,246.0,75.19047137052134,57.0,1.2733988698437941,-73.91707250067755,False,False
R2_4B_OPT_06361,TE,248.0,67.05272302615046,52.0,0.059587315063293164,-66.99313571108716,False,False
R2_4B_OPT_06361,TE,250.0,58.91497468177959,58.0,1.1168678345969447,-57.798106847182645,False,False
R2_4B_OPT_06361,TE,252.0,50.77722633740873,59.0,2.004608896661678,-48.77261744074705,False,False
R2_4B_OPT_06361,TE,254.0,42.63947799303785,59.0,2.186641344725629,-40.45283664831222,False,False
R2_4B_OPT_06361,TE,256.0,34.501729648666974,60.0,1.9651289035401462,-32.53660074512683,False,False
R2_4B_OPT_06361,TE,258.0,26.363981304296104,60.0,2.1037452686452895,-24.260236035650816,False,False
R2_4B_OPT_06361,TE,260.0,18.226232959925234,37.0,3.877442335988233,-14.348790623937,False,False
R2_4B_OPT_06361,TE,262.0,10.088484615554359,46.0,2.216265129813812,-7.872219485740547,True,False
R2_4B_OPT_06361,TE,264.0,1.9507362711834875,20.0,0.9274377965553681,-1.0232984746281193,True,False
R2_4B_OPT_06361,TE,266.0,6.187012073187384,24.0,0.5913056695837222,-5.595706403603662,True,False
R2_4B_OPT_06361,TE,268.0,14.324760417558254,39.0,0.5447199496056075,-13.780040467952649,True,False
R2_4B_OPT_06361,TE,270.0,22.46250876192913,31.0,0.4491149040810537,-22.013393857848076,False,False
R2_4B_OPT_06361,TE,272.0,30.6002571063,50.0,1.2209094591679361,-29.379347647132064,False,False
R2_4B_OPT_06361,TE,274.0,38.738005450670876,50.0,4.0099343473407645,-34.72807110333011,False,False
R2_4B_OPT_06361,TE,276.0,46.87575379504154,36.0,1.0011115836613214,-45.87464221138022,False,False
R2_4B_OPT_06361,TE,278.0,55.01350213941241,36.0,5.582465122881437,-49.43103701653098,False,False
R2_4B_OPT_06361,TE,280.0,63.15125048378329,36.0,12.16604182942399,-50.9852086543593,False,False
R2_4B_OPT_06361,TE,282.0,71.28899882815416,36.0,18.74961853596675,-52.53938029218741,False,False
R2_4B_OPT_06361,TE,284.0,79.42674717252504,38.0,16.334344152537334,-63.09240301998771,False,False
R2_4B_OPT_06361,TE,286.0,87.5644955168959,38.0,9.921710947027844,-77.64278456986807,False,False
R2_4B_OPT_06361,TE,288.0,95.70224386126678,38.0,3.5090777415183516,-92.19316611974844,False,False
R2_4B_OPT_06361,TE,290.0,103.83999220563766,38.0,2.9035554639911414,-100.9364367416465,False,False
R2_4B_OPT_06361,TE,292.0,111.97774055000852,38.0,9.316188669500633,-102.66155188050789,False,False
R2_4B_OPT_06361,TE,294.0,120.11548889437938,38.0,15.728821875010329,-104.38666701936906,False,False
R2_4B_OPT_06361,TE,296.0,128.25323723875024,38.0,22.141455080519822,-106.11178215823044,False,False
R2_4B_OPT_06361,TE,298.0,136.39098558312114,38.0,28.554088286029316,-107.83689729709181,False,False
R2_4B_OPT_06361,TE,300.0,144.528733927492,38.0,34.966721491538806,-109.5620124359532,False,False
R2_4B_OPT_06361,TE,302.0,152.66648227186286,38.0,41.3793546970483,-111.28712757481458,False,False
R2_4B_OPT_06361,TE,304.0,160.80423061623375,48.0,36.60323365938602,-124.20099695684772,False,False
R2_4B_OPT_06361,TE,306.0,168.94197896060462,48.0,31.158017175321337,-137.78396178528328,False,False
R2_4B_OPT_06361,TE,308.0,177.0797273049755,48.0,25.712800691256664,-151.36692661371882,False,False
R2_4B_OPT_06361,TE,310.0,174.78252435065363,48.0,20.267584207191984,-154.51494014346164,False,False
R2_4B_OPT_06361,TE,312.0,166.64477600628297,48.0,14.822367723127305,-151.82240828315565,False,False
R2_4B_OPT_06361,TE,314.0,158.5070276619121,48.0,9.377151239062625,-149.12987642284946,False,False
R2_4B_OPT_06361,TE,316.0,150.3692793175412,48.0,3.9319347549979478,-146.43734456254327,False,False
R2_4B_OPT_06361,TE,318.0,142.23153097317035,48.0,1.513281729066731,-140.71824924410362,False,False
R2_4B_OPT_06361,TE,320.0,134.0937826287995,40.0,0.5634511802699097,-133.53033144852955,False,False
R2_4B_OPT_06361,TE,322.0,125.9560342844286,40.0,5.670425718436096,-120.28560856599252,False,False
R2_4B_OPT_06361,TE,324.0,117.81828594005773,40.0,11.904302617142104,-105.91398332291563,False,False
R2_4B_OPT_06361,TE,326.0,109.68053759568686,40.0,18.138179515847902,-91.54235807983896,False,False
R2_4B_OPT_06361,TE,328.0,101.54278925131598,40.0,24.372056414553914,-77.17073283676207,False,False
R2_4B_OPT_06361,TE,330.0,93.40504090694512,40.0,30.605933313259914,-62.79910759368521,False,False
R2_4B_OPT_06361,TE,332.0,85.26729256257424,40.0,36.83981021196592,-48.42748235060832,False,False
R2_4B_OPT_06361,TE,334.0,77.12954421820336,47.0,33.08486092078697,-44.0446832974164,False,False
R2_4B_OPT_06361,TE,336.0,68.9917958738325,47.0,27.53492989532475,-41.45686597850775,False,False
R2_4B_OPT_06361,TE,338.0,60.854047529461624,47.0,21.984998869862533,-38.869048659599095,False,False
R2_4B_OPT_06361,TE,340.0,52.716299185090755,47.0,16.435067844400322,-36.28123134069043,False,False
R2_4B_OPT_06361,TE,342.0,44.578550840719885,47.0,10.885136818938104,-33.69341402178178,False,False
R2_4B_OPT_06361,TE,344.0,36.440802496349015,47.0,5.335205793475889,-31.10559670287312,False,False
R2_4B_OPT_06361,TE,346.0,28.303054151978138,47.0,0.21472523198632743,-28.08832891999181,False,False
R2_4B_OPT_06361,TE,348.0,20.16530580760747,47.0,5.764656257448543,-14.400649550158928,False,False
R2_4B_OPT_06361,TE,350.0,12.0275574632366,47.0,11.314587282910963,-0.7129701803256359,True,False
R2_4B_OPT_06361,TE,352.0,3.889809118865725,47.0,16.864518308373178,12.974709189507454,True,True
R2_4B_OPT_06361,TE,354.0,4.247939225505147,45.0,14.295981206213657,10.048041980708511,True,True
R2_4B_OPT_06361,TE,356.0,12.385687569876017,45.0,8.54172416831945,-3.84396340155657,True,False
R2_4B_OPT_06361,TE,358.0,20.52343591424689,20.0,1.5192805527074953,-19.004155361539393,False,False
R2_4B_OPT_06361,TE,360.0,28.661184258617762,22.0,1.3209738193819567,-27.340210439235804,False,False
R2_4B_OPT_06361,TE,362.0,36.798932602988636,43.0,0.7913189879662998,-36.007613615022336,False,False
R2_4B_OPT_06361,TE,364.0,44.936680947359505,25.0,0.012628244233322136,-44.924052703126186,False,False
R2_4B_OPT_06361,TE,366.0,53.07442929173038,26.0,2.2466700018034715,-50.82775928992691,False,False
R2_4B_OPT_06361,TE,368.0,61.21217763610126,28.0,1.3503232678933907,-59.86185436820787,False,False
R2_4B_OPT_06361,TE,370.0,69.34992598047212,29.0,0.1899007080918196,-69.1600252723803,False,False
R2_4B_OPT_06361,TE,372.0,77.48767432484298,49.0,0.2641309463385966,-77.2235433785044,False,False
R2_4B_OPT_06361,TE,374.0,85.62542266921388,32.0,1.8537922587431854,-83.77163041047069,False,False
R2_4B_OPT_06361,TE,376.0,93.76317101358475,34.0,0.5410470333092262,-93.22212398027553,False,False
R2_4B_OPT_06361,TE,378.0,101.90091935795562,34.0,6.205452100171744,-95.69546725778387,False,False
R2_4B_OPT_06361,TE,380.0,110.03866770232649,39.0,6.3884973234714195,-103.65017037885508,False,False
R2_4B_OPT_06361,TE,382.0,118.17641604669737,39.0,0.06427906229042568,-118.11213698440694,False,False
R2_4B_OPT_06361,TE,384.0,126.31416439106823,36.0,5.4879694303597395,-120.8261949607085,False,False
R2_4B_OPT_06361,TE,386.0,134.4519127354389,36.0,1.0956072761828153,-133.35630545925608,False,False
R2_4B_OPT_06361,TE,388.0,142.5896610798098,41.0,0.8586081946391422,-141.73105288517064,False,False
R2_4B_OPT_06361,TE,390.0,150.72740942418065,46.0,0.42714486702558735,-150.30026455715506,False,False
R2_4B_OPT_06361,TE,392.0,158.8651577685515,52.0,0.7866542248129137,-158.0785035437386,False,False
R2_4B_OPT_06361,TE,394.0,167.0029061129224,54.0,2.4181592743946285,-164.58474683852776,False,False
R2_4B_OPT_06361,TE,396.0,175.14065445729327,55.0,2.526274298472219,-172.61438015882104,False,False
R2_4B_OPT_06361,TE,398.0,176.72159719833587,55.0,2.1413463968136424,-174.58025080152225,False,False
R2_4B_OPT_06361,TE,400.0,168.583848853965,38.0,4.4016182329843545,-164.18223062098065,False,False
R2_4B_OPT_06361,TE,402.0,160.44610050959415,56.0,1.2036921299099455,-159.24240837968418,False,False
R2_4B_OPT_06361,TE,404.0,152.30835216522325,51.0,2.9548295954283814,-149.35352256979488,False,False
R2_4B_OPT_06361,TE,406.0,144.1706038208524,51.0,2.1664213749163017,-142.0041824459361,False,False
R2_4B_OPT_06361,TE,408.0,136.03285547648153,57.0,2.2704310265081697,-133.76242444997334,False,False
R2_4B_OPT_06361,TE,410.0,127.89510713211065,50.0,0.2926868100649459,-127.60242032204569,False,False
R2_4B_OPT_06361,TE,412.0,119.75735878773978,50.0,4.938156996443959,-114.81920179129582,False,False
R2_4B_OPT_06361,TE,414.0,111.61961044336888,58.0,5.270463721956084,-106.34914672141281,False,False
R2_4B_OPT_06361,TE,416.0,103.48186209899804,58.0,0.9581141067919383,-102.5237479922061,False,False
R2_4B_OPT_06361,TE,418.0,95.34411375462716,58.0,3.3542355083720046,-91.98987824625515,False,False
R2_4B_OPT_06361,TE,420.0,87.20636541025628,58.0,7.666585123535946,-79.53978028672033,False,False
R2_4B_OPT_06361,TE,422.0,79.06861706588562,59.0,5.748338378745473,-73.32027868714015,False,False
R2_4B_OPT_06361,TE,424.0,70.93086872151474,59.0,1.557088137358267,-69.37378058415648,False,False
R2_4B_OPT_06361,TE,426.0,62.79312037714387,59.0,2.6341621040289387,-60.15895827311493,False,False
R2_4B_OPT_06361,TE,428.0,54.655372032772995,59.0,6.825412345416144,-47.829959687356855,False,False
R2_4B_OPT_06361,TE,430.0,46.517623688402125,60.0,7.973075923407618,-38.544547764994505,False,False
R2_4B_OPT_06361,TM,160.0,65.11365017846853,26.0,2.379686281969527,-62.733963896499006,False,False
R2_4B_OPT_06361,TM,162.0,56.97590183409766,20.0,2.7193875896192585,-54.25651424447841,False,False
R2_4B_OPT_06361,TM,164.0,48.83815348972679,20.0,4.927594479398786,-43.91055901032801,False,False
R2_4B_OPT_06361,TM,166.0,40.700405145355916,20.0,12.574576548416832,-28.125828596939083,False,False
R2_4B_OPT_06361,TM,168.0,32.56265680098504,20.0,20.221558617434876,-12.341098183550166,False,False
R2_4B_OPT_06361,TM,170.0,24.424908456614173,48.0,19.281568579884063,-5.143339876730109,False,False
R2_4B_OPT_06361,TM,172.0,16.2871601122433,29.0,12.665083387523273,-3.6220767247200274,False,False
R2_4B_OPT_06361,TM,174.0,8.14941176787253,29.0,5.547648313795547,-2.601763454076983,True,False
R2_4B_OPT_06361,TM,176.0,0.011663423501657121,29.0,1.5697867599321782,1.558123336430521,True,True
R2_4B_OPT_06361,TM,178.0,8.126084920869216,46.0,0.5994720309433261,-7.5266128899258895,True,False
R2_4B_OPT_06361,TM,180.0,16.263833265240088,45.0,0.33377215574805946,-15.930061109492026,False,False
R2_4B_OPT_06361,TM,182.0,24.40158160961096,32.0,1.7929439904582483,-22.608637619152713,False,False
R2_4B_OPT_06361,TM,184.0,32.539329953981934,44.0,1.4152675576231144,-31.12406239635882,False,False
R2_4B_OPT_06361,TM,186.0,40.677078298352804,54.0,1.1285691318321789,-39.548509166520624,False,False
R2_4B_OPT_06361,TM,188.0,48.81482664272368,55.0,0.48829012395904436,-48.32653651876464,False,False
R2_4B_OPT_06361,TM,190.0,56.95257498709456,43.0,0.5500142733969112,-56.40256071369764,False,False
R2_4B_OPT_06361,TM,192.0,65.09032333146543,23.0,1.1873565459621422,-63.90296678550329,False,False
R2_4B_OPT_06361,TM,194.0,73.22807167583609,57.0,1.3338287735892347,-71.89424290224686,False,False
R2_4B_OPT_06361,TM,196.0,81.36582002020697,57.0,3.098306631884057,-78.26751338832291,False,False
R2_4B_OPT_06361,TM,198.0,89.50356836457784,58.0,0.7194545006592163,-88.78411386391862,False,False
R2_4B_OPT_06361,TM,200.0,97.64131670894871,58.0,3.592895114504727,-94.04842159444398,False,False
R2_4B_OPT_06361,TM,202.0,105.77906505331958,42.0,0.735335981228425,-105.04372907209115,False,False
R2_4B_OPT_06361,TM,204.0,113.91681339769046,33.0,1.0618950014853952,-112.85491839620506,False,False
R2_4B_OPT_06361,TM,206.0,122.05456174206132,60.0,1.9482740310493414,-120.10628771101199,False,False
R2_4B_OPT_06361,TM,208.0,130.1923100864322,60.0,2.120600141136095,-128.0717099452961,False,False
R2_4B_OPT_06361,TM,210.0,138.33005843080306,25.0,3.341627167092877,-134.9884312637102,False,False
R2_4B_OPT_06361,TM,212.0,146.46780677517395,27.0,0.40072320654953325,-146.0670835686244,False,False
R2_4B_OPT_06361,TM,214.0,154.60555511954482,30.0,0.7323123639821841,-153.87324275556264,False,False
R2_4B_OPT_06361,TM,216.0,162.74330346391568,30.0,6.315184431847752,-156.42811903206794,False,False
R2_4B_OPT_06361,TM,218.0,170.88105180828657,40.0,11.66781162246792,-159.21324018581865,False,False
R2_4B_OPT_06361,TM,220.0,179.01880015265743,40.0,5.433934723761913,-173.5848654288955,False,False
R2_4B_OPT_06361,TM,222.0,172.8434515029717,40.0,0.7999421749439912,-172.0435093280277,False,False
R2_4B_OPT_06361,TM,224.0,164.70570315860084,40.0,7.0338190736499975,-157.67188408495085,False,False
R2_4B_OPT_06361,TM,226.0,156.56795481422986,40.0,13.267695972356005,-143.30025884187387,False,False
R2_4B_OPT_06361,TM,228.0,148.430206469859,40.0,19.501572871061907,-128.9286335987971,False,False
R2_4B_OPT_06361,TM,230.0,140.2924581254881,34.0,16.481272566835887,-123.81118555865223,False,False
R2_4B_OPT_06361,TM,232.0,132.15470978111725,34.0,9.734773433354915,-122.41993634776233,False,False
R2_4B_OPT_06361,TM,234.0,124.01696143674639,34.0,2.9882742998739453,-121.02868713687242,False,False
R2_4B_OPT_06361,TM,236.0,115.87921309237551,34.0,3.7582248336070254,-112.12098825876848,False,False
R2_4B_OPT_06361,TM,238.0,107.74146474800483,34.0,10.504723967088198,-97.23674078091662,False,False
R2_4B_OPT_06361,TM,240.0,99.60371640363395,24.0,5.922909921945037,-93.68080648168892,False,False
R2_4B_OPT_06361,TM,242.0,91.46596805926308,24.0,1.5112931134935172,-89.95467494576955,False,False
R2_4B_OPT_06361,TM,244.0,83.32821971489221,28.0,1.9382034483294448,-81.39001626656275,False,False
R2_4B_OPT_06361,TM,246.0,75.19047137052134,22.0,1.2156535210536177,-73.97481784946771,False,False
R2_4B_OPT_06361,TM,248.0,67.05272302615046,35.0,3.4335223337387535,-63.61920069241171,False,False
R2_4B_OPT_06361,TM,250.0,58.91497468177959,31.0,1.593949472890598,-57.32102520888899,False,False
R2_4B_OPT_06361,TM,252.0,50.77722633740873,37.0,2.2421200610190453,-48.53510627638968,False,False
R2_4B_OPT_06361,TM,254.0,42.63947799303785,38.0,3.100665983118946,-39.53881200991891,False,False
R2_4B_OPT_06361,TM,256.0,34.501729648666974,20.0,3.3112303457712833,-31.19049930289569,False,False
R2_4B_OPT_06361,TM,258.0,26.363981304296104,26.0,0.7735146298397751,-25.59046667445633,False,False
R2_4B_OPT_06361,TM,260.0,18.226232959925234,26.0,8.087674392041219,-10.138558567884017,False,False
R2_4B_OPT_06361,TM,262.0,10.088484615554359,36.0,5.604952259170463,-4.483532356383897,True,False
R2_4B_OPT_06361,TM,264.0,1.9507362711834875,36.0,0.9786244473722955,-0.972111823811192,True,False
R2_4B_OPT_06361,TM,266.0,6.187012073187384,36.0,7.562201153914849,1.3751890807274643,True,True
R2_4B_OPT_06361,TM,268.0,14.324760417558254,36.0,14.145777860457404,-0.17898255710085137,True,False
R2_4B_OPT_06361,TM,270.0,22.46250876192913,36.0,20.72935456699996,-1.733154194929171,False,False
R2_4B_OPT_06361,TM,272.0,30.6002571063,29.0,16.793329701136088,-13.80692740516391,False,False
R2_4B_OPT_06361,TM,274.0,38.738005450670876,29.0,9.675894627408363,-29.06211082326252,False,False
R2_4B_OPT_06361,TM,276.0,46.87575379504154,29.0,2.5584595536806374,-44.317294241360905,False,False
R2_4B_OPT_06361,TM,278.0,55.01350213941241,29.0,4.558975520047292,-50.45452661936512,False,False
R2_4B_OPT_06361,TM,280.0,63.15125048378329,29.0,11.676410593775019,-51.47483989000827,False,False
R2_4B_OPT_06361,TM,282.0,71.28899882815416,32.0,13.146956487350998,-58.14204234080317,False,False
R2_4B_OPT_06361,TM,284.0,79.42674717252504,32.0,6.245754496907014,-73.18099267561803,False,False
R2_4B_OPT_06361,TM,286.0,87.5644955168959,32.0,0.6554474935367652,-86.90904802335915,False,False
R2_4B_OPT_06361,TM,288.0,95.70224386126678,23.0,1.6271878819010352,-94.07505597936574,False,False
R2_4B_OPT_06361,TM,290.0,103.83999220563766,23.0,5.863648965266767,-97.97634324037088,False,False
R2_4B_OPT_06361,TM,292.0,111.97774055000852,23.0,13.354485812434772,-98.62325473757375,False,False
R2_4B_OPT_06361,TM,294.0,120.11548889437938,23.0,20.84532265960278,-99.27016623477661,False,False
R2_4B_OPT_06361,TM,296.0,128.25323723875024,45.0,26.58686395788252,-101.66637328086773,False,False
R2_4B_OPT_06361,TM,298.0,136.39098558312114,45.0,20.832606919988105,-115.55837866313301,False,False
R2_4B_OPT_06361,TM,300.0,144.528733927492,45.0,15.0783498820939,-129.4503840453981,False,False
R2_4B_OPT_06361,TM,302.0,152.66648227186286,45.0,9.324092844199686,-143.3423894276632,False,False
R2_4B_OPT_06361,TM,304.0,160.80423061623375,45.0,3.5698358063054774,-157.23439480992826,False,False
R2_4B_OPT_06361,TM,306.0,168.94197896060462,46.0,1.1896482318448982,-167.75233072875974,False,False
R2_4B_OPT_06361,TM,308.0,177.0797273049755,25.0,1.951697188144964,-175.12803011683053,False,False
R2_4B_OPT_06361,TM,310.0,174.78252435065363,33.0,0.6572763643481979,-174.12524798630545,False,False
R2_4B_OPT_06361,TM,312.0,166.64477600628297,49.0,0.8194542919722939,-165.82532171431066,False,False
R2_4B_OPT_06361,TM,314.0,158.5070276619121,49.0,4.51938898500466,-153.98763867690744,False,False
R2_4B_OPT_06361,TM,316.0,150.3692793175412,50.0,0.1750643128606011,-150.19421500468061,False,False
R2_4B_OPT_06361,TM,318.0,142.23153097317035,50.0,5.405908119369302,-136.82562285380106,False,False
R2_4B_OPT_06361,TM,320.0,134.0937826287995,51.0,0.35505536157892476,-133.73872726722055,False,False
R2_4B_OPT_06361,TM,322.0,125.9560342844286,42.0,3.586870370614495,-122.36916391381412,False,False
R2_4B_OPT_06361,TM,324.0,117.81828594005773,52.0,2.2504031096234347,-115.56788283043429,False,False
R2_4B_OPT_06361,TM,326.0,109.68053759568686,52.0,2.7596950419009123,-106.92084255378595,False,False
R2_4B_OPT_06361,TM,328.0,101.54278925131598,53.0,5.393241713052908,-96.14954753826308,False,False
R2_4B_OPT_06361,TM,330.0,93.40504090694512,53.0,0.495822504779706,-92.90921840216541,False,False
R2_4B_OPT_06361,TM,332.0,85.26729256257424,53.0,4.401596703493293,-80.86569585908094,False,False
R2_4B_OPT_06361,TM,334.0,77.12954421820336,54.0,4.911044555205205,-72.21849966299817,False,False
R2_4B_OPT_06361,TM,336.0,68.9917958738325,54.0,0.12779609151653845,-68.86399978231596,False,False
R2_4B_OPT_06361,TM,338.0,60.854047529461624,24.0,1.6469611854538782,-59.20708634400775,False,False
R2_4B_OPT_06361,TM,340.0,52.716299185090755,22.0,4.160469239817776,-48.555829945272976,False,False
R2_4B_OPT_06361,TM,342.0,44.578550840719885,55.0,1.0814965869473847,-43.4970542537725,False,False
R2_4B_OPT_06361,TM,344.0,36.440802496349015,28.0,1.1984690460279683,-35.24233345032105,False,False
R2_4B_OPT_06361,TM,346.0,28.303054151978138,21.0,6.444778463334209,-21.85827568864393,False,False
R2_4B_OPT_06361,TM,348.0,20.16530580760747,21.0,1.15246410673047,-19.012841700877,False,False
R2_4B_OPT_06361,TM,350.0,12.0275574632366,56.0,1.2440718766747834,-10.783485586561815,True,False
R2_4B_OPT_06361,TM,352.0,3.889809118865725,31.0,2.6600496380992236,-1.2297594807665015,True,False
R2_4B_OPT_06361,TM,354.0,4.247939225505147,35.0,3.2656584796214108,-0.9822807458837359,True,False
R2_4B_OPT_06361,TM,356.0,12.385687569876017,26.0,0.8326570222899765,-11.553030547586042,True,False
R2_4B_OPT_06361,TM,358.0,20.52343591424689,57.0,2.101274475219682,-18.422161439027207,False,False
R2_4B_OPT_06361,TM,360.0,28.661184258617762,57.0,6.533409880693076,-22.127774377924688,False,False
R2_4B_OPT_06361,TM,362.0,36.798932602988636,37.0,4.791906080646505,-32.00702652234213,False,False
R2_4B_OPT_06361,TM,364.0,44.936680947359505,41.0,0.17424154435915923,-44.76243940300035,False,False
R2_4B_OPT_06361,TM,366.0,53.07442929173038,58.0,1.5179131731159454,-51.55651611861444,False,False
R2_4B_OPT_06361,TM,368.0,61.21217763610126,58.0,5.8302627882796845,-55.38191484782158,False,False
R2_4B_OPT_06361,TM,370.0,69.34992598047212,59.0,8.866603506390694,-60.48332247408143,False,False
R2_4B_OPT_06361,TM,372.0,77.48767432484298,36.0,3.5082333993263255,-73.97944092551667,False,False
R2_4B_OPT_06361,TM,374.0,85.62542266921388,59.0,0.484103023616282,-85.1413196455976,False,False
R2_4B_OPT_06361,TM,376.0,93.76317101358475,59.0,3.707147217771127,-90.05602379581362,False,False
R2_4B_OPT_06361,TM,378.0,101.90091935795562,29.0,0.4307292064344761,-101.47019015152114,False,False
R2_4B_OPT_06361,TM,380.0,110.03866770232649,29.0,7.548164280162404,-102.49050342216408,False,False
R2_4B_OPT_06361,TM,382.0,118.17641604669737,60.0,3.8873468787314773,-114.28906916796589,False,False
R2_4B_OPT_06361,TM,384.0,126.31416439106823,60.0,0.18152729345395902,-126.13263709761429,False,False
R2_4B_OPT_06361,TM,386.0,134.4519127354389,60.0,4.250401465639396,-130.2015112697995,False,False
R2_4B_OPT_06361,TM,388.0,142.5896610798098,32.0,7.38325099382865,-135.20641008598113,False,False
R2_4B_OPT_06361,TM,390.0,150.72740942418065,32.0,0.48204900338487067,-150.24536042079578,False,False
R2_4B_OPT_06361,TM,392.0,158.8651577685515,32.0,6.419152987058909,-152.44600478149263,False,False
R2_4B_OPT_06361,TM,394.0,167.0029061129224,32.0,13.320354977502689,-153.68255113541971,False,False
R2_4B_OPT_06361,TM,396.0,175.14065445729327,32.0,20.221556967946672,-154.9190974893466,False,False
R2_4B_OPT_06361,TM,398.0,176.72159719833587,32.0,27.122758958390452,-149.59883823994545,False,False
R2_4B_OPT_06361,TM,400.0,168.583848853965,25.0,22.687681289540684,-145.89616756442433,False,False
R2_4B_OPT_06361,TM,402.0,160.44610050959415,25.0,15.31237659609284,-145.1337239135013,False,False
