candidate_id,R_top_453_0deg_TE,R_bottom_453_0deg_TE,bottom_minus_top_R,top_outcoupling_proxy_1_minus_Rtop,top_mirror_too_strong_flag,bottom_not_stronger_than_top_flag
R2_4B_OPT_06361,0.7770049770075979,0.9999942394944915,0.22298926248689366,0.22299502299240215,False,False
R2_4B_OPT_06176,0.9042792735052304,0.9999482820464067,0.09566900854117633,0.09572072649476959,False,False
R2_4D2_OPT_13003,0.9995017219197196,0.9999962109217618,0.0004944890020421866,0.0004982780802803566,True,False
R2_4D2_OPT_13010,0.9994007625952751,0.9999809200923337,0.0005801574970586421,0.000599237404724895,True,False
R2_4D2_OPT_13013,0.9959993707799335,0.9999486803018113,0.003949309521877775,0.004000629220066498,True,False
R2_4D2_OPT_12232,0.9964854951922144,0.9999859357579535,0.0035004405657390603,0.00351450480778559,True,False
R2_4D2_OPT_03742,0.9995748224690111,0.9997287085381905,0.00015388606917943193,0.0004251775309889183,True,False
