geometry_id,geometry_hash,D0,D1,D2,D3,D4,D5,cnn_T_mean,cnn_T_min,cnn_T_max,cnn_T_450_p,cnn_T_450_s,cnn_R_mean,cnn_R_min,cnn_R_max,cnn_R_450_p,cnn_R_450_s,cnn_eta_plus1_mean,cnn_eta_plus1_min,cnn_eta_plus1_max,cnn_eta_plus1_450_p,cnn_eta_plus1_450_s,cnn_directionality_mean,cnn_directionality_min,cnn_directionality_max,cnn_directionality_450_p,cnn_directionality_450_s,cnn_non_target_efficiency_mean,cnn_non_target_efficiency_min,cnn_non_target_efficiency_max,cnn_non_target_efficiency_450_p,cnn_non_target_efficiency_450_s,mlp_T_mean,mlp_T_min,mlp_T_max,mlp_T_450_p,mlp_T_450_s,mlp_R_mean,mlp_R_min,mlp_R_max,mlp_R_450_p,mlp_R_450_s,mlp_eta_plus1_mean,mlp_eta_plus1_min,mlp_eta_plus1_max,mlp_eta_plus1_450_p,mlp_eta_plus1_450_s,mlp_directionality_mean,mlp_directionality_min,mlp_directionality_max,mlp_directionality_450_p,mlp_directionality_450_s,mlp_non_target_efficiency_mean,mlp_non_target_efficiency_min,mlp_non_target_efficiency_max,mlp_non_target_efficiency_450_p,mlp_non_target_efficiency_450_s,cnn_mlp_T_discrepancy_mean,cnn_mlp_T_discrepancy_max,cnn_mlp_R_discrepancy_mean,cnn_mlp_R_discrepancy_max,cnn_mlp_eta_plus1_discrepancy_mean,cnn_mlp_eta_plus1_discrepancy_max,cnn_mlp_directionality_discrepancy_mean,cnn_mlp_directionality_discrepancy_max,cnn_mlp_non_target_efficiency_discrepancy_mean,cnn_mlp_non_target_efficiency_discrepancy_max,predicted_ps_T_discrepancy_mean,predicted_ps_T_discrepancy_max,predicted_ps_R_discrepancy_mean,predicted_ps_R_discrepancy_max,predicted_ps_eta_plus1_discrepancy_mean,predicted_ps_eta_plus1_discrepancy_max,predicted_ps_directionality_discrepancy_mean,predicted_ps_directionality_discrepancy_max,predicted_ps_non_target_efficiency_discrepancy_mean,predicted_ps_non_target_efficiency_discrepancy_max,lf_T_mean,lf_T_min,lf_T_max,lf_T_450_p,lf_T_450_s,cnn_lf_T_discrepancy_mean,cnn_lf_T_discrepancy_max,lf_R_mean,lf_R_min,lf_R_max,lf_R_450_p,lf_R_450_s,cnn_lf_R_discrepancy_mean,cnn_lf_R_discrepancy_max,lf_eta_plus1_mean,lf_eta_plus1_min,lf_eta_plus1_max,lf_eta_plus1_450_p,lf_eta_plus1_450_s,cnn_lf_eta_plus1_discrepancy_mean,cnn_lf_eta_plus1_discrepancy_max,lf_directionality_mean,lf_directionality_min,lf_directionality_max,lf_directionality_450_p,lf_directionality_450_s,cnn_lf_directionality_discrepancy_mean,cnn_lf_directionality_discrepancy_max,predicted_eta_robust_mean,predicted_eta_robust_min,predicted_eta_robust_450_mean,predicted_T_robust_min,predicted_directionality_robust_min,predicted_non_target_robust_max,distance_to_existing_hf9_min,distance_to_existing_hf9_mean,distance_to_existing_hf9_max,performance_score,coverage_score,conflict_score,role,policy_hash
K6X_D100_D105_D110_D115_D190_D230,28af39e140680f8a92b622e4f0dcc8436d1ad0021a7f35350015946e4bbc6ea3,100.0,105.0,110.0,115.0,190.0,230.0,0.890665967356075,0.8661597967147827,0.9177695512771606,0.8722915649414062,0.9089293479919434,0.10920427705753934,0.08215721696615219,0.13365529477596283,0.12754152715206146,0.09097469598054886,0.36193793605674396,0.3520597815513611,0.3855278491973877,0.36024171113967896,0.3550259470939636,0.406610288403251,0.38915619254112244,0.4451001286506653,0.41298314929008484,0.39059796929359436,0.528728036717935,0.480631947517395,0.5539034008979797,0.5120498538017273,0.5539034008979797,0.762881338596344,0.6469460725784302,0.8270063996315002,0.8034385442733765,0.7276672720909119,0.23033099350604144,0.16785331070423126,0.34263017773628235,0.19145050644874573,0.26407888531684875,0.6595594205639579,0.5206919312477112,0.7378447651863098,0.725462794303894,0.6006529331207275,0.8623877736655149,0.804845929145813,0.9050837755203247,0.9029474854469299,0.8254500031471252,0.10332191261378201,0.07294917106628418,0.12992268800735474,0.07797574996948242,0.12701433897018433,0.12778462875973096,0.2523447275161743,0.1211267164485021,0.24203627556562424,0.29762148450721393,0.3817885220050812,0.4557774852622639,0.49323806166648865,0.425406124104153,0.43778741359710693,0.055616728284142235,0.11778026819229126,0.054013047367334366,0.11297574639320374,0.0691210614009337,0.17108529806137085,0.05060149322856556,0.09976154565811157,0.04486557705835863,0.06459373235702515,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.05482833027920996,0.08193191420029566,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.05456715635536033,0.08161421644674746,0.295766791161302,0.2957667911613019,0.2957667911613019,0.2957667911613019,0.2957667911613019,0.06617114489544211,0.0897610580360858,0.35385675164774716,0.35385675164774716,0.35385675164774716,0.35385675164774716,0.35385675164774716,0.05275353675550381,0.09124337700291812,0.510748678310351,0.3520597815513611,0.510345846414566,0.6469460725784302,0.38915619254112244,0.5539034008979797,4.245526900473152,7.410739069539044,12.151282949102137,0.3039473684210526,0.9394736842105262,0.6644736842105264,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D105_D115_D120_D125_D165,c9a4fedab14cf5d95250a2e6504304d5c3debd627bee59b15bc02ad0c945a47e,100.0,105.0,115.0,120.0,125.0,165.0,0.9446132752028379,0.9313947558403015,0.959039032459259,0.9347630143165588,0.9544152021408081,0.0553406991741874,0.0409354567527771,0.06853895634412766,0.06517735123634338,0.04555120691657066,0.6303142038258639,0.6178749799728394,0.6500387787818909,0.6305458545684814,0.622566819190979,0.6673859032717618,0.6495330333709717,0.6979197859764099,0.6745515465736389,0.6523018479347229,0.3142990632490678,0.28135591745376587,0.3336670398712158,0.3042171597480774,0.3318483829498291,0.9419578503478657,0.9273390769958496,0.9636222124099731,0.9303534030914307,0.9555190801620483,0.055311337960037316,0.03473890572786331,0.0693838894367218,0.06618084758520126,0.04263606294989586,0.7076889980923046,0.6643754839897156,0.7562984228134155,0.6808204650878906,0.7416287660598755,0.750979404557835,0.7135915160179138,0.7848495244979858,0.7317869067192078,0.7761526703834534,0.23426886309276929,0.20732378959655762,0.2666550278663635,0.24953299760818481,0.2138904333114624,0.004382306879216974,0.0093955397605896,0.0027654077857732773,0.006950154900550842,0.07737479426644066,0.12062811851501465,0.08359350128607317,0.12444710731506348,0.08003020015629855,0.11840909719467163,0.02177606929432262,0.03259170055389404,0.020963624289089985,0.03025117516517639,0.03651252118023959,0.09192293882369995,0.03262997486374595,0.07125800848007202,0.03079815615307201,0.05933123826980591,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.10877563812597289,0.12320139538239405,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.10843073423871222,0.12283597666012255,0.28278730753467607,0.2827873075346761,0.2827873075346761,0.2827873075346761,0.2827873075346761,0.3475268962911879,0.36725147124721474,0.3383280376357739,0.3383280376357738,0.3383280376357738,0.3383280376357738,0.3383280376357738,0.3290578656359879,0.3595917483406361,0.6690016009590842,0.6178749799728394,0.6688904762268066,0.9273390769958496,0.6495330333709717,0.3336670398712158,2.63906821424544,7.202649763438383,11.985110148718476,0.6249999999999999,0.6105263157894736,0.49078947368421055,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D105_D115_D165_D225_D230,3322805126afe49c88dd968c948ae5794d7e823781ba3e24fc5af9ddd665a869,100.0,105.0,115.0,165.0,225.0,230.0,0.8566037470644171,0.8257706761360168,0.890994668006897,0.8333967924118042,0.8796535134315491,0.14312509007074617,0.10885050147771835,0.1738455444574356,0.16625601053237915,0.12014426290988922,0.27030455388806085,0.2624901533126831,0.2899085581302643,0.2679128646850586,0.2651950418949127,0.31584086878733203,0.3002947270870209,0.3510763645172119,0.3214709460735321,0.30147671699523926,0.5862991836937991,0.5358620882034302,0.6145032644271851,0.5654839277267456,0.614458441734314,0.7680890803987329,0.6481456756591797,0.8328818678855896,0.8082760572433472,0.7340862154960632,0.22758536243980582,0.16382497549057007,0.3450257480144501,0.1885087639093399,0.26063409447669983,0.5710591335188259,0.42502161860466003,0.658625066280365,0.6582493782043457,0.4926651418209076,0.7400687309828672,0.6557502150535583,0.8319578766822815,0.8143868446350098,0.6711270213127136,0.19702993604269894,0.12899696826934814,0.25976115465164185,0.15002667903900146,0.24142113327980042,0.0885146666656841,0.21922290325164795,0.08446027236905965,0.21263647079467773,0.3007545796307651,0.393776535987854,0.42422786219553515,0.4934314489364624,0.38926924765110016,0.4158581495285034,0.05983497066931291,0.11950093507766724,0.05872761695222421,0.11617769300937653,0.08780689943920482,0.21362802386283875,0.08140598779374902,0.17620766162872314,0.0686656033450907,0.0945134162902832,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.02430080114346911,0.05515703093003199,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.024198704359159353,0.0549209319351813,0.3824892535697753,0.38248925356977537,0.38248925356977537,0.38248925356977537,0.38248925356977537,0.11218469968171457,0.11999910025709226,0.4576119052343458,0.4576119052343457,0.4576119052343457,0.4576119052343457,0.4576119052343457,0.1417710364470137,0.15731717814732482,0.42068184370344336,0.2624901533126831,0.42100560665130615,0.6481456756591797,0.3002947270870209,0.6145032644271851,3.4953911313204347,6.726200290082598,11.075020196666308,0.19999999999999998,0.6868421052631578,0.7381578947368421,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D105_D130_D145_D175_D220,755ff7c36738865b5c4bada4bac221f914a7cfcf213197650300c56a80a55266,100.0,105.0,130.0,145.0,175.0,220.0,0.8759661208499562,0.8486539125442505,0.9062836766242981,0.8554536700248718,0.8963480591773987,0.12387197498570789,0.09362448751926422,0.1511160433292389,0.1443384736776352,0.10353178530931473,0.7427797561342065,0.7210899591445923,0.7687127590179443,0.7250345945358276,0.7538192272186279,0.8480667444792661,0.8364683389663696,0.8762169480323792,0.8475440740585327,0.8409894704818726,0.13318636471574957,0.10504895448684692,0.14294356107711792,0.13041895627975464,0.14252877235412598,0.8340080597183921,0.8142356872558594,0.8785356283187866,0.8182979822158813,0.8528311252593994,0.1639359938827428,0.1198958158493042,0.18363982439041138,0.17940351366996765,0.14544035494327545,0.8083788346160542,0.7874146699905396,0.8535042405128479,0.7923792004585266,0.8283554315567017,0.969228907064958,0.961966872215271,0.9720080494880676,0.9683260321617126,0.9713006615638733,0.02562922239303589,0.022824585437774658,0.031131863594055176,0.02591872215270996,0.024475693702697754,0.041958061131564056,0.07131004333496094,0.040064018897034905,0.06932972371578217,0.0655990784818476,0.08494305610656738,0.12116216258569197,0.13066911697387695,0.10755714232271368,0.11852902173995972,0.036549638618122444,0.059989094734191895,0.03622457893057303,0.0588734894990921,0.03183596242557873,0.06608957052230835,0.007611402056433938,0.02270829677581787,0.007518342950127341,0.024675846099853516,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.04012848377309119,0.07044603954743311,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.039899458427191774,0.07014694589363543,0.40075788004925333,0.40075788004925333,0.40075788004925333,0.40075788004925333,0.40075788004925333,0.3420218760849532,0.367954878968691,0.4794685741244258,0.47946857412442595,0.47946857412442595,0.47946857412442595,0.47946857412442595,0.36859817035484016,0.3967483739079532,0.7755792953751304,0.7210899591445923,0.774897113442421,0.8142356872558594,0.8364683389663696,0.14294356107711792,2.971496203606568,5.870761335583348,10.763382322949527,0.7447368421052633,0.5052631578947369,0.42105263157894735,backup_rank_5,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D110_D120_D125_D130_D205,28e52dee45b7d602f92a9be9cd041afef3d7550bc706d562fdebcc66dbf2d1d8,100.0,110.0,120.0,125.0,130.0,205.0,0.9113545742901888,0.8909929990768433,0.9337590932846069,0.896123468875885,0.9265003204345703,0.08853979408740997,0.06618169695138931,0.10885585844516754,0.10374027490615845,0.07342195510864258,0.5974270457571204,0.5847232937812805,0.6190938353538513,0.591128408908844,0.5943278670310974,0.6557065573605624,0.6410384774208069,0.6948357820510864,0.6596505641937256,0.6414760947227478,0.3139275447888808,0.27189916372299194,0.33217257261276245,0.3049951195716858,0.33217257261276245,0.9055325605652549,0.8860134482383728,0.934532880783081,0.8866138458251953,0.9256014823913574,0.09109407358548859,0.06306127458810806,0.1102544292807579,0.1091994047164917,0.07193644344806671,0.6885958043011752,0.6339455246925354,0.7203990817070007,0.661242663860321,0.7193638682365417,0.7601243447173726,0.714522659778595,0.778179943561554,0.7458067536354065,0.777185320854187,0.21693675897338174,0.20208406448364258,0.25328391790390015,0.22537124156951904,0.20623761415481567,0.006008077751506458,0.015070021152496338,0.003978566351262006,0.010316118597984314,0.0911687585440549,0.12520909309387207,0.10441778735681014,0.13681954145431519,0.09699078581549904,0.1269267201423645,0.03391769257458774,0.04730343818664551,0.033031198450110176,0.04484470188617706,0.03571474823084744,0.0845915675163269,0.02566114609891718,0.054350316524505615,0.022800754417072643,0.04997307062149048,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.07551693721332389,0.09792145620774195,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.0752316393254897,0.09758973646151034,0.21129390123179642,0.21129390123179648,0.21129390123179648,0.21129390123179648,0.21129390123179648,0.3861331445253239,0.40779993412205484,0.25279299693956325,0.25279299693956325,0.25279299693956325,0.25279299693956325,0.25279299693956325,0.4029135604209992,0.4420427851115232,0.6430114250291478,0.5847232937812805,0.641515702009201,0.8860134482383728,0.6410384774208069,0.33217257261276245,3.1257185620493195,6.9523372611440815,12.089917202967706,0.5697368421052632,0.6605263157894736,0.4842105263157895,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D115_D135_D165_D220_D230,33052007ba11aefdda4c765fd30d9f19e06ca4036972fcd0278c949057fc79d9,100.0,115.0,135.0,165.0,220.0,230.0,0.8262176215648651,0.7902593016624451,0.8666301369667053,0.7990615367889404,0.853171706199646,0.17334950037977911,0.1331201195716858,0.20913177728652954,0.20038653910160065,0.14650306105613708,0.445962362668731,0.42227908968925476,0.46920251846313477,0.4319116473197937,0.44836676120758057,0.5401003740050576,0.5224720239639282,0.5937322974205017,0.5405236482620239,0.5255293250083923,0.3802552588961341,0.3210568428039551,0.40585196018218994,0.36714988946914673,0.40480494499206543,0.805555755441839,0.7227951288223267,0.8446673154830933,0.8245276808738708,0.7933727502822876,0.19177680191668597,0.15293318033218384,0.2734086215496063,0.17319215834140778,0.20370547473430634,0.7021559991619803,0.6031659245491028,0.7445032596588135,0.7441186904907227,0.6696326732635498,0.8710467273538763,0.8344908356666565,0.9147284626960754,0.9024785757064819,0.8440328240394592,0.10339977253567088,0.06859105825424194,0.13240164518356323,0.08040910959243774,0.12374013662338257,0.04280679605223916,0.11588424444198608,0.04237205331975764,0.11247624456882477,0.2561936364932494,0.31606993079185486,0.33094635334881867,0.36574244499206543,0.27685548636046325,0.29112038016319275,0.04468106952580539,0.0815887451171875,0.04422279244119471,0.08005216717720032,0.047471492127938705,0.13262689113616943,0.039949790997938675,0.08023762702941895,0.03972928767854517,0.060617297887802124,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.02675037763335488,0.04557833541441991,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.026640214025974274,0.04536034387362989,0.4246203363770785,0.42462033637707863,0.42462033637707863,0.42462033637707863,0.42462033637707863,0.021874170629889642,0.04458218208605613,0.5080177268178244,0.5080177268178244,0.5080177268178244,0.5080177268178244,0.5080177268178244,0.03208264718723317,0.08571457060267729,0.5740591809153557,0.42227908968925476,0.5735074430704117,0.7227951288223267,0.5224720239639282,0.40585196018218994,2.5227019291620967,6.061278654543006,10.116465950774831,0.40789473684210525,0.42894736842105263,0.5486842105263158,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D120_D130_D150_D165_D180,a6e37e4082d76939c42119f938954aaac21bc4995367b568f15b7dd938b5d748,100.0,120.0,130.0,150.0,165.0,180.0,0.8927509567954324,0.8686521649360657,0.9193902611732483,0.8746861815452576,0.9107072949409485,0.10706970671361143,0.08050858229398727,0.13109219074249268,0.1250830739736557,0.08916014432907104,0.835622635754672,0.8181169629096985,0.860738217830658,0.8184614181518555,0.8495697379112244,0.9360512711785056,0.9304991960525513,0.9489200711250305,0.9357200264930725,0.9328681230545044,0.057128323750062424,0.04437071084976196,0.061309099197387695,0.056224822998046875,0.061137497425079346,0.8853268081491644,0.8612269759178162,0.9258233904838562,0.8647750616073608,0.9090266823768616,0.11201206933368336,0.07246097177267075,0.1347394734621048,0.131937637925148,0.08908425271511078,0.809016848152334,0.7642786502838135,0.8542587161064148,0.7853092551231384,0.8392223119735718,0.9135920676318082,0.8874300718307495,0.9242197275161743,0.9081080555915833,0.9232098460197449,0.07630995999683034,0.06947427988052368,0.09694826602935791,0.07946586608886719,0.06980431079864502,0.009164252064444801,0.021649599075317383,0.0074383003467863255,0.019364170730113983,0.026605787602337925,0.0563926100730896,0.022459203546697445,0.04306912422180176,0.01918163624676791,0.03565073013305664,0.03898037563670765,0.06459641456604004,0.038236286491155624,0.06227850168943405,0.04143150557171215,0.08998006582260132,0.010687031529166481,0.03527146577835083,0.008354149081490257,0.02538353204727173,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.05691331971856737,0.08355262409638331,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.05670172669928823,0.08326285111891238,0.4417338670901605,0.44173386709016044,0.44173386709016044,0.44173386709016044,0.44173386709016044,0.3938887686645115,0.4190043507404975,0.5284924338110529,0.5284924338110529,0.5284924338110529,0.5284924338110529,0.5284924338110529,0.40755883736745274,0.4204276373139776,0.822319741953503,0.7642786502838135,0.8231406807899475,0.8612269759178162,0.8874300718307495,0.09694826602935791,1.135762096683449,5.402787392900124,9.943196615060215,0.9276315789473685,0.09473684210526315,0.42105263157894735,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D130_D135_D165_D170_D230,01760c3660d3ba0cd0a5960d3899d61c6ce51c703445eb29e43fc16af24a4555,100.0,130.0,135.0,165.0,170.0,230.0,0.8236342966556549,0.7872626781463623,0.8645375370979309,0.7961581945419312,0.8509044051170349,0.17582142420790411,0.13514812290668488,0.21197213232517242,0.20314811170101166,0.14868640899658203,0.5685214698314667,0.540909469127655,0.5970087647438049,0.5489270091056824,0.5774902105331421,0.6905288723382083,0.6715165972709656,0.7384897470474243,0.6894696950912476,0.6786781549453735,0.25511281327767804,0.20587724447250366,0.27446430921554565,0.24723124504089355,0.27341413497924805,0.8185039379379966,0.7564955949783325,0.8747555017471313,0.7726531028747559,0.8654572367668152,0.17804025994105774,0.12273825705051422,0.23774665594100952,0.22288356721401215,0.13221074640750885,0.578052198345011,0.46848443150520325,0.6414706110954285,0.5305659770965576,0.6307464838027954,0.7049056589603424,0.6192823052406311,0.7544823288917542,0.6866807341575623,0.7288013696670532,0.24045174501158975,0.20460867881774902,0.2880112826824188,0.24208706617355347,0.23471087217330933,0.018882461569525978,0.05050218105316162,0.018225297331809998,0.04531183838844299,0.03510552102869207,0.0734279453754425,0.02790854735807939,0.059040367603302,0.019367093389684505,0.045806825160980225,0.07283771850846031,0.11825990676879883,0.07161577045917511,0.1150083988904953,0.06351018493825739,0.1335097849369049,0.030036313967271286,0.06890332698822021,0.016494480046358975,0.04556673765182495,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.027065225622870705,0.048574958930502676,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.026926978745243767,0.04820069891227277,0.3523390540449657,0.35233905404496574,0.35233905404496574,0.35233905404496574,0.35233905404496574,0.216182415786501,0.2446697106988392,0.4215400676102151,0.42154006761021523,0.42154006761021523,0.42154006761021523,0.42154006761021523,0.26898880472799297,0.3169496794372091,0.5732868340882389,0.46848443150520325,0.5719324201345444,0.7564955949783325,0.6192823052406311,0.2880112826824188,0.9366687855388095,5.702465707249093,10.594390577810504,0.4421052631578948,0.08947368421052632,0.5144736842105263,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D140_D165_D190_D225_D230,21b70b358c2bfdf1aedcf8c0b7cff52623e49009d66f8ebdc8316f4e58399911,100.0,140.0,165.0,190.0,225.0,230.0,0.7476593662392009,0.7006975412368774,0.8014877438545227,0.7118881344795227,0.7831010222434998,0.2505786872722886,0.19746717810630798,0.29686403274536133,0.28589051961898804,0.21554917097091675,0.2715424814007499,0.25252848863601685,0.29238346219062805,0.25944072008132935,0.2740402817726135,0.3636537410996177,0.34914135932922363,0.41304880380630493,0.36444032192230225,0.34994247555732727,0.47611686993728985,0.41127529740333557,0.5122021436691284,0.4524473547935486,0.5090606808662415,0.8113644095984373,0.7318111658096313,0.8751100301742554,0.767405092716217,0.8603742718696594,0.18699314309792084,0.1237553060054779,0.2653874158859253,0.2305370420217514,0.1384938508272171,0.6248048381371931,0.534892201423645,0.6565155386924744,0.6026135683059692,0.6565155386924744,0.7704195244745775,0.7309154868125916,0.8225764632225037,0.7852612733840942,0.763058066368103,0.1865595904263583,0.14121514558792114,0.23078054189682007,0.16479158401489258,0.20385873317718506,0.06370504335923628,0.09522354602813721,0.06358554417436774,0.0943746417760849,0.35326235673644324,0.38247525691986084,0.4067657833749598,0.42252317070961,0.2895572795109315,0.30588793754577637,0.08060729503631592,0.14329886436462402,0.07971289076588371,0.1416321098804474,0.035935805602507156,0.10943740606307983,0.022186390378258446,0.05297577381134033,0.04802081666209481,0.07304707169532776,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.08817827083766404,0.13514009583998754,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.08680725385938892,0.13309259933246168,0.4311290914892652,0.4311290914892653,0.4311290914892653,0.4311290914892653,0.4311290914892653,0.15958661008851543,0.17860060285324847,0.5158048314221849,0.5158048314221847,0.5158048314221847,0.5158048314221847,0.5158048314221847,0.15215109032256696,0.16666347209296106,0.4481736597689715,0.25252848863601685,0.4481525272130966,0.7006975412368774,0.34914135932922363,0.5122021436691284,3.2252146069889367,5.776998546310016,9.842542873797056,0.2657894736842105,0.5473684210526316,0.45789473684210524,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
K6X_D100_D160_D165_D170_D175_D185,009cb5da671e1b9f08466acdf92d0b09479e0a511946bdc6aa0d053927a7858a,100.0,160.0,165.0,170.0,175.0,185.0,0.7843022346496582,0.7420715689659119,0.832264244556427,0.7522621750831604,0.8160739541053772,0.21397885883396323,0.16672851145267487,0.255532443523407,0.24555982649326324,0.1826205998659134,0.5493982542644847,0.5197871327400208,0.5834001302719116,0.5260944366455078,0.5626404881477356,0.7008032148534601,0.681614875793457,0.7478698492050171,0.6993498206138611,0.6894478797912598,0.2349039830944755,0.18709862232208252,0.254768431186676,0.2261677384376526,0.2534335255622864,0.8317292928695679,0.7261757254600525,0.9054317474365234,0.7582594752311707,0.9053398966789246,0.16496582769534804,0.09298697859048843,0.2670440673828125,0.2368001788854599,0.09312194585800171,0.5283883335915479,0.39619389176368713,0.6086049675941467,0.47161605954170227,0.5915189981460571,0.6334361163052645,0.5455896258354187,0.6826637387275696,0.621971845626831,0.65336674451828,0.30334095927802,0.2530742883682251,0.3588119149208069,0.2866434156894684,0.31382089853286743,0.05732313069430264,0.10001963376998901,0.05705949156121774,0.0999516025185585,0.04485055939717726,0.12506845593452454,0.06736709854819557,0.13602524995803833,0.06843697618354451,0.1099478006362915,0.10356633229689165,0.17764949798583984,0.10142434760928154,0.17270729690790176,0.07565740970048038,0.14881953597068787,0.023965521292252975,0.05741780996322632,0.027908936142921448,0.04438215494155884,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.835837637076865,0.05153540242720678,0.09376606811095312,0.1637714334128996,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.16377143341289965,0.05020742542106356,0.09176101011050733,0.20834117715368972,0.2083411771536897,0.2083411771536897,0.2083411771536897,0.2083411771536897,0.341057077110795,0.3750589531182219,0.24926034424827054,0.2492603442482706,0.2492603442482706,0.2492603442482706,0.2492603442482706,0.4515428706051896,0.4986095049567465,0.5388932939280163,0.39619389176368713,0.5379674956202507,0.7261757254600525,0.5455896258354187,0.3588119149208069,3.6032393525154,5.610122596847614,8.435667357587201,0.3894736842105263,0.5973684210526315,0.643421052631579,not_selected,a0f46c2da1f653c8a3798ee97bc70e4e3da7598dda5bc9392b76fc4a2128d5d7
