geometry_id,geometry_hash,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,is_current_hf9,is_effective_candidate
K6X_D100_D130_D135_D165_D170_D230,01760c3660d3ba0cd0a5960d3899d61c6ce51c703445eb29e43fc16af24a4555,-0.7618369437122462,-0.2942614932642892,-0.5413087463545944,-0.13483997249264704,-0.5201986152566348,0.9058078189539135,0.49103382235228776,-0.6486500504638876,0.6206087062857081,-0.6894996998299381,2.056508990797082,0.5463267129494594,0.4302715290787418,0.35115064048397276,0.33794585459739257,-0.13991182916374253,1.3864589885413305,-0.28014640045443107,0.7795115158014843,-2.3104205049019706,False,True
K6X_D110_D120_D130_D220_D225_D230,1349c3d97f9e4cadcb81c54d0a5e5c1f184b70035d02e442c130543a2558cc35,-0.3555239070657151,-0.6346121360759982,-0.702692720423046,1.5602911102720762,1.218186630664271,0.9058078189539135,-0.48090941364399403,-0.24948078863995857,3.6245634526770427,-0.6894996998299381,-0.7276877967435827,0.5463267129494594,0.6842022675514418,-0.4791562926801031,-1.446408257676837,-1.1382016372509853,1.063400583444321,0.44023005785696806,1.7529943271985682,-1.7614096918559587,False,True
K6X_D190_D195_D200_D205_D210_D215,2783d2e043b5c2adf0e3bd8e11f603689297d2d140a249c79932d99e0335166a,2.894980386106532,1.918017685011821,1.5566829165352658,1.097982633154424,0.7440815635949326,0.34358227615493203,-0.7238952226430644,-0.6486500504638897,-0.6310391047106799,-0.6894996998299381,-0.7276877967435814,-2.54467765537296,-1.7704615376846558,-1.3924939191605852,-0.9597662270565924,-0.5936799237488531,-2.005654264977264,1.6751611292479383,-1.824320707382239,1.5326551864201186,False,True
K6X_D170_D195_D205_D210_D225_D230,be637e356d054ce4c000720c4fd65f91320b4dc8d9bf6140ae536acc492fda32,2.08235431281347,1.918017685011821,1.7180668906037164,1.2520854588603079,1.218186630664271,0.9058078189539135,0.24804801335321808,-0.24948078863995857,-0.6310391047106799,-0.11887925859136814,-0.7276877967435827,-2.145838382041035,-1.8551051171755553,-1.558555305793401,-1.2841942474700883,-1.1382016372509853,-0.8749498471377324,1.8123756927358243,-0.9098357923323459,0.8006407690254351,False,True
K6X_D105_D115_D125_D135_D145_D150,c486ccec690462e55ec85915b6b8a30917e5fd7e501a9593a0aa01533cc16c72,-0.5586804253889809,-0.8047874574818527,-0.8640766944914966,-1.0594569267279497,-1.310373727038864,-2.092728409307323,-0.4809094136439934,-0.24948078863995857,-0.38070954251140104,-0.40418947921065385,-0.7276877967435827,0.745746349615422,0.8534894265332414,1.0153961870152328,1.2301229107345057,1.7659141680937214,-1.359537454783246,-1.3435592674855434,-1.2289900154033813,1.1666479777227763,False,True
K6X_D135_D160_D165_D205_D210_D215,a6d69bd20c0d465e33ff70a9f95436eb0cc9b8832bc5c48c41dcf5053df14e5a,0.6602586845506125,0.7267904351708386,0.4269950980561099,1.097982633154424,0.7440815635949326,0.34358227615493203,0.24804801335321683,-0.6486500504638897,1.1212678306842645,-0.6894996998299381,-0.7276877967435814,-0.749900925379297,-0.5854514248120573,-0.8112790659457331,-0.9597662270565924,-0.5936799237488531,-0.2288330369437149,0.8175701074486529,-0.09724434331182018,-0.4803844614152618,False,True
K6X_D100_D105_D110_D115_D190_D230,28af39e140680f8a92b622e4f0dcc8436d1ad0021a7f35350015946e4bbc6ea3,-0.7618369437122462,-1.1451381002935621,-1.348228616696849,-1.6758682295514857,0.11194147416914929,0.9058078189539135,-0.7238952226430644,-0.6486500504638887,-0.6310391047106799,3.304843388840044,1.0440737953277488,1.044875804614366,1.2767073239877411,1.5966110402300866,0.8245878852176355,-0.5029263048318315,1.3864589885413305,-0.8290046544059736,1.5105152240170026,0.25162995597942256,False,True
K6X_D100_D110_D120_D125_D130_D205,28e52dee45b7d602f92a9be9cd041afef3d7550bc706d562fdebcc66dbf2d1d8,-0.7618369437122462,-0.9749627788877071,-1.0254606685599474,-1.367662578139718,-1.7844787941082023,-0.031234752377723267,-0.4809094136439934,-0.24948078863995857,-0.6310391047106799,-0.6894996998299381,2.8158353873990807,0.9451659862813844,1.022776585515041,1.2644882669644566,1.635657936251376,1.0398852167575452,0.5788129757988074,-1.24064834486963,0.24826404684173964,-1.2123988788099458,False,True
K6X_D145_D170_D190_D210_D225_D230,7483f55aeff7ea22b89928dcfbc36f0e7c1c9cc5a2d9ba78d9bfd27e0c0c3e22,1.066571721197143,1.0671410779825476,1.2339149683983643,1.2520854588603079,1.218186630664271,0.9058078189539135,0.24804801335321683,0.5488577350079056,0.11994958188715285,-0.11887925859136814,-0.7276877967435827,-1.1487401987112218,-1.1779564812483556,-1.309463225844178,-1.2841942474700883,-1.1382016372509853,-0.06730383439521051,1.3664283614001964,-0.07120774852594068,0.2516299559794235,False,True
K6X_D110_D115_D120_D125_D130_D140,97c0058ee55e7c461711cba59eb27862b84901f89382791431dc3aa1c092def3,-0.3555239070657151,-0.8047874574818527,-1.0254606685599474,-1.367662578139718,-1.7844787941082023,-2.4675454378399775,-0.7238952226430644,-0.6486500504638897,-0.6310391047106799,-0.6894996998299381,-0.4745789978762486,0.6460365312824412,0.9381330060241408,1.2644882669644566,1.635657936251376,2.2196822626788317,-1.8441250624287595,-1.5836847535893432,-1.717781865138716,1.3496515820714476,False,True
K6X_D105_D125_D135_D155_D160_D165,15c32c640ecaa81d7b0a38000cc3fb0e98bb69357d1c2a7876ba0a125bd274b5,-0.5586804253889809,-0.4644368146701437,-0.5413087463545944,-0.4430456239044146,-0.8362686599695265,-1.5305028665083416,0.005062204354147169,-0.24948078863995654,0.11994958188715285,-0.6894996998299381,-0.7276877967435827,0.5463267129494594,0.5149151085696412,0.5172120271167877,0.6623738750108884,1.2213924545915884,-0.8749498471377328,-0.8633082952779452,-0.7955723896199206,0.43463356032809386,False,True
K6X_D120_D145_D200_D215_D220_D230,269b86c19099935a4fe83452d0a05faf6296e1ec0d4b4f38325d07863d571033,0.05078912958081555,0.21626447095327517,1.5566829165352658,1.4061882845661924,1.060151608307825,0.9058078189539135,0.24804801335321808,3.343042567775423,-0.13037998031212344,-0.6894996998299381,-0.47457899787624985,-0.1516420153814096,-0.9240257427756565,-1.558555305793401,-1.2841942474700883,-1.0474480183339638,0.7403421783473122,1.0919992344244251,0.8013889001645218,0.2516299559794216,False,True
K6X_D140_D160_D165_D170_D180_D190,0ac97060e42705949d81140172fb178bb0fee693903982773db4697ba86e5d0d,0.8634152028738779,0.7267904351708386,0.4269950980561099,0.01926285321323675,-0.20412857054374237,-0.5934602951767047,0.005062204354146548,-0.6486500504638897,-0.6310391047106799,-0.40418947921065235,-0.47457899787624985,-0.8496107437122786,-0.5854514248120573,-0.23006421273087935,0.09462483928726947,0.4046098843383896,-1.198008252234742,0.23440821262513992,-1.2431393023466752,0.800640769025436,False,True
K6X_D100_D140_D165_D190_D225_D230,21b70b358c2bfdf1aedcf8c0b7cff52623e49009d66f8ebdc8316f4e58399911,-0.7618369437122462,0.04608914954742068,0.4269950980561099,0.6356741560367727,1.218186630664271,0.9058078189539135,0.9770054403504296,0.9480269968318347,0.3702791440864317,1.022361623885769,-0.7276877967435827,0.34690707628349704,-0.24687710684845784,-0.5621869859965102,-0.9597662270565924,-1.1382016372509853,1.3864589885413305,0.5431409804728816,1.1974718613591542,-0.4803844614152623,False,True
K6X_D105_D110_D115_D120_D135_D200,04dd1829254c4801f45f498a2b6458529817ace687391911b5e3426f2ea99ce3,-0.5586804253889809,-0.9749627788877071,-1.186844642628398,-1.5217654038456019,-1.6264437717517557,-0.21864326664405043,-0.7238952226430637,-0.6486500504638897,-0.6310391047106799,-0.11887925859136814,2.3096177896644137,0.8454561679484036,1.1074201650059414,1.4305496535972706,1.635657936251376,1.0398852167575443,0.2557545707017987,-1.2749519857416016,0.09429384805819786,-0.6633880657639322,False,True
K6X_D100_D130_D135_D155_D160_D225,300fdbe1088aaa5f1740045c52520d3b1a7d01c07078bdea2526e26b7b9eb3d6,-0.7618369437122462,-0.2942614932642892,-0.5413087463545944,-0.4430456239044146,-0.8362686599695265,0.7183993046875863,0.49103382235228776,-0.6486500504638876,0.11994958188715285,-0.6894996998299381,2.309617789664415,0.5463267129494594,0.4302715290787418,0.5172120271167877,0.6623738750108884,0.132349027587324,1.2249297859928254,-0.4516646048142888,0.5880553919437335,-2.1274169005532997,True,False
K6X_D120_D125_D180_D185_D190_D195,50ad4213fdfa1bf1b1a353c55769ade406e6fdebf5a82de63c4bd7e0c7fc3e7c,0.05078912958081555,-0.4644368146701437,0.9111470202614629,0.4815713303308889,0.11194147416914929,-0.4060517809103776,-0.7238952226430644,3.343042567775425,-0.6310391047106799,-0.6894996998299381,-0.7276877967435827,0.2471972579505163,-0.24687710684845784,-0.7282483726293252,-0.3109101862296007,0.132349027587324,-0.39036223949221927,0.16580093088119682,-0.011810329308539732,1.5326551864201194,False,True
K6X_D100_D105_D130_D145_D175_D220,755ff7c36738865b5c4bada4bac221f914a7cfcf213197650300c56a80a55266,-0.7618369437122462,-1.1451381002935621,-0.702692720423046,-0.7512512753161822,-0.3621635929001882,0.5309907904212592,-0.7238952226430644,0.9480269968318357,-0.13037998031212344,0.7370514032664846,1.2971825941950819,1.044875804614366,0.9381330060241416,0.7663041070660107,0.5812668699075141,-0.04915821024672098,1.0634005834443219,-0.6574864500461169,0.8400044263921823,-0.29738085706659095,False,True
K6X_D160_D165_D170_D175_D180_D220,35df0a885e8930de3868cebd5d71e2a3f516172023fcd0da2669969a72abb29b,1.6760412761669392,0.8969657565766932,0.5883790721245606,0.17336567891912133,-0.20412857054374237,0.5309907904212592,-0.7238952226430644,-0.6486500504638897,-0.6310391047106786,-0.6894996998299381,1.0440737953277488,-1.3481598353771853,-0.754738583793856,-0.3961255993636952,0.013517834183895107,-0.13991182916374348,-0.8749498471377324,0.6803555439607678,-0.9225651206739314,0.2516299559794216,False,True
K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,0.6602586845506125,0.5566151137649842,1.2339149683983643,1.5602911102720762,1.218186630664271,0.9058078189539135,0.005062204354146548,1.7463655204796986,0.6206087062857093,-0.6894996998299381,-0.7276877967435827,-0.6501911070463162,-0.9240257427756565,-1.4755246124769932,-1.446408257676837,-1.1382016372509853,0.25575457070179825,1.2635174387842818,0.42038586015641105,0.06862635163075169,False,True
K6X_D150_D205_D215_D220_D225_D230,1378d30bbda23695267aae4a889c45ff266766efe10cbac3e7ee6cb40fb7be18,1.2697282395204084,2.25836832782353,2.040834838740619,1.5602911102720762,1.218186630664271,0.9058078189539135,1.7059628673476397,-0.24948078863995654,-0.6310391047106799,-0.6894996998299381,-0.7276877967435827,-1.9464187453750725,-2.1936794351391553,-1.890678079059031,-1.446408257676837,-1.1382016372509853,-0.2288330369437149,1.8809829744797675,-0.34456133956162216,-0.29738085706659,False,True
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,3.3012934227530626,2.25836832782353,2.040834838740619,1.5602911102720762,1.218186630664271,0.9058078189539135,-0.7238952226430644,-0.24948078863995654,-0.6310391047106799,-0.6894996998299381,-0.7276877967435827,-2.943516928704885,-2.1936794351391553,-1.890678079059031,-1.446408257676837,-1.1382016372509853,-1.8441250624287595,2.224019383199481,-1.6602236561258867,1.5326551864201194,True,False
K6X_D100_D110_D115_D220_D225_D230,3e20850f5b7402c4416f521873aca37e9073de4318f168d9617b996729a1f136,-0.7618369437122462,-0.9749627788877071,-1.186844642628398,1.5602911102720762,1.218186630664271,0.9058078189539135,-0.4809094136439934,-0.6486500504638897,4.375552139274876,-0.6894996998299381,-0.7276877967435827,0.9451659862813844,1.1074201650059414,-0.23006421273088018,-1.446408257676837,-1.1382016372509853,1.3864589885413305,0.20010457175316837,2.210730375262785,-2.3104205049019715,True,False
K6X_D100_D120_D130_D150_D165_D180,a6e37e4082d76939c42119f938954aaac21bc4995367b568f15b7dd938b5d748,-0.7618369437122462,-0.6346121360759982,-0.702692720423046,-0.5971484496102984,-0.6782336376130806,-0.968277323709359,0.005062204354147169,-0.24948078863995857,0.11994958188715414,-0.1188792585913696,-0.22147019900891565,0.745746349615422,0.6842022675514418,0.6832734137496027,0.6623738750108884,0.8583779789235002,-0.22883303694371449,-0.8633082952779452,-0.32383011026656555,0.06862635163075029,False,True
K6X_D100_D200_D205_D210_D215_D220,be59997cf141c53a03303d7cf05734da8b1ae25d0a64f2927ab681a0f9ecc96b,-0.7618369437122462,2.0881930064176752,1.7180668906037164,1.2520854588603079,0.9021165859513792,0.5309907904212592,3.892835148339274,-0.6486500504638897,-0.6310391047106799,-0.6894996998299366,-0.7276877967435827,-0.8496107437122786,-1.9397486966664546,-1.558555305793401,-1.1219802372633403,-0.7751871615828972,1.0634005834443219,1.2292137979123103,0.8339368578688203,-1.9444132962046292,True,False
K6X_D100_D115_D135_D165_D220_D230,33052007ba11aefdda4c765fd30d9f19e06ca4036972fcd0278c949057fc79d9,-0.7618369437122462,-0.8047874574818527,-0.5413087463545944,-0.13483997249264704,1.060151608307825,0.9058078189539135,-0.23792360464492313,0.5488577350079056,0.6206087062857081,2.163602506362907,-0.47457899787624985,0.8454561679484036,0.6842022675514418,0.35115064048397276,-0.4731241964363478,-1.0474480183339638,1.3864589885413305,-0.04002091435063031,1.4885640160203664,0.06862635163075216,False,True
K6X_D105_D170_D175_D180_D185_D190,0c9c4c33774ed2a2bdaab5099aa9dc400318c39554bf93146b6f815dee25ad43,-0.5586804253889809,1.0671410779825476,0.7497630461930122,0.3274685046250051,-0.04609354818729653,-0.5934602951767047,2.1919344853457807,-0.6486500504638876,-0.6310391047106799,-0.6894996998299381,-0.7276877967435827,-0.35106165204737205,-0.9240257427756565,-0.5621869859965111,-0.14869617602285198,0.31385626542136713,-0.0673038343952101,0.23440821262513992,-0.1994391075244345,-0.6633880657639322,False,True
K6X_D100_D160_D165_D170_D175_D185,009cb5da671e1b9f08466acdf92d0b09479e0a511946bdc6aa0d053927a7858a,-0.7618369437122462,0.7267904351708386,0.4269950980561099,0.01926285321323675,-0.3621635929001882,-0.7808688094430319,1.9489486763467105,-0.6486500504638897,-0.6310391047106799,-0.6894996998299366,-0.47457899787624985,-0.05193219704842786,-0.5854514248120573,-0.23006421273087935,0.17573184439064385,0.5861171221724337,-0.0673038343952101,-0.10862819609457339,-0.2870003925382795,-0.6633880657639322,False,True
K6X_D105_D110_D115_D125_D165_D230,8562bc97d6c350f55a323b07984a1523cafda55a9534ed81b3eb0c333215b5ae,-0.5586804253889809,-0.9749627788877071,-1.186844642628398,-1.367662578139718,-0.6782336376130806,0.9058078189539135,-0.7238952226430637,-0.6486500504638897,-0.3807095425114023,1.307671844505053,2.309617789664415,0.8454561679484036,1.1074201650059414,1.3475189602808635,1.0679089005277587,-0.04915821024672098,1.2249297859928254,-0.8290046544059736,1.0458581054694593,-0.846391670112604,False,True
K6X_D160_D165_D180_D185_D210_D215,77da29089febc651bd851682b2653712c85724c3d45a0fa5de7e2d5afd5afb23,1.6760412761669392,0.8969657565766932,0.9111470202614629,0.4815713303308889,0.7440815635949326,0.34358227615493203,-0.7238952226430644,0.14968847318397455,-0.6310391047106799,0.45174118264719887,-0.7276877967435814,-1.3481598353771853,-0.9240257427756565,-0.7282483726293252,-0.6353382066430966,-0.5936799237488531,-1.0364790496862368,0.9890883118085095,-0.8435844976472512,1.5326551864201186,False,True
K6X_D125_D135_D145_D150_D155_D160,bbe83eb1d19ca94723907f2c4c2e23d543f4b2f5db5a699a068121238f388422,0.25394564790408086,-0.1240861718584338,-0.21854079821769296,-0.5971484496102984,-0.9943036823259723,-1.7179113807746687,-0.4809094136439928,-0.24948078863995857,-0.6310391047106799,-0.6894996998299381,-0.7276877967435827,-0.05193219704842888,0.1763407906060418,0.43418133380038065,0.8245878852176355,1.4028996924256334,-1.682595859880255,-0.6917900909180874,-1.5530752018771237,1.3496515820714476,False,True
K6X_D105_D120_D125_D130_D165_D190,4191675fbcc4312feb77afe9a40a7c767fc01e54e6775d3a2439de9cc47fdf7b,-0.5586804253889809,-0.6346121360759982,-0.8640766944914966,-1.2135597524338344,-0.6782336376130806,-0.5934602951767047,-0.23792360464492313,-0.6486500504638897,-0.6310391047106799,1.022361623885769,0.28474739872575017,0.6460365312824412,0.7688458470423419,1.0984268803316406,0.9868018954243842,0.6768707410894562,-0.0673038343952101,-0.9319155770218872,-0.16840926204767323,0.4346335603280929,False,True
K6X_D110_D125_D130_D135_D140_D175,714b47fc14f3ebf1b6ebfe7d011e9924fa714cc1c261035eb4ad86c2fc7aabdf,-0.3555239070657151,-0.4644368146701437,-0.702692720423046,-1.0594569267279497,-1.4684087493953097,-1.1556858379756862,-0.23792360464492374,-0.6486500504638897,-0.6310391047106786,-0.6894996998299381,0.790964996460416,0.44661689461647774,0.5995586880605415,0.9323654936988257,1.3112299158378802,1.4028996924256323,-0.713420644589228,-1.0691301405097722,-0.9098357923323456,0.06862635163075076,False,True
K6X_D150_D155_D160_D165_D195_D225,5bf51dafd6662aa3d6ab0915626262a3aa8cbf7eba4c42d374bf202838833ac1,1.2697282395204084,0.5566151137649842,0.26561112398765924,-0.13483997249264704,0.26997649652559513,0.7183993046875863,-0.7238952226430644,-0.6486500504638897,-0.6310391047106799,0.7370514032664846,0.5378561975930831,-0.9493205620452604,-0.4161642658302567,-0.06400282609806518,-0.06758917091947761,-0.5029263048318315,-0.39036223949221927,0.5431409804728837,-0.36654461673407523,0.6176371646767642,False,True
K6X_D100_D105_D115_D120_D125_D165,c9a4fedab14cf5d95250a2e6504304d5c3debd627bee59b15bc02ad0c945a47e,-0.7618369437122462,-1.1451381002935621,-1.186844642628398,-1.5217654038456019,-1.942513816464648,-1.5305028665083416,-0.7238952226430644,-0.24948078863995757,-0.6310391047106799,-0.6894996998299381,1.0440737953277488,1.044875804614366,1.1920637444968407,1.4305496535972706,1.7978719464581245,1.856667787010744,-0.7134206445892285,-1.6522920353332864,-0.8074487026482737,0.25162995597942256,False,True
K6X_D100_D105_D115_D165_D225_D230,3322805126afe49c88dd968c948ae5794d7e823781ba3e24fc5af9ddd665a869,-0.7618369437122462,-1.1451381002935621,-1.186844642628398,-0.13483997249264704,1.218186630664271,0.9058078189539135,-0.7238952226430644,-0.24948078863995757,1.6219269550828197,2.4489127269821913,-0.7276877967435827,1.044875804614366,1.1920637444968407,0.6832734137496027,-0.5542312015397222,-1.1382016372509853,1.3864589885413305,-0.211539118710488,1.8715239400689243,-0.11437725271791917,False,True
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,-0.7618369437122462,0.04608914954742068,-0.21854079821769296,-0.4430456239044146,1.218186630664271,0.9058078189539135,0.9770054403504296,-0.6486500504638897,-0.3807095425114023,3.01953316822076,-0.7276877967435827,0.34690707628349704,0.09169721111514154,0.35115064048397276,-0.39201719133297425,-1.1382016372509853,1.3864589885413305,0.16580093088119577,1.265625978609343,0.06862635163075122,True,False
K6X_D105_D110_D165_D200_D215_D220,4ef84012a8f7313d144dc0f2eb6c8fecfe26d2127a794fcb3ca59499c7714070,-0.5586804253889809,-0.9749627788877071,0.4269950980561099,0.9438798074485403,0.9021165859513792,0.5309907904212592,-0.7238952226430637,3.343042567775423,0.8709382684849869,-0.11887925859136814,-0.7276877967435827,0.8454561679484036,0.2609843700969421,-0.7282483726293252,-0.9597662270565924,-0.7751871615828972,0.9018713808958166,0.30301549436908193,1.2799435212370986,0.4346335603280929,False,True
