schema_version,subrun_id,candidate_id,route,manifest_order,anchor_candidate_id,exact_geometry_hash,canonical_relative_geometry_hash,symmetry_equivalence_hash,physics_configuration_hash,wavelength_nm,input_polarization,normalization_version,runtime_geometry_hash,source_hash,source_common_hash,monitor_hash,boundary_hash,material_hash,integration_hash,solver_status,solver_called,runtime_seconds,solver_runtime_seconds,checkpoint_path,checkpoint_sha256,weighted_G0_Ex_real,weighted_G0_Ex_imag,weighted_G0_Ey_real,weighted_G0_Ey_imag,raw_weighted_G0_Ex_real,raw_weighted_G0_Ex_imag,raw_weighted_G0_Ey_real,raw_weighted_G0_Ey_imag,T,source_transmission_T,weighted_G0_power,normalization_scale,power_closure_residual,complex_normalization_residual,selected_power_above_one_flag,normalization_quality_status,checkpoint_reload,ml_record_validation,cleanup_status,quality_status,failure_code,evidence_tier,source_stage,execution_manifest_version,execution_manifest_path,execution_manifest_sha256,anchor_exact_geometry_hash,anchor_canonical_relative_geometry_hash,anchor_symmetry_equivalence_hash,anchor_450_source_row,anchor_450_source_path,anchor_450_source_sha256,anchor_phase_450_deg,exact_variable_changes,probe_type,expected_cancellation_mechanism,logical_candidate_id,candidate_instance_id,anchor_id,perturbation_axis,perturbation_sign,perturbation_size_nm,finite_difference_pair_id,local_jacobian_version,source_canonical_manifest_sha256,source_plan_sha256,source_execution_contract_sha256,source_label_contract_sha256,source_derivative_contract_sha256,execution_attempt_id
LP_ML_SCHEMA_V1.21,LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce,LP_H500_D5_J2LM06_J2_width_nmP01,D5_PLANAR_SIZE_JACOBIAN,6,LP_H500_D2_B120_J2LM06,56dc1195b84b5664e8de17645f0ee16b96d849ccffe8171d8b2b1335ca77c960,ce0af4ba73af3acb99152d1e2479e0e278caa58007c13afa33f127a3a6e3de15,edf894e1671fe8a7955bf997173b00c5db1c60fd6443fafaf7d3f6da1daafadf,403866467fb3ec47d5bb8efb9d22f225d6e670caee2b51aaa29b470bf01b8d38,450.0,x,LP_WEIGHTED_G0_SQRT_T_NORM_V1,02b70defd6a2779706da543a9dad82fde41180ac55ed623ab316980dab46650b,ca8d725ff2d00c84bc9df88c42fb36c734cb58fb343fc606858faf39d8a34d08,bc09ab50aca6e9f0bb9e700c0f0b7ce65d1887dd7929ac1c420a9030278e3c13,7f166708d99cad10497f7fd65343f64d587d85346f9ef0e66c4d140a14a9d5dd,cc10002f2844861edcfbb5c10d0d971fecf058efd234a909e45d001f3b98a532,74f7c15703f46926eab848a2790382cbd7b6e95db7ade8a596bf8c1646d2abc5,fbf217e2a846787608f1eb740e7dc81e653058bb7eed9cca20a47867e6ad71ba,PASS,False,20.828684329986572,10.537427425384521,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_j2lm06_local_planar_size_jacobian_stage_d5_v1_attempt2_recovery\subruns\LP_H500_D5_J2LM06_J2_width_nmP01\LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce\checkpoint.json,d92eaf7eac3e9d7151c71723faf2c52fcfa25cfccb12674acd7a11f9cae33e83,0.04718776865108476,0.9948276891481223,-4.109860197971464e-09,-5.723981621080642e-09,0.04511757997755549,0.9511833068630448,-3.92955529534849e-09,-5.472863116048757e-09,0.9919088166060613,,,1.0458843021846278,,,,,,,,PASS,NONE,FORMAL_FULL_DIMER_450,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,,,,,,,,,,,,,,LP_H500_D5_J2LM06_J2_width_nmP01,LP_H500_D5_J2LM06_J2_width_nmP01,LP_H500_D2_B120_J2LM06,J2_width_nm,1,1.0,J2LM06_J2_width_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,e53922063001ab7c2d952ed53aa7859724b3cab6a81d3a7418c4d424c016c250,40f062ac9fad2be9f77022c8eff5ab9ba555dd6048b79a51f1988661032e7a8f,f1713f2df721821c6a0852215991a56dcbce3ac792e5f992e26a43dc09b983e1,73b6ae472f5792700e7b32778d79ef9cc48b8ba012019c77ac448921f4ade674,890a876e7d3ac8e06c981ef91d2eb22e5be9fd94c83a315722d111f8297401cc,D5_ATTEMPT1
