run_id,wavelength_nm,T_api,R_api,closure_api,closure_raw,closure_EH,api_minus_EH_T,api_minus_EH_R
RUN2,445.0,0.9767040658761833,0.020393400701506175,0.9970974665776895,0.9970974665776903,0.99709746657769,-5.551115123125783e-16,-1.3877787807814457e-17
RUN2,445.99999999999994,0.9767138407897014,0.02040037336856913,0.9971142141582705,0.997114214158271,0.997114214158271,-4.440892098500626e-16,-6.938893903907228e-18
RUN2,446.99999999999994,0.9767147395632688,0.020424331383307022,0.9971390709465758,0.9971390709465758,0.9971390709465758,0.0,3.469446951953614e-18
RUN2,448.00000000000006,0.9767098359027383,0.02045669023498004,0.9971665261377184,0.9971665261377185,0.9971665261377185,-1.1102230246251565e-16,3.469446951953614e-18
RUN2,449.0,0.976711294070272,0.020477890578983665,0.9971891846492557,0.9971891846492558,0.9971891846492558,-1.1102230246251565e-16,3.469446951953614e-18
RUN2,450.0,0.9767201049145585,0.020490590956797155,0.9972106958713557,0.997210695871355,0.997210695871355,6.661338147750939e-16,-3.469446951953614e-18
RUN2,450.9999999999999,0.9767250041015216,0.02051344497434732,0.997238449075869,0.9972384490758686,0.9972384490758686,3.3306690738754696e-16,3.469446951953614e-18
RUN2,451.99999999999994,0.9767207518378677,0.020549546580943802,0.9972702984188114,0.997270298418811,0.997270298418811,4.440892098500626e-16,0.0
RUN2,453.00000000000006,0.9767157441605989,0.020582820906132875,0.9972985650667318,0.9972985650667322,0.9972985650667322,-4.440892098500626e-16,0.0
RUN2,453.9999999999999,0.9767179682485309,0.02060538364245011,0.997323351890981,0.9973233518909802,0.9973233518909802,7.771561172376096e-16,-1.0408340855860843e-17
RUN2,455.00000000000006,0.9767225485397556,0.020629436798077813,0.9973519853378334,0.9973519853378331,0.9973519853378331,3.3306690738754696e-16,6.938893903907228e-18
RUN3A,445.0,0.772601038089443,0.2266336126787597,0.9992346507682027,0.9992346507682032,0.9992346507682032,-2.220446049250313e-16,-1.942890293094024e-16
RUN3A,445.99999999999994,0.7767999810940471,0.2149066546396288,0.9917066357336759,0.9917066357336762,0.9917066357336762,-2.220446049250313e-16,-1.1102230246251565e-16
RUN3A,446.99999999999994,0.7914984128212268,0.20654356207749197,0.9980419748987188,0.9980419748987193,0.9980419748987193,-3.3306690738754696e-16,-2.220446049250313e-16
RUN3A,448.00000000000006,0.7966918265220448,0.1969305464388587,0.9936223729609035,0.9936223729609029,0.9936223729609029,5.551115123125783e-16,2.7755575615628914e-17
RUN3A,449.0,0.8074936515259246,0.1904595757454484,0.9979532272713729,0.9979532272713729,0.9979532272713729,0.0,0.0
RUN3A,450.0,0.8132458269390839,0.1815062781284073,0.9947521050674912,0.9947521050674915,0.9947521050674915,-3.3306690738754696e-16,1.1102230246251565e-16
RUN3A,450.9999999999999,0.8209431943348905,0.17723757639117793,0.9981807707260684,0.9981807707260675,0.9981807707260675,8.881784197001252e-16,1.1102230246251565e-16
RUN3A,451.99999999999994,0.8277712248262012,0.16784701803745,0.9956182428636513,0.9956182428636507,0.9956182428636507,4.440892098500626e-16,2.7755575615628914e-17
RUN3A,453.00000000000006,0.8326023563213449,0.16545810062432678,0.9980604569456717,0.9980604569456717,0.9980604569456717,1.1102230246251565e-16,-1.3877787807814457e-16
RUN3A,453.9999999999999,0.844053019856823,0.15380443459201404,0.997857454448837,0.9978574544488368,0.9978574544488368,2.220446049250313e-16,0.0
RUN3A,455.00000000000006,0.8693911227850826,0.11403130769514702,0.9834224304802296,0.9834224304802299,0.9834224304802299,-3.3306690738754696e-16,2.7755575615628914e-17
RUN3B,445.0,0.622990259536397,0.3687450812394079,0.9917353407758049,0.9917353407758048,0.9917353407758048,0.0,5.551115123125783e-17
RUN3B,445.99999999999994,0.765690405600639,0.22808157021418313,0.993771975814822,0.9937719758148226,0.9937719758148225,-3.3306690738754696e-16,-1.1102230246251565e-16
RUN3B,446.99999999999994,0.8166479954518507,0.17771218553855245,0.9943601809904032,0.9943601809904031,0.9943601809904031,1.1102230246251565e-16,-5.551115123125783e-17
RUN3B,448.00000000000006,0.8420752222065713,0.15343277840163522,0.9955080006082064,0.9955080006082065,0.9955080006082065,-1.1102230246251565e-16,8.326672684688674e-17
RUN3B,449.0,0.8579647513465921,0.13710700260194764,0.9950717539485398,0.9950717539485395,0.9950717539485396,0.0,8.326672684688674e-17
RUN3B,450.0,0.8736487589674989,0.12231268382166317,0.9959614427891621,0.995961442789163,0.995961442789163,-7.771561172376096e-16,-1.3877787807814457e-16
RUN3B,450.9999999999999,0.8571431997116374,0.1405517443169692,0.9976949440286067,0.9976949440286061,0.997694944028606,5.551115123125783e-16,5.551115123125783e-17
RUN3B,451.99999999999994,0.8072568643723462,0.18723459753475813,0.9944914619071044,0.994491461907104,0.9944914619071039,3.3306690738754696e-16,1.3877787807814457e-16
RUN3B,453.00000000000006,0.8517306770088897,0.1433360495139316,0.9950667265228214,0.9950667265228215,0.9950667265228215,0.0,-1.3877787807814457e-16
RUN3B,453.9999999999999,0.8711745565023101,0.12559830746468292,0.996772863966993,0.9967728639669932,0.9967728639669932,-1.1102230246251565e-16,2.7755575615628914e-17
RUN3B,455.00000000000006,0.8806215359352457,0.11508459576619288,0.9957061317014386,0.9957061317014385,0.9957061317014385,1.1102230246251565e-16,2.7755575615628914e-17
RUN3C,445.0,0.798202425399808,0.19716664201724737,0.9953690674170554,0.9953690674170548,0.9953690674170548,4.440892098500626e-16,2.220446049250313e-16
RUN3C,445.99999999999994,0.7941150473261219,0.19827226156441038,0.9923873088905323,0.9923873088905326,0.9923873088905326,-3.3306690738754696e-16,2.7755575615628914e-17
RUN3C,446.99999999999994,0.7986076182672975,0.19962158440419256,0.9982292026714901,0.9982292026714905,0.9982292026714905,-2.220446049250313e-16,-1.6653345369377348e-16
RUN3C,448.00000000000006,0.7868185947934396,0.20157298253168307,0.9883915773251227,0.9883915773251217,0.9883915773251217,5.551115123125783e-16,3.608224830031759e-16
RUN3C,449.0,0.8034309855772098,0.2049082352155996,1.0083392207928095,1.0083392207928095,1.0083392207928095,0.0,2.7755575615628914e-17
RUN3C,450.0,0.7337437248947121,0.2288122661595252,0.9625559910542373,0.9625559910542371,0.9625559910542371,2.220446049250313e-16,2.7755575615628914e-17
RUN3C,450.9999999999999,0.7969954584506863,0.22602194818527763,1.0230174066359639,1.023017406635964,1.023017406635964,-2.220446049250313e-16,5.551115123125783e-17
