candidate_id,category,wavelength_nm,geometry_hash_sha256,source_polarization_x_status,source_polarization_y_status,physics_origin,model_fill,Jones_complete,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,Txx,Txy,Tyx,Tyy,cross_power_xy_yx,combined_leakage,target_transmission,orthogonal_rejection,sigma1,sigma2,sigma2_over_sigma1,determinant_real,determinant_imag,jones_frobenius_norm,projection_error_apcd_v1,phase_wrapped_deg,primitive_valid,manufacturing_pass,phase_unwrapped_deg,x_checkpoint_sha256,y_checkpoint_sha256,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,material,H_nm,period_x_nm,period_y_nm,direct_gap_nm,periodic_gap_nm,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,geometry_legality,exact_geometry_hash_sha256,clean_materialization_version,clean_admission_status,quarantine_status,admission_source,quarantine_identity
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,450.0,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.22778564913261115,0.9447568686000191,-0.01201416835566483,0.006191092613834138,-0.011910099390851258,0.006338120690408829,-0.23113003333739315,0.09266964684192501,0.9444518427176788,0.00018266986903132975,0.000182022241386144,0.06200875575635157,0.0003646921104174738,0.062373447866769044,0.9444518427176788,15.1418892977513,0.9720674903041467,0.2488173725410779,0.25596717822877335,-0.03500603073386896,-0.23932061841862942,1.003406842005997,0.06195061690451009,103.55558448019792,True,True,103.55558448019792,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,450.5,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.1791245630877764,0.961642543735511,-0.0013088982143676375,0.005855804334240089,-0.0013689443709344613,0.005989538581706845,-0.2669930726170168,0.13713795509029458,0.9568419910234911,3.6003658936479797e-05,3.7748581112468e-05,0.09009211955182327,7.37522400489478e-05,0.09016587179187222,0.9568419910234911,10.612019514790997,0.9782331789870601,0.3001128293562837,0.3067906873359624,-0.08401939273858688,-0.28130081783275307,1.0232340215294657,0.08611766443608149,100.55152560076021,True,True,100.55152560076021,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,451.0,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.13906477892119196,0.9726151546513522,-6.161102554767093e-06,0.01386741608636887,-2.262417758105386e-05,0.013855710118153435,-0.29202437781398494,0.1876668726264097,0.9653192517938738,0.00019230526687166686,0.0001919812147317107,0.12049709231902211,0.0003842864816033776,0.1208813788006255,0.9653192517938738,7.985673735456092,0.9827629832665522,0.34695467905120597,0.35304003606035533,-0.14172519604417996,-0.31012478843680197,1.0422094945808635,0.11128826056238295,98.13701589403564,True,True,98.13701589403564,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,451.5,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.09703943203177175,0.9760788035129827,-0.006007799802272864,0.012040283614009571,-0.005892052517510682,0.012026318807721531,-0.30786546702284817,0.24822743262992947,0.9621464820363846,0.00018106208796997726,0.0001793486269340606,0.1563980040952426,0.00036041071490403785,0.15675841481014663,0.9621464820363846,6.137766085486768,0.981198082978485,0.3951647995531452,0.4027370277300166,-0.21230504336109993,-0.324445612072606,1.0577830102844965,0.14009985589655283,95.677553721788,True,True,95.677553721788,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,452.0,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.05270584743530933,0.9814354007582845,-0.0020629741340072133,0.004718881760094891,-0.00203314287966265,0.004830263938550281,-0.3171906545687141,0.30983758152361557,0.9659933522154487,2.6523707343339066e-05,2.7465119685182208e-05,0.19660923827013246,5.3988827028521274e-05,0.196663227097161,0.9659933522154487,4.911916510645897,0.9828996298003194,0.44335639958277906,0.45106986119513437,-0.28734916962177814,-0.3276128306145213,1.0782655421150253,0.16914988535430908,93.07399200766383,True,True,93.07399200766383,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,452.5,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.0138203538962151,0.9867298668516334,0.0050132820466700315,0.007869541726410627,0.004934415531476935,0.007894676301785824,-0.31443466578822327,0.36732856191589497,0.9738268323188586,8.7062683863182e-05,8.667437054725947e-05,0.23379943144855111,0.00017373705441044146,0.23397316850296157,0.9738268323188586,4.162130378238358,0.9869269503242748,0.4835030460560172,0.48990763287713696,-0.35807107476386296,-0.31541709645650523,1.098999545414747,0.1937184702299718,90.80244472402325,True,True,90.80244472402325,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,453.0,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,0.02355564149921434,0.98557067430537,0.001082211121342804,0.012363089641376447,0.0010972613495437732,0.012282534310765638,-0.2985132307160362,0.42795157434957337,0.9719044222971811,0.00015401716639186768,0.00015206463156433773,0.27225269890080395,0.0003060817979562054,0.27255878069876016,0.9719044222971811,3.5658525467625934,0.9861501930775936,0.5215083888960623,0.5288326185573523,-0.42865752974300114,-0.2841520700571291,1.115555109797782,0.219017147347224,88.63086232356983,True,True,88.63086232356983,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,453.5,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,0.06473880655136328,0.9833670724447869,-0.0024148289032037175,0.0061117265144853125,-0.0023289448899740666,0.006141863625254975,-0.2780458250100226,0.48972031090607987,0.9712019122423257,4.318459961961086e-05,4.31464730917665e-05,0.3171354637194516,8.633107271137736e-05,0.317221794792163,0.9712019122423257,3.061586335449103,0.9855964180555224,0.5630483174209941,0.5712767488865564,-0.4995432699428682,-0.24168813504954265,1.1350875327632175,0.2462092191103027,86.23343548466579,True,True,86.23343548466579,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_001,HIGH_UNCERTAINTY,454.0,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,0.10356622477388398,0.9836018544201703,0.004120622319660717,0.002634371153874215,0.004075779695136756,0.002718548066324859,-0.2520047123522007,0.5411851140033541,0.9781985709327128,2.3919439677650634e-05,2.40024837122077e-05,0.35638770266653874,4.7921923389858334e-05,0.3564356245899286,0.9781985709327128,2.744390581211148,0.9890617374383565,0.596984987297052,0.6035871823767313,-0.5584194914860119,-0.19184574245739236,1.1552636909046528,0.26706615624392027,83.98931248126434,True,True,83.98931248126434,03515777429283a499f056fda5a74d25f51227e3c8582c85aaf6f0ddb3d9b67a,cdc29ce87daaa50ae2b5de57b5474239a08434f079ce59fa37a4d9fb7f4d1f78,112,112,97,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,9af6f602bc527177c668422614dc51d70a410849fdf3a04e9d3c08a77cec62d5,PASS,2a6e6f03bd12292ddd167149aa10f2043122dbf47bc0158d1795a11452a30d82,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
LPML_R2_HIGH_UNCERTAINTY_002,HIGH_UNCERTAINTY,450.0,f35441827cf0d2c9b7e095c33da9cd6d0ab99b099c0d7a4277be47f64dcf3a72,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.2371109510208969,0.9451678712791807,-0.005742440259975946,0.005948661628622751,-0.005827546553004983,0.006111952432902783,-0.2102733937106759,0.07923856623959252,0.949563907992452,6.836219531124128e-05,7.131626136950653e-05,0.050493650482311234,0.0001396784566807478,0.05063332893899198,0.949563907992452,18.75373252934999,0.974548786517578,0.22461500312436802,0.23048102489255587,-0.025032729019789455,-0.21746222409448412,1.0000986136034007,0.05062334414593339,104.08296005476268,True,True,104.08296005476268,e6b7b0d216a2402ee7a3d5a01a8705449dd0880c85a01b0024397a01a35b744d,eac62a624994faabc9d8fcb06e3fdbc6f39369e9a504d705a5f921475ea6fc47,112,112,98,192.12756179163884,-2.0879838327233444,-96.0,-3.5,96.0,3.5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,80.12756179163884,127.87243820836116,32e72a11e9aabfb528142704dc15012076cb51fa31df29505cccc23440af0713,32e72a11e9aabfb528142704dc15012076cb51fa31df29505cccc23440af0713,PASS,f35441827cf0d2c9b7e095c33da9cd6d0ab99b099c0d7a4277be47f64dcf3a72,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054
