record_id,geometry_id,source_id,source_relative_path,source_row_identifier,source_candidate_id,source_commit,extraction_rule,dedup_action,conflict_status,notes
TMM_coarse_ZL1_N2_M3_L82_H46,GEO_e6c8a8189135cf18,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L82_H46,ZL1_N2_M3_L82_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L76_H47,GEO_d6470d9fb5519897,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L76_H47,ZL1_N2_M3_L76_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L77_H47,GEO_9ce8cabaecaefdcf,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L77_H47,ZL1_N2_M3_L77_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L78_H47,GEO_d4a563d9a03e78ed,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L78_H47,ZL1_N2_M3_L78_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L79_H47,GEO_489394919a5cf573,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L79_H47,ZL1_N2_M3_L79_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L80_H47,GEO_98d8a2cf8e0ae10b,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L80_H47,ZL1_N2_M3_L80_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L81_H47,GEO_b9a82ecdab851136,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L81_H47,ZL1_N2_M3_L81_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M3_L82_H47,GEO_12e9fb0288f53cdf,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M3_L82_H47,ZL1_N2_M3_L82_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L76_H42,GEO_c73928a819ecb82f,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L76_H42,ZL1_N2_M5_L76_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L77_H42,GEO_486cc4e53d7382b4,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L77_H42,ZL1_N2_M5_L77_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L78_H42,GEO_56e883e5e68fd345,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L78_H42,ZL1_N2_M5_L78_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L79_H42,GEO_8f0b2efc06d9eb80,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L79_H42,ZL1_N2_M5_L79_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L80_H42,GEO_d5d553717673dbd8,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L80_H42,ZL1_N2_M5_L80_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L81_H42,GEO_6a4b3f4f89eeb71b,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L81_H42,ZL1_N2_M5_L81_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L82_H42,GEO_c127b8d7c91c7a0f,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L82_H42,ZL1_N2_M5_L82_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L76_H43,GEO_7d734e86b274f764,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L76_H43,ZL1_N2_M5_L76_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L77_H43,GEO_1bc99f25c1a51a12,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L77_H43,ZL1_N2_M5_L77_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L78_H43,GEO_abe2099a8f137bfa,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L78_H43,ZL1_N2_M5_L78_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L79_H43,GEO_0aad8ba583e215d4,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L79_H43,ZL1_N2_M5_L79_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L80_H43,GEO_30f2c90146427314,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L80_H43,ZL1_N2_M5_L80_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L81_H43,GEO_a67e9612c189e811,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L81_H43,ZL1_N2_M5_L81_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L82_H43,GEO_70e0e3bfa518d484,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L82_H43,ZL1_N2_M5_L82_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L76_H44,GEO_0bc3770827af930b,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L76_H44,ZL1_N2_M5_L76_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L77_H44,GEO_d1831a1c0776d1f2,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L77_H44,ZL1_N2_M5_L77_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L78_H44,GEO_6fdbc13c3a31f9a0,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L78_H44,ZL1_N2_M5_L78_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L79_H44,GEO_f113d6914ee8f4a8,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L79_H44,ZL1_N2_M5_L79_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L80_H44,GEO_98b973ea0bdca534,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L80_H44,ZL1_N2_M5_L80_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L81_H44,GEO_4ebd371e783ffd57,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L81_H44,ZL1_N2_M5_L81_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L82_H44,GEO_969f7d08f59cce9c,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L82_H44,ZL1_N2_M5_L82_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L76_H45,GEO_c896a679dceb92ad,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L76_H45,ZL1_N2_M5_L76_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L77_H45,GEO_2be121ba9d623ea7,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L77_H45,ZL1_N2_M5_L77_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L78_H45,GEO_087f88ff07df775b,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L78_H45,ZL1_N2_M5_L78_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L79_H45,GEO_44ee1104f5b171e8,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L79_H45,ZL1_N2_M5_L79_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L80_H45,GEO_c047dceb37c9ddfe,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L80_H45,ZL1_N2_M5_L80_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L81_H45,GEO_7f9d17557a9475d2,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L81_H45,ZL1_N2_M5_L81_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L82_H45,GEO_69308a00863957ab,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L82_H45,ZL1_N2_M5_L82_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L76_H46,GEO_5cf7662586223209,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L76_H46,ZL1_N2_M5_L76_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L77_H46,GEO_9aedcadeb967ca6a,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L77_H46,ZL1_N2_M5_L77_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L78_H46,GEO_684379ee56aa4655,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L78_H46,ZL1_N2_M5_L78_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L79_H46,GEO_2835648b8f3a961b,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L79_H46,ZL1_N2_M5_L79_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L80_H46,GEO_b6338b775d016fc0,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L80_H46,ZL1_N2_M5_L80_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L81_H46,GEO_824e9dedbfbc871a,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L81_H46,ZL1_N2_M5_L81_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L82_H46,GEO_6ced22060ede9e58,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L82_H46,ZL1_N2_M5_L82_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L76_H47,GEO_8a605e9826d8f29a,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L76_H47,ZL1_N2_M5_L76_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L77_H47,GEO_6691a9421a233da2,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L77_H47,ZL1_N2_M5_L77_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L78_H47,GEO_3ec8563f196f1414,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L78_H47,ZL1_N2_M5_L78_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L79_H47,GEO_a679afc2b0e62101,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L79_H47,ZL1_N2_M5_L79_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L80_H47,GEO_99a5e52006244af8,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L80_H47,ZL1_N2_M5_L80_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L81_H47,GEO_277f70a56962e004,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L81_H47,ZL1_N2_M5_L81_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N2_M5_L82_H47,GEO_e252fab31e0ace13,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N2_M5_L82_H47,ZL1_N2_M5_L82_H47,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L76_H42,GEO_8febf08f0993d35f,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L76_H42,ZL1_N3_M1_L76_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L77_H42,GEO_44d99a3835972608,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L77_H42,ZL1_N3_M1_L77_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L78_H42,GEO_ddb3ed63b3fd4df4,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L78_H42,ZL1_N3_M1_L78_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L79_H42,GEO_66b2e0784a862326,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L79_H42,ZL1_N3_M1_L79_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L80_H42,GEO_df61e63ef863f1bc,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L80_H42,ZL1_N3_M1_L80_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L81_H42,GEO_dbbfbf68bd220cc3,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L81_H42,ZL1_N3_M1_L81_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L82_H42,GEO_beecd42a22067ca9,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L82_H42,ZL1_N3_M1_L82_H42,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L76_H43,GEO_2cf491ea1b7ede28,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L76_H43,ZL1_N3_M1_L76_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L77_H43,GEO_461e31ad7fbb0ffd,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L77_H43,ZL1_N3_M1_L77_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L78_H43,GEO_672b4f791dc678e8,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L78_H43,ZL1_N3_M1_L78_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L79_H43,GEO_0d4d9157b631d269,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L79_H43,ZL1_N3_M1_L79_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L80_H43,GEO_29630a3eea1ed688,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L80_H43,ZL1_N3_M1_L80_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L81_H43,GEO_a07d935c7935aa00,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L81_H43,ZL1_N3_M1_L81_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L82_H43,GEO_23dc92e19c46bccc,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L82_H43,ZL1_N3_M1_L82_H43,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L76_H44,GEO_f902e6b651b25a08,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L76_H44,ZL1_N3_M1_L76_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L77_H44,GEO_7f5d4fdbdbb57f7d,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L77_H44,ZL1_N3_M1_L77_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L78_H44,GEO_c08a7547de704b0e,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L78_H44,ZL1_N3_M1_L78_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L79_H44,GEO_817ed8929a34811c,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L79_H44,ZL1_N3_M1_L79_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L80_H44,GEO_6bddcbe2eb77dd53,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L80_H44,ZL1_N3_M1_L80_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L81_H44,GEO_c8fff9c466a06051,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L81_H44,ZL1_N3_M1_L81_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L82_H44,GEO_fba747fab33b6dab,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L82_H44,ZL1_N3_M1_L82_H44,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L76_H45,GEO_e9ad59bc20af3cd1,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L76_H45,ZL1_N3_M1_L76_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L77_H45,GEO_e067a193093734af,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L77_H45,ZL1_N3_M1_L77_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L78_H45,GEO_e11389094bdf4493,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L78_H45,ZL1_N3_M1_L78_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L79_H45,GEO_81e923b213e2b31a,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L79_H45,ZL1_N3_M1_L79_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L80_H45,GEO_2f1d0c50ac25c144,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L80_H45,ZL1_N3_M1_L80_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L81_H45,GEO_2cad417a6912f39b,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L81_H45,ZL1_N3_M1_L81_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L82_H45,GEO_e7b47dd761e76020,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L82_H45,ZL1_N3_M1_L82_H45,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L76_H46,GEO_44cc768b98f48ea2,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L76_H46,ZL1_N3_M1_L76_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L77_H46,GEO_1c078679537ff8d6,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L77_H46,ZL1_N3_M1_L77_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L78_H46,GEO_3dc7803b588170aa,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L78_H46,ZL1_N3_M1_L78_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
TMM_coarse_ZL1_N3_M1_L79_H46,GEO_bd9fa8373bc3622e,tmm_coarse,outputs/mdc_native_m1_topology_coarse_scan/metrics_all.csv,ZL1_N3_M1_L79_H46,ZL1_N3_M1_L79_H46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,canonical nominal metric; refined supersedes coarse,canonical,false,
