source_id,relative_path,file_type,source_stage,simulation_method,fidelity_level,row_count,size_bytes,sha256,git_commit,included_in_database,exclusion_reason,notes
SRC_00240,scripts/stage_r2_1_rcled_stack_tmm_453_highq_screen.py,py,other,metadata,unknown,,13862,594ba3d5027d68e59f9de93d5838905d79281158e2b834250aca7ee7acbbd1b3,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00241,scripts/stage_r2_1a_rcled_stack_tmm_physical_sanity_audit.py,py,other,metadata,unknown,,9912,2e70a9c43a45448127fa617697e67afacb15eb44592e84e751b646e226368143,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00242,scripts/stage_r2_1b_rcled_highres_tmm_shortlist_verify.py,py,other,metadata,unknown,,12093,fb6881f24597564923a7c284e09606a44740e128ff75e96174cc20bfeeb290a3,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00243,scripts/stage_r2_2a_rcled_fdtd_dipole_prepare_only.py,py,other,metadata,unknown,,10201,e9ab7e510933aca1cbfdfbd87507a6574b9ae39c3c2431d3426ec3184c31008c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00244,scripts/stage_r2_2b_rcled_fdtd_vertical_geometry_mapping_audit.py,py,other,metadata,unknown,,14340,480e733ff7d13cef9f9e4268528235e8524fc75563c787395ededd24de0ebfe9,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00245,scripts/stage_r2_2c_rcled_fdtd_smoke_setup_only.py,py,other,metadata,unknown,,15865,58e9048c7bbf03e5cc05340cac99648c9409488b8aad254a66970d16ec19a670,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00246,scripts/stage_r2_2d_rcled_fdtd_smoke_solve.py,py,other,metadata,unknown,,14387,8a008a4c6f95bff8e0dd9b6f40342b001983c568a2f6b7eedb4da0ef17be4ec1,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00247,scripts/stage_r2_2e_rcled_offaxis_directional_reanalysis.py,py,other,metadata,unknown,,11878,a3a8b8e6b51b274880ad9c4d1c99532a3fdd9c7a7035d70de8282594962f8ebc,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00248,scripts/stage_r2_2g_offaxis_farfield_polar_plot.py,py,other,metadata,unknown,,8328,7059ed03deba5c0ba89a645e33b95c925f2d14a6e1d68d6535fc3d0c2eec0ab1,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00249,scripts/stage_r2_3a_normal_rcled_route_reset_decision.py,py,other,metadata,unknown,,6691,b543984dfe19379f06405ea00ddf2fd63154a805c2a7a2692d2b6d92c29de8a6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00250,scripts/stage_r2_4a_normal_rcled_variable_dbr_inverse_design_formulation.py,py,other,metadata,unknown,,12343,4fc22e8de5ecc7b01d77381e3a90f66be557b68ac8b81a065ac2e548d3e70c03,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00251,scripts/stage_r2_4b_normal_rcled_variable_dbr_tmm_optimize.py,py,other,metadata,unknown,,20758,15f4f23ba268d3c26697ac965b8762930a8a8d4491b7dd75dee1d54f8de60f7e,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00252,scripts/stage_r2_4c_variable_dbr_setup_only_fsp.py,py,other,metadata,unknown,,17613,68fae9caefbf0e235b4de75191efbd47386a943cb65c33a5e3f0326547c32091,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00253,scripts/stage_r2_4d0_variable_dbr_xline_xdipole_position_scout.py,py,other,metadata,unknown,,20564,d8d9f30b284edc347a2806c7f0f902ff49b9ee284c7bf595fffdf85bda829c01,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00254,scripts/stage_r2_4d1_xline_failure_diagnosis_proxy_correction.py,py,other,metadata,unknown,,14922,67b2d7caf92f74818ac0718b7a25434b9f6f4efcafafb5c5d20d84e0f4371fe8,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00255,scripts/stage_r2_4d2_corrected_risk_aware_tmm_optimize.py,py,other,metadata,unknown,,29565,99b9f9e2cd6bc4134aaa33183bc1f64a2710c50e1d1c2e4b9e8929a4fd58268f,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00256,scripts/stage_r2_4d3_cavity_phase_design_space_reset.py,py,other,metadata,unknown,,19275,4e588cc0e53373fff9376424205f896cff642301433c091d65dc9ea83c9cfe03,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00257,scripts/stage_r2_4d4_focused_cavity_phase_sweep.py,py,other,metadata,unknown,,19122,4916398e1d461b6278c4f7a13358a8d6b96f50dd998e2b909498d30b3227d8b8,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00258,scripts/stage_r2_4d5_focused_cavity_termination_phase_optimization.py,py,other,metadata,unknown,,26020,049f4d6c8cff5bbcefdb282a638cab8c74e247f9aed9eea54cf2f9ce5576fe22,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00259,scripts/stage_r2_4d5a_shortlist_te_tm_offaxis_risk_review.py,py,other,metadata,unknown,,15957,e91fd1344c4af0ed5b89a041d142ca8ff44ba6a9c7a5fa9e10f9e622dd3fc045,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00260,scripts/stage_r2_4d6_setup_only_fsp_d5_primary.py,py,other,metadata,unknown,,17266,7514b1eaae9e554f5d49658e6c2e22e353e16311a58c656048dbebb4dbb47d30,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00261,scripts/stage_r2_4d7_xline_xdipole_fdtd_scout_d5_primary.py,py,other,metadata,unknown,,17523,c90ed4b6badee26d680163dd97811f805fcd0c219a23d4e86d9f7c4581751724,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00262,scripts/stage_r2_4d8_source_position_failure_diagnosis_proxy_redesign.py,py,other,metadata,unknown,,13377,4945b6dbc0afeb1c331848fca1a477c030d55ffd776e2d8158518c68f83d4706,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00263,scripts/stage_r2_4d9_proxy_redesigned_stack_search_v2.py,py,other,metadata,unknown,,19099,c49df2f75169aa7965959c0ac34b8e7f6f4779957d975f0d6e938966680716a6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00264,scripts/stage_r2_4e0_new_design_family_reset_after_d9_nopass.py,py,other,metadata,unknown,,17717,58cb9f081a4f6594a98a7a0073ab6b05680adde083c76438b320cd4bf660e403,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00265,scripts/stage_r2_4e1_new_family_candidate_generator_proxy_scan.py,py,other,metadata,unknown,,18869,b25639c7bdb62328a5a15d1c3310604344e97ff6a873fdd0b962ce64949a2ae3,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00266,scripts/stage_r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard.py,py,other,metadata,unknown,,21403,daf84606bdc4f1acbcf0ca419baef6653f9f8c0f1601b5c92532f4232cbc0241,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00267,scripts/stage_r2_4e3_e1_0236_fdtd_failure_diagnosis_proxy_correction.py,py,other,metadata,unknown,,15037,448e67f5bf0153a3eeb1366ee03881fde09a1c244ae0f07782841ae858b5b2b6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00268,scripts/stage_r2_4e4_candidate_generator_v3_faroffaxis_guard.py,py,other,metadata,unknown,,19636,8e66d72cf3268378fa2d0eaf38f4bf4ba9bc9700819c26203545b8516950dc8d,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00269,scripts/stage_r2_4e5_no_pass_route_audit_design_freedom_escalation.py,py,other,metadata,unknown,,14157,99ca25c4ddac34766a88f202f28e2119e04247bbb29e727051e18159c137e9ec,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00270,scripts/stage_r2_4f0_literature_seeded_relaxed_target_rcled_mdc_scan.py,py,other,metadata,unknown,,17933,5c75b1bf71b04f0ad242bc4af4eeb9280b1ae1ff6978520d93501cf951cfb592,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00271,scripts/stage_r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard.py,py,other,metadata,unknown,,22977,91dc4c1f3fd30062afebf4e07d5d1ccc35d7a9a878a85299f4efd3317f77725e,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00272,scripts/stage_r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard.py,py,other,metadata,unknown,,23052,be7d9dc57d866ca43554427b7376529204e248d8ddc07f5796b466c94bbbfe4e,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00273,scripts/stage_r2_4f3_f0_shortlist_fdtd_failure_audit_proxy_breakdown.py,py,other,metadata,unknown,,12702,24c560d5d7b483719dd82e9cba86178b567f244dae874c0dadcb6779aeb33232,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00274,scripts/stage_r2_4fmm2b1_rcwa_api_smoke_test.py,py,other,metadata,unknown,,12026,f158e481d6d4aeab1f5e45707ed204de50f9434c808fa8dbd02cd225cef37afb,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00275,scripts/stage_r2_4fmm2b1r_rcwa_result_schema_audit.py,py,other,metadata,unknown,,15066,f9c9fcabc3c5c698c9169786310c4f6236fd42cf78a389a42ee4edab8534e190,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00276,scripts/stage_r2_4fmm2b2_rcwa_tiny_calibration.py,py,other,metadata,unknown,,13141,93f7ed0557a1ec875147b0fedb7fb0f2619f1619bd1d113f58f10b63dfd525fc,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00277,scripts/stage_r2_4fmm2b2q_rcwa_tmm_quantitative_calibration.py,py,other,metadata,unknown,,18384,937974291a446c9caf708b2b0e5de8a92dcb31f58210e785c64dc6fce4c5727d,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00278,scripts/stage_r2_4fmm2b2r_rcwa_interface_material_repair.py,py,other,metadata,unknown,,16206,8477b314ad50cb9b9554c5141dd2838ad88d4e687958693be2c8f690e4a6bcc6,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00279,scripts/stage_r2_4fmm2c1_fmmax_dipole_bz_smoke.py,py,other,metadata,unknown,,12375,ce7b2519b262a006cf20a1dec5b5515ec0457b49099dcd0b0706e7e62392821d,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00280,scripts/stage_r2_4fmm2c2_fmmax_single_dipole_slab_metric.py,py,other,metadata,unknown,,17436,9b7d6f24b32c46e111b021529dfa04bfba745d6abcb30e8573dec0574bde5617,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00281,scripts/stage_r2_4fmm2c3_fmmax_dbr_slab_dipole_extraction_table.py,py,other,metadata,unknown,,17897,1bdc642d8ffc4aaf3408fdedba86c8d84512c62cc43c4a82160bd4c7f9536363,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00282,scripts/stage_r2_4fmm2c_freeze_fmmax_dipole_feasibility_synthesis.py,py,other,metadata,unknown,,13293,b05ec4bbe21692a44e7539d46cc366426b73ec17b3a7cf58b009f3a9c7afff0e,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00283,scripts/stage_r2_4g0_dipole_aware_proxy_spec_minimal_validation_plan.py,py,other,metadata,unknown,,14127,84d1086f13dfb091b765b152f2146e93a9817657d3a8bb3dc03157ec2aaa419c,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00284,scripts/stage_r2_4g1_negative_dataset_feature_table_dipole_aware_proxy.py,py,other,metadata,unknown,,19642,e402da183d65c8b0d2e699b07129cb0aaf0e2c86f42dad05cb8c858421dbd7c5,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00285,scripts/stage_r2_4g3_update_dipole_aware_proxy_thresholds_from_negative_dataset.py,py,other,metadata,unknown,,12110,1ec2a58cefdf6bb544efdbd1f9615990cda90f0173407e0979d45c101dab1588,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00286,scripts/stage_r2_4h0_baseline_pivot_after_proxy_candidate_failures.py,py,other,metadata,unknown,,10146,b75385e56a7bdacab53fa3ce27ba85cdb5feffc4507ceb2fee1efa5a675244ef,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00287,scripts/stage_r2_4h1a_inventory_existing_wan_mdc_server_files.py,py,other,metadata,unknown,,11635,fa19de085fa25f14a3f0f7ba7db21eef14e673a770b34e2f487071f88de03e1d,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00288,scripts/stage_r2_4h1b_readonly_fsp_audit_existing_wan_mdc.py,py,other,metadata,unknown,,21310,464a733b065b4fd4a66c05dd61dd1d2af9e65793271e4e512199976ac258d7d1,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00289,scripts/stage_r2_4h1c_wan_mdc_path_resolution_and_gui_audit_pack.py,py,other,metadata,unknown,,19320,616f815031a4166058b2780f7eee67a421b441c292c6b54646295d41e72885c0,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00290,scripts/stage_r2_4h1d_lumerical_internal_no_run_fsp_audit.py,py,other,metadata,unknown,,19291,a93b8f2d1cb2c98058ebeeb04478922c8b99c91d70eb0832d54930f3b8c9f109,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00291,scripts/stage_r2_4h1e_manual_gui_audit_record_and_no_run_plan.py,py,other,metadata,unknown,,15450,e081f8eefe22456ec0524a93ffc9a414e43a0b6d20906b326c3dd4cc6baacde4,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00292,scripts/stage_r2_4h1f_minimal_source_isolated_xaxis_three_position_xdipole_validation.py,py,other,metadata,unknown,,24191,0613593a21bf4480c2e530c8bb79e028b354534cec72c10a7b353718a314e4d3,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00293,scripts/stage_r2_4h1g_h1f_failure_analysis_and_metric_audit.py,py,other,metadata,unknown,,18767,6860fba8d8fa8e6595633fa6e8bb96f6da8f32725ce084e246e64140e681ce93,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00294,scripts/stage_r2_4h1h_corrected_metric_freeze_and_physics_decision.py,py,other,metadata,unknown,,13373,a77d293ec77da36d3303d4a9c0e70ff626c60139f3c848f40031adc461a81676,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00295,scripts/stage_r2_4h1i_rcled_mdc_bottom_reflector_design_plan.py,py,other,metadata,unknown,,14191,809ac013b36a4ae23dc90b43ca4c6665619fce55292829138c4b15fd736411c0,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00296,scripts/stage_r2_4h1j2_monitor_global_coordinate_audit_correction.py,py,other,metadata,unknown,,14604,fbacb43c880afb3a8900a07e80b0f28950b46201258952dade72c7b6866fbc46,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00297,scripts/stage_r2_4h1j3_create_corrected_derived_rcled_mdc_fsp_no_run.py,py,other,metadata,unknown,,26829,84e47ab32eb64386579462883b89a4188f2cd7afadf9c458aaf65ee1cbd55dc8,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00298,scripts/stage_r2_4h1j4_fmm2b0_integer_dbr_and_lumerical_rcwa_audit_no_run.py,py,other,metadata,unknown,,32246,03977c89907e12d32bf60706cc62956009e187e8ac64dab9ac2f8e6ec3600c75,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00299,scripts/stage_r2_4h1j_create_derived_rcled_mdc_fsp_no_run.py,py,other,metadata,unknown,,19076,4662c7cfa916b4d739a4e85172ed8ed0b48509bff7012c841d723926077fa731,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00300,scripts/stage_r2_4h1k4_manual_gui_audit_record_h1j4.py,py,other,metadata,unknown,,12336,18da05ab9581683a44a06bacda9416a61ccca95deaae9cd992410dc9456aa93e,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00301,scripts/stage_r2_4h1k_fmm2a2_joint_gui_audit_and_fmm_env_plan.py,py,other,metadata,unknown,,21104,4cd0c71908811fe51276745b87693d1c5a340699a1f5b86ee861b03b501fb626,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
SRC_00302,scripts/stage_r2_fmm2a_solver_inventory_and_validation_protocol.py,py,other,metadata,unknown,,17165,14682705046309a9130fc5ab670c1aecced2ff6d4fd5cd43e7ad851ded2ab31d,81371ba1b38368cfff3e4eb680f4be9d30f58ed6,true,,
