record_id,geometry_id,parent_group_id,split,simulation_method,source_stage,usable_for_training
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1958,GEO_2d0edb9577cbea28,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1959,GEO_4256b61c385b07ad,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1960,GEO_3c154273495fed64,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1961,GEO_7945906c35d6f076,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1962,GEO_8e11a3ece2e92c78,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1963,GEO_d28d8315ee4d7055,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1964,GEO_dc9d6328de567904,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1965,GEO_abe1129339c7b791,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1966,GEO_4d4f45af075befd0,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1967,GEO_505a98dc3e7e05ea,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1968,GEO_2099770748976125,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1969,GEO_94fea7cb2ca36834,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1970,GEO_90057948dd193627,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1971,GEO_575205e46a5b73dd,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1972,GEO_49a58895470a288f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1973,GEO_90a5a1a02cc55e4f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1974,GEO_d1656227719cd02f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1975,GEO_bbbc3bf69e9ee632,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1976,GEO_5d0b49e28bfc6824,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1977,GEO_348c33d7341e0ee3,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1978,GEO_a3ad3eb02b242887,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1979,GEO_d4b15f54fbbb897b,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1980,GEO_14ef5d9fea7fc055,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1981,GEO_5c681aa7e7445f30,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1982,GEO_423b82e78eedec45,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1983,GEO_010d5943409f8037,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1984,GEO_0353c86c48c28bbd,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1985,GEO_2e42c9652ef4fe00,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1986,GEO_fb2679728c471fff,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1987,GEO_ce4fcc26ce0afe34,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1988,GEO_a32b313491474c51,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1989,GEO_9e8154214dedf6b9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1990,GEO_f61e9e6a9e11bd21,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1991,GEO_3c4c518d63168d3f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1992,GEO_ed3e831890e0fb7b,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1993,GEO_04c84e5595f2a26b,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1994,GEO_ed6fe37c2e82c4c8,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1995,GEO_c6eaaf26c4e74dd9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1996,GEO_ad8cbef5a96144d8,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1997,GEO_5772acf611055465,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1998,GEO_f5addf09b78120bf,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_1999,GEO_bb1b712e6a47df1c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2000,GEO_37410acf9c853406,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2001,GEO_fefbb10a599e2fa1,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2002,GEO_aea52e176535f280,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2003,GEO_5e0d23a4e6f7c533,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2004,GEO_155b77bbd4fe025a,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2005,GEO_6fdb2ad750d5c6d2,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2006,GEO_3fa1090f06c3d100,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2007,GEO_83460b2ac2e1be22,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2008,GEO_8e40515464559848,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2009,GEO_bffdb00856afb2d8,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2010,GEO_7cacbb70fd4d3b4f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2011,GEO_12bf38cf1b2f7a6a,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2012,GEO_e0c5c808f3dbc0c0,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2013,GEO_e0ff620e96f0673d,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2014,GEO_c810e1095563f7e6,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2015,GEO_e18e86f876c4b57c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2016,GEO_36484634d9436d0c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2017,GEO_58a4707515057abc,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2018,GEO_50699041e4c146fd,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2019,GEO_cfb7d7d116b4b025,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2020,GEO_765197253b93cdca,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2021,GEO_7b594410c61f2514,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2022,GEO_b1384d91b1442996,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2023,GEO_4618cfbdec7cfba3,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2024,GEO_cb0e11043f9ccf81,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2025,GEO_18a5e388e564fba0,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2026,GEO_1cf829c512b35766,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2027,GEO_6c45c9ee585e9057,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2028,GEO_49d01fbb87aa2e32,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2029,GEO_cc8a8f97963226f8,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2030,GEO_06bae1fcbd243cd2,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2031,GEO_3c399b9a2c82f795,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2032,GEO_465a35e44c446996,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2033,GEO_7cede31154b9b874,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2034,GEO_8c1cb0de38e2ee23,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2035,GEO_8a96555b769474f6,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2036,GEO_37e0a0410bc46964,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2037,GEO_481117206a4363c7,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2038,GEO_37b2086e8aea19e9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2039,GEO_8695c054fdef8d22,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2040,GEO_a7cb0b784f59ee26,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2041,GEO_921184a6b0874c67,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2042,GEO_3b005d0de2f1dcc0,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2043,GEO_fb907abc598fafd2,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2044,GEO_a9a191d087485cc6,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2045,GEO_91cdb1164b1cf860,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2046,GEO_fa2a6c0fee4c15b7,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2047,GEO_0b4c2155138f72f0,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2048,GEO_7f50dc286d9592cb,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2049,GEO_810bf3e04b43921d,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2050,GEO_906cbdd7a4f4633c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2051,GEO_d19cdb1d6a090310,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2052,GEO_f3073ff6b15de7ed,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2053,GEO_159e527001d38473,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2054,GEO_cbc0ecd9edb086f3,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2055,GEO_d0c71a85a5961c2a,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2056,GEO_fe23ac0921885587,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2057,GEO_af2d31abe42b6511,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2058,GEO_3302d291c53576e7,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2059,GEO_a0d0107c691df238,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2060,GEO_49c942fcc84eeb2a,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2061,GEO_5e7ca17f2d0a30b6,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2062,GEO_82bdec3c48514d4c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2063,GEO_2beeda33177162c2,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2064,GEO_5a462a9c35fdfc15,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2065,GEO_8b6b04fd502caa03,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2066,GEO_88c87d3841ca186c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2067,GEO_0022b62f42338217,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2068,GEO_21c03e4dd2737f91,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2069,GEO_3cf86506d789f330,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2070,GEO_92a4633c2183e0db,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2071,GEO_b2742367cdd3c526,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2072,GEO_be18ddf8ddbe7e87,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2073,GEO_e8919d4dec85cd5b,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2074,GEO_686862e609b76e35,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2075,GEO_75b422427b1d3f25,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2076,GEO_b3979ebc3c68cad9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2077,GEO_22f3fc505ef30a12,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2078,GEO_7e718bfb7e813209,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2079,GEO_75d47318ed169c14,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2080,GEO_ff365515ea8496ac,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2081,GEO_6b632fe95311864b,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2082,GEO_bc3b362531cac1da,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2083,GEO_36c189d0d62cc1d3,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2084,GEO_af52f84c993c59d5,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2085,GEO_b5609f6677099ac9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2086,GEO_d4b96a25e5d96ca9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2087,GEO_1dce409d2fb5cebf,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2088,GEO_7c551b490ab7e4dd,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2089,GEO_b3ff6d09b0f1d0b9,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2090,GEO_e4b5a31a0fd8d5b2,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2091,GEO_63104109f0c7f2a8,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2092,GEO_5000eefcd55a119a,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2093,GEO_83c4da10510047a6,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2094,GEO_4c950d674944e572,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2095,GEO_8daea2581271285b,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2096,GEO_577d9943d82e1993,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2097,GEO_5e7cfce2d2ad9aa1,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2098,GEO_ca4573063caba731,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2099,GEO_98129acd47b97d86,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2100,GEO_8fc9b63373164018,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2101,GEO_3fcdb4bafb3e53ac,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2102,GEO_f2ad7f655709eae0,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2103,GEO_13869d3720140d2f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2104,GEO_f873a0b2cbd61a5f,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2105,GEO_d5b3953cf20096f2,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2106,GEO_eeec1814ca22c0d3,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2107,GEO_afc63a97a67addae,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2108,GEO_5530e3d5009f39ae,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2109,GEO_eeab48024ec5ad53,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2110,GEO_082198c3583619dc,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2111,GEO_5d2dbd2691ea1e27,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2112,GEO_4cdc9cf1614ba67e,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2113,GEO_5979a26bbcb10271,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2114,GEO_e7efd48e3a31eebc,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2115,GEO_54066b8b9f5affbb,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2116,GEO_57fbc98633cf44c1,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2117,GEO_5e6d2a42278b9e03,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2118,GEO_3bc4d80544e1294e,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2119,GEO_ef1b5e9ca7ecf4f8,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2120,GEO_a84d2ba82a6b411c,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2121,GEO_a33ae9685c7f6c10,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2122,GEO_0d27e738dafd4fc1,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2123,GEO_ca5e05f3f435c01d,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2124,GEO_09d3ec1939fda015,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
integer_correlated_bias__correlated_bias_ZL1_N3_M3_L78_H46_2125,GEO_6a7d67fc4122a356,GEO_ad8cbef5a96144d8,train,TMM,tolerance,false
