geometry_id,geometry_hash,candidate_id_primary,candidate_aliases,topology_family,N,M,H_nm,L_nm,C_nm,added_defect_thickness_nm,effective_central_L_thickness_nm,compiled_sequence,compiled_sequence_json,layer_material_sequence,physical_layer_count,total_thickness_nm,substrate_material,superstrate_material,propagation_direction,material_model,tio2_material_id,sio2_material_id,is_nominal_geometry,parent_nominal_geometry_id,provenance_count,quality_status
GEO_2fd878dd2d4c71ec,2fd878dd2d4c71ec12baf976f811d207109da6b87e41c7641820d4499bbc5a78,EX_N3_L81_H46_C153,EX_N3_L81_H46_C153;EX_N3_L79_H45_C156,Explicit,3,,46,81,153,,,L81 H46 L81 H46 L81 H46 L153 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",153],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,915,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_799e4ffdc186553c,799e4ffdc186553cffa3c0680f69f4b8e06a3382f78bb1d47f05712e500a3bc4,EX_N3_L81_H46_C154,EX_N3_L81_H46_C154;EX_N3_L79_H45_C156,Explicit,3,,46,81,154,,,L81 H46 L81 H46 L81 H46 L154 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",154],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,916,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_9d3aa0c8c535bd13,9d3aa0c8c535bd13cf26ed0ddeef894818cdd31b264498714e30d83b9170be36,EX_N3_L81_H46_C155,EX_N3_L81_H46_C155;EX_N3_L79_H45_C156,Explicit,3,,46,81,155,,,L81 H46 L81 H46 L81 H46 L155 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",155],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,917,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_d9701d4b5516e711,d9701d4b5516e711c3e371b173e4567db2922028451ceaad65ae052c5089aaab,EX_N3_L81_H46_C156,EX_N3_L81_H46_C156;EX_N3_L79_H45_C156,Explicit,3,,46,81,156,,,L81 H46 L81 H46 L81 H46 L156 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",156],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,918,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_cf274ebb2869c88f,cf274ebb2869c88f536231ee2eaee0a28dc4292e739adc138bded24db89a5d84,EX_N3_L81_H46_C157,EX_N3_L81_H46_C157;EX_N3_L79_H45_C156,Explicit,3,,46,81,157,,,L81 H46 L81 H46 L81 H46 L157 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",157],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,919,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_23063276f835b237,23063276f835b23720759ef0e9a266cc1cacaca4f54724ade38ece21f3e0dd4d,EX_N3_L81_H46_C158,EX_N3_L81_H46_C158;EX_N3_L79_H45_C156,Explicit,3,,46,81,158,,,L81 H46 L81 H46 L81 H46 L158 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",158],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,920,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_ed34d42254d34266,ed34d42254d342666dcea013f2b2c81b5af4faf479852ebd038cbb27cb7ace83,EX_N3_L81_H46_C159,EX_N3_L81_H46_C159;EX_N3_L79_H45_C156,Explicit,3,,46,81,159,,,L81 H46 L81 H46 L81 H46 L159 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",159],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,921,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_b831d786fb2aa47c,b831d786fb2aa47c8a2ef3398bdb73fec0f0d5ca37667b66eb85fb907235f199,EX_N3_L81_H46_C160,EX_N3_L81_H46_C160;EX_N3_L79_H45_C156,Explicit,3,,46,81,160,,,L81 H46 L81 H46 L81 H46 L160 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",160],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,922,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_838a77ecec855d5a,838a77ecec855d5a3e7c51f90674457b48555ed240637cc7355cf705b805d476,EX_N3_L81_H46_C161,EX_N3_L81_H46_C161;EX_N3_L79_H45_C156,Explicit,3,,46,81,161,,,L81 H46 L81 H46 L81 H46 L161 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",161],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,923,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_b4424ace029d57f2,b4424ace029d57f2b4a061002dc99ec6b1b82f24dd5ad1fcfe94ca3fdc7a30d1,EX_N3_L81_H46_C162,EX_N3_L81_H46_C162,Explicit,3,,46,81,162,,,L81 H46 L81 H46 L81 H46 L162 H46 L81 H46 L81 H46 L81,"[[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",162],[""H"",46],[""L"",81],[""H"",46],[""L"",81],[""H"",46],[""L"",81]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,924,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_1bc1f4cf13a260d6,1bc1f4cf13a260d6f09866967c55d25537a2813c0b6c4c03386cb4900ec7f550,EX_N3_L82_H46_C152,EX_N3_L82_H46_C152;EX_N3_L79_H45_C156,Explicit,3,,46,82,152,,,L82 H46 L82 H46 L82 H46 L152 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",152],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,920,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_c6487fad01112f84,c6487fad01112f84b58b3b960864826380561ba0d2cc920b943a6a09972f7120,EX_N3_L82_H46_C153,EX_N3_L82_H46_C153;EX_N3_L79_H45_C156,Explicit,3,,46,82,153,,,L82 H46 L82 H46 L82 H46 L153 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",153],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,921,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_cd7861a74a95f512,cd7861a74a95f5124f898ddf1027d04291259d3f4450aba098fa77b16a66cf8b,EX_N3_L82_H46_C154,EX_N3_L82_H46_C154;EX_N3_L79_H45_C156,Explicit,3,,46,82,154,,,L82 H46 L82 H46 L82 H46 L154 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",154],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,922,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_65c28f6003532ef5,65c28f6003532ef5c7d7f8d499abb4f266b19686b381de38a0523bd455d3feff,EX_N3_L82_H46_C155,EX_N3_L82_H46_C155;EX_N3_L79_H45_C156,Explicit,3,,46,82,155,,,L82 H46 L82 H46 L82 H46 L155 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",155],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,923,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_99d0dcc824067fdd,99d0dcc824067fdda104dacd455fe8dfe5450a5bf4f50d0dabac68fcf3626dcf,EX_N3_L82_H46_C156,EX_N3_L82_H46_C156;EX_N3_L79_H45_C156,Explicit,3,,46,82,156,,,L82 H46 L82 H46 L82 H46 L156 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",156],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,924,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_a04e15e92e1d9438,a04e15e92e1d94389972cac2f3a292ec5447e64d267d421dfddf597f168a4295,EX_N3_L82_H46_C157,EX_N3_L82_H46_C157;EX_N3_L79_H45_C156,Explicit,3,,46,82,157,,,L82 H46 L82 H46 L82 H46 L157 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",157],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,925,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_5210ec9e9e42233a,5210ec9e9e42233a449b7d7bf204ce5818933fb40e1396f9a11aef0dfe5817f6,EX_N3_L82_H46_C158,EX_N3_L82_H46_C158;EX_N3_L79_H45_C156,Explicit,3,,46,82,158,,,L82 H46 L82 H46 L82 H46 L158 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",158],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,926,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_9f0e683f991b4b4f,9f0e683f991b4b4fd644ad6000753609bd5b89463ab86a966a4c658e99ce9685,EX_N3_L82_H46_C159,EX_N3_L82_H46_C159;EX_N3_L79_H45_C156,Explicit,3,,46,82,159,,,L82 H46 L82 H46 L82 H46 L159 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",159],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,927,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_e11722b7f0bf389d,e11722b7f0bf389dba423c7741de68c2e845a12153549a6cca86aa3cad8110aa,EX_N3_L82_H46_C160,EX_N3_L82_H46_C160;EX_N3_L79_H45_C156,Explicit,3,,46,82,160,,,L82 H46 L82 H46 L82 H46 L160 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",160],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,928,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_2784995c1ea10bac,2784995c1ea10bac1ed429ffd978225a1b73cf809c64efdde339139d2ae476c5,EX_N3_L82_H46_C161,EX_N3_L82_H46_C161;EX_N3_L79_H45_C156,Explicit,3,,46,82,161,,,L82 H46 L82 H46 L82 H46 L161 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",161],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,929,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_08f989a052ecbf42,08f989a052ecbf422ac2afd496550b41101224b65b0d66149f7f052d651f4cbe,EX_N3_L82_H46_C162,EX_N3_L82_H46_C162,Explicit,3,,46,82,162,,,L82 H46 L82 H46 L82 H46 L162 H46 L82 H46 L82 H46 L82,"[[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",162],[""H"",46],[""L"",82],[""H"",46],[""L"",82],[""H"",46],[""L"",82]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,930,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,2,accepted
GEO_8692c7d6b69a94fb,8692c7d6b69a94fb4d47fe9b60555d28a3f14bb3c9d25bb33b3897f13768c645,EX_N3_L76_H47_C152,EX_N3_L76_H47_C152;EX_N3_L79_H45_C156,Explicit,3,,47,76,152,,,L76 H47 L76 H47 L76 H47 L152 H47 L76 H47 L76 H47 L76,"[[""L"",76],[""H"",47],[""L"",76],[""H"",47],[""L"",76],[""H"",47],[""L"",152],[""H"",47],[""L"",76],[""H"",47],[""L"",76],[""H"",47],[""L"",76]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,890,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
GEO_0d7978b317e1a889,0d7978b317e1a889869b61786a9309ee1c2067b51db471ca193190a9d8c8a0aa,EX_N3_L76_H47_C153,EX_N3_L76_H47_C153;EX_N3_L79_H45_C156,Explicit,3,,47,76,153,,,L76 H47 L76 H47 L76 H47 L153 H47 L76 H47 L76 H47 L76,"[[""L"",76],[""H"",47],[""L"",76],[""H"",47],[""L"",76],[""H"",47],[""L"",153],[""H"",47],[""L"",76],[""H"",47],[""L"",76],[""H"",47],[""L"",76]]","[""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1"",""APCD_TIO2_NATIVE_M1"",""APCD_SIO2_NATIVE_M1""]",13,891,GaN,Air,GaN -> reverse(stack) -> Air,native_m1,APCD_TIO2_NATIVE_M1,APCD_SIO2_NATIVE_M1,False,,4,accepted
