wavelength_nm,face,normal,transmission_T,power_W,sourcepower_W,source_normalized_power
400.00000000000006,ic1_flux_top,+z,0.006562032174200077,2.422667459669731e-17,3.691946938625089e-15,0.006562032174200077
401.0000000000001,ic1_flux_top,+z,0.007172611155994577,2.6217737618345472e-17,3.655257067216554e-15,0.007172611155994576
402.0000000000001,ic1_flux_top,+z,0.007797285882915886,2.821854787835652e-17,3.619021836839957e-15,0.007797285882915887
403.0000000000001,ic1_flux_top,+z,0.007524932386016413,2.6963597364483977e-17,3.5832345038196555e-15,0.007524932386016413
404.00000000000006,ic1_flux_top,+z,0.007408417523681064,2.6284238897571384e-17,3.5478884408922163e-15,0.007408417523681064
405.00000000000017,ic1_flux_top,+z,0.007226750786975472,2.5387410274376872e-17,3.5129771349154225e-15,0.007226750786975473
406.00000000000006,ic1_flux_top,+z,0.007125679552533593,2.478663488501009e-17,3.4784941846279072e-15,0.007125679552533593
407.0000000000001,ic1_flux_top,+z,0.007039450688746334,2.4246918355171668e-17,3.4444332984580984e-15,0.007039450688746334
408.00000000000006,ic1_flux_top,+z,0.00695798729980291,2.3732221620706093e-17,3.4107882923813796e-15,0.00695798729980291
409.0,ic1_flux_top,+z,0.006835467801403443,2.3087155379352902e-17,3.3775530878241718e-15,0.006835467801403443
410.00000000000017,ic1_flux_top,+z,0.006820564043380985,2.2812888627708193e-17,3.3447217096138784e-15,0.006820564043380984
411.0,ic1_flux_top,+z,0.006860399530161713,2.27236209871326e-17,3.3122882839735953e-15,0.006860399530161713
412.0000000000001,ic1_flux_top,+z,0.0068441070918864345,2.2450362006062302e-17,3.280247036560372e-15,0.0068441070918864345
413.0000000000001,ic1_flux_top,+z,0.006773455417268817,2.2004195048897746e-17,3.248592290546181e-15,0.006773455417268818
414.00000000000006,ic1_flux_top,+z,0.006848994642578252,2.203539692847489e-17,3.217318464740372e-15,0.006848994642578251
415.0000000000001,ic1_flux_top,+z,0.0070884009393339074,2.258662302972439e-17,3.186420071752719e-15,0.0070884009393339074
416.0,ic1_flux_top,+z,0.007159870292592996,2.2595775345432745e-17,3.1558917161960944e-15,0.007159870292592997
417.00000000000006,ic1_flux_top,+z,0.007337418496673427,2.2934775124619726e-17,3.1257280929277357e-15,0.007337418496673427
418.00000000000006,ic1_flux_top,+z,0.007650923522220407,2.3686677642354727e-17,3.0959239853283118e-15,0.007650923522220407
419.0000000000001,ic1_flux_top,+z,0.007729966774495535,2.3703744172611026e-17,3.06647426361777e-15,0.007729966774495535
420.00000000000017,ic1_flux_top,+z,0.007508543804726075,2.2806254853391995e-17,3.037373883207172e-15,0.007508543804726076
421.00000000000006,ic1_flux_top,+z,0.007198274959643605,2.16568587709512e-17,3.008617883085624e-15,0.007198274959643605
422.00000000000006,ic1_flux_top,+z,0.00686674994211804,2.0464297682740267e-17,2.9802013842414774e-15,0.00686674994211804
423.0,ic1_flux_top,+z,0.0066186797570187755,1.9539134158168898e-17,2.952119588117046e-15,0.006618679757018776
424.00000000000006,ic1_flux_top,+z,0.006537485151215029,1.911801090638146e-17,2.924367775095943e-15,0.006537485151215029
425.0,ic1_flux_top,+z,0.006732886564065582,1.9504777176006166e-17,2.8969413030224013e-15,0.006732886564065582
426.00000000000006,ic1_flux_top,+z,0.007078488625816017,2.0314098693275313e-17,2.869835605751712e-15,0.007078488625816017
427.00000000000017,ic1_flux_top,+z,0.007631965935427684,2.1698031688139507e-17,2.8430461917311456e-15,0.007631965935427684
428.0,ic1_flux_top,+z,0.00791120720177856,2.2282458129724648e-17,2.8165686426106004e-15,0.00791120720177856
429.0000000000001,ic1_flux_top,+z,0.008002716597073583,2.233076928376133e-17,2.7903986118822702e-15,0.008002716597073583
430.00000000000006,ic1_flux_top,+z,0.007861077222451865,2.1732198148842263e-17,2.7645318235487326e-15,0.007861077222451865
431.0000000000001,ic1_flux_top,+z,0.007690813580356923,2.106486207196219e-17,2.7389640708187066e-15,0.0076908135803569234
432.0000000000001,ic1_flux_top,+z,0.00744366683012051,2.0199813283018885e-17,2.713691214829917e-15,0.0074436668301205095
433.0000000000001,ic1_flux_top,+z,0.007331257917263203,1.9711620488007797e-17,2.6887091833983998e-15,0.007331257917263202
434.0000000000001,ic1_flux_top,+z,0.007349604301783602,1.957944853240709e-17,2.6640139697936598e-15,0.007349604301783602
435.0,ic1_flux_top,+z,0.007525041790390634,1.9863112587314845e-17,2.6396016315390758e-15,0.007525041790390634
436.0000000000001,ic1_flux_top,+z,0.00780047339249299,2.0401890799102256e-17,2.6154682892369843e-15,0.00780047339249299
437.0000000000001,ic1_flux_top,+z,0.008098541283525528,2.0988261591499573e-17,2.5916101254178923e-15,0.008098541283525528
438.00000000000006,ic1_flux_top,+z,0.008244709098483913,2.117260575434648e-17,2.568023383413228e-15,0.008244709098483911
