candidate_id,wavelength_nm,source_position_label,source_x_nm,source_y_nm,dipole_axis,expected_case_id,planned_only,status
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,x,BW2A_SMOKE_BW2_J1J2_D194_T90_PSI99_H525_453NM_CENTER_XDIP,true,PREPARED_NOT_RUN
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,y,BW2A_SMOKE_BW2_J1J2_D194_T90_PSI99_H525_453NM_CENTER_YDIP,true,PREPARED_NOT_RUN
BW2_J1J2_D194_T90_PSI97_H525,453.0,center,0.0,0.0,x,BW2A_SMOKE_BW2_J1J2_D194_T90_PSI97_H525_453NM_CENTER_XDIP,true,PREPARED_NOT_RUN
BW2_J1J2_D194_T90_PSI97_H525,453.0,center,0.0,0.0,y,BW2A_SMOKE_BW2_J1J2_D194_T90_PSI97_H525_453NM_CENTER_YDIP,true,PREPARED_NOT_RUN
