wavelength_nm,plus1_absolute_efficiency,minus1_absolute_efficiency,zero_absolute_efficiency,directionality
445.0,0.6974731843812688,0.0009429201997505171,0.01733374209883264,0.9986499162983703
445.99999999999994,0.7036858189125114,0.0017047024957772307,0.016761216445420873,0.9975833209491193
446.99999999999994,0.7200425847464269,0.0025223142577104935,0.014110190387175146,0.9965092211631276
448.00000000000006,0.7270858443415236,0.003494789900610857,0.013267119077399905,0.9952164213821023
449.0,0.7385910855203325,0.004545183799000665,0.011383306848516923,0.9938837814992346
450.0,0.7459706928105845,0.005755124074191433,0.01047848951306206,0.9923441181014093
450.9999999999999,0.7537874597917144,0.0068876395254507256,0.009314339862133593,0.9909453595475473
451.99999999999994,0.7619566363651634,0.00851832982382666,0.008220664651809975,0.9889440537361507
453.00000000000006,0.7670240666743058,0.009559652910584065,0.007650923966719322,0.9876901193400063
453.9999999999999,0.7798852939975718,0.012442781685463906,0.006157230957082718,0.9842959222734378
455.00000000000006,0.8293839042030118,0.010663036739231937,0.0011162760121473532,0.9873066179762863
