selection,rank,geometry_id,polarization,wavelength_nm,diffraction_order_m,fdt_absolute_order_efficiency,predicted_raw_order_efficiency,absolute_prediction_error,spectral_provider
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,445,3,0.0544197755586,0.03762318059963218,0.01679659495896782,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,-3,0.0227656535692,0.02703200085605355,0.0042663472868535515,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,-2,0.154883254961,0.011251038249093168,0.14363221671190685,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,-1,0.0114678235102,0.01315327226219066,0.0016854487519906598,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,0,0.0140932905094,0.1737005398407768,0.1596072493313768,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,1,0.566773037886,0.6119192456546696,0.04514620776866962,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,2,0.0243851433305,0.016965649961726524,0.007419493368773476,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,446,3,0.051766211447,0.03199509478684566,0.01977111666015434,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,-3,0.0267014649508,0.026670937834864173,3.0527115935825855e-05,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,-2,0.151236373537,0.011502659403938492,0.13973371413306152,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,-1,0.0167344748753,0.01604661552831123,0.00068785934698877,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,0,0.0208469928191,0.18194040406866327,0.16109341124956328,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,1,0.529854454215,0.616254507298688,0.08640005308368803,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,2,0.0224637322985,0.009513311955520833,0.012950420342979167,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,447,3,0.051413417568,0.028757708021626676,0.02265570954637332,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,-3,0.0198934191427,0.026413052902363603,0.006519633759663603,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,-2,0.101462948949,0.011561214451733165,0.08990173449726684,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,-1,0.0211429447224,0.01829965212492124,0.0028432925974787616,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,0,0.0239675890624,0.1823269002223645,0.1583593111599645,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,1,0.379287115141,0.6232979037742894,0.2440107886332894,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,2,0.0694452134022,0.004281729900296995,0.06516348350190301,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,448,3,0.111707066126,0.027259201229505228,0.08444786489649476,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,-3,0.00639822175757,0.026250205485494376,0.019851983727924377,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,-2,0.111587110943,0.011399860921833982,0.10018725002116602,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,-1,0.00429610156104,0.019116240059058088,0.014820138498018089,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,0,0.000747829684102,0.17819412597514594,0.17744629629104394,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,1,0.550696078373,0.6324396793923988,0.0817436010193987,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,2,0.0533191741927,0.000518963804538454,0.052800210388161545,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,449,3,0.092761852168,0.02671408677704064,0.06604776539095936,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,-3,0.00795101397918,0.026127233187917393,0.018176219208737392,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,-2,0.120702889336,0.011108880257774262,0.10959400907822574,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,-1,0.00384932382125,0.019158369911342708,0.015309046090092707,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,0,0.00130725671048,0.17128914102757112,0.16998188431709113,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,1,0.592670829829,0.6430690906259445,0.05039826079694454,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,2,0.0365370923766,-0.0024548700359108555,0.03899196241251086,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,450,3,0.0730271890819,0.02669955658072272,0.04632763250117729,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,-3,0.00820269896439,0.02603950749006693,0.01783680852567693,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,-2,0.120574162768,0.010683764486054348,0.10989039828194565,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,-1,0.0040389812571,0.018326477305444743,0.014287496048344743,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,0,0.00287468741557,0.16239585201272652,0.1595211645971565,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,1,0.606820703107,0.6549072758959925,0.04808657278899253,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,2,0.0286189284649,-0.004799434921947628,0.03341836338684763,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,451,3,0.0637445906627,0.027068055914402877,0.036676534748297115,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,-3,0.00755227681099,0.025979661363731366,0.018427384552741365,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,-2,0.116952404656,0.01021546701550094,0.10673693764049906,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,-1,0.00390446443731,0.017155984121703504,0.013251519684393503,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,0,0.00465640173609,0.15250580058319588,0.14784939884710588,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,1,0.615706233938,0.6671542364494779,0.051448002511477964,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,2,0.0235219773061,-0.006793342908822136,0.030315320214922135,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,452,3,0.0573753157783,0.027656310103337897,0.0297190056749621,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,-3,0.00628116410543,0.025921073883083193,0.019639909777653192,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,-2,0.110939375201,0.009623508662892744,0.10131586653810726,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,-1,0.00338423676657,0.015324577590594848,0.011940340824024849,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,0,0.007015648795,0.14111828293031325,0.13410263413531326,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,1,0.622987710439,0.6806179037190315,0.057630193280031494,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,2,0.0195634253351,-0.0084234980767088,0.0279869234118088,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,453,3,0.0516367846515,0.028479161674044007,0.02315762297745599,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,-3,0.00454616890681,0.025888452461806266,0.021342283554996268,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,-2,0.102604900091,0.009003689030580242,0.09360121106041976,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,-1,0.00249580446545,0.013217172760194637,0.010721368294744637,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,0,0.0105240037543,0.12928664644006252,0.11876264268576252,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,1,0.629141211626,0.6941386737024486,0.06499746207644863,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,2,0.0165438682676,-0.009808354946329256,0.026352223213929257,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,454,3,0.0458438313095,0.0294434884875561,0.016400342821943897,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,-3,0.0026053238077,0.025845541902362976,0.023240218094662975,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,-2,0.0919861088851,0.008255054432283512,0.08373105445281649,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,-1,0.00134493753875,0.010479192224001057,0.009134254685251057,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,0,0.0161437312966,0.11602246339854445,0.09987873210194445,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,1,0.631591639435,0.7089036000462349,0.07731196061123491,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,2,0.0147996913263,-0.010877884163746077,0.025677575490046074,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,P_XLIKE,455,3,0.0403370364437,0.030631150564214584,0.009705885879485416,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,-3,0.0173543236262,0.025128520251994007,0.0077741966257940075,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,-2,0.0978778270774,0.014011883358658758,0.08386594371874125,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,-1,0.0138767750272,0.022843146192897668,0.008966371165697668,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,0,0.0109276750889,0.18746167722873916,0.17653400213983916,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,1,0.583513753288,0.6254850153479963,0.04197126205999624,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,2,0.0546199211284,0.00425837959620827,0.05036154153219173,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,445,3,0.0617194282746,0.04214651083336155,0.01957291744123845,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,-3,0.0172146408338,0.024514594082694113,0.007299953248894112,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,-2,0.105844410255,0.012601495058911949,0.09324291519608804,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,-1,0.0127388721021,0.014656926114919417,0.0019180540128194163,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,0,0.0130452739199,0.19538125518397384,0.18233598126407385,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,1,0.596919429016,0.6446246940988137,0.0477052650828137,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,2,0.0478961204475,-0.004357070372802023,0.052253190820302026,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,446,3,0.056062772046,0.03651842502057504,0.019544347025424957,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,-3,0.0171458824471,0.02415353106150474,0.007007648614404741,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,-2,0.113052545178,0.012853116213757287,0.1001994289642427,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,-1,0.0119530635652,0.017550269381039985,0.005597205815839985,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,0,0.014715415303,0.20362111941186026,0.18890570410886026,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,1,0.606914861199,0.6489599557428322,0.04204509454383221,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,2,0.0415620779759,-0.011809408379007713,0.05337148635490772,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,447,3,0.0505382991019,0.03328103825535605,0.01725726084654395,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,-3,0.017156976827,0.02389564612900416,0.0067386693020041605,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,-2,0.119018994121,0.012911671261551932,0.10610732285944807,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,-1,0.0115036664772,0.019803305977649996,0.008299639500449997,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,0,0.0157183354504,0.20400761556556155,0.18828928011516155,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,1,0.615226494194,0.6560033522184336,0.04077685802443365,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,2,0.0355533041902,-0.017040990434231552,0.052594294624431555,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,448,3,0.0453502415107,0.0317825314632346,0.013567710047465403,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,-3,0.0173304775872,0.023732798712134937,0.006402321124934936,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,-2,0.123045605511,0.012750317731652777,0.11029528777934722,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,-1,0.011029834115,0.020619893911786844,0.009590059796786845,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,0,0.0163413025205,0.19987484131834296,0.18353353879784295,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,1,0.62277198635,0.6651451278365429,0.04237314148654292,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,2,0.0301628083051,-0.020803756529990076,0.05096656483509007,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,449,3,0.0407639151372,0.031237417010770024,0.009526498126429975,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,-3,0.0171399651082,0.023609826414557954,0.006469861306357953,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,-2,0.12514525921,0.01245933706759303,0.11268592214240697,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,-1,0.0106314956457,0.020662023764071464,0.010030528118371464,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,0,0.0165324169716,0.19296985637076813,0.17643743939916814,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,1,0.629290184138,0.6757745390700887,0.04648435493208869,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,2,0.0263135842949,-0.0237775903704394,0.0500911746653394,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,450,3,0.0382256038671,0.031222886814452094,0.0070027170526479054,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,-3,0.0159839621234,0.02352210071670749,0.00753813859330749,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,-2,0.125738587729,0.012034221295873143,0.11370436643312687,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,-1,0.0100198559403,0.0198301311581735,0.009810275217873499,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,0,0.0171745088381,0.1840765673559235,0.1669020585178235,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,1,0.632802594661,0.6876127243401365,0.054810129679136566,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,2,0.0248478967515,-0.026122155256476178,0.05097005200797618,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,451,3,0.0394890327828,0.031591386148132256,0.007897646634667743,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,-3,0.0136781631799,0.023462254590371934,0.009784091410471934,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,-2,0.126798115213,0.011565923825319707,0.11523219138768029,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,-1,0.00945987285962,0.01865963797443226,0.00919976511481226,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,0,0.0182769731362,0.17418651592639287,0.15590954279019287,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,1,0.63463288117,0.6998596848936222,0.0652268037236221,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,2,0.0250417529609,-0.028116063243350684,0.05315781620425068,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,452,3,0.0435073651362,0.03217964033706727,0.01132772479913273,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,-3,0.0111624417516,0.023403667109723747,0.012241225358123747,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,-2,0.128630128676,0.010973965472711539,0.11765616320328845,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,-1,0.00886603889449,0.016828231443323603,0.007962192548833602,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,0,0.0198232308304,0.16279899827351027,0.14297576744311027,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,1,0.63566494283,0.7133233521631758,0.0776584093331758,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,2,0.0253037383329,-0.02974621841123733,0.05504995674413733,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,453,3,0.0475935817912,0.03300249190777338,0.014591089883426618,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,-3,0.00901028452589,0.02337104568844682,0.01436076116255682,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,-2,0.1312992641,0.010354145840399037,0.12094511825960097,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,-1,0.00845065081591,0.014720826612923397,0.006270175797013397,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,0,0.0212098604607,0.1509673617832595,0.1297575013225595,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,1,0.638056132221,0.7268441221465928,0.08878798992559278,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,2,0.0249433811686,-0.031131075280857803,0.0560744564494578,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,454,3,0.0500825645283,0.033966818721285486,0.01611574580701451,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,-3,0.00729104462976,0.02332813512900354,0.01603709049924354,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,-2,0.134037794824,0.009605511242102294,0.1244322835818977,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,-1,0.00806143279008,0.011982846076729815,0.003921413286649815,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,0,0.0225181628945,0.13770317874174146,0.11518501584724146,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,1,0.640306377159,0.7416090484903791,0.10130267133137916,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,2,0.0242464522672,-0.032200604498274624,0.056447056765474624,LF_ridge_residual/ensemble_raw
Median,11,K6X_D100_D130_D135_D155_D160_D225,S_YLIKE,455,3,0.0516727221094,0.03515448079794396,0.016518241311456038,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,-3,0.016634965336671036,0.003715124940026838,0.012919840396644199,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,-2,0.005691252210028047,0.004564145649672989,0.0011271065603550576,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,-1,0.0028464512348353927,0.034088640719364294,0.0312421894845289,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,0,0.15800524500554294,0.02300568927614845,0.13499955572939448,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,1,0.36910622557513906,0.6164819543515442,0.24737572877640512,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,2,0.05658578898298895,0.06541222119130861,0.008826432208319662,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,445,3,0.008569829208094912,-0.004257871658811222,0.012827700866906135,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,-3,0.010704857602090284,0.00513722167203437,0.005567635930055914,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,-2,0.007549634780797609,0.00380397022067973,0.0037456645601178793,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,-1,0.04019208056144898,0.030435450650902335,0.009756629910546648,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,0,0.11706669538514723,0.019750910564551957,0.09731578482059527,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,1,0.3621607727936685,0.6142412905545607,0.2520805177608922,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,2,0.12320550064753824,0.06789222060818101,0.05531328003935723,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,446,3,0.021878370950349547,-0.002670860910208118,0.024549231860557665,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,447,-3,0.006445111290622647,0.006321906607708254,0.00012320468291439346,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,447,-2,0.015366038305673757,0.004233544314122092,0.011132493991551666,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,447,-1,0.052839377189040665,0.02810957052562375,0.024729806663416915,LF_ridge_residual/ensemble_raw
Worst,22,K6X_D135_D155_D190_D220_D225_D230,P_XLIKE,447,0,0.1086621984229466,0.01726794294920636,0.09139425547374024,LF_ridge_residual/ensemble_raw
