case_id,wavelength_nm,T_total,R_signed_monitor,R_total,closure,signed_closure_residual,sourcepower_W,raw_transmitted_power_W,raw_reflected_power_W,normalization_path,transmitted_order_sum,transmitted_order_sum_mismatch,eta_plus1,eta_0,eta_minus1,non_target_efficiency,directionality,eta_plus1_over_minus1,plus1_transmitted_fraction,plus1_air_side_angle_deg,transmitted_order_count,raw_power_origin,transmission_power_normalization_mismatch,reflection_power_normalization_mismatch,source_case_id,frequency_hz,geometry_id,geometry_hash,polarization,generator_id,interface_stack_id,quality_gate_pass,training_label,provisional_hf_label,diagnostic_only,pilot_scope_only,bulk_mdc_compatible,candidate_performance_label,logical_task_id,execution_id,case_group,accepted_execution,post_fsp_sha256,source_prefsp_sha256,setup_sha256,case_type,plus1_u_x,dataset_source,m5_training_label,m5_candidate_performance_label,eta_m-3,eta_m-2,eta_m-1,eta_m+0,eta_m+1,eta_m+2,eta_m+3,eta_order_sum,order_source_path
NP_K6_M7A_PRIMARY4_G01_P,445,0.6174397575533003,-0.3819453765290354,0.3819453765290354,0.9993851340823356,0.0006148659176643534,9.406179484425252e-16,5.807749180366354e-16,-3.592646764878491e-16,raw_power_div_sourcepower,0.6174397575533003,0.0,0.36910622557513906,0.15800524500554294,0.0028464512348353927,0.24833353197816121,0.9923472758436698,129.6724219470017,0.5978011960839371,14.817860402183731,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,673690916853932.6,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.2557471264367816,m7a_primary4_hf,true,false,0.016634965336671036,0.005691252210028047,0.0028464512348353927,0.15800524500554294,0.36910622557513906,0.05658578898298895,0.008569829208094912,0.6174397575533003,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,446,0.6827579127210404,-0.3169694004306711,0.3169694004306711,0.9997273131517115,0.00027268684828851697,9.406820787279247e-16,6.422581326063672e-16,-2.981674344902676e-16,raw_power_div_sourcepower,0.6827579127210404,0.0,0.3621607727936685,0.11706669538514723,0.04019208056144898,0.3205971399273719,0.9001073803098512,9.010749573910887,0.5304380455296741,14.85192444636312,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,672180399103139.1,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.25632183908045975,m7a_primary4_hf,true,false,0.010704857602090284,0.007549634780797609,0.04019208056144898,0.11706669538514723,0.3621607727936685,0.12320550064753824,0.021878370950349547,0.6827579127210404,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,447,0.6366038493312496,-0.36304600570806117,0.36304600570806117,0.9996498550393107,0.00035014496068924705,9.407457805215036e-16,5.9888238512212015e-16,-3.4153399800504425e-16,raw_power_div_sourcepower,0.6366038493312496,0.0,0.25806555448117263,0.1086621984229466,0.052839377189040665,0.37853829485007695,0.8300465132374001,4.88396283623679,0.4053785643179345,14.885993861861795,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,670676639821029.1,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.2568965517241379,m7a_primary4_hf,true,false,0.006445111290622647,0.015366038305673757,0.052839377189040665,0.1086621984229466,0.25806555448117263,0.15950044067131428,0.03572512897047901,0.6366038493312496,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,448,0.6019461680432238,-0.39783103608542064,0.39783103608542064,0.9997772041286443,0.00022279587135559664,9.408090576289273e-16,5.663164071000893e-16,-3.7428304215506434e-16,raw_power_div_sourcepower,0.6019461680432237,-1.1102230246251565e-16,0.25161579997238614,0.07472848119741075,0.040143136340039846,0.3503303680708376,0.8624099167366955,6.267965657716131,0.41800382381422263,14.92006866327333,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,669179593750000.0,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.2574712643678161,m7a_primary4_hf,true,false,0.0025842185067555387,0.01932868740904399,0.040143136340039846,0.07472848119741075,0.25161579997238614,0.17517517447989012,0.03837067013769736,0.6019461680432237,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,449,0.6727968486944735,-0.32705365653432755,0.32705365653432755,0.9998505052288011,0.0001494947711989103,9.408719138137385e-16,6.330156586390215e-16,-3.077155997432338e-16,raw_power_div_sourcepower,0.6727968486944736,1.1102230246251565e-16,0.358247451030232,0.0939174756379271,0.032238914268269366,0.31454939766424156,0.9174390782028335,11.112267865138104,0.5324749242291965,14.95414886521045,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,667689216035634.8,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.25804597701149423,m7a_primary4_hf,true,false,0.02907321970686459,0.013551606355432998,0.032238914268269366,0.0939174756379271,0.358247451030232,0.13382156921223395,0.011946612483513634,0.6727968486944736,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,450,0.6287360282994168,-0.37094296339231186,0.37094296339231186,0.9996789916917286,0.0003210083082713644,9.409343527979162e-16,5.915993278686441e-16,-3.490329771844861e-16,raw_power_div_sourcepower,0.628736028299417,2.220446049250313e-16,0.20695992651606712,0.06457489122180858,0.0828189518364489,0.4217761017833497,0.7141994878739932,2.4989440451356133,0.3291682315006587,14.988234482305128,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,666205462222222.2,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.25862068965517243,m7a_primary4_hf,true,false,0.037637454648393805,0.016763934835309625,0.0828189518364489,0.06457489122180858,0.20695992651606712,0.20350491318252278,0.01647595605886608,0.628736028299417,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,451,0.5851549580266008,-0.4141280571978827,0.4141280571978827,0.9992830152244835,0.000716984775516516,9.409963782624261e-16,5.506286962253334e-16,-3.896930019600625e-16,raw_power_div_sourcepower,0.5851549580266008,0.0,0.1677509104181098,0.03457463563624191,0.11365737605519106,0.417404047608491,0.5961121917212111,1.4759350975747616,0.28667775623715036,15.022325529208606,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,664728288248337.1,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.2591954022988506,m7a_primary4_hf,true,false,0.03746848402409106,0.015794817582477198,0.11365737605519106,0.03457463563624191,0.1677509104181098,0.202310597360643,0.01359813694984667,0.5851549580266008,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,452,0.5133901132976643,-0.4853608730881789,0.4853608730881789,0.9987509863858431,0.0012490136141568575,9.410579938477605e-16,4.831298700811743e-16,-4.567527295205591e-16,raw_power_div_sourcepower,0.5133901132976643,0.0,0.030698343706850383,0.14705631047774959,0.1243385664856294,0.4826917695908139,0.19800667898204435,0.2468931770288536,0.05979535427681959,15.056422020591514,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,663257650442477.9,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.2597701149425287,m7a_primary4_hf,true,false,0.03640066295323422,0.009234764821976429,0.1243385664856294,0.14705631047774959,0.030698343706850383,0.1594778376653018,0.006183627186922457,0.5133901132976643,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,453,0.607091087400397,-0.39215854521854615,0.39215854521854615,0.9992496326189431,0.0007503673810568823,9.411192031544697e-16,5.713450804164421e-16,-3.6906793758629426e-16,raw_power_div_sourcepower,0.6070910874003971,1.1102230246251565e-16,0.14164388400454628,0.13934522742277355,0.070450012749619,0.46544720339585066,0.6678357377191456,2.010558670982104,0.2333157032679799,15.0905239711439,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,661793505518763.8,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.26034482758620686,m7a_primary4_hf,true,false,0.01090524955472431,0.003825100695237448,0.070450012749619,0.13934522742277355,0.14164388400454628,0.2350652115790512,0.005856401394445232,0.6070910874003971,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
NP_K6_M7A_PRIMARY4_G01_P,454,0.6575717275181674,-0.3416220620677446,0.3416220620677446,0.999193789585912,0.0008062104140880155,9.411800097436879e-16,6.188933649127225e-16,-3.215278557055786e-16,raw_power_div_sourcepower,0.6575717275181672,-2.220446049250313e-16,0.23971298153253154,0.10451596475452812,0.051322268861671724,0.4178587459856359,0.8236561763835948,4.670740145542415,0.36454271298625557,15.124631395575323,7,independent_readonly_extractor,1.1102230246251565e-16,1.1102230246251565e-16,NP_K6_M7A_PRIMARY4_G01_P,660335810572687.4,K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,true,false,false,false,true,NP_K6_M7A_PRIMARY4_G01_P,NP_K6_M7A_PRIMARY4_G01_P/attempt_001,RESIDUAL-TAIL,true,,,447f074c97fd7102738965ee8c88e0920d334ce8801dc72c1871cb566c89d440,formal_development_hf_m7a,0.260919540229885,m7a_primary4_hf,true,false,0.004620330686344056,0.0022520566177780224,0.051322268861671724,0.10451596475452812,0.23971298153253154,0.25099069025900883,0.004157434806304981,0.6575717275181672,outputs\np_k6_m7a_primary4_hf_acquisition_v1\cases\NP_K6_M7A_PRIMARY4_G01_P\hf_transmitted_orders_long.csv
