geometry_id,wavelength_nm,polarization,lf_T_proxy,lf_eta_m-3,lf_eta_m-2,lf_eta_m-1,lf_eta_m+0,lf_eta_m+1,lf_eta_m+2,lf_eta_m+3
K6X_D135_D155_D190_D220_D225_D230,445,p,0.899267315864563,0.00017586836474947631,0.013310289941728115,0.022516651079058647,0.06598519533872604,0.8107654452323914,0.08707069605588913,0.00017586836474947631
K6X_D135_D155_D190_D220_D225_D230,446,p,0.8881595134735107,0.0003473009273875505,0.012639948166906834,0.017691100016236305,0.0670798122882843,0.8033885955810547,0.09850592911243439,0.0003473009273875505
K6X_D135_D155_D190_D220_D225_D230,447,p,0.8780490756034851,0.0013893867144361138,0.013536198064684868,0.014338323846459389,0.06781251728534698,0.7958982586860657,0.10563591867685318,0.0013893867144361138
K6X_D135_D155_D190_D220_D225_D230,448,p,0.8667080402374268,0.002905050525441766,0.015690915286540985,0.011577094905078411,0.06704534590244293,0.7880855798721313,0.11179099231958389,0.002905050525441766
K6X_D135_D155_D190_D220_D225_D230,449,p,0.8521595597267151,0.005034155212342739,0.019429681822657585,0.008723077364265919,0.0643695741891861,0.7790669202804565,0.11834242194890976,0.005034155212342739
K6X_D135_D155_D190_D220_D225_D230,450,p,0.8290380239486694,0.008006483316421509,0.025641290470957756,0.005976049695163965,0.05867592617869377,0.7643860578536987,0.12930771708488464,0.008006483316421509
K6X_D135_D155_D190_D220_D225_D230,451,p,0.7910267114639282,0.011997370980679989,0.034911636263132095,0.004120142664760351,0.04934397339820862,0.7375625967979431,0.15006697177886963,0.011997370980679989
K6X_D135_D155_D190_D220_D225_D230,452,p,0.727860689163208,0.01718275435268879,0.047863561660051346,0.0055611333809792995,0.03581155836582184,0.6864879727363586,0.18991032242774963,0.01718275435268879
K6X_D135_D155_D190_D220_D225_D230,453,p,0.6449862122535706,0.021422892808914185,0.059376802295446396,0.013584224507212639,0.022783780470490456,0.6086181998252869,0.2527911961078644,0.021422892808914185
K6X_D135_D155_D190_D220_D225_D230,454,p,0.5747092962265015,0.022437136620283127,0.062050897628068924,0.02720462903380394,0.018386565148830414,0.5291181206703186,0.31836557388305664,0.022437136620283127
K6X_D135_D155_D190_D220_D225_D230,455,p,0.5459691882133484,0.02008575014770031,0.05345095321536064,0.03922218829393387,0.024394184350967407,0.4823527932167053,0.36040833592414856,0.02008575014770031
K6X_D135_D155_D190_D220_D225_D230,445,s,0.899267315864563,0.00017586836474947631,0.013310289941728115,0.022516651079058647,0.06598519533872604,0.8107654452323914,0.08707069605588913,0.00017586836474947631
K6X_D135_D155_D190_D220_D225_D230,446,s,0.8881595134735107,0.0003473009273875505,0.012639948166906834,0.017691100016236305,0.0670798122882843,0.8033885955810547,0.09850592911243439,0.0003473009273875505
K6X_D135_D155_D190_D220_D225_D230,447,s,0.8780490756034851,0.0013893867144361138,0.013536198064684868,0.014338323846459389,0.06781251728534698,0.7958982586860657,0.10563591867685318,0.0013893867144361138
K6X_D135_D155_D190_D220_D225_D230,448,s,0.8667080402374268,0.002905050525441766,0.015690915286540985,0.011577094905078411,0.06704534590244293,0.7880855798721313,0.11179099231958389,0.002905050525441766
K6X_D135_D155_D190_D220_D225_D230,449,s,0.8521595597267151,0.005034155212342739,0.019429681822657585,0.008723077364265919,0.0643695741891861,0.7790669202804565,0.11834242194890976,0.005034155212342739
K6X_D135_D155_D190_D220_D225_D230,450,s,0.8290380239486694,0.008006483316421509,0.025641290470957756,0.005976049695163965,0.05867592617869377,0.7643860578536987,0.12930771708488464,0.008006483316421509
K6X_D135_D155_D190_D220_D225_D230,451,s,0.7910267114639282,0.011997370980679989,0.034911636263132095,0.004120142664760351,0.04934397339820862,0.7375625967979431,0.15006697177886963,0.011997370980679989
K6X_D135_D155_D190_D220_D225_D230,452,s,0.727860689163208,0.01718275435268879,0.047863561660051346,0.0055611333809792995,0.03581155836582184,0.6864879727363586,0.18991032242774963,0.01718275435268879
K6X_D135_D155_D190_D220_D225_D230,453,s,0.6449862122535706,0.021422892808914185,0.059376802295446396,0.013584224507212639,0.022783780470490456,0.6086181998252869,0.2527911961078644,0.021422892808914185
K6X_D135_D155_D190_D220_D225_D230,454,s,0.5747092962265015,0.022437136620283127,0.062050897628068924,0.02720462903380394,0.018386565148830414,0.5291181206703186,0.31836557388305664,0.022437136620283127
K6X_D135_D155_D190_D220_D225_D230,455,s,0.5459691882133484,0.02008575014770031,0.05345095321536064,0.03922218829393387,0.024394184350967407,0.4823527932167053,0.36040833592414856,0.02008575014770031
K6X_D110_D125_D135_D150_D175_D195,445,p,0.9767207503318787,0.011308634653687477,0.0006163527141325176,0.005827740300446749,0.0014103545108810067,0.9694826602935791,4.5665281504625455e-05,0.011308634653687477
K6X_D110_D125_D135_D150_D175_D195,446,p,0.9869096875190735,0.006289641838520765,0.00015234327293001115,0.0032692761160433292,0.0007825586944818497,0.9828578233718872,0.00035870607825927436,0.006289641838520765
K6X_D110_D125_D135_D150_D175_D195,447,p,0.9917402267456055,0.0037716571241617203,3.964477946283296e-05,0.002009092830121517,0.0007821297040209174,0.9889490008354187,0.0006768825114704669,0.0037716571241617203
K6X_D110_D125_D135_D150_D175_D195,448,p,0.9942490458488464,0.002403334015980363,1.1758391337934881e-05,0.0012701096711680293,0.0009207499679178,0.9920581579208374,0.000932542432565242,0.002403334015980363
K6X_D110_D125_D135_D150_D175_D195,449,p,0.9957187175750732,0.001567147788591683,5.163611149328062e-06,0.0008169582579284906,0.001065597403794527,0.9938361644744873,0.001141898799687624,0.001567147788591683
K6X_D110_D125_D135_D150_D175_D195,450,p,0.9966105818748474,0.0010236664675176144,5.324819085217314e-06,0.000530555727891624,0.0012266976991668344,0.9948533177375793,0.001336795510724187,0.0010236664675176144
K6X_D110_D125_D135_D150_D175_D195,451,p,0.9970869421958923,0.0006761429831385612,5.999418590363348e-06,0.00035723610199056566,0.001408508513122797,0.9953212141990662,0.0015547986840829253,0.0006761429831385612
K6X_D110_D125_D135_D150_D175_D195,452,p,0.997279942035675,0.0004460159980226308,7.72446674091043e-06,0.00023621675791218877,0.0016302014701068401,0.9954135417938232,0.0018203911604359746,0.0004460159980226308
K6X_D110_D125_D135_D150_D175_D195,453,p,0.9972784519195557,0.00030347181018441916,1.0991129784088116e-05,0.00015049954527057707,0.0019143447279930115,0.9952136278152466,0.0021036197431385517,0.00030347181018441916
K6X_D110_D125_D135_D150_D175_D195,454,p,0.9970899224281311,0.00021173393179196864,1.711391087155789e-05,9.432064689463004e-05,0.0022800720762461424,0.9947155117988586,0.002469488652423024,0.00021173393179196864
K6X_D110_D125_D135_D150_D175_D195,455,p,0.9966983199119568,0.00017229100922122598,3.463472967268899e-05,4.9852722440846264e-05,0.0028446249198168516,0.993803858757019,0.0029224336612969637,0.00017229100922122598
K6X_D110_D125_D135_D150_D175_D195,445,s,0.9767207503318787,0.011308634653687477,0.0006163527141325176,0.005827740300446749,0.0014103545108810067,0.9694826602935791,4.5665281504625455e-05,0.011308634653687477
K6X_D110_D125_D135_D150_D175_D195,446,s,0.9869096875190735,0.006289641838520765,0.00015234327293001115,0.0032692761160433292,0.0007825586944818497,0.9828578233718872,0.00035870607825927436,0.006289641838520765
K6X_D110_D125_D135_D150_D175_D195,447,s,0.9917402267456055,0.0037716571241617203,3.964477946283296e-05,0.002009092830121517,0.0007821297040209174,0.9889490008354187,0.0006768825114704669,0.0037716571241617203
K6X_D110_D125_D135_D150_D175_D195,448,s,0.9942490458488464,0.002403334015980363,1.1758391337934881e-05,0.0012701096711680293,0.0009207499679178,0.9920581579208374,0.000932542432565242,0.002403334015980363
K6X_D110_D125_D135_D150_D175_D195,449,s,0.9957187175750732,0.001567147788591683,5.163611149328062e-06,0.0008169582579284906,0.001065597403794527,0.9938361644744873,0.001141898799687624,0.001567147788591683
K6X_D110_D125_D135_D150_D175_D195,450,s,0.9966105818748474,0.0010236664675176144,5.324819085217314e-06,0.000530555727891624,0.0012266976991668344,0.9948533177375793,0.001336795510724187,0.0010236664675176144
K6X_D110_D125_D135_D150_D175_D195,451,s,0.9970869421958923,0.0006761429831385612,5.999418590363348e-06,0.00035723610199056566,0.001408508513122797,0.9953212141990662,0.0015547986840829253,0.0006761429831385612
K6X_D110_D125_D135_D150_D175_D195,452,s,0.997279942035675,0.0004460159980226308,7.72446674091043e-06,0.00023621675791218877,0.0016302014701068401,0.9954135417938232,0.0018203911604359746,0.0004460159980226308
K6X_D110_D125_D135_D150_D175_D195,453,s,0.9972784519195557,0.00030347181018441916,1.0991129784088116e-05,0.00015049954527057707,0.0019143447279930115,0.9952136278152466,0.0021036197431385517,0.00030347181018441916
K6X_D110_D125_D135_D150_D175_D195,454,s,0.9970899224281311,0.00021173393179196864,1.711391087155789e-05,9.432064689463004e-05,0.0022800720762461424,0.9947155117988586,0.002469488652423024,0.00021173393179196864
K6X_D110_D125_D135_D150_D175_D195,455,s,0.9966983199119568,0.00017229100922122598,3.463472967268899e-05,4.9852722440846264e-05,0.0028446249198168516,0.993803858757019,0.0029224336612969637,0.00017229100922122598
K6X_D100_D105_D115_D165_D225_D230,445,p,0.5205756425857544,0.09276784956455231,0.06411782652139664,0.13548539578914642,0.35519886016845703,0.029891345649957657,0.22977085411548615,0.09276784956455231
K6X_D100_D105_D115_D165_D225_D230,446,p,0.5319490432739258,0.09175928682088852,0.060275737196207047,0.12792286276817322,0.36505624651908875,0.03896990418434143,0.22425667941570282,0.09175928682088852
K6X_D100_D105_D115_D165_D225_D230,447,p,0.5461760759353638,0.09065727889537811,0.05505349859595299,0.12143781781196594,0.37516188621520996,0.04957639053463936,0.21745577454566956,0.09065727889537811
K6X_D100_D105_D115_D165_D225_D230,448,p,0.569688081741333,0.08833891898393631,0.04649628326296806,0.11441466957330704,0.3940581679344177,0.06121524050831795,0.2071378380060196,0.08833891898393631
K6X_D100_D105_D115_D165_D225_D230,449,p,0.6285731196403503,0.07851029932498932,0.030730489641427994,0.1012478917837143,0.45752429962158203,0.06980089098215103,0.1836758255958557,0.07851029932498932
K6X_D100_D105_D115_D165_D225_D230,450,p,0.7765775918960571,0.04275980964303017,0.00981756579130888,0.058550875633955,0.666795015335083,0.05123169720172882,0.128085196018219,0.04275980964303017
K6X_D100_D105_D115_D165_D225_D230,451,p,0.8170421123504639,0.02046852931380272,0.02799919620156288,0.02273939736187458,0.7723861336708069,0.021916545927524567,0.11402157694101334,0.02046852931380272
K6X_D100_D105_D115_D165_D225_D230,452,p,0.7336698174476624,0.03716447949409485,0.047715865075588226,0.034048087894916534,0.6606610417366028,0.03896071016788483,0.1442853808403015,0.03716447949409485
K6X_D100_D105_D115_D165_D225_D230,453,p,0.6913455724716187,0.048357654362916946,0.052941977977752686,0.04387274757027626,0.585985004901886,0.06148778647184372,0.15899717807769775,0.048357654362916946
K6X_D100_D105_D115_D165_D225_D230,454,p,0.6757732629776001,0.053404808044433594,0.053657617419958115,0.048832107335329056,0.5453323721885681,0.08160879462957382,0.16375938057899475,0.053404808044433594
K6X_D100_D105_D115_D165_D225_D230,455,p,0.6731654405593872,0.05483699589967728,0.05316849425435066,0.05186795815825462,0.5200245976448059,0.10127289593219757,0.1639920473098755,0.05483699589967728
K6X_D100_D105_D115_D165_D225_D230,445,s,0.5205756425857544,0.09276784956455231,0.06411782652139664,0.13548539578914642,0.35519886016845703,0.029891345649957657,0.22977085411548615,0.09276784956455231
K6X_D100_D105_D115_D165_D225_D230,446,s,0.5319490432739258,0.09175928682088852,0.060275737196207047,0.12792286276817322,0.36505624651908875,0.03896990418434143,0.22425667941570282,0.09175928682088852
K6X_D100_D105_D115_D165_D225_D230,447,s,0.5461760759353638,0.09065727889537811,0.05505349859595299,0.12143781781196594,0.37516188621520996,0.04957639053463936,0.21745577454566956,0.09065727889537811
K6X_D100_D105_D115_D165_D225_D230,448,s,0.569688081741333,0.08833891898393631,0.04649628326296806,0.11441466957330704,0.3940581679344177,0.06121524050831795,0.2071378380060196,0.08833891898393631
K6X_D100_D105_D115_D165_D225_D230,449,s,0.6285731196403503,0.07851029932498932,0.030730489641427994,0.1012478917837143,0.45752429962158203,0.06980089098215103,0.1836758255958557,0.07851029932498932
K6X_D100_D105_D115_D165_D225_D230,450,s,0.7765775918960571,0.04275980964303017,0.00981756579130888,0.058550875633955,0.666795015335083,0.05123169720172882,0.128085196018219,0.04275980964303017
K6X_D100_D105_D115_D165_D225_D230,451,s,0.8170421123504639,0.02046852931380272,0.02799919620156288,0.02273939736187458,0.7723861336708069,0.021916545927524567,0.11402157694101334,0.02046852931380272
K6X_D100_D105_D115_D165_D225_D230,452,s,0.7336698174476624,0.03716447949409485,0.047715865075588226,0.034048087894916534,0.6606610417366028,0.03896071016788483,0.1442853808403015,0.03716447949409485
K6X_D100_D105_D115_D165_D225_D230,453,s,0.6913455724716187,0.048357654362916946,0.052941977977752686,0.04387274757027626,0.585985004901886,0.06148778647184372,0.15899717807769775,0.048357654362916946
K6X_D100_D105_D115_D165_D225_D230,454,s,0.6757732629776001,0.053404808044433594,0.053657617419958115,0.048832107335329056,0.5453323721885681,0.08160879462957382,0.16375938057899475,0.053404808044433594
K6X_D100_D105_D115_D165_D225_D230,455,s,0.6731654405593872,0.05483699589967728,0.05316849425435066,0.05186795815825462,0.5200245976448059,0.10127289593219757,0.1639920473098755,0.05483699589967728
K6X_D100_D105_D110_D115_D190_D230,445,p,0.6790408492088318,0.100002221763134,0.07716710865497589,0.0057791671715676785,0.6535717844963074,0.01968988962471485,0.04378756508231163,0.100002221763134
K6X_D100_D105_D110_D115_D190_D230,446,p,0.689700186252594,0.09641154855489731,0.0733984112739563,0.005198158789426088,0.6635665893554688,0.02093544229865074,0.04407825693488121,0.09641154855489731
K6X_D100_D105_D110_D115_D190_D230,447,p,0.6994842290878296,0.09301456809043884,0.07007075101137161,0.00485738180577755,0.6717047095298767,0.02292214147746563,0.04441588371992111,0.09301456809043884
K6X_D100_D105_D110_D115_D190_D230,448,p,0.7084298133850098,0.08982909470796585,0.06714768707752228,0.004741300363093615,0.6781710386276245,0.02551746368408203,0.044764384627342224,0.08982909470796585
K6X_D100_D105_D110_D115_D190_D230,449,p,0.7166122794151306,0.08682627975940704,0.06456286460161209,0.004808706697076559,0.6832262873649597,0.02857726253569126,0.04517240449786186,0.08682627975940704
K6X_D100_D105_D110_D115_D190_D230,450,p,0.7241877913475037,0.0839763879776001,0.06227591633796692,0.005045212339609861,0.687099814414978,0.0320427380502224,0.045583512634038925,0.0839763879776001
K6X_D100_D105_D110_D115_D190_D230,451,p,0.7312005758285522,0.08127279579639435,0.06022578477859497,0.005425480660051107,0.6899724006652832,0.03580270707607269,0.04602803289890289,0.08127279579639435
K6X_D100_D105_D110_D115_D190_D230,452,p,0.7378643155097961,0.07864142209291458,0.05838640034198761,0.005942097399383783,0.692048192024231,0.03987404331564903,0.04646644741296768,0.07864142209291458
K6X_D100_D105_D110_D115_D190_D230,453,p,0.7440550327301025,0.07614210993051529,0.05674862489104271,0.0065847160294651985,0.6932757496833801,0.04419460520148277,0.04691218584775925,0.07614210993051529
K6X_D100_D105_D110_D115_D190_D230,454,p,0.7499479055404663,0.07369590550661087,0.05526503548026085,0.007355741690844297,0.6937838196754456,0.04880831390619278,0.0473952554166317,0.07369590550661087
K6X_D100_D105_D110_D115_D190_D230,455,p,0.7554616928100586,0.07134321331977844,0.05396546423435211,0.008267569355666637,0.6935117840766907,0.05368230491876602,0.04788651317358017,0.07134321331977844
K6X_D100_D105_D110_D115_D190_D230,445,s,0.6790408492088318,0.100002221763134,0.07716710865497589,0.0057791671715676785,0.6535717844963074,0.01968988962471485,0.04378756508231163,0.100002221763134
K6X_D100_D105_D110_D115_D190_D230,446,s,0.689700186252594,0.09641154855489731,0.0733984112739563,0.005198158789426088,0.6635665893554688,0.02093544229865074,0.04407825693488121,0.09641154855489731
K6X_D100_D105_D110_D115_D190_D230,447,s,0.6994842290878296,0.09301456809043884,0.07007075101137161,0.00485738180577755,0.6717047095298767,0.02292214147746563,0.04441588371992111,0.09301456809043884
K6X_D100_D105_D110_D115_D190_D230,448,s,0.7084298133850098,0.08982909470796585,0.06714768707752228,0.004741300363093615,0.6781710386276245,0.02551746368408203,0.044764384627342224,0.08982909470796585
K6X_D100_D105_D110_D115_D190_D230,449,s,0.7166122794151306,0.08682627975940704,0.06456286460161209,0.004808706697076559,0.6832262873649597,0.02857726253569126,0.04517240449786186,0.08682627975940704
K6X_D100_D105_D110_D115_D190_D230,450,s,0.7241877913475037,0.0839763879776001,0.06227591633796692,0.005045212339609861,0.687099814414978,0.0320427380502224,0.045583512634038925,0.0839763879776001
K6X_D100_D105_D110_D115_D190_D230,451,s,0.7312005758285522,0.08127279579639435,0.06022578477859497,0.005425480660051107,0.6899724006652832,0.03580270707607269,0.04602803289890289,0.08127279579639435
K6X_D100_D105_D110_D115_D190_D230,452,s,0.7378643155097961,0.07864142209291458,0.05838640034198761,0.005942097399383783,0.692048192024231,0.03987404331564903,0.04646644741296768,0.07864142209291458
K6X_D100_D105_D110_D115_D190_D230,453,s,0.7440550327301025,0.07614210993051529,0.05674862489104271,0.0065847160294651985,0.6932757496833801,0.04419460520148277,0.04691218584775925,0.07614210993051529
K6X_D100_D105_D110_D115_D190_D230,454,s,0.7499479055404663,0.07369590550661087,0.05526503548026085,0.007355741690844297,0.6937838196754456,0.04880831390619278,0.0473952554166317,0.07369590550661087
K6X_D100_D105_D110_D115_D190_D230,455,s,0.7554616928100586,0.07134321331977844,0.05396546423435211,0.008267569355666637,0.6935117840766907,0.05368230491876602,0.04788651317358017,0.07134321331977844
