geometry_id,polarization,wavelength_nm,output,hf,lf,delta_hf_minus_lf
K6X_D100_D130_D135_D155_D160_D225,p,445,eta_m+0,0.011963960308,0.0056108892895281315,0.006353071018471868
K6X_D100_D130_D135_D155_D160_D225,p,445,eta_m+1,0.572324908298,0.6854060292243958,-0.11308112092639577
K6X_D100_D130_D135_D155_D160_D225,p,445,eta_m+2,0.0285349515185,0.05278727412223816,-0.02425232260373816
K6X_D100_D130_D135_D155_D160_D225,p,445,eta_m+3,0.0544197755586,0.05098802223801613,0.0034317533205838746
K6X_D100_D130_D135_D155_D160_D225,p,445,T_proxy,0.8541071177781783,0.7439524531364441,0.11015466464173418
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m-3,0.0227656535692,0.048840124160051346,-0.026074470590851346
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m-2,0.154883254961,0.12087897956371307,0.034004275397286926
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m-1,0.0114678235102,0.02640506997704506,-0.014937246466845059
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m+0,0.0140932905094,0.001996360719203949,0.01209692979019605
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m+1,0.566773037886,0.7267195582389832,-0.15994652035298318
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m+2,0.0243851433305,0.026319772005081177,-0.0019346286745811764
K6X_D100_D130_D135_D155_D160_D225,p,446,eta_m+3,0.051766211447,0.048840124160051346,0.002926087286948653
K6X_D100_D130_D135_D155_D160_D225,p,446,T_proxy,0.8461344152133722,0.7551209926605225,0.09101342255284972
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m-3,0.0267014649508,0.040564727038145065,-0.013863262087345066
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m-2,0.151236373537,0.13922059535980225,0.012015778177197761
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m-1,0.0167344748753,0.02153928391635418,-0.004804809041054181
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m+0,0.0208469928191,0.0038397067692130804,0.01700728604988692
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m+1,0.529854454215,0.7386256456375122,-0.20877119142251221
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m+2,0.0224637322985,0.015645259991288185,0.006818472307211814
K6X_D100_D130_D135_D155_D160_D225,p,447,eta_m+3,0.051413417568,0.040564727038145065,0.010848690529854932
K6X_D100_D130_D135_D155_D160_D225,p,447,T_proxy,0.8192509102635384,0.764004647731781,0.05524626253175735
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m-3,0.0198934191427,0.03324422240257263,-0.013350803259872632
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m-2,0.101462948949,0.14859582483768463,-0.04713287588868463
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m-1,0.0211429447224,0.020123491063714027,0.0010194536586859738
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m+0,0.0239675890624,0.005548592656850815,0.018418996405549184
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m+1,0.379287115141,0.7488451600074768,-0.3695580448664768
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m+2,0.0694452134022,0.010398498736321926,0.059046714665878075
K6X_D100_D130_D135_D155_D160_D225,p,448,eta_m+3,0.111707066126,0.03324422240257263,0.07846284372342736
K6X_D100_D130_D135_D155_D160_D225,p,448,T_proxy,0.7269062965457966,0.7745172381401062,-0.047610941594309564
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m-3,0.00639822175757,0.02750237099826336,-0.02110414924069336
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m-2,0.111587110943,0.15245310962200165,-0.04086599867900165
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m-1,0.00429610156104,0.018930679187178612,-0.014634577626138612
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m+0,0.000747829684102,0.006866848096251488,-0.006119018412149488
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m+1,0.550696078373,0.7595347166061401,-0.20883863823314008
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m+2,0.0533191741927,0.007209955248981714,0.046109218943718285
K6X_D100_D130_D135_D155_D160_D225,p,449,eta_m+3,0.092761852168,0.02750237099826336,0.06525948116973664
K6X_D100_D130_D135_D155_D160_D225,p,449,T_proxy,0.8198063686793358,0.7853322625160217,0.03447410616331403
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m-3,0.00795101397918,0.022638270631432533,-0.014687256652252532
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m-2,0.120702889336,0.15316277742385864,-0.03245988808785864
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m-1,0.00384932382125,0.017912091687321663,-0.014062767866071663
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m+0,0.00130725671048,0.007718890905380249,-0.006411634194900249
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m+1,0.592670829829,0.7709132432937622,-0.17824241346476222
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m+2,0.0365370923766,0.00501658022403717,0.03152051215256283
K6X_D100_D130_D135_D155_D160_D225,p,450,eta_m+3,0.0730271890819,0.022638270631432533,0.050388918450467474
K6X_D100_D130_D135_D155_D160_D225,p,450,T_proxy,0.8360455951346621,0.7965442538261414,0.03950134130852079
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m-3,0.00820269896439,0.018595395609736443,-0.010392696645346443
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m-2,0.120574162768,0.1513824313879013,-0.03080826861990131
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m-1,0.0040389812571,0.016566677019000053,-0.012527695761900054
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m+0,0.00287468741557,0.008406800217926502,-0.005532112802356502
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m+1,0.606820703107,0.7830284237861633,-0.17620772067916335
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m+2,0.0286189284649,0.0034248700831085443,0.025194058381791454
K6X_D100_D130_D135_D155_D160_D225,p,451,eta_m+3,0.0637445906627,0.018595395609736443,0.04514919505296355
K6X_D100_D130_D135_D155_D160_D225,p,451,T_proxy,0.8348747526387473,0.8080018758773804,0.02687287676136696
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m-3,0.00755227681099,0.015005471184849739,-0.007453194373859739
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m-2,0.116952404656,0.14837588369846344,-0.03142347904246344
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m-1,0.00390446443731,0.015237788669764996,-0.011333324232454995
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m+0,0.00465640173609,0.008925104513764381,-0.004268702777674382
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m+1,0.615706233938,0.7952313423156738,-0.17952510837767388
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m+2,0.0235219773061,0.0022189191076904535,0.021303058198409545
K6X_D100_D130_D135_D155_D160_D225,p,452,eta_m+3,0.0573753157783,0.015005471184849739,0.04236984459345026
K6X_D100_D130_D135_D155_D160_D225,p,452,T_proxy,0.8296690746625012,0.8193942308425903,0.01027484381991084
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m-3,0.00628116410543,0.011843125335872173,-0.005561961230442173
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m-2,0.110939375201,0.14357252418994904,-0.032633148988949034
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m-1,0.00338423676657,0.01358946505934,-0.01020522829277
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m+0,0.007015648795,0.00940596591681242,-0.00239031712181242
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m+1,0.622987710439,0.808398962020874,-0.185411251581874
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m+2,0.0195634253351,0.0013468577526509762,0.018216567582449023
K6X_D100_D130_D135_D155_D160_D225,p,453,eta_m+3,0.0516367846515,0.011843125335872173,0.039793659315627825
K6X_D100_D130_D135_D155_D160_D225,p,453,T_proxy,0.8218083452935296,0.831394374370575,-0.00958602907704531
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m-3,0.00454616890681,0.009010281413793564,-0.004464112506983564
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m-2,0.102604900091,0.13799358904361725,-0.03538868895261725
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m-1,0.00249580446545,0.011860810220241547,-0.009365005754791546
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m+0,0.0105240037543,0.009997745975852013,0.0005262577784479871
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m+1,0.629141211626,0.8213653564453125,-0.1922241448193125
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m+2,0.0165438682676,0.0007619632524438202,0.01578190501515618
K6X_D100_D130_D135_D155_D160_D225,p,454,eta_m+3,0.0458438313095,0.009010281413793564,0.03683354989570643
K6X_D100_D130_D135_D155_D160_D225,p,454,T_proxy,0.8116997884210296,0.8432239294052124,-0.03152414098418277
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m-3,0.0026053238077,0.006494557950645685,-0.0038892341429456853
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m-2,0.0919861088851,0.1306123584508896,-0.03862624956578958
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m-1,0.00134493753875,0.009864173829555511,-0.008519236290805511
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m+0,0.0161437312966,0.010744168423116207,0.005399562873483792
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m+1,0.631591639435,0.835277259349823,-0.20368561991482304
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m+2,0.0147996913263,0.0005129400524310768,0.014286751273868923
K6X_D100_D130_D135_D155_D160_D225,p,455,eta_m+3,0.0403370364437,0.006494557950645685,0.033842478493054315
K6X_D100_D130_D135_D155_D160_D225,p,455,T_proxy,0.7988084687335582,0.8558856248855591,-0.05707715615200093
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m-3,0.0173543236262,0.05098802223801613,-0.03363369861181613
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m-2,0.0978778270774,0.1012841984629631,-0.0034063713855631006
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m-1,0.0138767750272,0.05293552577495575,-0.03905875074775575
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m+0,0.0109276750889,0.0056108892895281315,0.005316785799371868
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m+1,0.583513753288,0.6854060292243958,-0.10189227593639572
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m+2,0.0546199211284,0.05278727412223816,0.0018326470061618416
K6X_D100_D130_D135_D155_D160_D225,s,445,eta_m+3,0.0617194282746,0.05098802223801613,0.010731406036583874
K6X_D100_D130_D135_D155_D160_D225,s,445,T_proxy,0.8398897035107306,0.7439524531364441,0.09593725037428646
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m-3,0.0172146408338,0.048840124160051346,-0.03162548332625134
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m-2,0.105844410255,0.12087897956371307,-0.01503456930871308
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m-1,0.0127388721021,0.02640506997704506,-0.013666197874945059
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m+0,0.0130452739199,0.001996360719203949,0.01104891320069605
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m+1,0.596919429016,0.7267195582389832,-0.12980012922298312
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m+2,0.0478961204475,0.026319772005081177,0.021576348442418826
K6X_D100_D130_D135_D155_D160_D225,s,446,eta_m+3,0.056062772046,0.048840124160051346,0.007222647885948653
K6X_D100_D130_D135_D155_D160_D225,s,446,T_proxy,0.8497215186206453,0.7551209926605225,0.0946005259601228
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m-3,0.0171458824471,0.040564727038145065,-0.023418844591045065
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m-2,0.113052545178,0.13922059535980225,-0.026168050181802252
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m-1,0.0119530635652,0.02153928391635418,-0.00958622035115418
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m+0,0.014715415303,0.0038397067692130804,0.010875708533786919
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m+1,0.606914861199,0.7386256456375122,-0.13171078443851225
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m+2,0.0415620779759,0.015645259991288185,0.025916817984611817
K6X_D100_D130_D135_D155_D160_D225,s,447,eta_m+3,0.0505382991019,0.040564727038145065,0.009973572063754932
K6X_D100_D130_D135_D155_D160_D225,s,447,T_proxy,0.8558821447703331,0.764004647731781,0.09187749703855208
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m-3,0.017156976827,0.03324422240257263,-0.01608724557557263
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m-2,0.119018994121,0.14859582483768463,-0.029576830716684627
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m-1,0.0115036664772,0.020123491063714027,-0.008619824586514028
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m+0,0.0157183354504,0.005548592656850815,0.010169742793549184
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m+1,0.615226494194,0.7488451600074768,-0.1336186658134768
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m+2,0.0355533041902,0.010398498736321926,0.025154805453878076
K6X_D100_D130_D135_D155_D160_D225,s,448,eta_m+3,0.0453502415107,0.03324422240257263,0.01210601910812737
K6X_D100_D130_D135_D155_D160_D225,s,448,T_proxy,0.8595280127706865,0.7745172381401062,0.08501077463058027
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m-3,0.0173304775872,0.02750237099826336,-0.010171893411063358
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m-2,0.123045605511,0.15245310962200165,-0.029407504111001653
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m-1,0.011029834115,0.018930679187178612,-0.007900845072178612
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m+0,0.0163413025205,0.006866848096251488,0.009474454424248512
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m+1,0.62277198635,0.7595347166061401,-0.13676273025614016
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m+2,0.0301628083051,0.007209955248981714,0.022952853056118286
K6X_D100_D130_D135_D155_D160_D225,s,449,eta_m+3,0.0407639151372,0.02750237099826336,0.01326154413893664
K6X_D100_D130_D135_D155_D160_D225,s,449,T_proxy,0.8614459295258033,0.7853322625160217,0.07611366700978162
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m-3,0.0171399651082,0.022638270631432533,-0.005498305523232532
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m-2,0.12514525921,0.15316277742385864,-0.028017518213858644
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m-1,0.0106314956457,0.017912091687321663,-0.007280596041621663
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m+0,0.0165324169716,0.007718890905380249,0.00881352606621975
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m+1,0.629290184138,0.7709132432937622,-0.14162305915576223
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m+2,0.0263135842949,0.00501658022403717,0.02129700407086283
K6X_D100_D130_D135_D155_D160_D225,s,450,eta_m+3,0.0382256038671,0.022638270631432533,0.015587333235667467
K6X_D100_D130_D135_D155_D160_D225,s,450,T_proxy,0.8632785092361073,0.7965442538261414,0.06673425540996591
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m-3,0.0159839621234,0.018595395609736443,-0.002611433486336443
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m-2,0.125738587729,0.1513824313879013,-0.025643843658901294
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m-1,0.0100198559403,0.016566677019000053,-0.006546821078700053
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m+0,0.0171745088381,0.008406800217926502,0.008767708620173498
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m+1,0.632802594661,0.7830284237861633,-0.15022582912516336
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m+2,0.0248478967515,0.0034248700831085443,0.021423026668391455
K6X_D100_D130_D135_D155_D160_D225,s,451,eta_m+3,0.0394890327828,0.018595395609736443,0.020893637173063556
K6X_D100_D130_D135_D155_D160_D225,s,451,T_proxy,0.8660564388261571,0.8080018758773804,0.058054562948776756
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m-3,0.0136781631799,0.015005471184849739,-0.0013273080049497395
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m-2,0.126798115213,0.14837588369846344,-0.021577768485463444
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m-1,0.00945987285962,0.015237788669764996,-0.005777915810144996
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m+0,0.0182769731362,0.008925104513764381,0.00935186862243562
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m+1,0.63463288117,0.7952313423156738,-0.16059846114567378
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m+2,0.0250417529609,0.0022189191076904535,0.022822833853209545
K6X_D100_D130_D135_D155_D160_D225,s,452,eta_m+3,0.0435073651362,0.015005471184849739,0.028501893951350263
K6X_D100_D130_D135_D155_D160_D225,s,452,T_proxy,0.8713951236559875,0.8193942308425903,0.05200089281339715
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m-3,0.0111624417516,0.011843125335872173,-0.0006806835842721737
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m-2,0.128630128676,0.14357252418994904,-0.014942395513949047
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m-1,0.00886603889449,0.01358946505934,-0.004723426164849999
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m+0,0.0198232308304,0.00940596591681242,0.01041726491358758
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m+1,0.63566494283,0.808398962020874,-0.17273401919087406
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m+2,0.0253037383329,0.0013468577526509762,0.023956880580249022
K6X_D100_D130_D135_D155_D160_D225,s,453,eta_m+3,0.0475935817912,0.011843125335872173,0.035750456455327824
K6X_D100_D130_D135_D155_D160_D225,s,453,T_proxy,0.8770441031068316,0.831394374370575,0.04564972873625661
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m-3,0.00901028452589,0.009010281413793564,3.1120964364556025e-09
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m-2,0.1312992641,0.13799358904361725,-0.006694324943617241
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m-1,0.00845065081591,0.011860810220241547,-0.003410159404331547
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m+0,0.0212098604607,0.009997745975852013,0.011212114484847987
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m+1,0.638056132221,0.8213653564453125,-0.1833092242243125
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m+2,0.0249433811686,0.0007619632524438202,0.02418141791615618
K6X_D100_D130_D135_D155_D160_D225,s,454,eta_m+3,0.0500825645283,0.009010281413793564,0.04107228311450643
K6X_D100_D130_D135_D155_D160_D225,s,454,T_proxy,0.8830521378199566,0.8432239294052124,0.039828208414744215
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m-3,0.00729104462976,0.006494557950645685,0.000796486679114315
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m-2,0.134037794824,0.1306123584508896,0.0034254363731104076
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m-1,0.00806143279008,0.009864173829555511,-0.0018027410394755115
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m+0,0.0225181628945,0.010744168423116207,0.011773994471383793
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m+1,0.640306377159,0.835277259349823,-0.19497088219082304
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m+2,0.0242464522672,0.0005129400524310768,0.023733512214768923
K6X_D100_D130_D135_D155_D160_D225,s,455,eta_m+3,0.0516727221094,0.006494557950645685,0.045178164158754315
K6X_D100_D130_D135_D155_D160_D225,s,455,T_proxy,0.8881339866738233,0.8558856248855591,0.03224836178826418
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m-3,0.0137901087561,0.01955033838748932,-0.00576022963138932
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m-2,0.0273168260539,0.03656509518623352,-0.009248269132333519
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m-1,0.0525830987541,0.060895249247550964,-0.008312150493450965
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m+0,0.512299815537,0.5478690266609192,-0.0355692111239192
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m+1,0.308198792155,0.27422794699668884,0.03397084515831117
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m+2,0.0328783250237,0.04134207218885422,-0.008463747165154217
K6X_D100_D105_D115_D120_D125_D130,p,445,eta_m+3,0.00881861094818,0.01955033838748932,-0.010731727439309318
K6X_D100_D105_D115_D120_D125_D130,p,445,T_proxy,0.9558855772274175,0.8829922676086426,0.07289330961877494
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m-3,0.0137786636741,0.01914883777499199,-0.005370174100891989
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m-2,0.026889901466,0.03601183742284775,-0.009121935956847748
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m-1,0.052122003384,0.060800764709711075,-0.008678761325711076
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m+0,0.52222250963,0.5576769113540649,-0.03545440172406489
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m+1,0.299869462526,0.2666075825691223,0.03326187995687768
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m+2,0.0328307067599,0.040605220943689346,-0.007774514183789348
K6X_D100_D105_D115_D120_D125_D130,p,446,eta_m+3,0.00883221232918,0.01914883777499199,-0.01031662544581199
K6X_D100_D105_D115_D120_D125_D130,p,446,T_proxy,0.956545459768868,0.8850852847099304,0.07146017505893754
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m-3,0.0137446510067,0.018944110721349716,-0.005199459714649716
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m-2,0.0264762695182,0.03569864481687546,-0.009222375298675457
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m-1,0.0516262614533,0.060588184744119644,-0.008961923290819643
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m+0,0.531847645551,0.5663740634918213,-0.03452641794082134
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m+1,0.291832635502,0.25938501954078674,0.03244761596121326
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m+2,0.0327849141193,0.04006599634885788,-0.007281082229557881
K6X_D100_D105_D115_D120_D125_D130,p,447,eta_m+3,0.00884914632279,0.018944110721349716,-0.010094964398559716
K6X_D100_D105_D115_D120_D125_D130,p,447,T_proxy,0.9571615234732055,0.8863472938537598,0.07081422961944572
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m-3,0.0136888818501,0.018597673624753952,-0.004908791774653951
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m-2,0.0260740362004,0.035110071301460266,-0.009036035101060266
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m-1,0.0511029423841,0.060244616121053696,-0.009141673736953695
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m+0,0.541193867795,0.5754983425140381,-0.03430447471903808
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m+1,0.28406052998,0.25252142548561096,0.031539104494389014
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m+2,0.0327300593475,0.03943026810884476,-0.006700208761344757
K6X_D100_D105_D115_D120_D125_D130,p,448,eta_m+3,0.00886330511711,0.018597673624753952,-0.009734368507643951
K6X_D100_D105_D115_D120_D125_D130,p,448,T_proxy,0.9577136226743289,0.8882644176483154,0.06944920502601348
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m-3,0.0136122967913,0.01835038885474205,-0.0047380920634420495
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m-2,0.0256825212067,0.034765928983688354,-0.009083407776988354
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m-1,0.0505552202551,0.06004470959305763,-0.009489489337957631
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m+0,0.550267133505,0.5838255286216736,-0.03355839511667358
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m+1,0.276539800419,0.24581673741340637,0.03072306300559363
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m+2,0.0326611134145,0.03884628042578697,-0.00618516701128697
K6X_D100_D105_D115_D120_D125_D130,p,449,eta_m+3,0.00887055017577,0.01835038885474205,-0.00947983867897205
K6X_D100_D105_D115_D120_D125_D130,p,449,T_proxy,0.9581886357675327,0.8896869421005249,0.06850169366700776
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m-3,0.0135156670305,0.018065933138132095,-0.004550266107632095
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m-2,0.0253010088754,0.03422098234295845,-0.008919973467558451
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m-1,0.04998555965,0.05955611169338226,-0.009570552043382266
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m+0,0.559073448034,0.5922742486000061,-0.03320080056600605
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m+1,0.26925676584,0.23953406512737274,0.02972270071262728
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m+2,0.0325738519086,0.038282666355371475,-0.0057088144467714735
K6X_D100_D105_D115_D120_D125_D130,p,450,eta_m+3,0.0088669854949,0.018065933138132095,-0.009198947643232095
K6X_D100_D105_D115_D120_D125_D130,p,450,T_proxy,0.9585732868336772,0.8913644552230835,0.06720883161059366
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m-3,0.0133994493777,0.017783835530281067,-0.004384386152581066
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m-2,0.0249284552413,0.03380553424358368,-0.00887707900228368
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m-1,0.0493973005644,0.05931222811341286,-0.00991492754901286
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m+0,0.567623440481,0.6003454923629761,-0.03272205188197608
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m+1,0.262194623258,0.23328880965709686,0.028905813600903163
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m+2,0.032464228456,0.03768027946352959,-0.005216051007529587
K6X_D100_D105_D115_D120_D125_D130,p,451,eta_m+3,0.00884911880989,0.017783835530281067,-0.008934716720391067
K6X_D100_D105_D115_D120_D125_D130,p,451,T_proxy,0.9588566161883394,0.8929465413093567,0.0659100748789827
K6X_D100_D105_D115_D120_D125_D130,p,452,eta_m-3,0.0132637605013,0.017540525645017624,-0.004276765143717625
K6X_D100_D105_D115_D120_D125_D130,p,452,eta_m-2,0.0245635283589,0.033318374305963516,-0.008754845947063515
K6X_D100_D105_D115_D120_D125_D130,p,452,eta_m-1,0.048795370415,0.05877581983804703,-0.00998044942304703
K6X_D100_D105_D115_D120_D125_D130,p,452,eta_m+0,0.575933078086,0.6081636548042297,-0.03223057671822971
K6X_D100_D105_D115_D120_D125_D130,p,452,eta_m+1,0.255335367965,0.22752128541469574,0.027814082550304264
K6X_D100_D105_D115_D120_D125_D130,p,452,eta_m+2,0.0323296174215,0.037139892578125,-0.0048102751566250004
