geometry_id,wavelength_nm,abs_delta_eta_plus1,abs_delta_eta_0,abs_delta_eta_minus1,abs_delta_R_total,abs_delta_T_total,full_order_profile_l1
K6X_D135_D155_D190_D220_D225_D230,445,0.14523215973169923,0.1278580617915689,0.02353009233193351,0.1580664049383481,0.15893938178683875,0.4312268715916797
K6X_D135_D155_D190_D220_D225_D230,446,0.18170161529572,0.056590562738532475,0.0018438929654991595,0.13683618997813604,0.13680422365271883,0.30033622625537837
K6X_D135_D155_D190_D220_D225_D230,447,0.3102890449180098,0.0350144337337685,0.013393940860944607,0.19642286775267342,0.19619079360027036,0.42438729623574917
K6X_D135_D155_D190_D220_D225_D230,448,0.30777225712511735,0.0060206447719941825,0.0032870813492560796,0.20443336049600852,0.20427716401361873,0.4213421033403396
K6X_D135_D155_D190_D220_D225_D230,449,0.17632419216367595,0.04311081830715312,0.0028289654748012844,0.08649631496788449,0.08679276560569149,0.27151354967126323
K6X_D135_D155_D190_D220_D225_D230,450,0.3129516988746146,0.031186911419845406,0.04801139272543219,0.0964051045928192,0.09728319319517886,0.5286202045540505
K6X_D135_D155_D190_D220_D225_D230,451,0.3493560792474992,0.011147088863042734,0.07982948004732915,0.12007228736249215,0.12137473038003532,0.5773374281149629
K6X_D135_D155_D190_D220_D225_D230,452,0.48491484790217426,0.12972971274391493,0.09349654741700959,0.16863805462187675,0.1701814428596382,0.8134404315712701
K6X_D135_D155_D190_D220_D225_D230,453,0.3682087235634568,0.12732287485482285,0.044839175994170505,0.04096959625389818,0.04164627040615976,0.7213605550140134
K6X_D135_D155_D190_D220_D225_D230,454,0.2579318233432133,0.09733516536736836,0.03287012961382014,0.055091774057378806,0.05456549723661397,0.6001655075063455
K6X_D135_D155_D190_D220_D225_D230,455,0.19971368423617825,0.08221732037639166,0.030472827038362463,0.11610975237397336,0.11547406363817403,0.5443728904162207
K6X_D140_D160_D165_D170_D180_D190,445,0.07834248321501124,0.16740874206086548,0.012392639466791158,0.0031674031102885136,0.004180132368882483,0.36378289542470305
K6X_D140_D160_D165_D170_D180_D190,446,0.017173414785608826,0.03890848839344818,0.011169105318501363,0.012429280490301675,0.01265399214728935,0.13346563725310998
K6X_D140_D160_D165_D170_D180_D190,447,0.06826394688070861,0.10869339401298006,0.0026414587866127968,0.020665628105859868,0.02073928901208999,0.24715027081257
K6X_D140_D160_D165_D170_D180_D190,448,0.14617835719955097,0.1965657310947736,0.006205482072707351,0.020550980883097536,0.021133890160729862,0.42661103878313
K6X_D140_D160_D165_D170_D180_D190,449,0.2034531042207631,0.23390570074314634,0.011355584713122147,0.011285430176525724,0.011645607321293716,0.5253532138629601
K6X_D140_D160_D165_D170_D180_D190,450,0.24156997531240576,0.24922140624657058,0.014421585516811877,0.0010924353422803734,0.0010451839007994401,0.5697176812674599
K6X_D140_D160_D165_D170_D180_D190,451,0.26284725548828775,0.25415207405272944,0.016927926671646297,0.005124544788874363,0.004822718528972425,0.5829553387293299
K6X_D140_D160_D165_D170_D180_D190,452,0.2701670003331945,0.253464380138271,0.01920235100736029,0.005471896314468594,0.004886971115538485,0.5811291915462902
K6X_D140_D160_D165_D170_D180_D190,453,0.2669774855107916,0.2502052651411915,0.02096444891732655,0.0002468722116220068,9.549481880466448e-05,0.56910512467991
K6X_D140_D160_D165_D170_D180_D190,454,0.25812902835441026,0.24579238120027677,0.021949186953635597,0.007381219467981759,0.007369438239002601,0.5641524079125999
K6X_D140_D160_D165_D170_D180_D190,455,0.2490115414209805,0.24034549141994174,0.022328913923906183,0.013363639469233413,0.013489312216837468,0.56268247250048
K6X_D150_D205_D215_D220_D225_D230,445,0.03578345837882728,0.1270853025397677,0.03017628014759087,0.191923252633868,0.19018853796083635,0.35608289466696774
K6X_D150_D205_D215_D220_D225_D230,446,0.006725564945800247,0.1158298585900977,0.007035930348728223,0.19573150525580774,0.19633140477593714,0.3164093914538113
K6X_D150_D205_D215_D220_D225_D230,447,0.06398798620540756,0.001976293388821715,0.03657235530278227,0.04113744310159856,0.04109517213691816,0.2956232241307174
K6X_D150_D205_D215_D220_D225_D230,448,0.12511752092943818,0.07815425411643706,0.039469927697771884,0.04941826580581854,0.04911293711436704,0.5200559597041134
K6X_D150_D205_D215_D220_D225_D230,449,0.10567231080805983,0.07111484531293677,0.02930592515918961,0.02338685938997004,0.022728744635029607,0.5270602421949483
K6X_D150_D205_D215_D220_D225_D230,450,0.1018166837226982,0.023457767869950075,0.013208048982271424,0.11793569886736227,0.11807434407724338,0.4973776409195682
K6X_D150_D205_D215_D220_D225_D230,451,0.07998202886759033,0.11107395635607793,0.013823897594386018,0.3036471918268779,0.3035944666379886,0.5615938281950053
K6X_D150_D205_D215_D220_D225_D230,452,0.1325844350919738,0.23604633959569346,0.08457983185879865,0.335185281136191,0.33300988469804244,0.7028511843684503
K6X_D150_D205_D215_D220_D225_D230,453,0.13133684478485327,0.26355020975095683,0.03954040700948164,0.2513209271893229,0.2498276539156189,0.5843498339983837
K6X_D150_D205_D215_D220_D225_D230,454,0.13910326455112879,0.2185120922622729,0.02881450690600581,0.1740217661781865,0.17337949871770153,0.476970062879274
K6X_D150_D205_D215_D220_D225_D230,455,0.16021552272325576,0.18167087148491576,0.018962229753607385,0.10407119524093161,0.10359899414006934,0.46429138406080894
K6X_D200_D205_D215_D220_D225_D230,445,0.02423911936912794,0.18663545827641553,0.033525749016561406,0.15123440727568913,0.14777969118298706,0.4448306317220101
K6X_D200_D205_D215_D220_D225_D230,446,0.022382683367087916,0.07749582967769508,0.054768627434816156,0.0347526727167419,0.035029588518877275,0.26966571964354097
K6X_D200_D205_D215_D220_D225_D230,447,0.03789960882147453,0.0006429019601293939,0.03267329742682622,0.015198145222915155,0.01578660734577031,0.16073684911273595
K6X_D200_D205_D215_D220_D225_D230,448,0.03901491566811992,0.06153446445285393,0.00954955828853353,0.04215962881394897,0.04225153171264995,0.192197553071204
K6X_D200_D205_D215_D220_D225_D230,449,0.04515537053784341,0.07864114843237902,0.003389509340722626,0.05767336410887139,0.057339171123718335,0.21246707503998308
K6X_D200_D205_D215_D220_D225_D230,450,0.03981615292889225,0.138016325092834,0.016023679337022406,0.07402796802575543,0.07446868672460327,0.30046745130792013
K6X_D200_D205_D215_D220_D225_D230,451,0.04314124234997418,0.08574266695758892,0.02159302474718986,0.0287478345522732,0.028855550627948312,0.2409741925777499
K6X_D200_D205_D215_D220_D225_D230,452,0.07361210259210281,0.3616639644132072,0.04974675639207027,0.23551990883133794,0.24122805784108936,0.62932407616927
K6X_D200_D205_D215_D220_D225_D230,453,0.014917221754995609,0.5499348915026867,0.005938395431709787,0.47954112614346245,0.4784733313673744,0.6512690090781
K6X_D200_D205_D215_D220_D225_D230,454,0.0006437156437891327,0.44753218456787125,0.02457755778491312,0.36962977508052813,0.3694244175553372,0.5370493223451199
K6X_D200_D205_D215_D220_D225_D230,455,0.011804698510172153,0.26000669523616754,0.028756219440461642,0.19454378665273914,0.19351797891000244,0.34669488303368
