model,geometry_count,spearman,top3_recall,top5_recall,true_champion,true_champion_predicted_rank,G02_true_rank,G02_predicted_rank,predicted_order
LF,20,0.9593984962406015,0.6666666666666666,1.0,K6X_D100_D115_D130_D145_D155_D185,5,2,1,K6X_D110_D125_D135_D150_D175_D195|K6X_D110_D125_D135_D150_D175_D190|K6X_D125_D135_D150_D175_D190_D210|K6X_D130_D145_D155_D180_D195_D230|K6X_D100_D115_D130_D145_D155_D185|K6X_D100_D130_D135_D155_D160_D225|K6X_D135_D155_D190_D220_D225_D230|K6X_D105_D120_D125_D130_D165_D190|K6X_D120_D125_D180_D185_D190_D195|K6X_D100_D140_D145_D155_D225_D230|K6X_D100_D105_D115_D120_D125_D130|K6X_D120_D145_D200_D215_D220_D230|K6X_D140_D160_D165_D170_D180_D190|K6X_D150_D205_D215_D220_D225_D230|K6X_D100_D200_D205_D210_D215_D220|K6X_D100_D105_D115_D165_D225_D230|K6X_D100_D105_D110_D115_D190_D230|K6X_D100_D110_D115_D220_D225_D230|K6X_D110_D190_D210_D215_D220_D225|K6X_D200_D205_D215_D220_D225_D230
lf_eta_plus1,4,-0.8,0.0,0.2,K6X_D100_D115_D130_D145_D155_D185,,2,4,K6X_D100_D105_D115_D165_D225_D230|K6X_D135_D155_D190_D220_D225_D230|K6X_D100_D105_D110_D115_D190_D230|K6X_D110_D125_D135_D150_D175_D195
calibrated_eta_plus1,4,0.8,0.3333333333333333,0.2,K6X_D100_D115_D130_D145_D155_D185,,2,1,K6X_D110_D125_D135_D150_D175_D195|K6X_D135_D155_D190_D220_D225_D230|K6X_D100_D105_D115_D165_D225_D230|K6X_D100_D105_D110_D115_D190_D230
ridge_eta_plus1,4,1.0,0.3333333333333333,0.2,K6X_D100_D115_D130_D145_D155_D185,,2,1,K6X_D110_D125_D135_D150_D175_D195|K6X_D135_D155_D190_D220_D225_D230|K6X_D100_D105_D110_D115_D190_D230|K6X_D100_D105_D115_D165_D225_D230
residual_mlp_eta_plus1,4,1.0,0.3333333333333333,0.2,K6X_D100_D115_D130_D145_D155_D185,,2,1,K6X_D110_D125_D135_D150_D175_D195|K6X_D135_D155_D190_D220_D225_D230|K6X_D100_D105_D110_D115_D190_D230|K6X_D100_D105_D115_D165_D225_D230
cnn_eta_plus1,4,1.0,0.3333333333333333,0.2,K6X_D100_D115_D130_D145_D155_D185,,2,1,K6X_D110_D125_D135_D150_D175_D195|K6X_D135_D155_D190_D220_D225_D230|K6X_D100_D105_D110_D115_D190_D230|K6X_D100_D105_D115_D165_D225_D230
direct_model_eta_plus1,4,0.8,0.3333333333333333,0.2,K6X_D100_D115_D130_D145_D155_D185,,2,1,K6X_D110_D125_D135_D150_D175_D195|K6X_D100_D105_D110_D115_D190_D230|K6X_D135_D155_D190_D220_D225_D230|K6X_D100_D105_D115_D165_D225_D230
