geometry_uid,wavelength_nm,S0,S1,S2,S3,DoLP,F_x,M_x,psi_rad,psi_deg,throughput,useful_lp_power,x_fidelity,leakage,psi_unwrapped_rad,psi_unwrapped_deg
GLOBAL_001,450.0,0.920198853494796,0.003579243859931691,-0.01137209442180697,-0.0005420294628578314,0.012955960661834803,0.5019448208647176,0.003889641729435096,-0.6329363906166121,-36.26458388257556,0.920198853494796,0.4618890486773639,0.5019448208647176,0.4583098048174321,-0.6329363906166121,-36.26458388257556
GLOBAL_001,450.5,0.9327134092040471,0.006959383927442442,-0.0004315932788763032,-0.000527125099752862,0.0074757732268359986,0.5037307193499991,0.007461438699998315,-0.030968348349917074,-1.7743556589411755,0.9327134092040472,0.46983639656574483,0.5037307193499991,0.4628770126383024,-0.030968348349917074,-1.7743556589411755
GLOBAL_001,451.0,0.976689629267925,0.003562715207461431,0.01801080543883947,0.00015853154761305555,0.018797982387346274,0.5018238727537897,0.003647745507579367,0.6877537693555905,39.40538832828919,0.976689629267925,0.4901261722376932,0.5018238727537897,0.4865634570302318,0.6877537693555905,39.40538832828919
GLOBAL_001,451.5,0.9566232585914922,-0.013091461931336257,-0.003723119615855598,0.0004381721665423638,0.014227736799457045,0.49315746203442107,-0.013685075931157887,-1.432257511530947,-82.0623105866331,0.9566232585914922,0.471765898330078,0.49315746203442107,0.4848573602614143,1.709335142058846,97.9376894133669
GLOBAL_001,452.0,0.9015418651373659,-0.03544812399780467,-0.0358096227713358,0.0012591509864512684,0.055890343296576446,0.4803402784892283,-0.03931944302154345,-1.1755607091493339,-67.35466719566293,0.9015418651373659,0.43304687056978064,0.4803402784892283,0.46849499456758525,1.9660319444404593,112.64533280433707
GLOBAL_001,452.5,0.9704131123449499,-0.041733824284875376,0.031533244287197996,0.008266621923975231,0.05390213415899218,0.4784968773845049,-0.04300624523099022,1.247264939529892,71.46301696970265,0.9704131123449501,0.46433964403003736,0.4784968773845049,0.5060734683149127,1.247264939529892,71.46301696970265
GLOBAL_001,453.0,0.6591113468313663,-0.12757414692167474,-0.3066806526345902,0.028124518522980604,0.5039465192883763,0.40322261364868095,-0.19355477270263804,-0.9825026767698114,-56.293256739216304,0.6591113468313664,0.2657685999548458,0.40322261364868095,0.3933427468765206,2.1590899768199816,123.7067432607837
GLOBAL_001,453.5,1.0148882601521367,0.030145964658767566,0.03580633622709913,-4.792879179743581e-05,0.04612011301454775,0.5148518639156633,0.029703727831326514,0.43550679690542393,24.95270141194189,1.0148882601521372,0.5225171124054524,0.5148518639156633,0.4923711477466848,3.577099450495217,204.9527014119419
GLOBAL_001,454.0,0.9866377670043263,0.027381699773743884,0.014931715678750963,0.00017061332954317054,0.031610747221662884,0.5138762678104658,0.027752535620931506,0.24962048553275254,14.302200301033146,0.9866377670043261,0.5070097333890351,0.5138762678104658,0.4796280336152911,3.3912131391225455,194.30220030103314
GLOBAL_002,450.0,0.5773299510861726,0.44103151457706924,-1.5214011032549512e-09,-1.3361006928285977e-08,0.7639158747044472,0.8819579373522236,0.7639158747044472,-1.7248213029786673e-09,-9.882498107493308e-08,0.5773299510861726,0.5091807328316209,0.8819579373522236,0.06814921825455167,-1.7248213029786673e-09,-9.882498107493308e-08
