geometry_uid,source_stage,exact_hash,available_wavelength_start_nm,available_wavelength_stop_nm,available_points,historical_target_channel_flip,min_M_x,mean_M_x,M_x_range,M_x_ripple,max_abs_dM_x_dlambda,linear_M_x_slope_per_nm,M_x_curvature_max_per_nm2,nearest_zero_crossing_distance_nm_diagnostic,min_F_x,mean_F_x,psi_min_deg,psi_max_deg,psi_range_deg,orientation_ripple_deg,max_abs_dpsi_dlambda_deg_per_nm,near_S1_zero_danger,mean_DoLP,worst_DoLP,DoLP_slope_per_nm,sigma2_over_sigma1_mean,sigma2_over_sigma1_worst,dominant_output_overlap_worst,dominant_output_overlap_mean,dominant_output_overlap_drift,useful_lp_power_mean,useful_lp_power_worst,useful_lp_power_slope_per_nm,useful_lp_power_ripple,useful_lp_power_cv,anchor_450_M_x,anchor_450_F_x,anchor_450_DoLP,anchor_450_useful_lp_power,H_global_nm,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,historical_mean_useful_power,historical_worst_useful_power,historical_mean_DoLP,historical_worst_DoLP,historical_mean_x_fidelity,historical_worst_x_fidelity,failed_fdt_control,lexicographic_rank_key,strictly_better_than_failed_control_envelope,ranking_pool
GLOBAL_001,H1C1A_BROADBAND_GLOBAL,a8253518a60f78dae8560385cbc5c98ed8ddd91a001c8bbbe19053efb2a3acd6,450.0,454.0,9,True,-0.19355477270263804,-0.024123383055228754,0.22325850053396457,0.22325850053396457,0.44651700106792913,-0.00871825875867673,1.4952281120224495,0.1052265356933463,0.40322261364868095,0.48793830847238556,-36.26458388257556,204.9527014119419,241.21728529451744,241.21728529451744,162.4919163023164,True,0.08276970111729219,0.0074757732268359986,0.04001745455879794,0.9262208738683447,0.9925307888374156,0.15754358246754352,0.6974492223686288,0.8424564175324565,0.4540332751288923,0.2657685999548458,-0.003920550416664306,0.2567485124506066,0.15645610426630047,0.003889641729435096,0.5019448208647176,0.012955960661834803,0.4618890486773639,550.0,102.0,100.0,94.0,180.22485955050706,-2.8624052261117474,0.4540332751288923,0.2657685999548458,0.0827697011172922,0.007475773226836058,0.48793830847238556,0.40322261364868095,False,"[False, -0.19355477270263804, -0.44651700106792913, -241.21728529451744, 0.15754358246754352, 0.0074757732268359986, 0.2657685999548458, 0.08276970111729219, 0.4540332751288923]",False,eligible_new_candidate
GLOBAL_002,H1C1A_BROADBAND_GLOBAL,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,450.0,454.0,9,False,0.4800100798997261,0.7977466477391155,0.5143282316678912,0.5143282316678912,0.3133275941552496,-0.07843289740916629,0.3964198067179443,2.299708632229044,0.740005039949863,0.8988733238695578,-1.037959329844596e-06,1.2299307456147082e-06,2.267890075459304e-06,2.267890075459304e-06,3.38236415717335e-06,False,0.7977466477391157,0.48001007989972644,-0.07843289740916629,0.3079192092569439,0.5927412147870255,0.9999999999999992,0.9999999999999998,7.771561172376096e-16,0.38532190637935065,0.05620423004594163,0.006474104442982153,0.45297650278567925,0.3310990101815666,0.7639158747044472,0.8819579373522236,0.7639158747044472,0.5091807328316209,550.0,108.0,107.0,100.0,195.0,0.0,0.3853219063793506,0.05620423004594163,0.7977466477391156,0.4800100798997266,0.8988733238695578,0.7400050399498631,False,"[True, 0.4800100798997261, -0.3133275941552496, -2.267890075459304e-06, 0.9999999999999992, 0.48001007989972644, 0.05620423004594163, 0.7977466477391157, 0.38532190637935065]",False,eligible_new_candidate
GLOBAL_004,H1C1A_BROADBAND_GLOBAL,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,450.0,454.0,9,False,0.09780934649772295,0.33133205520935544,0.8667773461042975,0.8667773461042975,1.5736881140963108,-0.15283586321332981,4.6182966970610835,0.24167538533282826,0.5489046732488615,0.6656660276046777,-0.9243823478414968,3.1778146300792627,4.10219697792076,4.10219697792076,6.96094142879651,True,0.3314850039254087,0.09786028624880659,-0.15294180029590726,0.7046303342914243,0.9064366366175484,0.9935525145835734,0.9983944269509781,0.0064474854164265905,0.42196902281463955,0.0828630928299743,0.03963401476847868,0.4581753342505661,0.3009304303207013,0.9645866926020205,0.9822933463010103,0.9646405251594502,0.5410384270805404,550.0,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,0.42196902281463955,0.0828630928299743,0.3314850039254087,0.09786028624880654,0.6656660276046776,0.5489046732488615,False,"[True, 0.09780934649772295, -1.5736881140963108, -4.10219697792076, 0.9935525145835734, 0.09786028624880659, 0.0828630928299743, 0.3314850039254087, 0.42196902281463955]",False,eligible_new_candidate
GLOBAL_005,H1C1A_BROADBAND_GLOBAL,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,450.0,454.0,9,True,-0.20213130257077025,0.5836370451238303,1.2001568936372602,1.2001568936372602,0.8440201732575772,0.13511240777550376,0.729281207586332,0.2394863404634335,0.3989343487146149,0.7918185225619152,-88.63202476573541,-0.30793722641242516,88.32408753932299,88.32408753932299,174.01171821171366,False,0.6286814492690024,0.20236197069105005,0.08115337501061556,0.45007607633098,0.8144640979267913,0.053545812540850946,0.881666246714409,0.946454187459149,0.4621016826768007,0.3238230123401586,0.027683101937588436,0.1785501394468158,0.11716953519685021,-0.20213130257077025,0.3989343487146149,0.20236197069105005,0.3238230123401586,550.0,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,0.4621016826768007,0.3238230123401586,0.6286814492690024,0.20236197069105005,0.7918185225619152,0.3989343487146149,False,"[False, -0.20213130257077025, -0.8440201732575772, -88.32408753932299, 0.053545812540850946, 0.20236197069105005, 0.3238230123401586, 0.6286814492690024, 0.4621016826768007]",False,eligible_new_candidate
GLOBAL_006,H1C1A_BROADBAND_GLOBAL,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,450.0,454.0,9,False,0.7229452382102122,0.8368227408133008,0.2602433627081855,0.2602433627081855,0.2680970978661854,0.06753561276495014,0.7829330610417795,2.93065408626956,0.8614726191051061,0.9184113704066503,-0.7319724637178069,2.666885467387653,3.39885793110546,3.39885793110546,3.741106732568098,False,0.8377439727751687,0.7243991370632339,0.06711527651751903,0.2794559822075213,0.3997787821379981,0.9917328593487393,0.9984297381919192,0.008267140651260663,0.44951817290551443,0.27604937097518917,-0.028990193700857397,0.24459215787770677,0.15539365291484947,0.7229452382102122,0.8614726191051061,0.7260891456093452,0.4999632255154084,550.0,113.0,112.0,96.0,191.1674658512792,2.398421334092505,0.44951817290551443,0.27604937097518917,0.8377439727751688,0.7243991370632339,0.9184113704066503,0.8614726191051061,False,"[True, 0.7229452382102122, -0.2680970978661854, -3.39885793110546, 0.9917328593487393, 0.7243991370632339, 0.27604937097518917, 0.8377439727751687, 0.44951817290551443]",False,eligible_new_candidate
GLOBAL_008,H1C1A_BROADBAND_GLOBAL,919905dfcf294368d2b73bdb4d8aa298c3d7369e62eb4dbd9cd964ec472c0c8f,450.0,454.0,9,True,-0.26645884453379765,0.019001653984072196,0.49943582498542083,0.49943582498542083,0.9988716499708417,-0.01090326950332342,3.4521891541924052,0.2332401569895632,0.3667705777331012,0.509500826992036,-90.07527256219497,113.69673432546759,203.77200688766254,203.77200688766254,172.12829587844902,True,0.07971175223097039,0.0015420215755060915,-0.06357707806854998,0.9264499790086239,0.998456117266272,0.07365142053331628,0.6471740938255102,0.9263485794666837,0.44844831789850204,0.21097362382153437,0.01726572338373236,0.31942843599654835,0.1929030941710212,0.23297698045162316,0.6164884902258115,0.23527943677936097,0.5304020598180827,550.0,104.0,109.0,99.0,184.13310403075272,-2.1786800752766027,0.44844831789850204,0.2109736238215344,0.07971175223097042,0.0015420215755061314,0.5095008269920361,0.36677057773310123,False,"[False, -0.26645884453379765, -0.9988716499708417, -203.77200688766254, 0.07365142053331628, 0.0015420215755060915, 0.21097362382153437, 0.07971175223097039, 0.44844831789850204]",False,eligible_new_candidate
GLOBAL_009,H1C1A_BROADBAND_GLOBAL,2da908fa179f4e52457eb00f44ec9f4a3bce90a6b7f16426986a78d3fbc5c976,450.0,454.0,9,False,0.05972540031783883,0.25847469530003336,0.5236533977077559,0.5236533977077559,0.29848979319994806,-0.13849212888480653,0.4001034113251054,1.4838621840055004,0.5298627001589195,0.6292373476500167,-0.5216480859596507,0.408422049096049,0.9300701350556997,0.9300701350556997,1.514001998100076,True,0.25849402980624586,0.05972628864821155,-0.13850720304624203,0.7738689673601374,0.9419546346488735,0.9998990251290765,0.9999647917724281,0.00010097487092353141,0.46713475966202,0.29946163594269454,0.025310886759792012,0.20775533912705274,0.12845306240262988,0.5833787980255947,0.7916893990127973,0.5834755256699548,0.29946163594269454,550.0,104.0,104.0,105.0,193.00259065618783,0.2968666673246941,0.46713475966202,0.29946163594269454,0.25849402980624586,0.05972628864821154,0.6292373476500166,0.5298627001589195,False,"[True, 0.05972540031783883, -0.29848979319994806, -0.9300701350556997, 0.9998990251290765, 0.05972628864821155, 0.29946163594269454, 0.25849402980624586, 0.46713475966202]",False,eligible_new_candidate
GLOBAL_010,H1C1A_BROADBAND_GLOBAL,2deb92f8c7547d9fa52ef3e75ac85ab6d6058b4cb06a982c0ffb0a7ec86f77b3,450.0,454.0,9,False,0.1345526818235554,0.5549096668484114,0.8201443296298112,0.8201443296298112,0.7465298213687066,0.168771376605195,2.3483903235526142,0.2041722732169829,0.5672763409117777,0.7774548334242056,-9.687793794698951,-0.8606088389133999,8.827184955785551,8.827184955785551,16.944474560426038,False,0.556292742627384,0.14263070010167622,0.16801030614995435,0.5255824068143079,0.8661462412369676,0.9890874096904353,0.9974001267683916,0.010912590309564707,0.4015108189213548,0.10070500243354752,-0.054538792916488936,0.4148530304624112,0.3408918467184728,0.24971677880975168,0.6248583894048758,0.2499417405546893,0.5107888688258132,550.0,110.0,111.0,99.0,208.24024587000469,-2.7524854002686845,0.4015108189213548,0.1007050024335475,0.556292742627384,0.1426307001016763,0.7774548334242056,0.5672763409117778,False,"[True, 0.1345526818235554, -0.7465298213687066, -8.827184955785551, 0.9890874096904353, 0.14263070010167622, 0.10070500243354752, 0.556292742627384, 0.4015108189213548]",False,eligible_new_candidate
GLOBAL_011,H1C1A_BROADBAND_GLOBAL,85c8b98377105bd8718acac057fc0537d2fbef1e3f2f8ea7f0659db6ff3d816a,450.0,454.0,9,True,-0.9113926603638213,0.3563857748699373,1.6643179025159247,1.6643179025159247,2.887211370739843,-0.0900324558018888,4.891573872895673,0.18433462489091046,0.044303669818089426,0.6781928874349686,-0.7895514320434386,84.79501529345825,85.58456672550169,85.58456672550169,171.16913345100338,False,0.5654055534104991,0.1446778218399963,0.14951851242581699,0.51073057361582,0.8524000238834024,0.13199846449716512,0.8826024753959052,0.8680015355028349,0.3082687997970453,0.0013777596009549881,-0.03186135620117326,0.49438461741863027,0.49862592464366706,0.10439697264179576,0.5521984863208979,0.1446778218399963,0.20870913464044677,550.0,113.0,101.0,102.0,186.04300578092153,-1.231977402639728,0.30826879979704536,0.0013777596009549881,0.5654055534104993,0.14467782183999642,0.6781928874349687,0.044303669818089426,False,"[False, -0.9113926603638213, -2.887211370739843, -85.58456672550169, 0.13199846449716512, 0.1446778218399963, 0.0013777596009549881, 0.5654055534104991, 0.3082687997970453]",False,eligible_new_candidate
GLOBAL_012,H1C1A_BROADBAND_GLOBAL,155971f78351232e75fe4e2e2efcc8629818ba98c0d3dd841205ce99fad2dce5,450.0,454.0,9,False,0.1510114308876752,0.46021307798937855,0.7765022731897255,0.7765022731897255,0.32297346110317826,-0.20092685993750778,0.17246807367110673,1.7868700599838072,0.5755057154438376,0.7301065389946892,0.3892361259226641,1.4986052623542176,1.1093691364315537,1.1093691364315537,1.1763061335712597,False,0.46037673185850025,0.1512182851661914,-0.2009230191061092,0.6031332807633869,0.8585375361929545,0.9999459527867014,0.9999861213778112,5.4047213298602514e-05,0.4861336180024705,0.4675881750256153,0.0023324352779734866,0.030591309380530785,0.019623251538825295,0.9275137040774007,0.9637568520387004,0.9275993220136005,0.4881285652054541,550.0,107.0,108.0,96.0,201.12185361118767,1.9945693012418377,0.4861336180024705,0.4675881750256153,0.46037673185850025,0.15121828516619126,0.7301065389946892,0.5755057154438376,False,"[True, 0.1510114308876752, -0.32297346110317826, -1.1093691364315537, 0.9999459527867014, 0.1512182851661914, 0.4675881750256153, 0.46037673185850025, 0.4861336180024705]",False,eligible_new_candidate
