geometry_uid,source_stage,exact_hash,available_wavelength_start_nm,available_wavelength_stop_nm,available_points,historical_target_channel_flip,min_M_x,mean_M_x,M_x_range,M_x_ripple,max_abs_dM_x_dlambda,linear_M_x_slope_per_nm,M_x_curvature_max_per_nm2,nearest_zero_crossing_distance_nm_diagnostic,min_F_x,mean_F_x,psi_min_deg,psi_max_deg,psi_range_deg,orientation_ripple_deg,max_abs_dpsi_dlambda_deg_per_nm,near_S1_zero_danger,mean_DoLP,worst_DoLP,DoLP_slope_per_nm,sigma2_over_sigma1_mean,sigma2_over_sigma1_worst,dominant_output_overlap_worst,dominant_output_overlap_mean,dominant_output_overlap_drift,useful_lp_power_mean,useful_lp_power_worst,useful_lp_power_slope_per_nm,useful_lp_power_ripple,useful_lp_power_cv,anchor_450_M_x,anchor_450_F_x,anchor_450_DoLP,anchor_450_useful_lp_power,H_global_nm,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,historical_mean_useful_power,historical_worst_useful_power,historical_mean_DoLP,historical_worst_DoLP,historical_mean_x_fidelity,historical_worst_x_fidelity,failed_fdt_control,lexicographic_rank_key,strictly_better_than_failed_control_envelope,ranking_pool
GLOBAL_013,H1C1A_BROADBAND_GLOBAL,08a05afbd32181f9c6e684befd5bb84bf321d87f03d276d93214194475f747cd,450.0,454.0,9,False,0.05417934128728629,0.230702029967132,0.5038999242442059,0.5038999242442059,0.2894991856037471,-0.11834792756347935,0.21195475832282273,0.9776308178771093,0.5270896706436431,0.615351014983566,-0.4975201878713394,3.7462289904325643,4.243749178303903,4.243749178303903,8.487498356607809,True,0.23122071991416218,0.054645906157125106,-0.1184584557744863,0.7952476562808566,0.9467229578537214,0.997162497783536,0.9992745529267968,0.0028375022164639496,0.48558893260794167,0.47122567416307615,0.002932312001845045,0.02486118275327137,0.017161671053745362,0.5580792655314922,0.7790396327657461,0.5585033645749934,0.4762811531388063,550.0,106.0,103.0,98.0,197.20547659738054,2.615754875421869,0.48558893260794167,0.47122567416307615,0.23122071991416218,0.054645906157125175,0.615351014983566,0.5270896706436432,False,"[True, 0.05417934128728629, -0.2894991856037471, -4.243749178303903, 0.997162497783536, 0.054645906157125106, 0.47122567416307615, 0.23122071991416218, 0.48558893260794167]",False,eligible_new_candidate
GLOBAL_015,H1C1A_BROADBAND_GLOBAL,008a917f209f17a46f5bfd48dde796d5e473af44a93209b4432f5b6d9908a446,450.0,454.0,9,False,0.7025964310588267,0.8977224859875109,0.29323058344322883,0.29323058344322883,0.21798044254323456,-0.03276761547226001,0.14771177611942932,3.2232085725739945,0.8512982155294134,0.9488612429937553,-0.7045434190087712,-0.3278093472182083,0.37673407179056284,0.37673407179056284,0.41707101933004714,False,0.8978763283897282,0.7027017537924904,-0.03275965231550448,0.20697393279144766,0.41780166966916255,0.9999472817743155,0.9999827619831501,5.271822568453377e-05,0.41906922408696423,0.11440106611878785,-0.011614003793321273,0.3924501989709316,0.2671103505884109,0.8422888919982584,0.9211444459991293,0.842431976657176,0.49759359276922965,550.0,109.0,106.0,95.0,204.12006270820123,-1.9652605719205243,0.41906922408696423,0.11440106611878785,0.897876328389728,0.7027017537924904,0.9488612429937553,0.8512982155294134,False,"[True, 0.7025964310588267, -0.21798044254323456, -0.37673407179056284, 0.9999472817743155, 0.7027017537924904, 0.11440106611878785, 0.8978763283897282, 0.41906922408696423]",False,eligible_new_candidate
GLOBAL_016,H1C1A_BROADBAND_GLOBAL,2707c4a52ef53b86bc137408a7bfc7397f47020e2c385118d8bd9a8b18b0a62a,450.0,454.0,9,True,-0.9149628194281229,-0.06487148261337543,1.1586821193000307,1.1586821193000307,2.178120956993382,-0.041249046476058475,7.693054370926093,0.0799302070482292,0.042518590285938594,0.4675642586933123,2.2733753908221024,98.31532936690617,96.04195397608407,96.04195397608407,178.47971668757177,True,0.1951893188203292,0.016940025330274538,-0.07991081452019465,0.8246227647221424,0.983191811407272,0.016174984948203592,0.8753600997242303,0.9838250150517964,0.3928016154898685,0.017768850221311538,-0.0022930538593016743,0.5233044838550148,0.36095584023036814,0.2437192998719078,0.6218596499359539,0.24508834476356625,0.467572489263687,550.0,103.0,113.0,101.0,189.04232330353963,1.2124280899449285,0.3928016154898686,0.01776885022131154,0.1951893188203292,0.016940025330274604,0.4675642586933122,0.0425185902859386,False,"[False, -0.9149628194281229, -2.178120956993382, -96.04195397608407, 0.016174984948203592, 0.016940025330274538, 0.017768850221311538, 0.1951893188203292, 0.3928016154898685]",False,eligible_new_candidate
GLOBAL_017,H1C1A_BROADBAND_GLOBAL,b791f1fd275bed1dddf7d90810bc429f739c2e78be5aba39b1757b11330eab62,450.0,454.0,9,False,0.01681267031260281,0.06053051711365395,0.12951329839165032,0.12951329839165032,0.06898692776232282,-0.031396165785722976,0.059940608767223624,1.6007402801486643,0.5084063351563014,0.530265258556827,-4.328618971248943,0.28099414397273037,4.6096131152216735,4.6096131152216735,4.832409333732484,True,0.060620644143762475,0.017006433051526278,-0.03139463577687283,0.9417847865931971,0.9831130745734273,0.9991059092533412,0.9995921370177638,0.0008940907466588044,0.49358284689158527,0.48067751407492515,0.0014394041420533936,0.021347512514863387,0.012920256187199178,0.14632596870425313,0.5731629843521265,0.14640934640232994,0.48067751407492515,550.0,103.0,107.0,100.0,200.06249023742558,-1.4320961841646465,0.4935828468915854,0.48067751407492515,0.060620644143762496,0.017006433051526226,0.530265258556827,0.5084063351563014,False,"[True, 0.01681267031260281, -0.06898692776232282, -4.6096131152216735, 0.9991059092533412, 0.017006433051526278, 0.48067751407492515, 0.060620644143762475, 0.49358284689158527]",False,eligible_new_candidate
GLOBAL_018,H1C1A_BROADBAND_GLOBAL,e845c395735b0c26f05551b883ad65b8e18131eacb85b8fe822ac1f970164940,450.0,454.0,9,False,0.6158319994034467,0.8260959406742904,0.382631134219075,0.382631134219075,0.41818369360661545,0.02235283099111521,0.36077390666449105,1.472635133360218,0.8079159997017232,0.9130479703371451,0.869935590726862,2.6250311207873245,1.7550955300604625,1.7550955300604625,1.0640468132368484,False,0.8273110138792579,0.6184264044317743,0.02292636965140315,0.27438517753808395,0.4847055605892764,0.9998537549279829,0.9999709446215417,0.0001462450720171038,0.4907957604176281,0.4813098120952413,0.003280370634570546,0.022866494221353395,0.015091951753603896,0.6306802115354577,0.8153401057677289,0.6310413503840457,0.4813098120952413,550.0,109.0,114.0,106.0,185.06755523321746,1.5481576989779677,0.4907957604176281,0.4813098120952413,0.827311013879258,0.6184264044317742,0.9130479703371451,0.8079159997017232,True,,,failed_control
GLOBAL_019,H1C1A_BROADBAND_GLOBAL,0157d50c33999d7398a61684ea8b5aec0196cea3b2288079897a91aa22c2c9cf,450.0,454.0,9,True,-0.9393266209744643,0.48136786401541937,1.9014432039672018,1.9014432039672018,2.6944235288759337,0.31299394596578917,9.812985427542726,0.15138122833779782,0.030336689512767804,0.7406839320077098,-87.42368805789219,-0.07014933872734583,87.35353871916485,87.35353871916485,174.70707743832972,False,0.6923792341239761,0.17829617878570608,0.12403569529149423,0.4015828685393414,0.824130014327689,0.06692837891427982,0.7970876550964117,0.9330716210857202,0.2560010646408708,0.003143235440036775,0.06938132923010036,0.3741602937421978,0.4565257326191845,0.4078851434635027,0.7039425717317513,0.4078863663069646,0.2658941003676184,550.0,112.0,103.0,97.0,207.0024154448445,0.27678905217775984,0.2560010646408708,0.0031432354400367755,0.6923792341239762,0.17829617878570603,0.7406839320077098,0.030336689512767807,False,"[False, -0.9393266209744643, -2.6944235288759337, -87.35353871916485, 0.06692837891427982, 0.17829617878570608, 0.003143235440036775, 0.6923792341239761, 0.2560010646408708]",False,eligible_new_candidate
GLOBAL_020,H1C1A_BROADBAND_GLOBAL,0e944f6b8331e30e84ea6c1a2987c21e6995988a3a5e09a8ffe4af6507578d07,450.0,454.0,9,True,-0.8674199243858192,0.2446477978574618,1.8427445713180977,1.8427445713180977,2.6018060177306945,-0.24833798793248016,8.895571673341895,0.1666085332747496,0.06629003780709038,0.6223238989287309,-90.18786403459116,-1.3085168674861185,88.87934716710504,88.87934716710504,173.9514068236693,True,0.43922403990093467,0.049136349228656874,-0.24950509530199105,0.6172332652143949,0.9520050531501092,0.06389850646483378,0.7690833663759371,0.9361014935351663,0.4002165509733969,0.017045693355106254,-0.023728413906466107,0.48237481386360004,0.3612168965281962,0.9753246469322785,0.9876623234661392,0.9791541733171174,0.4994205072187063,550.0,106.0,110.0,103.0,192.21082175569617,-2.6837751594689845,0.4002165509733969,0.017045693355106254,0.4392240399009346,0.049136349228656874,0.6223238989287309,0.06629003780709038,False,"[False, -0.8674199243858192, -2.6018060177306945, -88.87934716710504, 0.06389850646483378, 0.049136349228656874, 0.017045693355106254, 0.43922403990093467, 0.4002165509733969]",False,eligible_new_candidate
H1C1B_V2_001,H1C1B_BROADBAND_ADAPTIVE,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,450.0,454.0,9,False,0.37403301445339426,0.7992155104591102,0.612738768707018,0.612738768707018,0.8598874311043495,-0.0226639669096155,1.369784915089695,0.43497904600492343,0.6870165072266972,0.8996077552295552,0.8596477105145987,3.893332154862874,3.0336844443482756,3.0336844443482756,3.52595896487697,False,0.8006379654711963,0.3775139186629776,-0.021957129357840426,0.30238986603234563,0.671245669542993,0.9993250228966883,0.9999067446774735,0.0006749771033116581,0.4843780517857803,0.4334146526083597,-0.004183318906783441,0.06561854203312867,0.03913880302312185,0.6310795211651224,0.8155397605825613,0.6313637530593896,0.4809920210554184,550.0,109.0,113.0,106.0,185.06755523321746,1.5481576989779677,0.4843780517857803,0.43341465260835965,0.8006379654711963,0.3775139186629776,0.8996077552295552,0.687016507226697,False,"[True, 0.37403301445339426, -0.8598874311043495, -3.0336844443482756, 0.9993250228966883, 0.3775139186629776, 0.4334146526083597, 0.8006379654711963, 0.4843780517857803]",False,eligible_new_candidate
H1C1B_V2_002,H1C1B_BROADBAND_ADAPTIVE,1223fccd0ea879a8b9b0942a1f977ff1fc2bd8e38b439dfb33388a977386db0c,450.0,454.0,9,False,0.2473215827014374,0.8090101529496959,0.7487814711500038,0.7487814711500038,1.4425395020433571,-0.022645722344987115,5.1749719826100335,0.17144874185497616,0.6236607913507187,0.9045050764748479,0.7869631513638142,4.111140411737921,3.324177260374107,3.324177260374107,6.579715992300275,False,0.8102939712884748,0.24989028202011146,-0.022306626033772252,0.2885593221313612,0.7745674348502,0.9983508453354301,0.9997091566177871,0.0016491546645699406,0.48755022337243314,0.46596556735059225,1.9383262852206835e-05,0.03430408055379042,0.02049649595513189,0.6710209898206589,0.8355104949103295,0.6712742495877374,0.47868761825423184,550.0,109.0,114.0,105.0,185.06755523321746,1.5481576989779677,0.48755022337243314,0.46596556735059225,0.8102939712884747,0.24989028202011135,0.9045050764748479,0.6236607913507186,False,"[True, 0.2473215827014374, -1.4425395020433571, -3.324177260374107, 0.9983508453354301, 0.24989028202011146, 0.46596556735059225, 0.8102939712884748, 0.48755022337243314]",False,eligible_new_candidate
H1C1B_V2_003,H1C1B_BROADBAND_ADAPTIVE,82ae7eddd69475b1d8e7ad2af7c7ee4c26ebfe1d681a9ab10fcb0a162e307a71,450.0,454.0,9,False,0.577813112155494,0.8151635601149962,0.4182731470915789,0.4182731470915789,0.28190556672574774,0.07910336343860865,0.387499341647803,2.745103979400437,0.788906556077747,0.9075817800574981,0.7477691391494593,2.0502856886246557,1.3025165494751962,1.3025165494751962,0.6225928823929728,False,0.8161988816436178,0.578208174105963,0.07956994422144312,0.28881230051528173,0.516971035549676,0.9999770574976908,0.999987473067925,2.2942502309164503e-05,0.48984532495110933,0.47661701866856515,0.005228003031836374,0.03969116648720178,0.02373945203233524,0.577813112155494,0.788906556077747,0.578208174105963,0.482356601955588,550.0,110.0,114.0,106.0,185.06755523321746,1.5481576989779677,0.48984532495110944,0.4766170186685652,0.8161988816436178,0.578208174105963,0.9075817800574981,0.7889065560777471,False,"[True, 0.577813112155494, -0.28190556672574774, -1.3025165494751962, 0.9999770574976908, 0.578208174105963, 0.47661701866856515, 0.8161988816436178, 0.48984532495110933]",False,eligible_new_candidate
H1C1B_V2_004,H1C1B_BROADBAND_ADAPTIVE,04cb9d44d747b7ef318eaafa8f93a9794b396880c31fe27952273b4755e6fabf,450.0,454.0,9,False,0.46805701006898476,0.7934025192461668,0.5121908733275984,0.5121908733275984,0.30020318526821,-0.0687621984171864,0.4286716504058319,1.5591340566583576,0.7340285050344924,0.8967012596230836,-5.645928883287058e-07,3.239123127456937e-07,8.885052010743995e-07,8.885052010743995e-07,1.7770104021487988e-06,False,0.7934025192461669,0.46805701006898476,-0.0687621984171865,0.31524160421945857,0.6019509226096398,0.9999999999999997,1.0,3.3306690738754696e-16,0.3877814323986129,0.14561679354301732,-0.011065962549498464,0.3690590771981333,0.32307668804132755,0.708963230171746,0.8544816150858731,0.708963230171746,0.4956276131907012,550.0,108.0,108.0,100.0,195.0,0.0,0.38778143239861296,0.14561679354301732,0.7934025192461669,0.46805701006898476,0.8967012596230836,0.7340285050344924,False,"[True, 0.46805701006898476, -0.30020318526821, -8.885052010743995e-07, 0.9999999999999997, 0.46805701006898476, 0.14561679354301732, 0.7934025192461669, 0.3877814323986129]",False,eligible_new_candidate
H1C1B_V2_005,H1C1B_BROADBAND_ADAPTIVE,7ba530060e07eb8b651007da12053d43b506b488dc27a8b1ba186f7b9dd2ce82,450.0,454.0,9,False,0.6609805972561811,0.8265127689986396,0.336832314285998,0.336832314285998,0.38312474486046977,0.023183491684296294,0.9855536643447129,2.1044073762595854,0.8304902986280905,0.91325638449932,-2.5889461863032574e-07,2.5642274147135415e-06,2.8231220333438673e-06,2.8231220333438673e-06,5.149958229851748e-06,False,0.8265127689986401,0.6609805972561811,0.023183491684296318,0.28979715654028343,0.4517831171569837,0.9999999999999986,0.9999999999999997,1.4432899320127035e-15,0.34845912560652254,0.03574980915992627,-0.030940243561625683,0.46898252167904136,0.40912379364591406,0.6609805972561811,0.8304902986280905,0.6609805972561811,0.4871307682607693,550.0,109.0,107.0,99.0,195.0,0.0,0.34845912560652254,0.03574980915992627,0.8265127689986401,0.6609805972561811,0.91325638449932,0.8304902986280905,False,"[True, 0.6609805972561811, -0.38312474486046977, -2.8231220333438673e-06, 0.9999999999999986, 0.6609805972561811, 0.03574980915992627, 0.8265127689986401, 0.34845912560652254]",False,eligible_new_candidate
