candidate_id,H_nm,D_nm,polarization,T,R_total,txx_amplitude,txx_phase_deg_wrapped,tyx_amplitude,cross_pol_fraction,energy_residual,x_input_reconstruction_residual
NP_P1D_H500_D170,500,170,x,0.9235752177205562,0.06023847463413716,0.9979524324878947,-45.0273572635456,3.1075373756638916e-09,9.696456185775325e-18,0.016186307645306666,0.027127524188872845
