source_fsp_path,material_name,frequency_hz,wavelength_nm,epsilon_real,epsilon_imag,n_real,k_imag,data_kind,interpolation_method
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1366164290173668.5,219.441,2.1312741404545603,0.0,1.4598884,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1378254106247767.2,217.51610000000002,2.13354750062224,0.0,1.4606668,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1390343768594228.8,215.6247,2.1358384408206397,0.0,1.4614508,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1402434149896755.8,213.76580000000004,2.13814815718464,0.0,1.4622408,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1414523711562017.0,211.9388,2.14047375208164,0.0,1.4630358,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1426613715346761.8,210.14270000000002,2.14281934810384,0.0,1.4638372,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1438703627275205.2,208.3768,2.145182046736,0.0,1.464644,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1450793760945953.0,206.64029999999997,2.14756070175364,0.0,1.4654558,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1462883915435570.2,204.9325,2.14995768354756,0.0,1.4662734,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1474973323860729.0,203.2528,2.15237008637764,0.0,1.4670958,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1487063550996699.8,201.6003,2.15480028260644,0.0,1.4679238,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,sio222,1499153432062587.8,199.97450000000003,2.1572459500435603,0.0,1.4687566,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,290158752189190.56,1033.2015000000001,5.33623305682944,0.0,2.3100288,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,302248681913570.56,991.8735000000001,5.350796160769441,0.0,2.3131788,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,314338602569337.06,953.7246000000001,5.36615093822116,0.0,2.3164954,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,326428572517419.94,918.4014000000001,5.382330400224999,0.0,2.319985,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,338518500535342.44,885.6013999999999,5.399363264409001,0.0,2.323653,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,350608455466577.06,855.0634000000001,5.41728324903364,0.0,2.3275058,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,362698396356083.94,826.5613,5.436126335120041,0.0,2.3315502,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,374788358015646.94,799.8980000000001,5.4559336104359994,0.0,2.335794,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,386878298807641.5,774.9012000000001,5.476746660024999,0.0,2.340245,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,398968269779602.44,751.4192999999999,5.49861322570884,0.0,2.3449122,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,411058235583428.7,729.3187000000001,5.521578838415999,0.0,2.349804,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,423148137614397.9,708.4811,5.54570378265124,0.0,2.3549318,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,435238065096005.2,688.8011,5.5710453577584405,0.0,2.3603062,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,447328047428112.3,670.1848000000001,5.597666405345439,0.0,2.3659388,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,459417965012250.44,652.5484,5.625641114123559,0.0,2.3718434,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,471507978011888.06,635.8163,5.65504285151556,0.0,2.3780334,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,483597842305713.1,619.921,5.68595566038564,0.0,2.3845242,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,495687850332233.3,604.8009,5.718478299556001,0.0,2.391334,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,507777779471542.1,590.4009,5.752706310400001,0.0,2.39848,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,519867768531983.4,576.6706000000001,5.78876093304336,0.0,2.4059844,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,531957669441563.5,563.5645,5.82676065251856,0.0,2.4138684,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,544047660354732.4,551.0408,5.866848408100839,0.0,2.4221578,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,556137559021536.8,539.0617000000001,5.909178546752039,0.0,2.4308802,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,568227508248319.8,527.5923,5.953928916542761,0.0,2.4400674,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,580317448211462.1,516.6008000000002,6.001292700712961,0.0,2.4497536,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,592407426106775.5,506.05789999999996,6.051493728466559,0.0,2.4599784,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,604497302882141.4,495.93680000000006,6.104785434424961,0.0,2.4707864,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,616587311103684.0,486.21250000000003,6.161455843984,0.0,2.482228,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,628677205138674.1,476.86230000000006,6.22184378253376,0.0,2.4943624,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,640767148807273.2,467.8649,6.286337664049,0.0,2.507257,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,652857145034839.9,459.20070000000004,6.355392596892161,0.0,2.5209904,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,664947086801954.4,450.85159999999996,6.429550336073639,0.0,2.5356558,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,677037001070684.9,442.80069999999995,6.509467445409641,0.0,2.5513658,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,689126894715633.8,435.0323,6.595945045351841,0.0,2.5682572,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,701216910933154.1,427.53170000000006,6.68999363060484,0.0,2.5865022,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,713306857673380.9,420.28540000000004,6.792916452741759,0.0,2.6063224,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,725396880472976.5,413.28059999999994,6.9065048885290015,0.0,2.628023,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,737486843351443.0,406.5055,7.03349331898756,0.0,2.6520734,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,749576716031293.9,399.94900000000007,7.179001090209639,0.0,2.6793658,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,761666669207313.1,393.60060000000004,7.347359949681959,0.0,2.7106014,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,773756597615283.0,387.45060000000007,7.54097953192336,0.0,2.7460844,0.0,native_sampled,none
