wavelength_nm,candidate_id,target_channel,target_cp_power,same-spin_leakage_power,total_power,R_fraction,L_fraction,DoCP_RminusL,conversion_to_leakage_ratio,optional_reverse_channel_L_in_to_R_out,optional_reverse_same_spin_L_in_to_L_out,optional_reverse_channel_ratio,pass_fail,result_csv,notes
447,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,0.742510027913,0.032496678205,0.775006706118,0.041930834854,0.958069165146,-0.916138330292,22.8487977519,0.33522895911,0.0286653014047,11.6945904171,PASS,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant and above existing B4 plane-wave soft ratio threshold
448,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,0.267805154613,0.0294288860722,0.297234040685,0.0990091377298,0.90099086227,-0.80198172454,9.10007786078,0.289560888413,0.0244203624073,11.8573542679,BORDERLINE,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant but below existing B4 plane-wave soft ratio threshold
449,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,0.930748584293,0.00632747527474,0.937076059568,0.00675236039821,0.993247639602,-0.986495279204,147.096360536,0.263721839453,0.00477023961957,55.2848201525,PASS,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant and above existing B4 plane-wave soft ratio threshold
450,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,0.952912154469,0.00322235011076,0.95613450458,0.00337018494294,0.996629815057,-0.993259630114,295.719621306,0.206628629107,0.00289240231536,71.4384122877,PASS,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant and above existing B4 plane-wave soft ratio threshold
451,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,0.983776288919,0.00515829738699,0.988934586306,0.00521601474801,0.994783985252,-0.989567970504,190.717249339,0.15408306128,0.00424570439464,36.2915188996,PASS,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant and above existing B4 plane-wave soft ratio threshold
452,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,1.01332146131,0.00880427827538,1.02212573958,0.00861369392671,0.991386306073,-0.982772612147,115.094210975,0.295342232364,0.00744378231226,39.6763661234,PASS,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant and above existing B4 plane-wave soft ratio threshold
453,B4INT_J1J2_D194_T90_PSI97_H525,R_in_to_L_out,0.925963984022,0.0124135309697,0.938377514991,0.0132287174099,0.98677128259,-0.97354256518,74.5931182904,0.271062030763,0.0119589568652,22.6660262947,PASS,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_bw1_spectral_tolerance\stage10_cp_bw1_per_wavelength.csv,target dominant and above existing B4 plane-wave soft ratio threshold
