seed_id,static_structure_id,view,spectral_FWHM_nm,T450,status,edge_stability,normal_to_40_60_ratio
explicit_fab,P1_EXPLICIT_FAB_G3_A3,fwhm_vs_T450,7.500000000001705,0.8278414914432128,local_pareto,,
explicit_fab,P1_EXPLICIT_FAB_G3_A3,fwhm_vs_edge_stability,7.500000000001705,,local_pareto,0.5341455660831329,
explicit_fab,P1_EXPLICIT_FAB_G3_A3,fwhm_vs_ratio,7.500000000001705,,local_pareto,,39.35984939542306
zl1_alternative,P1_ZL1_ALTERNATIVE_G3_A3,fwhm_vs_T450,3.2000000000007276,0.960593300340866,local_pareto,,
zl1_alternative,P1_ZL1_ALTERNATIVE_G3_A3,fwhm_vs_edge_stability,3.2000000000007276,,local_pareto,0.20923240732891202,
zl1_alternative,P1_ZL1_ALTERNATIVE_G3_A3,fwhm_vs_ratio,3.2000000000007276,,local_pareto,,44.25993193103981
zl1_nominal,P1_ZL1_NOMINAL_G3_A3,fwhm_vs_T450,3.3000000000007503,0.9604979466122574,local_pareto,,
zl1_nominal,P1_ZL1_NOMINAL_G3_A3,fwhm_vs_edge_stability,3.3000000000007503,,local_pareto,0.2849281422208938,
zl1_nominal,P1_ZL1_NOMINAL_G3_A3,fwhm_vs_ratio,3.3000000000007503,,local_pareto,,61.6620051145306
