static_structure_id,seed_id,geometry_hash,sequence_hash,reference_source,replay_status,checks
P1_EXPLICIT_FAB_G3_A3,explicit_fab,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,tmm_refined,pass,"[{""metric"":""spectral_peak_nm"",""reference_value"":450.20000000000346,""replay_value"":450.20000000000687,""absolute_delta"":3.410605131648481e-12,""relative_delta"":7.575755512324421e-15,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""spectral_FWHM_nm"",""reference_value"":7.53883005885092,""replay_value"":7.500000000001705,""absolute_delta"":-0.03883005884921431,""relative_delta"":-0.005150674381315454,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T448"",""reference_value"":0.6198603709487449,""replay_value"":0.6198603709496786,""absolute_delta"":9.336975637097567e-13,""relative_delta"":1.5063030441527652e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T450"",""reference_value"":0.8278414914431513,""replay_value"":0.8278414914432128,""absolute_delta"":6.150635556423367e-14,""relative_delta"":7.429726125107777e-14,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T453"",""reference_value"":0.5341455660841076,""replay_value"":0.5341455660831329,""absolute_delta"":-9.74664793318425e-13,""relative_delta"":-1.8247175586681784e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""normal_to_40_60_ratio"",""reference_value"":41.374176909770455,""replay_value"":39.35984939542306,""absolute_delta"":-2.014327514347393,""relative_delta"":-0.048685621438228834,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""}]"
P1_ZL1_NOMINAL_G3_A3,zl1_nominal,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,tmm_refined,pass,"[{""metric"":""spectral_peak_nm"",""reference_value"":450.3000000000035,""replay_value"":450.3000000000069,""absolute_delta"":3.410605131648481e-12,""relative_delta"":7.574073132685887e-15,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""spectral_FWHM_nm"",""reference_value"":3.367307153062086,""replay_value"":3.3000000000007503,""absolute_delta"":-0.06730715306133561,""relative_delta"":-0.019988421014735573,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T448"",""reference_value"":0.3398689873537695,""replay_value"":0.3398689873550081,""absolute_delta"":1.2385648062718246e-12,""relative_delta"":3.6442419060218726e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T450"",""reference_value"":0.9604979466115663,""replay_value"":0.9604979466122574,""absolute_delta"":6.911138328291599e-13,""relative_delta"":7.195370227154191e-13,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T453"",""reference_value"":0.28492814222199636,""replay_value"":0.2849281422208938,""absolute_delta"":-1.102562485755243e-12,""relative_delta"":-3.869615957051383e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""normal_to_40_60_ratio"",""reference_value"":69.33276935837053,""replay_value"":61.6620051145306,""absolute_delta"":-7.670764243839926,""relative_delta"":-0.11063692269655225,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""}]"
P1_ZL1_ALTERNATIVE_G3_A3,zl1_alternative,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,tmm_coarse,pass,"[{""metric"":""spectral_peak_nm"",""reference_value"":449.5,""replay_value"":449.70000000000675,""absolute_delta"":0.200000000006753,""relative_delta"":0.00044493882092714796,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""spectral_FWHM_nm"",""reference_value"":2.5,""replay_value"":3.2000000000007276,""absolute_delta"":0.7000000000007276,""relative_delta"":0.280000000000291,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T448"",""reference_value"":0.4814166445388499,""replay_value"":0.48141664454073163,""absolute_delta"":1.881717004437178e-12,""relative_delta"":3.9087078225965344e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T450"",""reference_value"":0.960593300342243,""replay_value"":0.960593300340866,""absolute_delta"":-1.3770096174425817e-12,""relative_delta"":-1.4334990853589928e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""T453"",""reference_value"":0.20923240732963397,""replay_value"":0.20923240732891202,""absolute_delta"":-7.219502773381237e-13,""relative_delta"":-3.4504706347938317e-12,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""},{""metric"":""normal_to_40_60_ratio"",""reference_value"":44.25993192804931,""replay_value"":44.25993193103981,""absolute_delta"":2.9904967391303217e-09,""relative_delta"":6.75666818465015e-11,""allowed_tolerance_source"":""same evaluator/grid; source CSV precision"",""status"":""pass""}]"
