helper_stage,helper_candidate,wavelength_nm,phase_metric,phase_before_deg,phase_after_deg,delta_phase_circular_deg,legacy_reported_phase_shift_deg,projector_error_current_formal,legacy_PD_before,legacy_PD_after,legacy_leakage_before,legacy_leakage_after,legacy_Txx_before,legacy_Txx_after,legacy_Tyy_before,legacy_Tyy_after,total_transmission_before,total_transmission_after,txy_before,txy_after,tyx_before,tyx_after,tyy_before,tyy_after,spectral_scope
v7,h2_weak_aniso_03,633.0,arg(t_alpha_star_from_alpha),23.472379945078615,128.67545189753864,105.20307195246005,,UNAVAILABLE,0.2184189361732188,0.894312161064709,0.37603746585951847,0.053721931132566875,0.10699247061568602,0.1613466775703469,0.8552556780753048,0.8552685105953626,0.4811240743454954,0.5083075940828548,0.04605619236304768+0.3537713282076207j,0.1288715383517247-0.407859642423185j,0.03894744772888053+0.3132886394251667j,-0.05749375128430824-0.3927019905926084j,0.2793021987444785+0.8062075628118596j,-0.6988637480413933+0.428836345187987j,single wavelength 633 nm; no spectral stability claim
v8,hr_aniso_push_08,633.0,arg(t_alpha_star_from_alpha),23.472379945078615,131.6649840315141,108.1926040864355,,UNAVAILABLE,0.2184189361732188,0.8480014767393671,0.37603746585951847,0.07909108118126469,0.10699247061568602,0.19894361015233925,0.8552556780753048,0.8417386212936964,0.4811240743454954,0.5203411157230178,0.04605619236304768+0.3537713282076207j,0.1480058287465819-0.4083966426555837j,0.03894744772888053+0.3132886394251667j,-0.04331646395415145-0.429946585567097j,0.2793021987444785+0.8062075628118596j,-0.7220036739011326+0.3629817806607491j,single wavelength 633 nm; no spectral stability claim
p200,p200v3_h300_zero_validhelper_helper_mid_35x35_r45,633.0,arg(t_alpha_star_from_alpha),23.472379945078615,29.16874555049974,5.696365605421136,,UNAVAILABLE,0.2184189361732188,0.22939346052400864,0.37603746585951847,0.3702981209541283,0.10699247061568602,0.10269690622655445,0.8552556780753048,0.8583593578587307,0.4811240743454954,0.4805281320426426,0.04605619236304768+0.3537713282076207j,0.00288037024463909+0.3561125635396702j,0.03894744772888053+0.3132886394251667j,-0.001939819400369959+0.3037354706647719j,0.2793021987444785+0.8062075628118596j,0.2211059578911492+0.8262245813338079j,single wavelength 633 nm; no spectral stability claim
