candidate_id,top_pair_count,bottom_pair_count,cavity_spacer_nm,top_termination_nm,bottom_termination_nm,top_high_scale,top_low_scale,bottom_high_scale,bottom_low_scale,top_chirp,bottom_chirp,valid,score,corrected_proxy_peak_abs_angle_deg,corrected_proxy_angular_FWHM_deg,angular_fwhm_bounded,normal_window_response_0_5,normal_window_response_0_10,offaxis_20_60_response,offaxis_30_40_response,corrected_normal_offaxis_ratio,offaxis_peak_30_40_to_normal_ratio,offaxis_peak_20_60_to_normal_ratio,strongest_peak_angle,second_peak_angle,second_to_first_peak_ratio,spectral_peak_nm_normal_window,spectral_fwhm_nm_normal_window,spectral_fwhm_bounded,near_normal_spectrum_0_5_peak,near_normal_spectrum_0_10_peak,top_R_proxy,bottom_R_proxy,top_outcoupling_proxy,extraction_proxy,model_lam0_nm,model_spec_fwhm_nm,model_angle_fwhm_deg,total_stack_thickness_nm,distance_to_R2_4B_OPT_06361,distance_to_R2_4B_OPT_06176,failure_mode,pass_level
R2_4D2_OPT_02425,5,12,262,28,7,1.1429,0.9537,1.2417,0.8104,0.147,-0.0395,True,-405.389512,6.0,29.823,True,2.7295e-06,5.65e-06,2.8816e-06,9.489e-07,1.960699,0.167955,0.510022,6.0,34.0,0.053902,461.0,999.0,False,0.1086944175,0.2249891553,0.060939,0.751206,0.939061,0.78719966,470.196,7.434,17.597,2824,1.606838,1.57196,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04313,7,9,315,45,20,0.9397,1.1996,0.9885,0.9657,-0.0885,-0.15,True,-405.392535,6.5,28.855,True,4.85665e-05,0.0001052722,4.17742e-05,2.12103e-05,2.520029,0.201481,0.396821,6.5,33.0,0.061363,445.0,999.0,False,0.1376704002,0.2984129835,0.22596,0.414793,0.77404,0.47960689,435.272,8.753,15.416,2905,0.93246,1.212362,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_10599,7,12,251,61,39,1.0048,1.1867,0.8285,1.16,0.0717,-0.0437,True,-405.393499,6.0,29.785,True,0.0,0.0,0.0,0.0,1.985172,0.193064,0.503735,6.0,32.5,0.055051,461.0,999.0,False,9.59396e-05,0.0001986447,0.066468,0.78375,0.933532,0.80231287,475.428,7.149,17.523,3461,1.078622,0.936786,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08253,4,11,241,66,70,0.9516,1.0256,0.9546,0.99,-0.0288,-0.1114,True,-405.401898,6.0,29.722,True,0.0001837487,0.0003806412,0.0001877228,7.82475e-05,2.027677,0.205568,0.493175,6.0,32.0,0.056079,461.0,999.0,False,0.4457436641,0.9233721902,0.075702,0.52404,0.924298,0.63834471,469.049,8.281,17.398,2628,1.095639,1.228733,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08826,5,10,260,41,63,1.2015,0.9298,0.9116,1.1898,-0.1358,0.0582,True,-405.401944,6.0,29.836,True,7.723e-07,1.5985e-06,8.188e-07,2.748e-07,1.952214,0.171935,0.512239,6.0,33.5,0.053963,461.0,999.0,False,0.0179321351,0.037114574,0.059072,0.519474,0.940928,0.64703694,473.329,8.489,17.623,2811,1.39236,1.610874,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04050,6,5,286,12,25,1.0404,0.8782,0.8834,0.9623,-0.0041,0.0276,True,-405.402528,6.5,28.686,True,0.0,0.0,0.0,0.0,2.651933,0.229703,0.377083,6.5,32.0,0.012568,461.0,999.0,False,1.5157e-06,3.2634e-06,0.230876,0.311857,0.769124,0.42510031,481.545,8.913,15.34,1886,1.446409,1.507253,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01385,6,4,232,68,18,1.0115,1.1779,0.872,0.7871,0.1048,0.0679,True,-405.402713,6.0,29.828,True,1.3e-09,2.6e-09,1.3e-09,5e-10,1.956865,0.182464,0.511021,6.0,33.0,0.054378,445.0,999.0,False,0.0002587878,0.0005356496,0.060167,0.490743,0.939833,0.62873235,428.628,8.596,17.608,1840,1.484008,1.490152,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_07320,6,11,352,62,86,1.0543,0.9544,1.1177,0.7624,0.0651,0.0834,True,-405.402772,6.0,29.79,True,1e-10,3e-10,1e-10,1e-10,1.981552,0.195117,0.504655,6.0,32.5,0.055181,461.0,999.0,False,7.46149e-05,0.0001544854,0.065706,0.734372,0.934294,0.77298061,478.092,8.39,17.533,2882,1.055528,1.361057,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04562,5,10,341,88,71,0.8227,1.2269,0.9664,1.2137,-0.0848,0.0389,True,-405.403481,6.5,28.787,True,1.329e-07,2.889e-07,1.111e-07,5.91e-08,2.599822,0.204628,0.384642,6.5,33.0,0.062017,461.0,999.0,False,0.0018282018,0.0039749129,0.23909,0.269352,0.76091,0.39953796,476.885,9.621,15.24,3047,1.041893,1.431052,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05417,10,11,298,51,44,0.9662,0.9047,1.0159,0.7997,-0.0567,-0.0335,True,-405.413691,7.5,10.655,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,33.0,0.0,445.0,999.0,False,0.0,0.0,0.628419,0.843679,0.371581,0.33382521,409.177,4.758,10.054,3263,0.82062,0.921919,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09088,4,12,294,66,31,1.1147,0.9042,1.1048,0.8976,0.0884,-0.1495,True,-405.416475,6.0,29.829,True,1e-09,2.1e-09,1.1e-09,4e-10,1.956163,0.187869,0.511205,6.0,33.0,0.05466,445.0,999.0,False,0.0001718104,0.0003556182,0.060053,0.515451,0.939947,0.64390435,427.799,8.843,17.609,2762,1.410625,1.531006,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03758,5,6,188,51,15,0.7808,0.7601,1.1488,0.8596,0.0933,-0.0291,True,-405.420673,6.0,11.083,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,461.0,999.0,False,0.0,0.0,0.58602,0.21938,0.41398,0.20392517,486.051,7.865,10.533,1713,1.759663,1.565294,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04043,9,8,202,24,18,1.0475,0.9036,0.8203,0.989,-0.1301,0.009,True,-405.424701,7.0,13.499,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,0.0,461.0,999.0,False,0.0,0.0,0.418883,0.595311,0.581117,0.42825588,489.756,6.765,12.844,2686,1.37009,1.302778,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_07573,9,11,195,37,84,1.1463,0.7835,0.8119,0.7697,-0.0324,-0.0302,True,-405.425758,7.5,10.703,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,32.5,0.0,461.0,999.0,False,0.0,0.0,0.625496,0.976396,0.374504,0.3687587,512.958,4.131,10.095,2869,1.360947,1.225812,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_00469,6,9,199,45,48,1.052,0.7893,0.7882,1.1876,0.0938,0.0421,True,-405.428491,7.0,13.514,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.5,0.0,461.0,999.0,False,0.0,0.0,0.40425,0.546353,0.59575,0.42008126,521.07,7.087,13.035,2536,1.606494,1.363032,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_12156,6,6,222.0,72.0,23.0,0.846,0.8524,1.1448,1.1535,0.15,-0.0704,True,-405.429154,8.5,11.858,True,4.9233e-06,1.45375e-05,4.3617e-06,2.1829e-06,3.332988,0.150158,0.300031,8.5,37.0,0.079762,445.0,999.0,False,0.0190903661,0.0563698453,0.553694,0.000572,0.446306,0.15637314,434.965,8.68,11.144,2149.0,1.742872,1.481313,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_02361,4,12,349,47,83,1.0223,0.9449,0.869,1.1637,0.0688,0.0205,True,-405.43486,6.0,29.833,True,0.0,0.0,0.0,0.0,1.953244,0.194079,0.511969,6.0,32.5,0.045066,461.0,999.0,False,1.34916e-05,2.79244e-05,0.059465,0.770522,0.940535,0.80024413,478.976,8.222,17.617,3008,1.26389,1.444722,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_13191,10,10,360,51.0,76.0,0.8358,1.132,0.88,0.8228,-0.1052,-0.0114,True,-405.437192,7.5,10.749,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,33.5,0.0,461.0,999.0,False,0.0,0.0,0.616434,0.948771,0.383566,0.37079368,476.101,4.95,10.216,3339.0,0.507034,0.972183,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_10581,8,12,247,14,70,1.0126,1.2204,0.9642,0.7836,0.0464,-0.0975,True,-405.439057,6.0,29.811,True,9.70247e-05,0.0002008519,0.0001020913,4.03084e-05,1.967375,0.200687,0.508292,6.0,32.5,0.055362,461.0,999.0,False,1.5311129938,3.1695736585,0.062683,0.928579,0.937317,0.89380342,466.094,6.46,17.574,3276,0.993974,0.850698,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01987,5,4,263,69,60,1.0647,0.9186,0.7748,0.8974,0.0222,0.0289,True,-405.439773,6.0,29.799,True,9.232e-07,1.9112e-06,9.679e-07,3.961e-07,1.974671,0.20723,0.506413,6.0,32.0,0.055942,461.0,999.0,False,0.00798769,0.0165368894,0.064409,0.299846,0.935591,0.50980307,475.461,9.504,17.55,1649,1.436826,1.56585,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_12918,9,12,314.0,86.0,47.0,0.8186,1.0214,0.923,0.8038,-0.0626,-0.0177,True,-405.441011,7.5,10.764,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,33.0,0.0,445.0,999.0,False,0.0,0.0,0.626853,0.967339,0.373147,0.36522479,429.899,4.357,10.081,3293.0,0.494377,0.862583,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08661,10,7,300,14,74,1.2067,0.9819,0.8119,1.0762,0.1101,-0.0745,True,-405.447663,6.0,29.889,True,5.455e-07,1.1286e-06,5.885e-07,2.043e-07,1.9176,0.18103,0.521485,6.0,33.0,0.053995,445.0,999.0,False,0.0066084492,0.0136722292,0.051286,0.420726,0.948714,0.59149633,430.357,9.379,17.728,3051,1.509476,1.308122,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08710,9,7,343,60,87,1.0437,1.1031,0.9094,0.9822,-0.0977,0.0041,True,-405.452757,6.0,29.835,True,0.000282838,0.0005854002,0.0002998397,0.0001082131,1.952377,0.184853,0.512196,6.0,33.0,0.054495,461.0,999.0,False,0.2349716186,0.4863292962,0.059186,0.421665,0.940814,0.58714546,471.459,9.768,17.621,2991,0.896973,1.237515,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_07733,4,10,250,21,68,0.9875,1.09,0.798,0.7506,-0.11,0.0903,True,-405.45291,6.0,29.896,True,3.498e-07,7.237e-07,3.782e-07,1.311e-07,1.913633,0.181103,0.522566,6.0,33.0,0.053972,445.0,999.0,False,0.1178733205,0.243857,0.050373,0.94022,0.949627,0.91272722,436.903,6.493,17.74,2150,1.101718,1.430895,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03509,6,8,205,28,31,0.7962,0.96,0.8847,0.9071,-0.0702,-0.0465,True,-405.453546,7.0,13.614,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,461.0,999.0,False,0.0,0.0,0.420143,0.70793,0.579857,0.46977387,507.031,6.211,12.835,2184,1.186555,1.120273,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08341,9,8,336,6,17,1.0136,1.1951,0.8573,0.8087,-0.0064,0.0163,True,-405.454121,6.0,29.805,True,2.013e-07,4.168e-07,2.115e-07,8.8e-08,1.970386,0.211071,0.507515,6.0,31.5,0.056281,445.0,999.0,False,0.0261613356,0.0541593676,0.063572,0.904219,0.936428,0.87812843,434.236,7.458,17.562,2913,1.046193,1.205697,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05686,4,7,186,1,34,1.2138,0.9161,0.7639,0.7621,-0.1305,-0.0754,True,-405.454122,6.0,29.932,True,0.0001204509,0.0002491236,0.0001317285,4.34652e-05,1.89119,0.174472,0.528768,6.0,33.5,0.053615,461.0,999.0,False,0.5996380601,1.2402063149,0.045104,0.794027,0.954896,0.82705268,468.466,7.73,17.811,1657,1.756712,1.878325,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_10432,4,7,182,59,20,1.1714,0.8831,1.0316,0.8405,-0.0082,0.0373,True,-405.455328,6.0,29.808,True,0.0,0.0,0.0,0.0,1.968583,0.210651,0.50798,6.0,31.5,0.056222,461.0,999.0,False,4.8051e-06,9.9474e-06,0.063163,0.457641,0.936837,0.60657038,481.756,9.234,17.567,1822,1.645507,1.707194,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_04446,7,11,250,7,23,0.9996,1.1905,0.8424,0.7737,-0.0156,0.001,True,-405.456069,6.0,29.814,True,0.0,0.0,0.0,0.0,1.964561,0.208879,0.50902,6.0,32.0,0.055982,445.0,999.0,False,0.000880554,0.0018228015,0.062229,0.97935,0.937771,0.92518382,433.587,6.259,17.58,2808,0.995508,1.054862,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05524,6,8,341,71,82,1.1262,0.9258,0.8474,1.1529,0.0432,0.0361,True,-405.457812,6.0,29.839,True,2.938e-07,6.081e-07,3.12e-07,1.226e-07,1.949153,0.201635,0.513043,6.0,32.0,0.055348,461.0,999.0,False,0.0051884046,0.0107383369,0.058657,0.535275,0.941343,0.65699044,475.771,9.228,17.628,2676,1.272062,1.454182,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01838,8,8,286,37,51,0.8078,0.9818,1.0021,1.0161,0.0779,0.0854,True,-405.459376,6.0,11.238,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.5,0.0,461.0,999.0,False,0.0,0.0,0.587163,0.147817,0.412837,0.18415877,498.72,8.029,10.495,2729,1.06271,0.873983,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_05772,5,10,277,82,72,0.8697,0.9173,1.0625,0.7878,0.082,0.1255,True,-405.460878,7.0,13.644,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,461.0,999.0,False,0.0,0.0,0.398742,0.711327,0.601258,0.48843933,493.309,6.214,13.116,2464,1.150944,1.277124,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_12332,6,11,191.0,31.0,50.0,0.8886,0.8146,0.9098,0.8376,-0.1311,0.0404,True,-405.461974,7.5,10.848,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,34.0,0.0,461.0,999.0,False,0.0,0.0,0.613911,0.939964,0.386089,0.37102226,475.454,4.392,10.256,2484.0,1.224748,1.260532,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01588,6,11,259,69,34,1.1917,0.9499,0.7987,1.1971,-0.1173,-0.0019,True,-405.464764,6.0,29.914,True,2.226e-07,4.604e-07,2.421e-07,8.23e-08,1.902164,0.178788,0.525717,6.0,33.5,0.053847,461.0,999.0,False,0.0217071035,0.0449017289,0.047698,0.715418,0.952302,0.7761466,472.074,7.63,17.776,3086,1.310817,1.513819,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_08232,8,12,242,57,23,1.0504,0.7958,0.7849,0.773,-0.0344,-0.0299,True,-405.466171,7.5,10.865,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,32.5,0.0,445.0,999.0,False,0.0,0.0,0.614983,0.981214,0.385017,0.38031598,427.604,3.687,10.243,2813,1.132174,1.170728,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_00263,7,6,258,81,70,1.05,1.0187,0.8855,0.7586,-0.0887,0.0659,True,-405.467173,6.0,29.9,True,3.05481e-05,6.31962e-05,3.3071e-05,1.1887e-05,1.910927,0.188097,0.523306,6.0,33.0,0.054362,461.0,999.0,False,0.3477204113,0.7193451569,0.0498,0.733064,0.9502,0.78533255,468.934,7.529,17.748,2239,1.075834,1.368063,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_06266,4,7,254,30,8,0.8087,0.8389,0.9797,0.7836,-0.0899,0.0941,True,-405.467228,7.0,13.669,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.5,0.0,445.0,999.0,False,0.0,0.0,0.410336,0.646312,0.589664,0.45410159,423.305,6.229,12.966,1704,1.455093,1.642729,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_02912,6,8,355,50,38,1.2355,0.8799,0.8884,1.0478,0.0394,-0.1453,True,-405.468066,6.0,28.78,True,0.0,0.0,0.0,0.0,1.652157,0.20559,0.419237,6.0,32.5,0.005209,461.0,999.0,False,4.197e-07,8.739e-07,0.143218,0.407574,0.856782,0.52685496,484.187,9.566,16.488,2574,1.426002,1.607776,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03564,9,9,183,44,13,1.0656,0.8273,0.9159,1.0348,-0.046,-0.0543,True,-405.468457,6.0,11.274,True,0.0,0.0,0.0,0.0,2e-06,1e-06,0.0,6.0,33.5,0.0,461.0,999.0,False,2.6e-09,5.8e-09,0.593196,0.468085,0.406804,0.26615373,479.319,6.738,10.419,2845,1.464657,1.247824,spectral_fwhm_gt8;spectral_peak_outside_450_456;normal5_below_population_threshold;normal10_below_population_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_09724,5,9,259,80,56,1.0755,0.9204,0.9066,1.2183,-0.0221,0.1476,True,-405.474228,6.0,29.842,True,8.747e-07,1.8103e-06,9.299e-07,3.752e-07,1.946712,0.207273,0.513687,6.0,32.0,0.055813,461.0,999.0,False,0.0107994138,0.0223508291,0.058221,0.381568,0.941779,0.56320194,474.652,9.117,17.634,2665,1.412511,1.53966,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_03581,5,10,323,17,68,1.1722,0.9195,0.8562,0.9806,-0.0774,0.1329,True,-405.47954,6.0,29.897,True,2e-10,5e-10,2e-10,1e-10,1.91261,0.191656,0.522846,6.0,32.5,0.054497,445.0,999.0,False,0.0001184468,0.0002450416,0.050222,0.698617,0.949778,0.76371718,428.37,8.335,17.742,2609,1.255123,1.579507,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;normal5_below_population_threshold;normal10_below_population_threshold;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
R2_4D2_OPT_01073,9,10,240,67,84,1.2037,0.9127,1.1229,0.872,-0.0475,-0.0501,True,-405.48127,6.0,29.538,True,0.0007059612,0.0014962716,0.0006612136,0.0003102347,2.262917,0.207338,0.441907,6.0,32.5,0.058714,461.0,999.0,False,0.6795977644,1.4403947754,0.157701,0.405149,0.842299,0.51662134,468.086,8.461,16.317,3234,1.236308,1.264311,angular_fwhm_gt15;spectral_fwhm_gt8;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy
