candidate_id,score,failure_mode,pass_level,corrected_proxy_peak_abs_angle_deg,corrected_proxy_angular_FWHM_deg,corrected_normal_offaxis_ratio,offaxis_20_60_response,offaxis_30_40_response,spectral_fwhm_nm_normal_window
R2_4D2_OPT_12320,-33.667663,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,10.373,8.917455,0.51226924,1.3343059884,4.558
R2_4D2_OPT_12296,-33.775447,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.0,7.575,5.351965,0.0522772444,0.0902586173,5.869
R2_4D2_OPT_12627,-34.303657,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,12.09,7.00145,0.3516863997,0.7371709485,5.019
R2_4D2_OPT_12897,-34.339044,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,12.981,4.256516,0.3218844466,0.3016391834,5.6
R2_4D2_OPT_13175,-34.379859,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.991,5.325166,0.3039484146,0.3701005021,5.554
R2_4D2_OPT_12339,-34.439088,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,10.546,8.282209,0.5456605464,1.213173916,4.496
R2_4D2_OPT_13053,-34.48138,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.533,5.652332,0.2310223704,0.3479420525,5.938
R2_4D2_OPT_12331,-34.700055,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.983,5.351365,0.4060572982,0.4303986164,5.705
R2_4D2_OPT_12542,-34.73362,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,11.335,7.693911,0.5517272218,1.0938297913,5.132
R2_4D2_OPT_12843,-34.869104,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.5,12.136,5.179196,0.4141869621,0.3416403526,8.848
R2_4D2_OPT_12687,-34.964913,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,8.5,9.821,5.340355,0.2774674242,0.2575577565,8.996
R2_4D2_OPT_13185,-35.104889,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.548,6.558402,0.3983260176,0.6113828778,5.523
R2_4D2_OPT_12900,-35.219199,30_40_resonance_risk;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,10.299,8.460158,0.45233107,1.2405719944,4.745
R2_4D2_OPT_12318,-35.335044,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,11.894,6.553682,0.5907014297,0.903232063,5.075
R2_4D2_OPT_02945,-35.43968,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.526,6.621773,0.3932998578,0.6259532244,5.516
R2_4D2_OPT_12943,-35.473527,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,11.396,8.293077,0.6468065652,1.5340331265,4.996
R2_4D2_OPT_03213,-35.488608,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.842,5.73193,0.4658294499,0.5410114583,5.855
R2_4D2_OPT_13223,-35.601633,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.693,4.831435,0.4271758527,0.3945135265,6.251
R2_4D2_OPT_12724,-35.653974,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.5,11.447,7.527708,0.3272314328,0.6757891482,7.558
R2_4D2_OPT_09883,-35.672292,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.793,5.865092,0.4619416632,0.5949919332,5.063
R2_4D2_OPT_12326,-35.780197,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.943,4.269504,0.3422448363,0.3143020501,5.829
R2_4D2_OPT_06408,-35.781005,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,11.393,5.784277,0.4885773174,0.5071136799,7.68
R2_4D2_OPT_01402,-35.8453,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.0,7.385,5.430411,0.0446942725,0.1053855062,5.162
R2_4D2_OPT_08877,-35.865096,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,11.346,7.631229,0.535524637,1.1749922366,5.254
R2_4D2_OPT_13244,-35.994173,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.988,5.339975,0.4884867789,0.5125710699,6.204
R2_4D2_OPT_12877,-36.001793,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,11.696,6.118918,0.3922456643,0.6718730447,5.286
R2_4D2_OPT_12027,-36.166274,30_40_resonance_risk;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,9.412,8.53368,0.5217409142,1.4449855089,4.766
R2_4D2_OPT_07053,-36.200404,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,6.568,5.291107,0.0452196019,0.1284405601,4.212
R2_4D2_OPT_12340,-36.214341,peak_angle_gt7;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.0,11.458,4.827999,0.2745696929,0.354951494,5.048
R2_4D2_OPT_01301,-36.238688,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.5,12.507,6.055637,0.4979072078,0.625339458,7.545
R2_4D2_OPT_13339,-36.304878,spectral_fwhm_gt8;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,6.5,13.033,4.885609,0.6651421952,0.5193889111,8.559
R2_4D2_OPT_13024,-36.450911,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,11.091,8.199091,0.6614157678,1.5302961165,4.577
R2_4D2_OPT_02935,-36.559995,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.5,13.058,4.740776,0.4457679654,0.5464341756,5.813
R2_4D2_OPT_12789,-36.589137,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,9.069,6.953379,0.1986323646,0.4379620125,5.954
R2_4D2_OPT_12496,-36.664229,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,8.962,7.556026,0.3356238943,0.7561694392,5.102
R2_4D2_OPT_12932,-36.738665,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,23.882,7.014048,0.4097029894,0.7963416824,5.578
R2_4D2_OPT_12929,-36.848624,30_40_resonance_risk;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,10.794,7.140545,0.4041411897,0.9237224742,4.522
R2_4D2_OPT_05220,-36.873419,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy,8.5,9.883,5.228405,0.2086240227,0.2423434635,8.714
R2_4D2_OPT_12137,-37.153663,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,9.5,9.262,4.508864,0.2097475565,0.1842646369,7.894
R2_4D2_OPT_12923,-37.184768,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,11.424,8.290463,0.8169135435,1.9681974526,5.058
R2_4D2_OPT_10157,-37.233501,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,13.131,4.739048,0.3578788734,0.4656369451,6.433
R2_4D2_OPT_12434,-37.589269,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.685,7.60406,0.7205852681,1.2852314628,5.397
R2_4D2_OPT_12055,-37.618104,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,13.0,7.191,0.645016,0.0029278117,0.0029699399,3.957
R2_4D2_OPT_13138,-37.664112,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.791,4.604689,0.5937110598,0.5318633351,6.118
R2_4D2_OPT_10994,-37.688093,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.997,3.294183,0.5089602931,0.3023005977,5.819
R2_4D2_OPT_02281,-37.727565,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,12.5,7.282,1.255181,0.0042808757,0.0072348789,3.854
R2_4D2_OPT_09532,-37.738364,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,19.5,7.915,0.024225,0.0001194471,1.66987e-05,3.043
R2_4D2_OPT_12111,-37.773508,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,10.0,7.387,4.275706,0.0357768881,0.0877496713,3.23
R2_4D2_OPT_05548,-37.775907,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,12.693,4.817772,0.362063489,0.5111271648,6.08
R2_4D2_OPT_00220,-37.79301,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,13.324,4.333345,0.5727933921,0.5547712257,6.1
R2_4D2_OPT_12131,-37.854987,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,13.5,7.073,0.650387,0.0026256432,0.0030321075,3.096
R2_4D2_OPT_10719,-37.870617,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.5,10.186,5.578685,0.2196211271,0.4149743852,5.174
R2_4D2_OPT_13275,-37.942106,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.955,5.424616,0.6437735327,0.7446393569,5.24
R2_4D2_OPT_12370,-37.942283,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.732,4.730613,0.4656691612,0.5239854789,5.113
R2_4D2_OPT_06787,-38.040603,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.514,6.657115,0.6667870263,1.0477976659,4.903
R2_4D2_OPT_12845,-38.179971,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy,8.0,12.052,3.681711,0.4403136757,0.256507291,8.746
R2_4D2_OPT_08448,-38.620175,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.612,3.939086,0.5239022994,0.4221723862,6.449
R2_4D2_OPT_12775,-38.660176,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.5,8.849,4.281049,0.0634220537,0.1104604563,5.813
R2_4D2_OPT_12007,-38.696459,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.5,8.692,6.085375,0.1259442472,0.3030527099,5.5
R2_4D2_OPT_13192,-38.711068,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.73,7.470341,0.7354108127,1.4055793381,5.106
R2_4D2_OPT_12616,-38.749229,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,11.0,10.202,1.734669,0.0211508505,0.0226855951,4.566
R2_4D2_OPT_06041,-38.879331,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.848,5.691924,0.5683433305,0.8452044384,4.925
R2_4D2_OPT_12800,-38.93717,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.0,8.728,5.179592,0.1107904211,0.2080078343,5.623
R2_4D2_OPT_12698,-38.986405,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,8.5,10.935,4.093192,0.4586823159,0.3285204655,9.302
R2_4D2_OPT_12662,-39.09448,spectral_fwhm_gt8;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.0,12.845,4.530063,0.639068619,0.5736936395,9.036
R2_4D2_OPT_06184,-39.121008,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.621,3.92408,0.6418246574,0.4818534258,6.317
R2_4D2_OPT_13246,-39.137139,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.617,7.788337,1.0278060338,1.790260183,5.35
R2_4D2_OPT_13071,-39.178948,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.8,5.839509,0.6760224533,0.9540189829,5.407
R2_4D2_OPT_13300,-39.221315,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.946,6.857967,0.9142374889,1.442089826,4.825
R2_4D2_OPT_13228,-39.273931,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.819,4.54194,0.7195552517,0.6484817727,6.157
R2_4D2_OPT_13190,-39.276557,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.886,4.390877,0.595744391,0.5756835985,6.024
R2_4D2_OPT_12269,-39.311699,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,11.631,6.320754,0.8023528873,1.3427009921,4.632
R2_4D2_OPT_12345,-39.323164,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,9.974,6.830266,0.5352430807,1.154073787,4.191
R2_4D2_OPT_13031,-39.347575,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,10.456,6.854645,0.5253477649,1.1803018315,4.226
R2_4D2_OPT_12207,-39.38214,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,10.0,7.255,4.010575,0.1004134709,0.1105910799,6.975
R2_4D2_OPT_01327,-39.41102,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.887,7.006949,0.6997739388,1.3342566133,5.171
R2_4D2_OPT_02949,-39.43737,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,13.384,4.14964,0.6850303193,0.6579740001,5.935
R2_4D2_OPT_12316,-39.46067,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,11.261,7.0509,0.8481941392,1.6389049684,4.556
R2_4D2_OPT_12373,-39.467941,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,11.134,5.484047,0.3805923695,0.6875895104,4.177
R2_4D2_OPT_13174,-39.639013,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,24.992,5.323142,0.7299757323,0.8756215661,5.847
R2_4D2_OPT_12589,-39.686704,30_40_resonance_risk;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,11.993,5.435672,0.519942131,0.8897194599,5.971
R2_4D2_OPT_10136,-39.835948,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.652,6.462445,0.8395287683,1.259754331,6.329
R2_4D2_OPT_12251,-39.836233,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.545,6.575633,1.134481531,1.5622573021,4.934
R2_4D2_OPT_07006,-39.840288,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.847,5.71774,0.9530359233,1.1465254725,5.3
R2_4D2_OPT_09129,-39.873495,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.582,5.263596,0.5397221689,0.700370075,7.045
R2_4D2_OPT_07041,-39.895514,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.871,4.425209,0.7280635231,0.6629026036,6.339
R2_4D2_OPT_13347,-39.93086,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,13.156,4.608292,0.8976248972,0.7805153246,7.72
R2_4D2_OPT_02240,-39.930935,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.645,4.944983,0.7709410225,0.8084867674,6.001
R2_4D2_OPT_12354,-39.969331,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.755,5.976648,1.0993575518,1.3345542529,5.554
R2_4D2_OPT_12151,-39.971077,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy,9.0,11.468,3.232652,0.4090645791,0.2112249569,8.497
R2_4D2_OPT_00543,-39.998612,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.5,25.713,5.382043,0.4682074021,0.6890096818,5.854
R2_4D2_OPT_12342,-40.080027,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,11.402,6.750006,1.004594591,1.7301108868,4.902
R2_4D2_OPT_10159,-40.136756,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.884,7.136306,0.5019586461,1.0170214428,6.535
R2_4D2_OPT_12886,-40.278952,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.841,7.268381,0.9653590241,1.7687698273,5.287
R2_4D2_OPT_12920,-40.288976,30_40_resonance_risk;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,11.353,7.60063,0.9382973234,2.248079354,4.875
R2_4D2_OPT_06302,-40.479573,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.802,3.6009,0.6249451716,0.4776329774,6.312
R2_4D2_OPT_04439,-40.661457,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.5,11.932,3.171236,0.2497896835,0.2536026295,5.501
R2_4D2_OPT_06204,-40.672516,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.549,5.182664,1.0183849648,1.0831189599,5.235
R2_4D2_OPT_07294,-40.73909,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.799,5.839728,0.852797506,1.2163988917,5.49
R2_4D2_OPT_12437,-40.792886,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,23.909,6.971715,1.2912660189,1.9537885968,5.484
R2_4D2_OPT_10098,-40.804277,spectral_peak_outside_450_456;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,13.501,3.975947,0.7266828574,0.7109502525,6.251
