candidate_id,score,failure_mode,pass_level,corrected_proxy_peak_abs_angle_deg,corrected_proxy_angular_FWHM_deg,corrected_normal_offaxis_ratio,offaxis_20_60_response,offaxis_30_40_response,spectral_fwhm_nm_normal_window
R2_4D2_OPT_13045,-40.81464,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,12.234,5.786502,0.8361696794,1.382774914,5.354
R2_4D2_OPT_06042,-40.938807,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.695,4.823657,0.874422969,0.9134729848,5.829
R2_4D2_OPT_04914,-41.056652,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,9.5,8.633,4.524319,0.1285914787,0.1961621635,6.936
R2_4D2_OPT_13231,-41.099783,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.816,4.549343,1.087082948,0.9358273611,6.082
R2_4D2_OPT_12511,-41.101068,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,10.34,6.191302,0.5041459918,1.0663968804,4.503
R2_4D2_OPT_12396,-41.249906,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.606,3.94655,0.7677524531,0.6720478075,5.417
R2_4D2_OPT_12246,-41.27047,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.606,6.39882,1.3232249831,1.8186227349,5.081
R2_4D2_OPT_04477,-41.312166,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,7.0,27.604,3.707531,0.4589762888,0.3949522476,6.298
R2_4D2_OPT_12894,-41.429279,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,10.575,6.612393,0.767939849,1.5751969837,4.661
R2_4D2_OPT_13150,-41.460201,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.99,5.326884,1.046876367,1.2571470257,5.186
R2_4D2_OPT_12377,-41.477214,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.754,5.96504,1.0145103103,1.4951482495,4.814
R2_4D2_OPT_13070,-41.503213,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,10.053,6.655436,0.5362935101,1.3647784678,4.491
R2_4D2_OPT_03004,-41.55492,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.525,4.106171,1.0551798589,0.8381158134,5.672
R2_4D2_OPT_03947,-41.603872,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,27.622,3.116791,0.9305523665,0.5189969691,5.559
R2_4D2_OPT_12550,-41.628331,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,10.941,5.891955,0.7436141957,1.3372954984,5.425
R2_4D2_OPT_12002,-41.690207,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,8.149,6.354656,0.2937692458,0.8201739344,4.654
R2_4D2_OPT_08024,-41.780775,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.51,5.492699,1.0077359802,1.2991392883,5.687
R2_4D2_OPT_09076,-41.901804,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.5,12.858,3.734063,0.6216662885,0.4868246384,9.083
R2_4D2_OPT_12804,-41.925042,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.0,9.707,4.626306,0.1839431522,0.311144535,5.332
R2_4D2_OPT_13286,-41.95982,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.804,5.830303,1.1475104891,1.583227926,5.016
R2_4D2_OPT_00858,-41.972069,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.5,12.448,4.573662,0.7704473702,0.7624135657,8.71
R2_4D2_OPT_12412,-42.001216,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.624,6.347759,1.5467723273,2.0324136656,5.54
R2_4D2_OPT_12323,-42.066813,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.535,4.087972,1.1971207115,0.8960193852,6.035
R2_4D2_OPT_07746,-42.166736,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,10.5,7.604,3.269148,0.0218853126,0.0511985544,5.583
R2_4D2_OPT_05329,-42.211928,spectral_fwhm_gt8;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.0,13.759,3.685867,1.1424031258,0.7035733814,9.706
R2_4D2_OPT_12218,-42.272802,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,10.5,7.091,3.161869,0.065018669,0.076898618,7.031
R2_4D2_OPT_01391,-42.445405,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.963,4.227266,1.0161268067,0.9473999844,5.441
R2_4D2_OPT_02781,-42.459585,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.623,3.916943,0.8602509885,0.7142962777,6.851
R2_4D2_OPT_04517,-42.502003,angular_fwhm_gt15;spectral_fwhm_gt8;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,6.0,25.762,4.83817,1.1776304461,0.9754138935,9.041
R2_4D2_OPT_08279,-42.510578,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.879,6.055447,0.9757969049,1.5527838934,6.6
R2_4D2_OPT_12614,-42.703614,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,12.56,5.779391,1.4149133801,2.2432699392,5.189
R2_4D2_OPT_05297,-42.847898,angular_fwhm_gt15;spectral_fwhm_gt8;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,6.5,26.723,4.37312,1.0204961863,0.747790359,8.461
R2_4D2_OPT_02783,-42.952831,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.723,6.097461,1.3176380707,1.9933378714,5.328
R2_4D2_OPT_12330,-42.960135,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.784,4.621749,1.5912943362,1.389362737,5.928
R2_4D2_OPT_12416,-43.026658,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,11.326,6.001448,1.112822237,1.8380247654,5.063
R2_4D2_OPT_11524,-43.119648,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.518,4.11567,0.9640930973,0.8777968791,6.677
R2_4D2_OPT_04116,-43.13919,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.792,4.602198,1.5158684676,1.3167770663,6.846
R2_4D2_OPT_12208,-43.289867,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,10.5,7.335,3.576334,0.0941826922,0.1195167475,7.123
R2_4D2_OPT_11475,-43.30053,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.643,6.261633,1.2321277445,2.0903784142,5.609
R2_4D2_OPT_01167,-43.383919,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.5,11.297,4.343915,0.5945866676,0.6256594688,7.605
R2_4D2_OPT_07961,-43.402859,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,11.5,6.411,2.274091,0.0261072042,0.0361534949,6.957
R2_4D2_OPT_07261,-43.475828,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;normal_offaxis_ratio_below_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,14.0,8.417,0.292484,0.0054756795,0.0032596117,3.012
R2_4D2_OPT_10033,-43.561727,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.988,4.177826,1.2573617227,1.1084204849,6.134
R2_4D2_OPT_12912,-43.562758,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.75,5.981848,1.5378162599,2.1699803486,6.065
R2_4D2_OPT_07316,-43.76354,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.875,3.479086,0.9299523504,0.7080523186,6.934
R2_4D2_OPT_10283,-43.769808,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.5,26.949,3.68021,0.9518989976,0.7020378166,7.694
R2_4D2_OPT_05857,-43.804889,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,25.659,5.459706,1.1791599786,1.5250365668,7.4
R2_4D2_OPT_03991,-43.992484,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.841,6.136165,1.2220659813,2.071481104,6.491
R2_4D2_OPT_08785,-43.998989,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,12.307,4.831487,0.9071116373,1.1110617144,7.378
R2_4D2_OPT_12902,-44.0099,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.686,6.149302,1.4314862262,2.2967908642,5.327
R2_4D2_OPT_06636,-44.064062,peak_angle_gt7;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.0,13.017,3.544992,0.7150047894,0.6547195031,7.216
R2_4D2_OPT_07958,-44.164468,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.541,4.071594,1.2645211342,1.0948344558,6.374
R2_4D2_OPT_11128,-44.320746,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,26.715,4.082697,1.2178044556,0.9958268455,7.452
R2_4D2_OPT_06569,-44.377204,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.5,26.786,4.262918,0.8625373893,0.9053956354,6.877
R2_4D2_OPT_01983,-44.413571,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.5,13.249,3.790266,1.2054820881,0.8772646007,9.162
R2_4D2_OPT_12611,-44.448887,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,25.816,5.149229,0.9849299106,1.3821127303,5.667
R2_4D2_OPT_13225,-44.475338,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,26.577,4.007027,1.6956499512,1.2565896954,6.419
R2_4D2_OPT_12097,-44.508425,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,9.0,6.679,4.945665,0.1727100589,0.4281520601,2.522
R2_4D2_OPT_03580,-44.548517,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.564,4.031042,1.4586103295,1.1414311204,7.58
R2_4D2_OPT_09769,-44.564382,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,25.989,4.172023,1.2260217806,1.1484678177,7.0
R2_4D2_OPT_05824,-44.671247,peak_angle_gt7;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.0,12.075,3.012892,0.4663702683,0.4126138427,5.689
R2_4D2_OPT_12338,-44.870617,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,26.6,3.964276,1.9698510761,1.4190726442,6.031
R2_4D2_OPT_12072,-44.882942,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,11.0,7.555,2.796485,0.0253183357,0.0584707249,3.977
R2_4D2_OPT_12360,-44.894521,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.5,10.287,5.386201,0.7081571758,1.280604399,4.75
R2_4D2_OPT_13148,-44.989452,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.5,12.651,4.188966,1.4067846645,1.4788699076,5.421
R2_4D2_OPT_02104,-44.998927,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,7.5,14.067,3.246612,1.1867903527,0.6685234035,9.456
R2_4D2_OPT_09902,-45.003469,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.551,5.444406,1.4059062058,2.0724333032,5.718
R2_4D2_OPT_12980,-45.034639,peak_angle_gt7;spectral_fwhm_gt8;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule,fail_corrected_proxy,9.0,12.345,2.625219,0.7735565137,0.333220754,9.579
R2_4D2_OPT_06644,-45.044855,offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,7.0,13.71,3.718508,1.0337335473,0.8862611772,7.807
R2_4D2_OPT_12581,-45.05995,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,10.994,4.864894,0.8268867608,1.3403996265,5.569
R2_4D2_OPT_07174,-45.107722,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,12.064,4.469097,0.84303008,1.2024282989,5.234
R2_4D2_OPT_09517,-45.134199,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,24.95,5.429452,1.8326696646,2.3571447717,5.735
R2_4D2_OPT_03559,-45.143645,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,27.577,3.17488,1.1984886028,0.8252178209,5.969
R2_4D2_OPT_12569,-45.146076,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,11.395,4.914615,0.9992651217,1.5114033071,5.629
R2_4D2_OPT_01973,-45.244407,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.913,3.415911,1.1076913189,0.8485832902,7.224
R2_4D2_OPT_12580,-45.253671,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.5,11.121,4.651181,0.5676274854,0.8247086917,5.766
R2_4D2_OPT_13141,-45.433416,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.5,25.842,5.025863,1.6107957961,1.866822442,5.588
R2_4D2_OPT_12346,-45.534848,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.688,4.8408,2.1601008765,2.1978128164,5.895
R2_4D2_OPT_12994,-45.541412,peak_angle_gt7;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,9.5,8.166,4.890465,0.1935016114,0.4961615051,3.376
R2_4D2_OPT_01461,-45.553479,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,26.713,3.754109,1.6041826911,1.2646839603,6.219
R2_4D2_OPT_02046,-45.67382,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.881,4.464618,2.0118494401,1.9054811876,6.561
R2_4D2_OPT_02563,-45.693872,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.0,12.532,3.550468,0.6940414215,0.7653907888,6.953
R2_4D2_OPT_13245,-45.708776,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.916,4.329646,2.2979452803,1.9247978863,6.157
R2_4D2_OPT_04876,-45.746052,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.833,4.511768,2.3570393017,2.0422646738,6.779
R2_4D2_OPT_12940,-45.783706,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.506,5.266279,1.6878774459,2.3138022492,5.845
R2_4D2_OPT_10308,-45.794786,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.892,4.379878,1.8879041357,1.7392265644,6.838
R2_4D2_OPT_13256,-45.846448,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,26.75,3.691437,2.0210233552,1.3785051103,6.56
R2_4D2_OPT_06338,-45.919711,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,26.512,4.265047,1.4507118148,1.4786932124,6.717
R2_4D2_OPT_13198,-46.093687,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.723,4.757132,2.1240619869,2.2508522478,6.018
R2_4D2_OPT_03312,-46.110373,peak_angle_gt7;spectral_fwhm_gt8;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_fwhm_rule;spectral_peak_rule,fail_corrected_proxy,8.0,12.856,3.834922,0.667635085,0.6902733398,8.389
R2_4D2_OPT_06178,-46.157802,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,26.522,4.110799,2.086673636,1.7148414272,6.926
R2_4D2_OPT_13297,-46.195621,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.68,4.860541,2.2948498608,2.4011615774,5.247
R2_4D2_OPT_12587,-46.279229,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,9.5,9.681,3.790519,0.1727058381,0.3143375478,4.964
R2_4D2_OPT_13145,-46.369835,peak_angle_gt7;spectral_peak_outside_450_456;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,8.5,13.269,2.639995,0.6677286883,0.5103733442,6.125
R2_4D2_OPT_11956,-46.370028,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.95,3.361469,1.5214451451,1.0712176037,7.03
R2_4D2_OPT_12751,-46.449013,peak_angle_gt7;spectral_peak_outside_450_456;30_40_resonance_risk;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,10.0,8.025,3.78687,0.1129052227,0.2105858558,6.178
R2_4D2_OPT_00590,-46.657379,angular_fwhm_gt15;spectral_peak_outside_450_456;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold;spectral_peak_rule,fail_corrected_proxy,6.0,26.971,3.329874,1.5942238165,1.1180747932,7.147
R2_4D2_OPT_00112,-46.727595,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,8.0,12.216,4.219109,1.1639669329,1.4625254932,6.831
R2_4D2_OPT_13181,-46.778265,angular_fwhm_gt15;angular_fwhm_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,6.0,25.616,5.011146,2.2680836799,2.6315655715,5.792
R2_4D2_OPT_12289,-46.802214,peak_angle_gt7;peak_angle_rule;offaxis20_60_above_threshold;offaxis30_40_above_threshold;30_40_to_normal_above_threshold,fail_corrected_proxy,10.0,9.335,3.527029,0.3627419399,0.3705583846,7.377
