attempt,polarization,wavelength_nm,transmission_T,sourcepower_absolute,stored_monitor_power,manual_signed_flux,manual_flux_over_sourcepower,monitor_normal,normal_corrected_flux_over_sourcepower
BF07_attempt_001,x,436.00000000000006,0.7644388072057664,2.36570792783579e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,437.0,0.7639614895748467,2.366210538944842e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,438.00000000000006,0.7579388627576987,2.366709745814554e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,438.99999999999994,0.7482325087078278,2.3672055790393985e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,440.00000000000006,0.761806851757785,2.367698068871827e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,440.99999999999994,0.7623132719879928,2.368187245226837e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,442.0,0.7614657520600354,2.3686731376864663e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,443.0,0.7606539334141161,2.369155775504218e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,444.0,0.7561860161222114,2.3696351876094186e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,445.00000000000006,0.7505362952071374,2.3701114026115065e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,445.99999999999994,0.7384378321941989,2.370584448804258e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,447.00000000000006,0.7224472753262388,2.371054354169942e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,448.0,0.6964215482224371,2.3715211463834216e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,449.0,0.6618646305210453,2.371984852816185e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,450.0000000000001,0.6197898881833034,2.3724455005403145e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,450.99999999999994,0.5759492219266921,2.3729031163323987e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,452.0,0.5568997408502617,2.3733577266773914e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,453.00000000000006,0.5651577013512684,2.3738093577723926e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,453.99999999999994,0.6072681977560437,2.3742580355303973e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,455.00000000000006,0.6555046642380239,2.374703785583969e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,456.0,0.6924265870175559,2.375146633288862e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,457.0,0.7166890559800495,2.375586603727601e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,458.0,0.7113359363309527,2.376023721712988e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,459.0,0.6573378873921929,2.376458011791573e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,460.00000000000006,0.904478799421374,2.376889498247063e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,460.99999999999994,0.9321029754365744,2.3773182051036883e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,461.99999999999994,0.9117996822613657,2.377744156129507e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,463.0,0.900777802800596,2.378167374839678e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,464.00000000000006,0.8768384283212275,2.3785878844996657e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,x,465.00000000000006,0.8708593380421228,2.379005708128412e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,435.00000000000006,0.579118359964046,2.3652018815462696e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,436.00000000000006,0.6477687423128188,2.36570792783579e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,437.0,0.6855973663357157,2.366210538944842e-16,,,,z-positive from 2D Z-normal monitor type,
BF07_attempt_001,y,438.00000000000006,0.701193404029332,2.366709745814554e-16,,,,z-positive from 2D Z-normal monitor type,
