candidate_id,input_polarization,wavelength_nm,exact_geometry_hash,physics_configuration_hash,weighted_G0_version,normalization_version,source_plan_sha256,schema_version,formal_subrun_key,checkpoint_path,checkpoint_sha256,weighted_G0_Ex,weighted_G0_Ey,source_T,normalization_scale,validator_id,quality_status
PDCB_PHASE_LOCAL_01,x,450.0,cb54b6f48738a946b96aab5a2ea01e5cfae0aff9ae52682cc1c6c9c1f670392f,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_01|x|450.0|cb54b6f48738a946b96aab5a2ea01e5cfae0aff9ae52682cc1c6c9c1f670392f|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_01\x\checkpoint.json,edc651da66567bb7d9a1afb4a4fdb3076a8fdc7569319d04351a4137dd1fbe01,"{""imag"": 0.9789150977807461, ""real"": 0.15058337508623618}","{""imag"": -4.0264488382735755e-05, ""real"": 7.517505555258491e-06}",0.9809501231931917,1.0458264379120175,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_01,y,450.0,cb54b6f48738a946b96aab5a2ea01e5cfae0aff9ae52682cc1c6c9c1f670392f,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_01|y|450.0|cb54b6f48738a946b96aab5a2ea01e5cfae0aff9ae52682cc1c6c9c1f670392f|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_01\y\checkpoint.json,c020a683e9836dfe0d8af5b52c9a454f5a8a5f124130b54969b8e00282a42cce,"{""imag"": -3.945251809198352e-05, ""real"": 8.19683581376482e-06}","{""imag"": 0.18728307727322896, ""real"": -0.26802618244764514}",0.10691298713407789,1.0368418954393523,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_02,x,450.0,597724b4ccd1ce918bfb6359381d94d9349cfed9290c3d26e0292efde81ff6e5,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_02|x|450.0|597724b4ccd1ce918bfb6359381d94d9349cfed9290c3d26e0292efde81ff6e5|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_02\x\checkpoint.json,9484d221df35d86a7eeaed3e80144e61fa3c97231f160fe49775016e6318ecbf,"{""imag"": 0.976956139753141, ""real"": 0.1342654475083597}","{""imag"": -1.8031096099208317e-05, ""real"": -6.582052536443365e-06}",0.9724705097644226,1.0458509548452208,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_02,y,450.0,597724b4ccd1ce918bfb6359381d94d9349cfed9290c3d26e0292efde81ff6e5,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_02|y|450.0|597724b4ccd1ce918bfb6359381d94d9349cfed9290c3d26e0292efde81ff6e5|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_02\y\checkpoint.json,be895002f0c3e7256ed8ac6598dc134d295f178b83c69731f6d350014d6e388c,"{""imag"": -1.9848578856294454e-05, ""real"": -6.656543315498865e-06}","{""imag"": 0.15447075840856003, ""real"": -0.26976555121958123}",0.09663466826639587,1.0381399324008618,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_03,x,450.0,a9d757a84feda0d579e0c9bf66d21deeb67739bbe74e712729320c924caa745e,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_03|x|450.0|a9d757a84feda0d579e0c9bf66d21deeb67739bbe74e712729320c924caa745e|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_03\x\checkpoint.json,91f34ef7e42257503729a2f0bd37c5c26196eaaad1b2eeb4ae71704cfb81eb3f,"{""imag"": 0.9759394445088834, ""real"": 0.14453586659966403}","{""imag"": -1.6737436034648616e-05, ""real"": -7.716375403463403e-06}",0.9733484164217081,1.0458990959230205,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_03,y,450.0,a9d757a84feda0d579e0c9bf66d21deeb67739bbe74e712729320c924caa745e,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_03|y|450.0|a9d757a84feda0d579e0c9bf66d21deeb67739bbe74e712729320c924caa745e|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_03\y\checkpoint.json,56e1b83f1b6d6e8bd7b4543b3680aa03c11a7e9d8088a1f712d0d1112d9f2078,"{""imag"": -1.6190106102021323e-05, ""real"": -8.571327954318583e-06}","{""imag"": 0.1719263977392138, ""real"": -0.26680422509794727}",0.10074318110528566,1.036642737612683,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_04,x,450.0,68accd04aedfe5fa41f53b531de5e11d6e47d1413d590915f031704b024e3042,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_04|x|450.0|68accd04aedfe5fa41f53b531de5e11d6e47d1413d590915f031704b024e3042|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_04\x\checkpoint.json,009c38d1b7cb61aee78ec30944f79b7ca991f494ab48a0507cae49d8b884e807,"{""imag"": 0.9776813657701771, ""real"": 0.14023075960805523}","{""imag"": 0.00024146837372809705, ""real"": 0.00022100772673811013}",0.9755256260658819,1.0458643990969065,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_04,y,450.0,68accd04aedfe5fa41f53b531de5e11d6e47d1413d590915f031704b024e3042,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_04|y|450.0|68accd04aedfe5fa41f53b531de5e11d6e47d1413d590915f031704b024e3042|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_04\y\checkpoint.json,34f68da0411267ec999db8ff47d9daaea4cd1b89a6059ce5ddad3004e5197d22,"{""imag"": 0.0002445629814291251, ""real"": 0.0002008603245453035}","{""imag"": 0.17165407268096403, ""real"": -0.26802849227112774}",0.10130449349301754,1.0367383532326848,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_05,x,450.0,0041b553b56833df59e9304c2dc984eb5ce0a0a303f3a62e3cd5835081689339,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_05|x|450.0|0041b553b56833df59e9304c2dc984eb5ce0a0a303f3a62e3cd5835081689339|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_05\x\checkpoint.json,e98316b20d893aeb829f965cd4f296d3a599764382b7e0e1b49fe6183fb92c12,"{""imag"": 0.978790172690641, ""real"": 0.1499879370253485}","{""imag"": -0.0005737774044690852, ""real"": -0.0010105297006740889}",0.9805279337996807,1.0458265858328726,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
PDCB_PHASE_LOCAL_05,y,450.0,0041b553b56833df59e9304c2dc984eb5ce0a0a303f3a62e3cd5835081689339,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,LP_ML_SCHEMA_V1.24,PDCB_PHASE_LOCAL_05|y|450.0|0041b553b56833df59e9304c2dc984eb5ce0a0a303f3a62e3cd5835081689339|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|69a3b1515bf76240cd9b6de086a89b3894d51fff395d029f7b020290449541f4,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_post_d8_cross_branch_diagnostic_v1\subruns\PDCB_PHASE_LOCAL_05\y\checkpoint.json,79805c75c25c9cadab22a0fcc554e978d861067248e0bbb490dd2ff3ee54fcbc,"{""imag"": -0.0005773401204982644, ""real"": -0.0010137417210679459}","{""imag"": 0.18693980958046028, ""real"": -0.26801282966508577}",0.10677873026495681,1.036855563492213,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
